# _root_ Akkor voltak 350-en , most 250 körüli a létszáma a 310_millió forint jegyzett tőkéjű vállalkozásnak , amely ma tipikus középvállalkozásnak mondható — mondja Erdész_András elnök-vezérigazgató .
#goldHeads=2,23,2,23,23,7,5,9,5,15,12,15,14,15,5,5,21,21,20,21,5,23,0,25,23,23,
#predictedHeads=2,0,2,2,7,7,2,9,2,15,12,13,15,15,2,2,23,23,20,21,23,23,2,25,23,2,
(13,11),(13,12),0.030951 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0159744 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0208911 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0418382 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0111887 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.0287282 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.155081 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.19719 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.108741 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0661647 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.218603 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0661647 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.188186 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.208028 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.117177 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.181754 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0759616 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0834098 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.188271 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0834098 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.172751 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.177724 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0843974 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0101642 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0694601 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.045862 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0694601 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0960487 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0271366 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0163298 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.229477 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0130642 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.229477 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0278957 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0204228 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0530849 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0679234 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.229753 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0306 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0630656 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0586761 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0331015 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0347783 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0452609 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0616045 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0306 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0630656 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0586761 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0271397 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0182769 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0888911 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0152315 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.336908 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.045806 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0181656 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0715719 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.35373 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0514379 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.35373 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0152315 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.066943 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.058788 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0668175 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0118048 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.00626233 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0163537 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0241276 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.00652801 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0240675 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0289006 # DEPENDENCYPART_SIBL
(15,2),(15,23),0.0320556 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.00652801 # DEPENDENCYPART_SIBL
(15,2),(15,25),-0.00652801 # DEPENDENCYPART_SIBL
(15,2),(15,26),0.133186 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.388592 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0865831 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0246052 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.000954259 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.390221 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0159931 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.390221 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0275393 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0447177 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.00608963 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.00274579 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0196372 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.00710123 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0186889 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.00616294 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.0154455 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.00621938 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.0317951 # DEPENDENCYPART_SIBL
(15,3),(15,23),-3.52228e-05 # DEPENDENCYPART_SIBL
(15,3),(15,24),0.0154455 # DEPENDENCYPART_SIBL
(15,3),(15,25),0.0154455 # DEPENDENCYPART_SIBL
(15,3),(15,26),0.0208839 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0757263 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0481352 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0259869 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.408123 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0561195 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.408123 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0452011 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0271282 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0433531 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0248468 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0346477 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0178598 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0586804 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.00379974 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.00844461 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.00775993 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0507504 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.0348466 # DEPENDENCYPART_SIBL
(15,4),(15,24),-0.00844461 # DEPENDENCYPART_SIBL
(15,4),(15,25),-0.00844461 # DEPENDENCYPART_SIBL
(15,4),(15,26),0.0238545 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.140611 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0257972 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.419037 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0295833 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.419037 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.140689 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0181297 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0143685 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0213516 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.00514657 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0301861 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0244373 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0563922 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.00890979 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0544686 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.0142089 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.00506934 # DEPENDENCYPART_SIBL
(15,5),(15,24),0.00890979 # DEPENDENCYPART_SIBL
(15,5),(15,25),0.00890979 # DEPENDENCYPART_SIBL
(15,5),(15,26),0.106165 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.00649095 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.392016 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.017791 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.392016 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0257444 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0465156 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.000552942 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0027909 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0196392 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.00710252 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0186923 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.00616424 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.015226 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.00622069 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0317968 # DEPENDENCYPART_SIBL
(15,6),(15,23),-3.65126e-05 # DEPENDENCYPART_SIBL
(15,6),(15,24),0.015226 # DEPENDENCYPART_SIBL
(15,6),(15,25),0.015226 # DEPENDENCYPART_SIBL
(15,6),(15,26),0.020881 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.662118 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.00305722 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.662118 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0093605 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.00207304 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0260224 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.00193485 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0343804 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.00658441 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0414166 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.00102421 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.00778109 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.00138006 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0579166 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0369427 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.00778109 # DEPENDENCYPART_SIBL
(15,7),(15,25),-0.00778109 # DEPENDENCYPART_SIBL
(15,7),(15,26),-0.0061835 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0129548 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.662013 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.00207841 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.000216785 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.152612 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.168333 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.00907785 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0256138 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.077336 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.00425573 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.00331961 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.00420801 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0530946 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.00846929 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.00331961 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.00331961 # DEPENDENCYPART_SIBL
(15,8),(15,26),-0.0285178 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.317134 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.00181523 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0640472 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0583318 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.045331 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.00392844 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.00590069 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0406536 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0445302 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.00455741 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0470825 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.043376 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.0100567 # DEPENDENCYPART_SIBL
(15,9),(15,24),0.00455741 # DEPENDENCYPART_SIBL
(15,9),(15,25),0.00455741 # DEPENDENCYPART_SIBL
(15,9),(15,26),0.039187 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.00207841 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.000216785 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.152612 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.168333 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.00907785 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0256138 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.077336 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.00425573 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.00331961 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.00420801 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0530946 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.00846929 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.00331961 # DEPENDENCYPART_SIBL
(15,10),(15,25),-0.00331961 # DEPENDENCYPART_SIBL
(15,10),(15,26),-0.0285178 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0447177 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.00608963 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.00274579 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0196372 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.00710123 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0186889 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.00616294 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0154455 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.00621938 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0317951 # DEPENDENCYPART_SIBL
(15,11),(15,23),-3.52228e-05 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.0154455 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.0154455 # DEPENDENCYPART_SIBL
(15,11),(15,26),0.0208839 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0619982 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0384046 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.00532765 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0071174 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0405158 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0443651 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.00592983 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0469174 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0382207 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.00910133 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.00592983 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.00592983 # DEPENDENCYPART_SIBL
(15,12),(15,26),0.0290574 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0201388 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0220132 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.00560427 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.028697 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0111089 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0205033 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0135132 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0455769 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0248051 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.0205033 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.0205033 # DEPENDENCYPART_SIBL
(15,13),(15,26),0.0229423 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.032953 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.00533993 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0396409 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.000165813 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.00416485 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.00257009 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0565188 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0357474 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.00416485 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.00416485 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.00430822 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.224638 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.158597 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.153297 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.342981 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.150524 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0110456 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.420098 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.342981 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.342981 # DEPENDENCYPART_SIBL
(15,16),(15,26),0.0787788 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0188324 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0375075 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0298661 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.036559 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0160542 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.0119158 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.0298661 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.0298661 # DEPENDENCYPART_SIBL
(15,17),(15,26),0.0967674 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0270309 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0399836 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0260671 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.048196 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.0297844 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0399836 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.0399836 # DEPENDENCYPART_SIBL
(15,18),(15,26),0.0756401 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0547467 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.00490218 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0875305 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0554329 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.0547467 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.0547467 # DEPENDENCYPART_SIBL
(15,19),(15,26),0.106008 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0592963 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0612693 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.0603037 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.00471394 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.00471394 # DEPENDENCYPART_SIBL
(15,20),(15,26),0.0485651 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0840585 # DEPENDENCYPART_SIBL
(15,21),(15,23),0.0549055 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.0536891 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.0536891 # DEPENDENCYPART_SIBL
(15,21),(15,26),0.102716 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.15172 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.151575 # DEPENDENCYPART_SIBL
(15,22),(15,25),0.151575 # DEPENDENCYPART_SIBL
(15,22),(15,26),0.069421 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.0748409 # DEPENDENCYPART_SIBL
(15,23),(15,25),0.0748409 # DEPENDENCYPART_SIBL
(15,23),(15,26),0.21711 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.00471394 # DEPENDENCYPART_SIBL
(15,24),(15,26),0.0485651 # DEPENDENCYPART_SIBL
(15,25),(15,26),0.0485651 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0126461 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.00910262 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.0126461 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0893069 # DEPENDENCYPART_SIBL
(17,20),(17,25),0.00262628 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.011912 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.0942053 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.21291 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0941456 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0740418 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.130821 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.0721704 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.0998255 # DEPENDENCYPART_SIBL
(18,1),(18,24),0.130821 # DEPENDENCYPART_SIBL
(18,1),(18,25),0.130821 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.114326 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.113439 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0653655 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.086364 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.0653579 # DEPENDENCYPART_SIBL
(18,2),(18,22),0.0390219 # DEPENDENCYPART_SIBL
(18,2),(18,24),0.086364 # DEPENDENCYPART_SIBL
(18,2),(18,25),0.086364 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.00718152 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.106627 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.087392 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.109284 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0309047 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.087392 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.087392 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0941453 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.241601 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0930909 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0763607 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.241601 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.241601 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.00933445 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.00920489 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0254956 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.00933445 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.00933445 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.103302 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0448538 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0140523 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0140523 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0224601 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.00871123 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.00871123 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0662529 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0662529 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.0140523 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0271466 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.00953378 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.00750581 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.04588 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.22288 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0395624 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0723112 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.0144586 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0581836 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0328559 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0619559 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.259897 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0392038 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.12246 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.0116678 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.021653 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0158088 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.257198 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0409759 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0180386 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0294286 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0135812 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.257201 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0378753 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0180393 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.0225714 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.282618 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.023278 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.126546 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.0205572 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0281232 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.011404 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0206321 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.085342 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.102336 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0337975 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.662013 # DEPENDENCYPART_SIBL
