# _root_ Jelenleg a határőrség nyolc közösségi szállásán mintegy 1500 külföldit helyezhetnek el , ám igazán jó körülményeket csupán 500-nak nyújthatnak , miközben a tényleges létszám megközelíti az 1200-at .
#goldHeads=10,3,10,6,6,10,9,9,10,0,10,10,10,15,16,19,19,19,10,19,25,24,24,25,19,27,25,10,
#predictedHeads=10,3,6,6,6,10,9,9,10,13,10,13,0,19,16,19,19,19,13,19,25,24,24,25,19,27,25,13,
(17,12),(17,16),0.0113542 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.00711759 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.00414778 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.042412 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0263251 # DEPENDENCYPART_SIBL
(17,12),(17,24),0.050449 # DEPENDENCYPART_SIBL
(17,12),(17,25),0.00428461 # DEPENDENCYPART_SIBL
(17,12),(17,27),0.00711759 # DEPENDENCYPART_SIBL
(17,12),(17,28),0.0163722 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.12426 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.154072 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.102581 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.00212368 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0190046 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0090413 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0180593 # DEPENDENCYPART_SIBL
(17,13),(17,24),0.068039 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.0187471 # DEPENDENCYPART_SIBL
(17,13),(17,27),0.00212368 # DEPENDENCYPART_SIBL
(17,13),(17,28),0.0813503 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.130321 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.177793 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0174681 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0236346 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0400399 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0167817 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.138801 # DEPENDENCYPART_SIBL
(17,14),(17,25),0.0236637 # DEPENDENCYPART_SIBL
(17,14),(17,27),0.0174681 # DEPENDENCYPART_SIBL
(17,14),(17,28),0.134061 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0364596 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0455729 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0290751 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0371176 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0322187 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.138531 # DEPENDENCYPART_SIBL
(17,15),(17,25),0.0291185 # DEPENDENCYPART_SIBL
(17,15),(17,27),0.0455729 # DEPENDENCYPART_SIBL
(17,15),(17,28),0.0662978 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0513252 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0267444 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0499197 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0618681 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.126902 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.0268208 # DEPENDENCYPART_SIBL
(17,16),(17,27),0.0513252 # DEPENDENCYPART_SIBL
(17,16),(17,28),0.0262026 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0377607 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0723743 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0607103 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.00885256 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.0388072 # DEPENDENCYPART_SIBL
(17,18),(17,27),0.0581484 # DEPENDENCYPART_SIBL
(17,18),(17,28),0.106768 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.116314 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0733432 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.020644 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.00740881 # DEPENDENCYPART_SIBL
(17,19),(17,27),0.0338764 # DEPENDENCYPART_SIBL
(17,19),(17,28),0.0665348 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.18493 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.0287731 # DEPENDENCYPART_SIBL
(17,20),(17,25),0.26152 # DEPENDENCYPART_SIBL
(17,20),(17,27),0.099742 # DEPENDENCYPART_SIBL
(17,20),(17,28),0.0971871 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.065609 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.0210621 # DEPENDENCYPART_SIBL
(17,21),(17,27),0.0496883 # DEPENDENCYPART_SIBL
(17,21),(17,28),0.0528927 # DEPENDENCYPART_SIBL
(17,24),(17,25),0.0399619 # DEPENDENCYPART_SIBL
(17,24),(17,27),0.0521497 # DEPENDENCYPART_SIBL
(17,24),(17,28),0.0329744 # DEPENDENCYPART_SIBL
(17,25),(17,27),0.034033 # DEPENDENCYPART_SIBL
(17,25),(17,28),0.0667854 # DEPENDENCYPART_SIBL
(17,27),(17,28),0.106768 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.13612 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.102178 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.128652 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.00268289 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.0219623 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.0115497 # DEPENDENCYPART_SIBL
(18,12),(18,25),0.0143408 # DEPENDENCYPART_SIBL
(18,12),(18,27),-0.0128627 # DEPENDENCYPART_SIBL
(18,12),(18,28),0.0154377 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.11288 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.12319 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0591682 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0717702 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.053254 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0428868 # DEPENDENCYPART_SIBL
(18,14),(18,27),-0.00776331 # DEPENDENCYPART_SIBL
(18,14),(18,28),0.0823021 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.185582 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0841568 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0656269 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.0227656 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.0667712 # DEPENDENCYPART_SIBL
(18,16),(18,27),0.0257208 # DEPENDENCYPART_SIBL
(18,16),(18,28),0.0342668 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0863422 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0816521 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0530508 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.0566035 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.00409694 # DEPENDENCYPART_SIBL
(18,17),(18,28),0.0925035 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0733305 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.0559459 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.354422 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.0797829 # DEPENDENCYPART_SIBL
(18,20),(18,28),0.058709 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0102989 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.0515578 # DEPENDENCYPART_SIBL
(18,23),(18,27),0.0213524 # DEPENDENCYPART_SIBL
(18,23),(18,28),0.0296533 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.046131 # DEPENDENCYPART_SIBL
(18,24),(18,27),0.00527307 # DEPENDENCYPART_SIBL
(18,24),(18,28),-0.00527559 # DEPENDENCYPART_SIBL
(18,25),(18,27),0.0149117 # DEPENDENCYPART_SIBL
(18,25),(18,28),0.110846 # DEPENDENCYPART_SIBL
(18,27),(18,28),0.0160164 # DEPENDENCYPART_SIBL
(19,1),(19,3),0.0345474 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.0370234 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.00733409 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.0265148 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.11545 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.0300637 # DEPENDENCYPART_SIBL
(19,1),(19,9),0.0322738 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.0181968 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0840348 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.0212688 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0409957 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.018419 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0543518 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0406002 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.00105872 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.0328246 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0142126 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0197131 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.075569 # DEPENDENCYPART_SIBL
(19,1),(19,23),0.00799537 # DEPENDENCYPART_SIBL
(19,1),(19,24),-0.00384161 # DEPENDENCYPART_SIBL
(19,1),(19,25),-0.0228711 # DEPENDENCYPART_SIBL
(19,1),(19,26),-0.0237618 # DEPENDENCYPART_SIBL
(19,1),(19,27),-0.0266148 # DEPENDENCYPART_SIBL
(19,1),(19,28),0.0251902 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.00634384 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.00588253 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.0260406 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.108514 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.00711657 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.00965804 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.00329872 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.00205931 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.0967763 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.0844639 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.0368001 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0632135 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.00297181 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.0757581 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.00711657 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.00578427 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.0254288 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0179204 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.00357194 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.00909693 # DEPENDENCYPART_SIBL
(19,3),(19,25),-0.0141759 # DEPENDENCYPART_SIBL
(19,3),(19,26),-0.0244349 # DEPENDENCYPART_SIBL
(19,3),(19,27),-0.00547231 # DEPENDENCYPART_SIBL
(19,3),(19,28),0.00550218 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.0225295 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.00211837 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.0403464 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.0271605 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.00787712 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0306111 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.000980827 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.0556616 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.126243 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.0298681 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0621165 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0149989 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.0550703 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0271605 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0257475 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0494503 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.00560036 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.0255685 # DEPENDENCYPART_SIBL
(19,4),(19,24),0.000974721 # DEPENDENCYPART_SIBL
(19,4),(19,25),-0.0265381 # DEPENDENCYPART_SIBL
(19,4),(19,26),0.041396 # DEPENDENCYPART_SIBL
(19,4),(19,27),-0.0228534 # DEPENDENCYPART_SIBL
(19,4),(19,28),-0.0174007 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.0195258 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0859185 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.0361915 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.013808 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0041088 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.033582 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0433647 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.115631 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.00375926 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0755679 # DEPENDENCYPART_SIBL
(19,5),(19,16),6.11989e-05 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.0111175 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0361915 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.012838 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.0077436 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.00584763 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.029519 # DEPENDENCYPART_SIBL
(19,5),(19,24),0.00108921 # DEPENDENCYPART_SIBL
(19,5),(19,25),-0.000983013 # DEPENDENCYPART_SIBL
(19,5),(19,26),0.0327583 # DEPENDENCYPART_SIBL
(19,5),(19,27),0.016921 # DEPENDENCYPART_SIBL
(19,5),(19,28),0.00425783 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.119504 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0143059 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0282121 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0102501 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.0130495 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0898853 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.0773092 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.0258099 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0701912 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0215298 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.0647679 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0143059 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.00742019 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.0182774 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0211027 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.0067234 # DEPENDENCYPART_SIBL
(19,6),(19,24),-0.015296 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.0160993 # DEPENDENCYPART_SIBL
(19,6),(19,26),-0.0276172 # DEPENDENCYPART_SIBL
(19,6),(19,27),-0.00865456 # DEPENDENCYPART_SIBL
(19,6),(19,28),0.00563714 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.052715 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.149364 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.0787619 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.155242 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.0381996 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0217714 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0896267 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.133046 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.141038 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0722664 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.0540954 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.116565 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0652101 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.150848 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.072286 # DEPENDENCYPART_SIBL
(19,7),(19,24),-0.136647 # DEPENDENCYPART_SIBL
(19,7),(19,25),-0.113835 # DEPENDENCYPART_SIBL
(19,7),(19,26),-0.09791 # DEPENDENCYPART_SIBL
(19,7),(19,27),-0.092648 # DEPENDENCYPART_SIBL
(19,7),(19,28),-0.107658 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.0107921 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0296321 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.00198699 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.0567999 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.124634 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.0308743 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0625015 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0179139 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.0560765 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0294505 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0139439 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0625446 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.00188127 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.0180837 # DEPENDENCYPART_SIBL
(19,8),(19,24),0.0103511 # DEPENDENCYPART_SIBL
(19,8),(19,25),-0.0146714 # DEPENDENCYPART_SIBL
(19,8),(19,26),0.0488776 # DEPENDENCYPART_SIBL
(19,8),(19,27),-0.0153687 # DEPENDENCYPART_SIBL
(19,8),(19,28),-0.00222915 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0102908 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0130743 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.089855 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0772843 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0257851 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0702112 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0215544 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0647431 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0143259 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.00746873 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.0182532 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0211269 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.00674758 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0153242 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.0161449 # DEPENDENCYPART_SIBL
(19,9),(19,26),-0.0276413 # DEPENDENCYPART_SIBL
(19,9),(19,27),-0.00867874 # DEPENDENCYPART_SIBL
(19,9),(19,28),0.00560777 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0359619 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.06981 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0238169 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.00091636 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0519927 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0193841 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0114184 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0259979 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.000817105 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.00362207 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0342695 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.0164299 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.0164686 # DEPENDENCYPART_SIBL
(19,10),(19,25),-0.0141822 # DEPENDENCYPART_SIBL
(19,10),(19,26),-0.0137943 # DEPENDENCYPART_SIBL
(19,10),(19,27),-0.00979946 # DEPENDENCYPART_SIBL
(19,10),(19,28),0.0124436 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.00816783 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0194612 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0438672 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.079389 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0187384 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0265069 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0258211 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0423805 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.00319921 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.072953 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.00250322 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.0342688 # DEPENDENCYPART_SIBL
(19,11),(19,25),0.00908645 # DEPENDENCYPART_SIBL
(19,11),(19,26),-0.0211459 # DEPENDENCYPART_SIBL
(19,11),(19,27),-0.0170117 # DEPENDENCYPART_SIBL
(19,11),(19,28),0.0159787 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.161586 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.00324204 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0683488 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.00137711 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.00589701 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0298508 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0107947 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0241434 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0165449 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.022276 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.0309442 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.0100233 # DEPENDENCYPART_SIBL
(19,12),(19,26),-0.0143524 # DEPENDENCYPART_SIBL
(19,12),(19,27),0.00755778 # DEPENDENCYPART_SIBL
(19,12),(19,28),0.0152716 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0463052 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.046412 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0489821 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.00614455 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0214233 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0118177 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0140904 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0292041 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.020933 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.00611483 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.00599813 # DEPENDENCYPART_SIBL
(19,13),(19,26),0.00716918 # DEPENDENCYPART_SIBL
(19,13),(19,27),0.00368554 # DEPENDENCYPART_SIBL
(19,13),(19,28),0.0466488 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0618437 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.00529935 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.000567996 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0426155 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00914661 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0169025 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0773991 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.00342387 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.00733472 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0275442 # DEPENDENCYPART_SIBL
(19,14),(19,26),-0.0255919 # DEPENDENCYPART_SIBL
(19,14),(19,27),-0.0214545 # DEPENDENCYPART_SIBL
(19,14),(19,28),0.0199078 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.101648 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0597868 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0864236 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0704394 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0543214 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.052644 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0789942 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0712533 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.0585719 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.0140382 # DEPENDENCYPART_SIBL
(19,15),(19,27),-0.0298797 # DEPENDENCYPART_SIBL
(19,15),(19,28),-0.0616847 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0647662 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.014307 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0157612 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0145738 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0248005 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0104211 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0189942 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.022218 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.0313149 # DEPENDENCYPART_SIBL
(19,16),(19,27),-0.0123523 # DEPENDENCYPART_SIBL
(19,16),(19,28),-0.000529749 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.045676 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.092825 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.072765 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0274943 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0689237 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0435346 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0500329 # DEPENDENCYPART_SIBL
(19,17),(19,26),0.0244941 # DEPENDENCYPART_SIBL
(19,17),(19,27),0.0380339 # DEPENDENCYPART_SIBL
(19,17),(19,28),0.0818949 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0139439 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0625446 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.00188127 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0180837 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0103511 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0146714 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.0488776 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.0153687 # DEPENDENCYPART_SIBL
(19,18),(19,28),-0.00222915 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.111739 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.128322 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.064478 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0822873 # DEPENDENCYPART_SIBL
