# _root_ Legalábbis ez volt az az elképzelés , amelyet a Királyi_városok programban tavaly meghirdettek , s amelyből a visegrádi palota 400_millió forinttal részesült volna .
#goldHeads=3,3,0,6,6,3,3,13,11,11,13,13,2,2,2,22,19,19,22,21,22,2,22,3,
#predictedHeads=3,3,15,6,6,3,3,13,11,11,13,13,4,15,0,22,19,19,22,21,22,4,22,15,
(13,3),(13,12),-0.0111183 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0163203 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0113398 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0178317 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0248714 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.000529361 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0173324 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.00187817 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.0176422 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0203254 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.0369789 # DEPENDENCYPART_SIBL
(13,3),(13,24),0.0360938 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0694153 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0528985 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0619553 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.282203 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0535376 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0528959 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0555567 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0220263 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0135096 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0269335 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.002853 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.00460323 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0146369 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0235658 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.00494258 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.02373 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.076662 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.0156989 # DEPENDENCYPART_SIBL
(13,4),(13,24),0.0732146 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0320467 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.015601 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.17864 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.127998 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0320467 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0353238 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.06976 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0122401 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.00608634 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0149318 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.036946 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0140088 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.00346392 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.00654074 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.00378593 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0236489 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.027903 # DEPENDENCYPART_SIBL
(13,5),(13,24),0.0155209 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0954893 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.151172 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0619144 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0309984 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0359325 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.000546836 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.00637658 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0517691 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0235188 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0207151 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.00642385 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0122722 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.00826845 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0118457 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.0167514 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.0499721 # DEPENDENCYPART_SIBL
(13,6),(13,24),0.00695274 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.177437 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.10614 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.00692861 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0115827 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0564911 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.00490476 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.00664225 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0144602 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0116264 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0179883 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0220192 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0124759 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0180139 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.00542274 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.0185872 # DEPENDENCYPART_SIBL
(13,7),(13,24),0.0213227 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0908783 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0680906 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0660387 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0694874 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0239772 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00718646 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0132435 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0110651 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.00339079 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0644456 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.0173539 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0644399 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0157289 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0762721 # DEPENDENCYPART_SIBL
(13,8),(13,24),-0.0124262 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0174639 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0147676 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0343967 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0377119 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.041538 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0222238 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0223062 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0025406 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0245065 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.020725 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0246698 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0137546 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.036127 # DEPENDENCYPART_SIBL
(13,9),(13,24),-0.0634118 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0359325 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.000546836 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00637658 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0517691 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0235188 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0207151 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.00642189 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0122714 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.00826845 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0118449 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.016693 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.0500305 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.00695274 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.00377001 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0128751 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0566778 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.026763 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0239553 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00973907 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.015972 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0115093 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0155455 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0215344 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0451891 # DEPENDENCYPART_SIBL
(13,11),(13,24),0.000440916 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0276657 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0181962 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0453711 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0462227 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0393615 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0628749 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.00794325 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0595503 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.00442214 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0165379 # DEPENDENCYPART_SIBL
(13,12),(13,24),0.0263946 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.264518 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0196869 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.124212 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0604813 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.076519 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.037408 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0765193 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.199422 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.118779 # DEPENDENCYPART_SIBL
(13,14),(13,24),0.0489202 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0338187 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0519887 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0400252 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0335605 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0190856 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0335603 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.00486342 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.0402933 # DEPENDENCYPART_SIBL
(13,15),(13,24),0.0104397 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0891626 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0672608 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0115433 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.00829191 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.0115434 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0350015 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0693943 # DEPENDENCYPART_SIBL
(13,16),(13,24),-0.00353689 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.00981097 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0110331 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.00527012 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0110333 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0350093 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0690204 # DEPENDENCYPART_SIBL
(13,17),(13,24),-0.0284786 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0238492 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0165353 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0238547 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0288145 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0662534 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.0113168 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.012676 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0192749 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0179923 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0584332 # DEPENDENCYPART_SIBL
(13,19),(13,24),-2.65077e-05 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0146657 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.013164 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.047563 # DEPENDENCYPART_SIBL
(13,20),(13,24),0.00346657 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0181241 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.058565 # DEPENDENCYPART_SIBL
(13,21),(13,24),-0.000300333 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.0472591 # DEPENDENCYPART_SIBL
(13,22),(13,24),0.0226549 # DEPENDENCYPART_SIBL
(13,23),(13,24),-0.00999635 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0305242 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0219356 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0270713 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0282014 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.11598 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0281989 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.028679 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0279042 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0229615 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.11598 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.000308927 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0123747 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0139705 # DEPENDENCYPART_SIBL
(15,1),(15,21),0.0106199 # DEPENDENCYPART_SIBL
(15,1),(15,22),0.0204683 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.017812 # DEPENDENCYPART_SIBL
(15,1),(15,24),0.0211242 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0354411 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0365191 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0289569 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.183016 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0289646 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0284304 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0587049 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0469608 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.183016 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0336262 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0319778 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.00894312 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0318819 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.0933112 # DEPENDENCYPART_SIBL
(15,2),(15,23),0.095329 # DEPENDENCYPART_SIBL
(15,2),(15,24),0.0699356 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.0227511 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0175608 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.437055 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0175583 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0184558 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0164641 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0170559 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.437055 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0317976 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0106539 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.0549124 # DEPENDENCYPART_SIBL
(15,3),(15,21),0.0107164 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.149737 # DEPENDENCYPART_SIBL
(15,3),(15,23),0.128626 # DEPENDENCYPART_SIBL
(15,3),(15,24),0.191008 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0821445 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.376999 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0821522 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0810361 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.119623 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.153053 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.376999 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.00437421 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0506993 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0397758 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0504448 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.149218 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.149674 # DEPENDENCYPART_SIBL
(15,4),(15,24),0.12281 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.260318 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0381097 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0402896 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0383185 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0556178 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.260318 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.00572827 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0954259 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0327866 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.0948664 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.0149638 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.00166619 # DEPENDENCYPART_SIBL
(15,6),(15,24),0.0185383 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0239335 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0262959 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0506646 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0738615 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0295501 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.00294525 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.000334337 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.106255 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.00157587 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.203033 # DEPENDENCYPART_SIBL
(15,7),(15,23),0.152237 # DEPENDENCYPART_SIBL
(15,7),(15,24),0.295501 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0402288 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0383793 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0556786 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.260648 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.00566792 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.095485 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.032845 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0949256 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.015139 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.00149099 # DEPENDENCYPART_SIBL
(15,10),(15,24),0.0185967 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0381683 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0554676 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.256378 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.00620555 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0943661 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0324484 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0938066 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0139383 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.00269177 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.016505 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0160986 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.106571 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0022937 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0215745 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0164054 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0198197 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0221228 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0188247 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.0153825 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.338088 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0139216 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0511962 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0199183 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0511337 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.125561 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.104602 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.164136 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00294525 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.000334337 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.106255 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.00157587 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.203033 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.152237 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.295501 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.01255 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0120875 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0125443 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.040642 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0440749 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0410588 # DEPENDENCYPART_SIBL
(15,19),(15,20),-4.72361e-05 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0146647 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0430229 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0461145 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.00465342 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.00749636 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0427542 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0450192 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.0204681 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0431663 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0462579 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.00493776 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0158266 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.189526 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.152981 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0117579 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0117548 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.00788659 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.00838501 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0747079 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.090861 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.0559156 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.130838 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.0689335 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0563146 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.227997 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.217981 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.123667 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.130838 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0483165 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0134859 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.00232448 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.103076 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0429682 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.111993 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.305836 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.279749 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0769109 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.103076 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.116096 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.00493076 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.0023294 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.014461 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.208454 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.192236 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.273625 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.00331352 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.660548 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.161541 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0176288 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0037974 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.153199 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.641687 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.53108 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0467341 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.317123 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0421209 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0566572 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.00204482 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.313879 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.269884 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0180859 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.353507 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0645126 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0284112 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.00618714 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.435474 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0321779 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.408123 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0283829 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0254864 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.00860564 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.00863911 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.373302 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0181409 # DEPENDENCYPART_SIBL
