# _root_ Egybehangzó kommentárok szerint az együttes nemcsak hogy hullámvölgybe került , hanem alapjaiban rendült meg , sőt széthullóban van .
#goldHeads=2,3,9,5,9,9,9,9,16,16,16,13,16,13,16,0,18,16,16,
#predictedHeads=2,3,9,5,9,9,9,9,16,13,13,13,16,13,16,0,18,16,16,
(7,3),(7,4),0.0505347 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.114865 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0393323 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0334392 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.183513 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0180334 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.115645 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.142901 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0180334 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0337306 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0574818 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.229657 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0936636 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0884362 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0750246 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0279395 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.217772 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0139974 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0821723 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.170683 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0139974 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.00988383 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0500047 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.262862 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.0703234 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0379798 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0814415 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.186261 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0197688 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0477156 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.113543 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0197688 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0321315 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0488512 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.221119 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.128669 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0702531 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.109742 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0447879 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.111567 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0545268 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0447879 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.00902664 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.00527093 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.148672 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0756451 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0412873 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.013313 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0957748 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0414629 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.013313 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0636743 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0210349 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0180049 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.00247674 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.161628 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00897792 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00926233 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.161628 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0167754 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0139482 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.00677683 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0515585 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0644249 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.227816 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0127253 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.054499 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0849268 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.254766 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0259896 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.020391 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0116369 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0415836 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.00569772 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0355147 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0755747 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.137759 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0293613 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.00328625 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.019225 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0329812 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.054499 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0849268 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.254766 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0259896 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.026826 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0615118 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.00228663 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0279024 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.0333718 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.105079 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.00061545 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.138529 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0923601 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.00571552 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0128581 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.50943 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.399704 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.00310839 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0435849 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0252374 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00256137 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0195445 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0114091 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0196323 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0611722 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0171353 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0308474 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.127655 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.00961739 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.17546 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0919093 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0171353 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.000306663 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0175579 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0302652 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.00324826 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0272013 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.000306663 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0326062 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0199709 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0218629 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.00775864 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0166004 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.021871 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0475081 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.223 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0576289 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0482418 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0322205 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0801214 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0129496 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0156922 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0908087 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0322205 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0838948 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.000346094 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0383063 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.00238017 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0456533 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.109005 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.143073 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.053714 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.106917 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.010113 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0312226 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0142373 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.000593187 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0499154 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.010113 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0293177 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.00450372 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0293454 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0192965 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.043208 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.112277 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0574816 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0405773 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0149324 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0111928 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.00538018 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0312086 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0599125 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0149324 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0151435 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0134747 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00528541 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.00412914 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.214307 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0489355 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0570141 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0300473 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0818561 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0149478 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0165063 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0908021 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0300473 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0856295 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.000835994 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0374605 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.00598716 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0334824 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00161166 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.11043 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0769314 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0106087 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0611782 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0165202 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.11043 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0725548 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0567614 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0326465 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0473878 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.139704 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.11 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0811858 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0322461 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0819097 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0130899 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.11 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0814157 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0533072 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0627337 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0304911 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0322205 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0801214 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0129496 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0156922 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0908087 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0322205 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0838948 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.000346094 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0383063 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.00238017 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.34342 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0393376 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.142676 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0220271 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0772893 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.282727 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0306126 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.162589 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.010073 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0591282 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0200721 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00363056 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0513823 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0761285 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0609289 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0047622 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0127449 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0409243 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0278567 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00745001 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0230606 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0188903 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.00132055 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0236785 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0245466 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0187673 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0716264 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.000782723 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0227346 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.00873856 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0506968 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0164093 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0561564 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0117614 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.00992351 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.282727 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0306126 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.162589 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.010073 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0714886 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.000588584 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.00784787 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0481838 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0261919 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0246522 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0429271 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0212026 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0376178 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0573263 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.244259 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0429271 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0576595 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.200697 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.00959715 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0191527 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.00223132 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.00998797 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0575736 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0593643 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.05322 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0508619 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0178299 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.168608 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.35384 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0182404 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.124797 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.332704 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0976342 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0197414 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0250439 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.062239 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.00841584 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0518595 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0175132 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0940918 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0745737 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.243855 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0941575 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.076081 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.164548 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0462803 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.00303922 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.000959327 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.00998675 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.00825698 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0554313 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0292128 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.165442 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.350673 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0150011 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.124788 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.323946 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0986762 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0201581 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0237938 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0629413 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.00850579 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0514269 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0127541 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.210983 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0167169 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.155729 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.108869 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.026203 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0135653 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0255987 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0118769 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0306587 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0502002 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.070002 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.137841 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0846811 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.062587 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00610396 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0393468 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00824631 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0310702 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0156866 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0877212 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.101551 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.124797 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.332704 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0976342 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0197414 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0250439 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.062239 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00841584 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0518595 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0175132 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.304648 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.00244809 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.117179 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.00202664 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0306746 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0170998 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.201986 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.150411 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0530955 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.132898 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0220819 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0117458 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0148788 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.283563 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.220141 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0408915 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0265243 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0601731 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0342695 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0200558 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0298383 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.151086 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0148439 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0240617 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0205349 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.104814 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0312752 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0768303 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.216222 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0294316 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0190322 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0709228 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0298106 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0478929 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0472586 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.17119 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.000635887 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0923601 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.000835309 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.17365 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.206815 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.112117 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.00605461 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0128583 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0133033 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.397871 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0340286 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.152546 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.607335 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.442342 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0178816 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0434621 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0167417 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0944426 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.13071 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0918462 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0112483 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.00732556 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0196322 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0149436 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.161382 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.630543 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.456277 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0161831 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0445653 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0181874 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.319995 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.168235 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0251936 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0219889 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0419448 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.285274 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0168286 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.00402844 # DEPENDENCYPART_SIBL
