# _root_ A Gellért_Szálló igazgatója szerint Budapesten és környékén olyan sok panzió épült , hogy azokban hét-nyolcszor annyi férőhely van , mint a Gellértben .
#goldHeads=2,3,4,11,11,11,11,10,10,11,0,11,11,18,17,17,18,11,18,18,22,14,11,
#predictedHeads=2,3,4,11,11,11,11,10,10,11,0,11,11,18,18,17,18,11,18,18,22,14,11,
(6,7),(6,22),-0.0466482 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.0603671 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0257792 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0442745 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0698676 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0134691 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0833766 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0133386 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0239291 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0171651 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0665404 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0134691 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0794972 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0442582 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.00564769 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0178433 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0476057 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.000808897 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0666113 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0259513 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.00607828 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0260439 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0511147 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.000808897 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0399488 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.017843 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.0260348 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0602215 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00386032 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0876406 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0484211 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0177549 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0463926 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0426117 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.00386032 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0520354 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0443204 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.0546663 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.16027 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0534314 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.106535 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0517852 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.109856 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0200921 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.16027 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.00215992 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0850624 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.172502 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.175917 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.121614 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0704774 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.127082 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.201497 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0651398 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.113625 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0670661 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.00726496 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0259686 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0137663 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0322248 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0561572 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0407401 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0604647 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0753609 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.109461 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0179167 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0363213 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0528444 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.00903358 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0102568 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.00558788 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.0508192 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0267434 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.049913 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.00253924 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0364175 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.0269093 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0236346 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0495017 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.00200181 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.00567293 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.00719261 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.0490582 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.188013 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.00199393 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.0982709 # DEPENDENCYPART_SIBL
(6,18),(6,23),0.23478 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.113625 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0670661 # DEPENDENCYPART_SIBL
(6,19),(6,23),0.00726496 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.049456 # DEPENDENCYPART_SIBL
(6,20),(6,23),0.0415905 # DEPENDENCYPART_SIBL
(6,22),(6,23),-0.0584892 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.000700079 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.00065797 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0518729 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.00381581 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.129754 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0787067 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0182223 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.00331961 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0176286 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0144917 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.00382068 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0661152 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0122819 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.80317 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0298663 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0534126 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.00407747 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0559768 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0175943 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0643914 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.021599 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.798897 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0325032 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.053218 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.00768622 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0557822 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0108486 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.102577 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.331364 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00576941 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.053434 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0279583 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0536652 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0331098 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.798127 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0298184 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.05341 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00539371 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0559742 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0104719 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0291623 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0225167 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00799555 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.023525 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0177003 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0146499 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.022968 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0155426 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0306446 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0337349 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0341502 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0503753 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0308275 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0853228 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0525779 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.168478 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0272342 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0537882 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.052588 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0179513 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0174696 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0272412 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0461478 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.052588 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.00908401 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0732575 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0121406 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0457695 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.000903062 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.00169962 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.071746 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0197578 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0457695 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0117465 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.00982088 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0514205 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0521481 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0500309 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0001973 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0290747 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0514205 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0241497 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0861463 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0125699 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0157978 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.00386433 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0295928 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0861463 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.00275693 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0351708 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0405453 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0151422 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.210995 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0578637 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0132694 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.07073 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0740362 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.036685 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.103181 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.0556563 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0723396 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0399358 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.114124 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0536358 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0303277 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.0495935 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.0252902 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.107172 # DEPENDENCYPART_SIBL
(8,18),(8,23),0.0412235 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.0132694 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0686805 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.138323 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0729618 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.019203 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.066545 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0729618 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0104565 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0291385 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.14183 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0701249 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0192038 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0744239 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0701249 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.012458 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0289145 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0526441 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0076378 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0517574 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0526441 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0312822 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0708241 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.074814 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.36502 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0109924 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.05075 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0400438 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0618786 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0414807 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0198506 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.00649286 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0648944 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.0139644 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.118223 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.05075 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.0400438 # DEPENDENCYPART_SIBL
(9,22),(9,23),-0.0160665 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0072302 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.00587215 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0558001 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.00271431 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.134724 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.00610354 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0136081 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0117566 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0117632 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0554683 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0202245 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.79158 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0232868 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.148922 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.029528 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0537445 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0295415 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.787307 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0326038 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.148152 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0316577 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.10452 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.33137 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.107292 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0804815 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0129328 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.786536 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0155047 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.143625 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0295939 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.105427 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00426732 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0409844 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.147223 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0295428 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.137296 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0174639 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0245577 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.00551423 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.00632205 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0384117 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0113876 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0989871 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0220774 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0214592 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0377119 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0259395 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0254136 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0207247 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0238008 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0166447 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0175368 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0377119 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0130341 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.026708 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0640384 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.00974615 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.00794099 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0349969 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.129205 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0387274 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0692814 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0124154 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0227715 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.00656831 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.00309341 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0316571 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.00845866 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0308515 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.00332693 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0381185 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.00656831 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.0116258 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.0131281 # DEPENDENCYPART_SIBL
(11,2),(11,23),0.00602824 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.00251465 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0506553 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.119545 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0543858 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0727922 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0186552 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.03843 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0256873 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0189082 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0462033 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0232817 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0453977 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.00972216 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0111128 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0256873 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.00571204 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.0195233 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.0298669 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0978395 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0315892 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.10619 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.020776 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0207105 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.120643 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0140087 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0368334 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.00392821 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0137319 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00230608 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.010454 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0328182 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0140087 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0111035 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.00178954 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.0305666 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.125169 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0190735 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0734289 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00682311 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.00311763 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.020656 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0136391 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0412096 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0176371 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0404041 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.00977884 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0151132 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.020656 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.00137983 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.01958 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.00821844 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0270935 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0910214 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0414223 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0277039 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0256088 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0115603 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0239674 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00152622 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0233131 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.00438367 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0190367 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0256088 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0284231 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0144467 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.00453254 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0681393 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0079173 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0156859 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0193391 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0147094 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0330307 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0106832 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0322251 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.00129337 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.037433 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0193391 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.00536965 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.00850776 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.00304164 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.010632 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.101522 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0891557 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0668277 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0628309 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0810207 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0593804 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.088058 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0439801 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0891557 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0704352 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0981213 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0782291 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00597827 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0108796 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0339174 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00126504 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0143885 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.000357097 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0184452 # DEPENDENCYPART_SIBL
