# _root_ Sarkad önkormányzata 6,6_millió forintos támogatást kapott , amelyből 50 közhasznú munkás foglalkoztatását tudja megoldani .
#goldHeads=2,6,4,5,6,0,6,14,11,11,12,14,6,13,6,
#predictedHeads=2,6,4,5,6,0,6,13,11,11,12,14,6,13,6,
(6,5),(6,11),-0.0051827 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0051827 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0961775 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0864249 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0260434 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0342262 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0190716 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0417511 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0708763 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0708763 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.157853 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.14477 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0138258 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0096002 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0683695 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0197708 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0197708 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0521827 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0523818 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.00952631 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.00736077 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0093352 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0093352 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0319701 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0321856 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.00912188 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0170952 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0170952 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.047938 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.047502 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.00451114 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0258082 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.00479381 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.00556857 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.061713 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.00479395 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.00556842 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0617132 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0479196 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0291809 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0149236 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0107973 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0107973 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00804607 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.312145 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0810826 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0403727 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0100987 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0100987 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0593325 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0634749 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0880152 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0938445 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0219565 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0116153 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0116153 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0122481 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0100524 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.015433 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0477405 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0779514 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0779514 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0732618 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0697716 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0835531 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0102818 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0102818 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0509164 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0515667 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0296394 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0403743 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0506139 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0461254 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.00651902 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0506139 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0461254 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00651902 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0247639 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0987944 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.109782 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0343025 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0458698 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.117617 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.22288 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0416008 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0907633 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0144586 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.011536 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.137629 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.258513 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0400832 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0127262 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0212558 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.154102 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.280295 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0444954 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0184075 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0203393 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.257093 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0359784 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0274793 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0605126 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0128375 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.000506168 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0206321 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0548871 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0941569 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0122192 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0181067 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0016719 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0264201 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0145009 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.157341 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.641683 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0467334 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0269065 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0440178 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0033785 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0016719 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0264201 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0145009 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.157341 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.641683 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0467334 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0269065 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0440178 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0033785 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0909138 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0136399 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0945813 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.390924 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0115244 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0159835 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0157494 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0154454 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.00595592 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.122225 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.44436 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.00404176 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0342126 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.00185748 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.00470927 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.157292 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.640284 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0467321 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0271982 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0434676 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0031604 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.315674 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0172249 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.026474 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.062637 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.00528717 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0321793 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0629753 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0245425 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00844463 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.00615056 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0506272 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0128996 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.00811807 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0100964 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00459062 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.018106 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.00167112 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0240874 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0145002 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.157342 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.641687 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0467341 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0269057 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0393517 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0184146 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.00303625 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0066993 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.041682 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.00167112 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0240874 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0145002 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.157342 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.641687 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0467341 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0269057 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0393517 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0184146 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.00303625 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0066993 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.041682 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0979182 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0159753 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.092246 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.388592 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.00918897 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0136482 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0040759 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0159825 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.000894781 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.00135912 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0208839 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.00595591 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.122225 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.444362 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.00404176 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0342125 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.00280951 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.00585238 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.042879 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0406691 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.00504324 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.157292 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.640288 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0467327 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0271974 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0388015 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0174957 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.00523986 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.00449569 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0406625 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.315682 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0172222 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0264712 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0672985 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0534106 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0296959 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0360933 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.119431 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0321779 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0629738 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0198781 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0568834 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0322388 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.032179 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0238545 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.00615064 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0459602 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0351089 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0360601 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0348238 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0102447 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0197915 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0264672 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00314451 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00089061 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0184728 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0108616 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0426539 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.040444 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.00467127 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00303625 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0066993 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.041682 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0468554 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.196519 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.210092 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0702198 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0323814 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0227797 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0624612 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.028078 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0579748 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.113011 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0394846 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0219686 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0711208 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0702198 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0503128 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0149264 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0323814 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0227797 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0624612 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.028078 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0579748 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.113011 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0394846 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0219686 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0711208 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0702198 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0503128 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0149264 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0645525 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.00663055 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0322868 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0473285 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.111905 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0299589 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0214218 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.00698477 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.00668426 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0359787 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0102733 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0335005 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.00384285 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0354884 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0832613 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0435503 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0253977 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0336333 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0333328 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.027172 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.00867436 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0258063 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0588792 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.110642 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0374072 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0201517 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0664535 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0655525 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0604457 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0221241 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0880946 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0722402 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.00988432 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.00855321 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.03305 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0327495 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0313414 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0131615 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0756888 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0377592 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0170639 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0401932 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.039876 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0546344 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.00800456 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.00203737 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.00142607 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0212438 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0209433 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.1125 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0506565 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0294003 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.00864134 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.00834083 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0371775 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0116328 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0344789 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0341784 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0260683 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00726981 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0740268 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0527483 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0173619 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0503128 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0149264 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0410641 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0678212 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0293433 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0201878 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0600626 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0236349 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0653866 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.109064 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0364465 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0193767 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0687222 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0678212 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0288065 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.00492018 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0293433 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0201878 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0600626 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0236349 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0653866 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.109064 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0364465 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0193767 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0687222 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0678212 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0288065 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.00492018 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0645245 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.00233484 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0303971 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0536485 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.109822 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0299589 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0213937 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.00268907 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.00238856 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0318616 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0017528 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0300644 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.00253828 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0409217 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0817618 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.044134 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0259534 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0301972 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0298967 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.00763597 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.00184336 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0213633 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.066291 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.106695 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.034369 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0175598 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0640549 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0631539 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0265349 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.00227755 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0775875 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.083993 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0237203 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.00507569 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0425645 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.042264 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.035446 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0140611 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0723269 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0365498 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.01552 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0264046 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0260874 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.00475888 # DEPENDENCYPART_SIBL
