# _root_ A bíróságot nem annyira ez utóbbi zavarta , mint inkább a képrongálás , amelynek divatja úgy tűnik feltartóztathatatlan .
#goldHeads=2,7,7,7,6,7,0,7,7,5,12,5,5,18,18,17,18,5,7,
#predictedHeads=2,7,7,7,6,7,0,7,7,17,12,15,7,17,17,17,7,17,7,
(6,4),(6,10),-0.01491 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0451542 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.123798 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0526213 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0340701 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0502841 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0256963 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.172359 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.419242 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.0762465 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0289811 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0714725 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.219619 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0297176 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0584659 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0323109 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.112354 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0244017 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0377119 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0130341 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.00686501 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0223062 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.011988 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0377119 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0193617 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0122087 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.00974874 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.00956034 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0025406 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0276819 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0281656 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0334936 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.099985 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0332659 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.00440959 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0137846 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.00151662 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0187481 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.00355615 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.00440959 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0140216 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.00348886 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.010841 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0101672 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.00416955 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0496328 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0405257 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0819393 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0377828 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0146909 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.038821 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0304177 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0730456 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.00696051 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0146909 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0281853 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.00696051 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0364145 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.069016 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0131015 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.022882 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0699633 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00110359 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0340853 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00661633 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00494761 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0889076 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.000459148 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0340853 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0017558 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.000459148 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.00153632 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0334988 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0172276 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.035238 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0105548 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0133433 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0764598 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.022983 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0398724 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0275365 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0133433 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0343399 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0275718 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0223184 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0720614 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0488512 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0379723 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0131668 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0063644 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00335423 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0247918 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.00451507 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0131668 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0256387 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.00444779 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0126786 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0157076 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.012966 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0408802 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.434999 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0697263 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.124212 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.07652 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0129099 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0422656 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0764917 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0607262 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.183712 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0604985 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0591429 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0339681 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0687503 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0334164 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0308615 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0833934 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0334164 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.039493 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.00853907 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0961261 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0285582 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0346728 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.00683377 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0135476 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0166477 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.00683377 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.039648 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0370791 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0379445 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0171192 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0110333 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.00728509 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.00268536 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0110333 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.024057 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0360403 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.00981097 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0182559 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0456045 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0522937 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0165496 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.00738697 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0039269 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0288914 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.0178735 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0422656 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0764917 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0607262 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.183712 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0604985 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0591429 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0688421 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0413629 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0156396 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0903417 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0433753 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.00739217 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.00444139 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0287091 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0178491 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0316522 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0822279 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0337028 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.00203063 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.0413351 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.000676299 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.109686 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0875898 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0235903 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0464059 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0601102 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.472387 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0143846 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.156402 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.018942 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.156335 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0143891 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0452974 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.00161408 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.00845819 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0170771 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0216055 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.00857608 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.382737 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0161616 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.16802 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.00824461 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.16802 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0808588 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.105655 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0605862 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0488286 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0389537 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.00654073 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.289865 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0109891 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.144451 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0220834 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.144451 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.00215636 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.098354 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.00471171 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.128054 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0767314 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.390608 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.05707 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.198426 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0677083 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.198391 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.117171 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0733926 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.106832 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0597341 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.468662 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0200053 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.161023 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0169022 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.160956 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0130033 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0437865 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.000523228 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.449925 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00721066 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0190656 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.028107 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0190656 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0641315 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0298803 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0619477 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0595241 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.177356 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0291361 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.177356 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.123789 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.108432 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.151895 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0318952 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0462506 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0318952 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0318368 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.00326459 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0142414 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0369027 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.032637 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.00418523 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0495547 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.029798 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0523507 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.199254 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0761262 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.00481532 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.00469972 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0493725 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0297736 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0313046 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0876055 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.102873 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.153647 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.12445 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0562215 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0921639 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.252465 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.115935 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.100045 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0205924 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0999778 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.00468217 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.049034 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.15645 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.183541 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.107396 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.124581 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0773911 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.185895 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.089696 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.185895 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.130267 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.27873 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.183778 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.103911 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0774107 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0711936 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.18029 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0209415 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.18029 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0365816 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.206483 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0921147 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.249329 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.113299 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.104673 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.018551 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.104606 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.00326544 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0501592 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.478371 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.100952 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.123219 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0224411 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.123219 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0505014 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.182976 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.108243 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.092957 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0555047 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.092957 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0188934 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0998577 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0895934 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0353652 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0895934 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0123964 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.154217 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.059559 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0268622 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0443547 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0740629 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.00617098 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.208972 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0663269 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0438402 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0740385 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0793143 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0781236 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0354377 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0716173 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.115027 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0859107 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.448274 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0113354 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0456977 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0131486 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.00202267 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.12189 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0750963 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.00232462 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0490684 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.127255 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.085133 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.413337 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.000591274 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0286817 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.00859811 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0145961 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0453694 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0583929 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.227997 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.140976 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0552 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.130838 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.054321 # DEPENDENCYPART_SIBL
(12,5),(12,14),-3.78688e-05 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.00219536 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0336639 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0525039 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.00952965 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.210532 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0902725 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.408123 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0346477 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0300453 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0087003 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0675285 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0305664 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.00378308 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.127041 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.303465 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0435831 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00531952 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0184005 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0359502 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00294592 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0184868 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.417507 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.010543 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0236599 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00664365 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0220106 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.074962 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0503164 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00907785 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0392379 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00401531 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0775362 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.00749831 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.00427239 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.197968 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.342953 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.164138 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.420313 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.153297 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0366494 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0113157 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.00487938 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0200313 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0215061 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0655194 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0609909 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0425925 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0323363 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0382021 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0903078 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.143664 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0578881 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.133526 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0662609 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.233789 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.123839 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0333496 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.00984396 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.127041 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.303465 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.010522 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.130746 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.00844932 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0359502 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0184868 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.417507 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0230152 # DEPENDENCYPART_SIBL
