# _root_ Fémlemezzel borított , falra és oszlopokra hasonlító elemek szolgálnak díszletül a Kár,_hogy_ká című John_Ford-dráma előadásához .
#goldHeads=2,8,8,7,7,7,8,9,0,9,14,13,14,15,9,9,
#predictedHeads=2,8,8,9,8,7,8,9,0,9,14,13,14,15,9,9,
(7,4),(7,5),0.436415 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0763017 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0196664 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.104411 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0180508 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0196664 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0429599 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.641625 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0181359 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.793982 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0181359 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0470288 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.00803881 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.00337853 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.00337853 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.00337853 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.00337853 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.041682 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.438482 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.00547128 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.575516 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.00547128 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.00213006 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0400961 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00411379 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.00411379 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.00411379 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.00411379 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.00425058 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0568841 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.231553 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0568841 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0269423 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0279297 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00844461 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.00844461 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00844461 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00844461 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0238545 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.793982 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0181359 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0470288 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00803881 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00337853 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00337853 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.00337853 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00337853 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.041682 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.102985 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00457088 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0141309 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00798823 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.00798823 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00798823 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00798823 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0197197 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0470288 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00803881 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00337853 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00337853 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.00337853 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00337853 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.041682 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0404489 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00608494 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00608494 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.00608494 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.00608494 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.00568121 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0764114 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0764114 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0764114 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0764114 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.211972 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00471394 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.00471394 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00471394 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0485651 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.00471394 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.00471394 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0485651 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.00471394 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0485651 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0485651 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.00653561 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.106581 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0108091 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.144569 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0108091 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.00570442 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0116746 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0146131 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0114163 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0146131 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.00717547 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0146131 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0146131 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0161577 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0507112 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.00659778 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.15973 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00659778 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0219386 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.00662785 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0193947 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.00583319 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0193947 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0352258 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0193947 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0193947 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.00504946 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0142005 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0591601 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0142005 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.00173087 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0140342 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.00489043 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.00427856 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.00489043 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0184376 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00489043 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.00489043 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0286113 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.144569 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0108091 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.00570442 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0116746 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0146131 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0114163 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0146131 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00717547 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0146131 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0146131 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0161577 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0368041 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.00975913 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0368036 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.00552101 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0417156 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.00552101 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.02786 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.00552101 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00552101 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.000659915 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00570442 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0116746 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0146131 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0114163 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0146131 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00717547 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0146131 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0146131 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0161577 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00730838 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0174268 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00583319 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0174268 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0352258 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0174268 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0174268 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.00362208 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0145326 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0114329 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0145326 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0072144 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0145326 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0145326 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0161401 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0719229 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0182154 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.00993823 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0182154 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0182154 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.00112834 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0113299 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0179387 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0113299 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0113299 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0284786 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.00993823 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0182154 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0182154 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.00112834 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0348642 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0348642 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0208761 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0182154 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00112834 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.00112834 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.440921 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.577907 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.00307406 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0101265 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.00419952 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.113552 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0403761 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00411379 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.000889849 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00411379 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.00411379 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.00425058 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.231586 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0569251 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0302313 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0555259 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.140123 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0387249 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.00844461 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.00642702 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.00844461 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.00844461 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0238545 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.102991 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.00779923 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.101924 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.131109 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0295425 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00798823 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.03161 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00798823 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.00798823 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0197197 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0502946 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0209037 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.153198 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.019421 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00337853 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0409602 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.00337853 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.00337853 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.041682 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.000250823 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.118208 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0403794 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00608494 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.000893095 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00608494 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.00608494 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.00568121 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.153174 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0195673 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00310522 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0408027 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00310522 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.00310522 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0415352 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0173962 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00602676 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0225439 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00602676 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.00602676 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.121936 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0176082 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0124039 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0176082 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0176082 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0357031 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0552095 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.00471394 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.00471394 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0485651 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0508809 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0508809 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.103056 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.00471394 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0485651 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0485651 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0588713 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.317123 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00337853 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00337853 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.041682 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00331961 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00331961 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0285178 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00471394 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0485651 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0485651 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.00423998 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.402623 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.00423998 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.00337495 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.128396 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.00423998 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0599283 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.00423998 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.019056 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.402623 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.00423998 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.00337495 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.128396 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.00423998 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0599283 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.00423998 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.019056 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0625022 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0625022 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.184972 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0625022 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.118654 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0625022 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0176855 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.00337495 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.128396 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.00423998 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0599283 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.00423998 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.019056 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.128396 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.00423974 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0599283 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.00423974 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0189924 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0385027 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0773182 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0385027 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0592857 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0599283 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.00423998 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.019056 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0221923 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0221117 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.019056 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.0462258 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.641687 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.018106 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.794005 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.018106 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0502946 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0209037 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.153198 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.018106 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.317123 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.018106 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0638504 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.00337853 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.440921 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.00307406 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.577907 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.00307406 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0101265 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.00419952 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.113552 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.00307406 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.662675 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.00307406 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0507714 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.00411379 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.0569251 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.231586 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0569251 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0302313 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.0555259 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.140123 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0569251 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.408123 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0569251 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0565868 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.00844461 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.794005 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.018106 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0502946 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0209037 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.153198 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.018106 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.317123 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.018106 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0638504 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.00337853 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.102991 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.00779923 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.101924 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.131109 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.102991 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.38659 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.102991 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0146507 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.00798823 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0502946 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0209037 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.153198 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.018106 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.317123 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.018106 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0638504 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.00337853 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.000250823 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.118208 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.000874634 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.659127 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.000874634 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0596987 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.00608494 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.153174 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0181294 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.317146 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0181294 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0638919 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00310522 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0504352 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.353514 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0504352 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0457059 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.00602676 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.317123 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.018106 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0638504 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00337853 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0129962 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.390398 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00331961 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0638504 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00337853 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00127558 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.0569251 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.231586 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0569251 # DEPENDENCYPART_SIBL
