# _root_ Az internacionális BEK-döntő első mérkőzésén a magyar bajnok 4:2-re győzött , s ha csak ezt tekintjük , a Marczibányi téri visszavágó nem ígér különösebb izgalmakat .
#goldHeads=3,3,5,5,10,8,8,10,10,12,12,0,23,16,16,23,23,21,20,21,23,23,12,25,23,12,
#predictedHeads=3,3,5,5,10,8,8,10,10,12,12,0,23,16,16,12,23,19,20,21,23,23,12,25,23,12,
(15,12),(15,26),0.161722 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.111322 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0143274 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0332657 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0882668 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0208695 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0882374 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0075191 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0143274 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.0209158 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.0882892 # DEPENDENCYPART_SIBL
(15,13),(15,26),0.111544 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00748213 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0453104 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0504032 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0248201 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0503925 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.00455909 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.00748213 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.0248629 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.0504331 # DEPENDENCYPART_SIBL
(15,14),(15,26),0.134588 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0427401 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0269149 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.00839532 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.026907 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.052795 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.00118426 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.00835877 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.0269208 # DEPENDENCYPART_SIBL
(15,16),(15,26),-0.00470159 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0272643 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.00282948 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.027254 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0966161 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.0620664 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.00286259 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.027269 # DEPENDENCYPART_SIBL
(15,17),(15,26),0.0309662 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0769922 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0380452 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0404306 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0189869 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.077088 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.0380663 # DEPENDENCYPART_SIBL
(15,19),(15,26),0.0509469 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0336312 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.023469 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0143685 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.022292 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.0336475 # DEPENDENCYPART_SIBL
(15,20),(15,26),0.00766279 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0404156 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0190054 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.0770659 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.0380463 # DEPENDENCYPART_SIBL
(15,21),(15,26),0.0509978 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.0216366 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.0982741 # DEPENDENCYPART_SIBL
(15,22),(15,25),0.181696 # DEPENDENCYPART_SIBL
(15,22),(15,26),0.0669528 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.00861237 # DEPENDENCYPART_SIBL
(15,23),(15,25),0.0266672 # DEPENDENCYPART_SIBL
(15,23),(15,26),-0.00495518 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.0331664 # DEPENDENCYPART_SIBL
(15,24),(15,26),0.00764573 # DEPENDENCYPART_SIBL
(15,25),(15,26),0.0510295 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.0284111 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.0320467 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0320467 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.127998 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.0493654 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0320467 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.00328363 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.0118049 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.015601 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0847125 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.00246351 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0301359 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.147873 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0122401 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.036946 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.00409309 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.0139997 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.00347449 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.0274463 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.0233201 # DEPENDENCYPART_SIBL
(16,1),(16,24),0.0139097 # DEPENDENCYPART_SIBL
(16,1),(16,25),-0.00346869 # DEPENDENCYPART_SIBL
(16,1),(16,26),0.0155209 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0150119 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0150119 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.20149 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0299082 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0150119 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.00966955 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0030045 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.048812 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.108533 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0532968 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0120851 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0914127 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0135504 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.00583005 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.00866377 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0294482 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.00928105 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0183226 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.00087532 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.0295327 # DEPENDENCYPART_SIBL
(16,2),(16,25),0.00929095 # DEPENDENCYPART_SIBL
(16,2),(16,26),0.0051115 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0309984 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0619144 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.00644614 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0309984 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0436365 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.00898354 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0956371 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0495689 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0217047 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.115683 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0847826 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.00637658 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0207151 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0121775 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.00616341 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0106882 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.0364195 # DEPENDENCYPART_SIBL
(16,3),(16,23),-0.0156883 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.00642849 # DEPENDENCYPART_SIBL
(16,3),(16,25),-0.0106718 # DEPENDENCYPART_SIBL
(16,3),(16,26),0.00695274 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0619144 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.00644614 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0309984 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0436365 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.00898354 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0956371 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0495689 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0217047 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.115683 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0847826 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.00637658 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0207151 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0121775 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.00616341 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0106882 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.0364195 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.0156883 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.00642849 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.0106718 # DEPENDENCYPART_SIBL
(16,5),(16,26),0.00695274 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.00574158 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0174639 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0272907 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0272811 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0102192 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0907021 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0245355 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.00612733 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.115923 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0377119 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0223062 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0251356 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.00253146 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.024517 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0304635 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.0134258 # DEPENDENCYPART_SIBL
(16,6),(16,24),0.00244148 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.0245112 # DEPENDENCYPART_SIBL
(16,6),(16,26),-0.0634118 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.00150612 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0196084 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.00625451 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0529172 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.125819 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0705837 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0244185 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0798749 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.00141641 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.00910973 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.00205444 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0330631 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.00267172 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.025611 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.00840894 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.0331476 # DEPENDENCYPART_SIBL
(16,7),(16,25),0.00268162 # DEPENDENCYPART_SIBL
(16,7),(16,26),0.00154665 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0436365 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.00898354 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0956371 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0495689 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0217047 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.115683 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0847826 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.00637658 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0207151 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0121775 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.00616341 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0106882 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0364195 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0156883 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.00642849 # DEPENDENCYPART_SIBL
(16,8),(16,25),-0.0106718 # DEPENDENCYPART_SIBL
(16,8),(16,26),0.00695274 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0100764 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0640007 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0694925 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0331994 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0302676 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0755195 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0276381 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0151472 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0352068 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0203372 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0345882 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.00693385 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.0176676 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0204271 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.0345824 # DEPENDENCYPART_SIBL
(16,9),(16,26),-0.057308 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0778264 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0231616 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0713438 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0276341 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0902855 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.00209424 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0321 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.00935724 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0156627 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.00874073 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0233868 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.0123402 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.0157472 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.00872941 # DEPENDENCYPART_SIBL
(16,10),(16,26),0.0142996 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.204805 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.00854751 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.00704526 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0717753 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.00490476 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0116264 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0189805 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0173109 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0180383 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0395262 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.00508159 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0173955 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.0180136 # DEPENDENCYPART_SIBL
(16,11),(16,26),0.0213227 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0375193 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0307125 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.120113 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00828239 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0194052 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0429123 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.00514878 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0422983 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.00324732 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0144216 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.00523434 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0422815 # DEPENDENCYPART_SIBL
(16,12),(16,26),0.180447 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0836204 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0122723 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0588004 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0321653 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0415972 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0139522 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0422113 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.048919 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.00274244 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0140377 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.042228 # DEPENDENCYPART_SIBL
(16,13),(16,26),0.0200598 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0464422 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0255126 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0991088 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0358733 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0143963 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0365169 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0635826 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0703659 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0144772 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.0365271 # DEPENDENCYPART_SIBL
(16,14),(16,26),-0.0254116 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.119965 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0490346 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0509276 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0624288 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0503114 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0430121 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.107964 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0625165 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.0503021 # DEPENDENCYPART_SIBL
(16,15),(16,26),-0.0428411 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.124212 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.07652 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0604961 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0765095 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.13247 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.194562 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.0604887 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.07652 # DEPENDENCYPART_SIBL
(16,17),(16,26),0.0489202 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0110333 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00981254 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0110277 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.00459117 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0359816 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.00981681 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.0110333 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.0284786 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.026216 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0191944 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.00102337 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0190113 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0262446 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0191829 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.000245656 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0236318 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0111544 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0297887 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0345403 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.023623 # DEPENDENCYPART_SIBL
(16,20),(16,26),-0.010907 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.000953487 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.018945 # DEPENDENCYPART_SIBL
(16,21),(16,24),0.0263132 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0191191 # DEPENDENCYPART_SIBL
(16,21),(16,26),-3.17946e-05 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0249296 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.078974 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.0333192 # DEPENDENCYPART_SIBL
(16,22),(16,26),-0.00233901 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.00674158 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.00448328 # DEPENDENCYPART_SIBL
(16,23),(16,26),0.0178063 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.0252292 # DEPENDENCYPART_SIBL
(16,24),(16,26),-0.0115931 # DEPENDENCYPART_SIBL
(16,25),(16,26),-1.62179e-05 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0640761 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.272143 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.00905681 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00331961 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.129727 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0972111 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.0422378 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0350673 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.0736953 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.254691 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0763022 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.000778196 # DEPENDENCYPART_SIBL
(20,10),(20,22),0.0333544 # DEPENDENCYPART_SIBL
(20,10),(20,25),0.0597656 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.0842366 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.00556311 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0312376 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.273855 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.141663 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.1017 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0138668 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.00348421 # DEPENDENCYPART_SIBL
(20,12),(20,25),-0.000310781 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.0670188 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0611906 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.404032 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.477422 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0656208 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0341503 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.00886549 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.0742355 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.116686 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.159786 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0680654 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0955285 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.214698 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0138333 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.0571513 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.116326 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.12097 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.161287 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0438338 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0342875 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.0831434 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.256209 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0763022 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.000778595 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0333544 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0597656 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.131379 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0485465 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0352525 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.0206321 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.067947 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0162047 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0225869 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0374338 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0205572 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.0551621 # DEPENDENCYPART_SIBL
(21,1),(21,2),0.198341 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.544335 # DEPENDENCYPART_SIBL
(21,1),(21,7),0.234083 # DEPENDENCYPART_SIBL
(21,1),(21,10),0.157846 # DEPENDENCYPART_SIBL
(21,1),(21,11),0.211074 # DEPENDENCYPART_SIBL
(21,1),(21,12),0.272075 # DEPENDENCYPART_SIBL
(21,1),(21,13),0.13391 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.0495111 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.0113372 # DEPENDENCYPART_SIBL
(21,1),(21,16),0.157846 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.211074 # DEPENDENCYPART_SIBL
