# _root_ Az egynapos betétekre a múlt hét elején az üzletek zömét 13 7/8 százalékon kötötték , a hét vége felé viszont már a jegybank egynapos betéti kamatának szintjén , 12 3/4 százalékon .
#goldHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,21,21,14,23,26,26,26,27,21,27,31,31,27,14,
#predictedHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,14,26,24,23,26,26,26,27,14,14,31,31,21,14,
(19,2),-1.2784 # DEPENDENCYPART_ARC
(19,3),-2.70119 # DEPENDENCYPART_ARC
(19,4),-0.836807 # DEPENDENCYPART_ARC
(19,5),-1.22445 # DEPENDENCYPART_ARC
(19,6),-2.46447 # DEPENDENCYPART_ARC
(19,7),-2.04053 # DEPENDENCYPART_ARC
(19,8),-1.05199 # DEPENDENCYPART_ARC
(19,9),-2.01295 # DEPENDENCYPART_ARC
(19,10),-1.29824 # DEPENDENCYPART_ARC
(19,11),-0.772508 # DEPENDENCYPART_ARC
(19,13),-0.671724 # DEPENDENCYPART_ARC
(19,14),-0.598946 # DEPENDENCYPART_ARC
(19,15),0.182664 # DEPENDENCYPART_ARC
(19,16),-0.0573633 # DEPENDENCYPART_ARC
(19,17),0.681862 # DEPENDENCYPART_ARC
(19,18),3.71901 # DEPENDENCYPART_ARC
(19,20),-0.519991 # DEPENDENCYPART_ARC
(19,21),-0.650817 # DEPENDENCYPART_ARC
(19,22),-0.725043 # DEPENDENCYPART_ARC
(19,23),-0.765269 # DEPENDENCYPART_ARC
(19,24),-0.878353 # DEPENDENCYPART_ARC
(19,25),-0.850037 # DEPENDENCYPART_ARC
(19,26),-0.985679 # DEPENDENCYPART_ARC
(19,27),-1.03897 # DEPENDENCYPART_ARC
(19,28),-0.261222 # DEPENDENCYPART_ARC
(19,29),-0.968273 # DEPENDENCYPART_ARC
(19,31),-1.50861 # DEPENDENCYPART_ARC
(19,32),0.24583 # DEPENDENCYPART_ARC
(20,1),-1.45107 # DEPENDENCYPART_ARC
(20,2),-1.24228 # DEPENDENCYPART_ARC
(20,3),-1.43868 # DEPENDENCYPART_ARC
(20,4),-2.29632 # DEPENDENCYPART_ARC
(20,5),-1.3203 # DEPENDENCYPART_ARC
(20,6),-1.39547 # DEPENDENCYPART_ARC
(20,7),-1.32764 # DEPENDENCYPART_ARC
(20,8),-1.35455 # DEPENDENCYPART_ARC
(20,9),-1.44201 # DEPENDENCYPART_ARC
(20,10),-1.61281 # DEPENDENCYPART_ARC
(20,11),-0.623339 # DEPENDENCYPART_ARC
(20,12),-0.713004 # DEPENDENCYPART_ARC
(20,13),-1.23841 # DEPENDENCYPART_ARC
(20,14),0.176966 # DEPENDENCYPART_ARC
(20,15),0.113057 # DEPENDENCYPART_ARC
(20,16),-0.862092 # DEPENDENCYPART_ARC
(20,17),-0.335734 # DEPENDENCYPART_ARC
(20,18),-0.450963 # DEPENDENCYPART_ARC
(20,19),0.264713 # DEPENDENCYPART_ARC
(20,21),-0.31238 # DEPENDENCYPART_ARC
(20,22),-0.81612 # DEPENDENCYPART_ARC
(20,23),-0.461529 # DEPENDENCYPART_ARC
(20,24),-0.179422 # DEPENDENCYPART_ARC
(20,25),-0.257521 # DEPENDENCYPART_ARC
(20,26),-0.359781 # DEPENDENCYPART_ARC
(20,27),-0.710622 # DEPENDENCYPART_ARC
(20,28),0.165567 # DEPENDENCYPART_ARC
(20,29),-0.697966 # DEPENDENCYPART_ARC
(20,30),-0.620191 # DEPENDENCYPART_ARC
(20,31),-1.2387 # DEPENDENCYPART_ARC
(20,32),0.795608 # DEPENDENCYPART_ARC
(21,1),-2.29316 # DEPENDENCYPART_ARC
(21,2),-0.995192 # DEPENDENCYPART_ARC
(21,3),-0.713213 # DEPENDENCYPART_ARC
(21,4),-2.13266 # DEPENDENCYPART_ARC
(21,5),-1.05034 # DEPENDENCYPART_ARC
(21,6),-0.813706 # DEPENDENCYPART_ARC
(21,7),-0.964646 # DEPENDENCYPART_ARC
(21,8),-1.58722 # DEPENDENCYPART_ARC
(21,9),-0.760677 # DEPENDENCYPART_ARC
(21,10),-0.896325 # DEPENDENCYPART_ARC
(21,11),-0.913897 # DEPENDENCYPART_ARC
(21,13),-0.587651 # DEPENDENCYPART_ARC
(21,14),-0.7187 # DEPENDENCYPART_ARC
(21,15),0.0160656 # DEPENDENCYPART_ARC
(21,16),-0.728334 # DEPENDENCYPART_ARC
(21,17),-0.0301189 # DEPENDENCYPART_ARC
(21,18),-0.00888774 # DEPENDENCYPART_ARC
(21,19),0.10031 # DEPENDENCYPART_ARC
(21,20),0.52723 # DEPENDENCYPART_ARC
(21,22),-0.262044 # DEPENDENCYPART_ARC
(21,23),0.293218 # DEPENDENCYPART_ARC
(21,24),-0.215635 # DEPENDENCYPART_ARC
(21,25),-0.19869 # DEPENDENCYPART_ARC
(21,26),-0.04825 # DEPENDENCYPART_ARC
(21,27),0.207812 # DEPENDENCYPART_ARC
(21,28),0.0976106 # DEPENDENCYPART_ARC
(21,29),-0.483505 # DEPENDENCYPART_ARC
(21,31),-0.133889 # DEPENDENCYPART_ARC
(21,32),1.14854 # DEPENDENCYPART_ARC
(22,2),-2.44466 # DEPENDENCYPART_ARC
(22,3),-3.63308 # DEPENDENCYPART_ARC
(22,5),-2.3749 # DEPENDENCYPART_ARC
(22,6),-3.76243 # DEPENDENCYPART_ARC
(22,7),-4.19148 # DEPENDENCYPART_ARC
(22,9),-3.5019 # DEPENDENCYPART_ARC
(22,10),-4.02006 # DEPENDENCYPART_ARC
(22,13),-3.31826 # DEPENDENCYPART_ARC
(22,15),-1.3472 # DEPENDENCYPART_ARC
(22,17),-2.90639 # DEPENDENCYPART_ARC
(22,18),-3.25337 # DEPENDENCYPART_ARC
(22,20),-1.16265 # DEPENDENCYPART_ARC
(22,23),-0.458398 # DEPENDENCYPART_ARC
(22,24),-0.29462 # DEPENDENCYPART_ARC
(22,25),-0.543651 # DEPENDENCYPART_ARC
(22,26),-1.70701 # DEPENDENCYPART_ARC
(22,27),-1.80245 # DEPENDENCYPART_ARC
(22,28),-0.724554 # DEPENDENCYPART_ARC
(22,31),-1.9451 # DEPENDENCYPART_ARC
(23,1),-4.31696 # DEPENDENCYPART_ARC
(23,2),-4.39679 # DEPENDENCYPART_ARC
(23,3),-7.62833 # DEPENDENCYPART_ARC
(23,4),-3.64865 # DEPENDENCYPART_ARC
(23,5),-3.61126 # DEPENDENCYPART_ARC
(23,6),-4.99976 # DEPENDENCYPART_ARC
(23,7),-7.30219 # DEPENDENCYPART_ARC
(23,8),-2.16755 # DEPENDENCYPART_ARC
(23,9),-4.66359 # DEPENDENCYPART_ARC
(23,10),-6.76852 # DEPENDENCYPART_ARC
(23,11),-2.58986 # DEPENDENCYPART_ARC
(23,12),-2.1098 # DEPENDENCYPART_ARC
(23,13),-5.1465 # DEPENDENCYPART_ARC
(23,14),-1.79499 # DEPENDENCYPART_ARC
(23,15),-1.51076 # DEPENDENCYPART_ARC
(23,16),-0.54352 # DEPENDENCYPART_ARC
(23,17),-1.86398 # DEPENDENCYPART_ARC
(23,18),-2.90984 # DEPENDENCYPART_ARC
(23,19),-1.30897 # DEPENDENCYPART_ARC
(23,20),-0.931753 # DEPENDENCYPART_ARC
(23,21),-0.654546 # DEPENDENCYPART_ARC
(23,22),3.07271 # DEPENDENCYPART_ARC
(23,24),-0.756545 # DEPENDENCYPART_ARC
(23,25),-0.65217 # DEPENDENCYPART_ARC
(23,26),-0.778416 # DEPENDENCYPART_ARC
(23,27),-1.29472 # DEPENDENCYPART_ARC
(23,28),-0.0969799 # DEPENDENCYPART_ARC
(23,29),-1.14596 # DEPENDENCYPART_ARC
(23,30),-1.15424 # DEPENDENCYPART_ARC
(23,31),-1.88984 # DEPENDENCYPART_ARC
(23,32),-0.400714 # DEPENDENCYPART_ARC
(24,1),-1.71391 # DEPENDENCYPART_ARC
(24,2),-2.84631 # DEPENDENCYPART_ARC
(24,3),-1.76987 # DEPENDENCYPART_ARC
(24,4),-2.03927 # DEPENDENCYPART_ARC
(24,5),-2.3192 # DEPENDENCYPART_ARC
(24,6),-1.83053 # DEPENDENCYPART_ARC
(24,7),-1.6474 # DEPENDENCYPART_ARC
(24,8),-1.18764 # DEPENDENCYPART_ARC
(24,9),-1.74583 # DEPENDENCYPART_ARC
(24,10),-1.32102 # DEPENDENCYPART_ARC
(24,11),-1.14451 # DEPENDENCYPART_ARC
(24,12),-1.15974 # DEPENDENCYPART_ARC
(24,13),-0.994022 # DEPENDENCYPART_ARC
(24,14),-0.970668 # DEPENDENCYPART_ARC
(24,15),-0.472397 # DEPENDENCYPART_ARC
(24,16),-0.724592 # DEPENDENCYPART_ARC
(24,17),-0.261855 # DEPENDENCYPART_ARC
(24,18),-1.00176 # DEPENDENCYPART_ARC
(24,19),0.516824 # DEPENDENCYPART_ARC
(24,20),0.303194 # DEPENDENCYPART_ARC
(24,21),0.333207 # DEPENDENCYPART_ARC
(24,22),0.65056 # DEPENDENCYPART_ARC
(24,23),1.64471 # DEPENDENCYPART_ARC
(24,25),-0.618472 # DEPENDENCYPART_ARC
(24,26),-0.668129 # DEPENDENCYPART_ARC
(24,27),-0.685612 # DEPENDENCYPART_ARC
(24,28),-0.501696 # DEPENDENCYPART_ARC
(24,29),-0.871981 # DEPENDENCYPART_ARC
(24,30),-0.914845 # DEPENDENCYPART_ARC
(24,31),-1.21397 # DEPENDENCYPART_ARC
(24,32),-0.506667 # DEPENDENCYPART_ARC
(25,1),-1.55034 # DEPENDENCYPART_ARC
(25,2),-2.62415 # DEPENDENCYPART_ARC
(25,3),-2.20982 # DEPENDENCYPART_ARC
(25,4),-2.18944 # DEPENDENCYPART_ARC
(25,5),-2.14546 # DEPENDENCYPART_ARC
(25,6),-2.46591 # DEPENDENCYPART_ARC
(25,7),-1.9649 # DEPENDENCYPART_ARC
(25,8),-1.09042 # DEPENDENCYPART_ARC
(25,9),-2.38477 # DEPENDENCYPART_ARC
(25,10),-1.85234 # DEPENDENCYPART_ARC
(25,11),-1.26565 # DEPENDENCYPART_ARC
(25,12),-1.23024 # DEPENDENCYPART_ARC
(25,13),-1.38537 # DEPENDENCYPART_ARC
(25,14),-1.03177 # DEPENDENCYPART_ARC
(25,15),-0.468299 # DEPENDENCYPART_ARC
(25,16),-0.792314 # DEPENDENCYPART_ARC
(25,17),-0.914181 # DEPENDENCYPART_ARC
(25,18),-1.46906 # DEPENDENCYPART_ARC
(25,19),0.161132 # DEPENDENCYPART_ARC
(25,20),0.0022145 # DEPENDENCYPART_ARC
(25,21),0.00148777 # DEPENDENCYPART_ARC
(25,22),0.221133 # DEPENDENCYPART_ARC
(25,23),0.496698 # DEPENDENCYPART_ARC
(25,24),1.28962 # DEPENDENCYPART_ARC
(25,26),-0.69447 # DEPENDENCYPART_ARC
(25,27),-0.610271 # DEPENDENCYPART_ARC
(25,28),-0.541082 # DEPENDENCYPART_ARC
(25,29),-1.01014 # DEPENDENCYPART_ARC
(25,30),-1.10901 # DEPENDENCYPART_ARC
(25,31),-1.36727 # DEPENDENCYPART_ARC
(25,32),-0.935607 # DEPENDENCYPART_ARC
(26,1),-3.49805 # DEPENDENCYPART_ARC
(26,2),-2.60828 # DEPENDENCYPART_ARC
(26,3),-4.92426 # DEPENDENCYPART_ARC
(26,4),-3.15501 # DEPENDENCYPART_ARC
(26,5),-2.04566 # DEPENDENCYPART_ARC
(26,6),-1.45084 # DEPENDENCYPART_ARC
(26,7),-5.57085 # DEPENDENCYPART_ARC
(26,8),-2.05742 # DEPENDENCYPART_ARC
(26,9),-0.496932 # DEPENDENCYPART_ARC
(26,10),-5.02002 # DEPENDENCYPART_ARC
(26,11),-1.34004 # DEPENDENCYPART_ARC
(26,12),-0.770987 # DEPENDENCYPART_ARC
(26,13),-2.72055 # DEPENDENCYPART_ARC
(26,14),-0.784902 # DEPENDENCYPART_ARC
(26,15),-0.00179059 # DEPENDENCYPART_ARC
(26,16),-0.505414 # DEPENDENCYPART_ARC
(26,17),1.64363 # DEPENDENCYPART_ARC
(26,18),-0.195465 # DEPENDENCYPART_ARC
(26,19),0.0824746 # DEPENDENCYPART_ARC
(26,20),0.697691 # DEPENDENCYPART_ARC
(26,21),0.159882 # DEPENDENCYPART_ARC
(26,22),1.17556 # DEPENDENCYPART_ARC
(26,23),3.13439 # DEPENDENCYPART_ARC
(26,24),2.43924 # DEPENDENCYPART_ARC
(26,25),3.14897 # DEPENDENCYPART_ARC
(26,27),-1.4897 # DEPENDENCYPART_ARC
(26,28),-0.543449 # DEPENDENCYPART_ARC
(26,29),-1.14146 # DEPENDENCYPART_ARC
(26,30),-1.20094 # DEPENDENCYPART_ARC
(26,31),-1.97442 # DEPENDENCYPART_ARC
(26,32),-0.515407 # DEPENDENCYPART_ARC
(27,1),-4.08243 # DEPENDENCYPART_ARC
(27,2),-3.68201 # DEPENDENCYPART_ARC
(27,3),-5.97016 # DEPENDENCYPART_ARC
(27,4),-3.39341 # DEPENDENCYPART_ARC
(27,5),-3.13541 # DEPENDENCYPART_ARC
(27,6),-2.51282 # DEPENDENCYPART_ARC
(27,7),-6.43695 # DEPENDENCYPART_ARC
(27,8),-2.4242 # DEPENDENCYPART_ARC
(27,9),-1.32388 # DEPENDENCYPART_ARC
(27,10),-5.99532 # DEPENDENCYPART_ARC
(27,11),-1.54598 # DEPENDENCYPART_ARC
(27,12),-0.989466 # DEPENDENCYPART_ARC
(27,13),-3.99148 # DEPENDENCYPART_ARC
(27,14),-1.37134 # DEPENDENCYPART_ARC
(27,15),-0.250169 # DEPENDENCYPART_ARC
(27,16),-1.02895 # DEPENDENCYPART_ARC
(27,17),0.633092 # DEPENDENCYPART_ARC
(27,18),-0.840051 # DEPENDENCYPART_ARC
(27,19),-0.16256 # DEPENDENCYPART_ARC
(27,20),0.164019 # DEPENDENCYPART_ARC
(27,21),-0.470947 # DEPENDENCYPART_ARC
(27,22),0.633446 # DEPENDENCYPART_ARC
(27,23),1.47337 # DEPENDENCYPART_ARC
(27,24),1.19766 # DEPENDENCYPART_ARC
(27,25),1.67613 # DEPENDENCYPART_ARC
(27,26),1.60706 # DEPENDENCYPART_ARC
(27,28),0.357707 # DEPENDENCYPART_ARC
(27,29),-0.719751 # DEPENDENCYPART_ARC
(27,30),-0.707995 # DEPENDENCYPART_ARC
(27,31),-1.3805 # DEPENDENCYPART_ARC
(27,32),-0.101742 # DEPENDENCYPART_ARC
(29,1),-1.28279 # DEPENDENCYPART_ARC
(29,2),-2.309 # DEPENDENCYPART_ARC
(29,3),-2.60682 # DEPENDENCYPART_ARC
(29,4),-1.08978 # DEPENDENCYPART_ARC
(29,5),-2.1608 # DEPENDENCYPART_ARC
(29,6),-2.42755 # DEPENDENCYPART_ARC
(29,7),-3.047 # DEPENDENCYPART_ARC
(29,8),-1.38309 # DEPENDENCYPART_ARC
(29,9),-1.99913 # DEPENDENCYPART_ARC
(29,10),-2.75822 # DEPENDENCYPART_ARC
(29,11),-1.79666 # DEPENDENCYPART_ARC
(29,12),-1.72022 # DEPENDENCYPART_ARC
(29,13),-2.63533 # DEPENDENCYPART_ARC
(29,14),-1.05685 # DEPENDENCYPART_ARC
(29,15),-1.91026 # DEPENDENCYPART_ARC
(29,16),-0.499502 # DEPENDENCYPART_ARC
(29,17),-1.58944 # DEPENDENCYPART_ARC
(29,18),-1.7829 # DEPENDENCYPART_ARC
(29,19),-0.689059 # DEPENDENCYPART_ARC
(29,20),-0.787409 # DEPENDENCYPART_ARC
(29,21),-0.402639 # DEPENDENCYPART_ARC
(29,22),-0.241643 # DEPENDENCYPART_ARC
(29,23),-1.19106 # DEPENDENCYPART_ARC
(29,24),-1.0912 # DEPENDENCYPART_ARC
(29,25),-0.924699 # DEPENDENCYPART_ARC
(29,26),-0.928448 # DEPENDENCYPART_ARC
(29,27),-1.0165 # DEPENDENCYPART_ARC
(29,28),0.432761 # DEPENDENCYPART_ARC
(29,30),-0.247486 # DEPENDENCYPART_ARC
(29,31),-0.332169 # DEPENDENCYPART_ARC
(29,32),-0.304635 # DEPENDENCYPART_ARC
(30,1),-1.55626 # DEPENDENCYPART_ARC
(30,2),-2.43958 # DEPENDENCYPART_ARC
(30,3),-2.99805 # DEPENDENCYPART_ARC
(30,4),-1.31761 # DEPENDENCYPART_ARC
(30,5),-2.34496 # DEPENDENCYPART_ARC
(30,6),-2.70507 # DEPENDENCYPART_ARC
(30,7),-3.28389 # DEPENDENCYPART_ARC
(30,8),-1.67838 # DEPENDENCYPART_ARC
(30,9),-2.41599 # DEPENDENCYPART_ARC
(30,10),-3.1106 # DEPENDENCYPART_ARC
(30,11),-1.94097 # DEPENDENCYPART_ARC
(30,13),-2.85683 # DEPENDENCYPART_ARC
(30,14),-1.21138 # DEPENDENCYPART_ARC
(30,15),-1.95826 # DEPENDENCYPART_ARC
(30,16),-0.775337 # DEPENDENCYPART_ARC
(30,17),-1.87572 # DEPENDENCYPART_ARC
(30,18),-2.05169 # DEPENDENCYPART_ARC
(30,20),-0.944303 # DEPENDENCYPART_ARC
(30,21),-0.550456 # DEPENDENCYPART_ARC
(30,22),-0.483042 # DEPENDENCYPART_ARC
(30,23),-1.55402 # DEPENDENCYPART_ARC
(30,24),-1.33176 # DEPENDENCYPART_ARC
(30,25),-1.24052 # DEPENDENCYPART_ARC
(30,26),-1.40794 # DEPENDENCYPART_ARC
(30,27),-1.55152 # DEPENDENCYPART_ARC
(30,28),-0.315236 # DEPENDENCYPART_ARC
(30,29),0.558372 # DEPENDENCYPART_ARC
(30,31),-1.25534 # DEPENDENCYPART_ARC
(30,32),-1.39447 # DEPENDENCYPART_ARC
(31,1),-3.38392 # DEPENDENCYPART_ARC
(31,2),-3.40291 # DEPENDENCYPART_ARC
(31,3),-7.51464 # DEPENDENCYPART_ARC
(31,4),-2.77075 # DEPENDENCYPART_ARC
(31,5),-2.73391 # DEPENDENCYPART_ARC
(31,6),-4.72883 # DEPENDENCYPART_ARC
(31,7),-6.67868 # DEPENDENCYPART_ARC
(31,8),-1.70855 # DEPENDENCYPART_ARC
(31,9),-4.41199 # DEPENDENCYPART_ARC
(31,10),-5.96424 # DEPENDENCYPART_ARC
(31,11),-1.58399 # DEPENDENCYPART_ARC
(31,12),-0.903362 # DEPENDENCYPART_ARC
(31,13),-4.56123 # DEPENDENCYPART_ARC
(31,14),-1.16617 # DEPENDENCYPART_ARC
(31,15),-0.503166 # DEPENDENCYPART_ARC
(31,16),-0.179877 # DEPENDENCYPART_ARC
(31,17),-1.52066 # DEPENDENCYPART_ARC
(31,18),-2.41666 # DEPENDENCYPART_ARC
(31,19),-0.560907 # DEPENDENCYPART_ARC
(31,20),-0.281104 # DEPENDENCYPART_ARC
(31,21),-0.639542 # DEPENDENCYPART_ARC
(31,22),1.39236 # DEPENDENCYPART_ARC
(31,23),-0.647301 # DEPENDENCYPART_ARC
(31,24),0.749064 # DEPENDENCYPART_ARC
(31,25),0.690439 # DEPENDENCYPART_ARC
(31,26),-0.852659 # DEPENDENCYPART_ARC
(31,27),-1.81283 # DEPENDENCYPART_ARC
(31,28),0.518084 # DEPENDENCYPART_ARC
(31,29),2.54628 # DEPENDENCYPART_ARC
(31,30),3.66021 # DEPENDENCYPART_ARC
(31,32),-0.383564 # DEPENDENCYPART_ARC
