# _root_ Budapesten és a vidéki nagyvárosokban túlzsúfoltak a temetők , nem érik el az ideális 30-40 hektáros nagyságot , kihasználtságuk így gyakran 90 százalék feletti .
#goldHeads=6,6,5,5,6,0,8,6,6,11,6,11,17,17,16,17,11,6,21,21,6,23,24,21,6,
#predictedHeads=11,11,5,5,6,11,8,11,11,11,0,11,17,17,16,17,11,11,20,11,24,23,24,20,11,
(21,1),-0.76392 # DEPENDENCYPART_ARC
(21,2),-0.953032 # DEPENDENCYPART_ARC
(21,3),-1.97021 # DEPENDENCYPART_ARC
(21,4),-0.878722 # DEPENDENCYPART_ARC
(21,5),-0.944941 # DEPENDENCYPART_ARC
(21,6),-0.913611 # DEPENDENCYPART_ARC
(21,7),-1.54158 # DEPENDENCYPART_ARC
(21,8),-0.995887 # DEPENDENCYPART_ARC
(21,9),-0.664528 # DEPENDENCYPART_ARC
(21,10),-0.537754 # DEPENDENCYPART_ARC
(21,11),-0.643478 # DEPENDENCYPART_ARC
(21,12),-0.227589 # DEPENDENCYPART_ARC
(21,13),-0.649553 # DEPENDENCYPART_ARC
(21,14),-0.528793 # DEPENDENCYPART_ARC
(21,15),-0.465945 # DEPENDENCYPART_ARC
(21,16),-0.484513 # DEPENDENCYPART_ARC
(21,17),-0.351338 # DEPENDENCYPART_ARC
(21,18),0.163598 # DEPENDENCYPART_ARC
(21,19),0.308541 # DEPENDENCYPART_ARC
(21,20),0.704768 # DEPENDENCYPART_ARC
(21,22),0.0513551 # DEPENDENCYPART_ARC
(21,23),0.39448 # DEPENDENCYPART_ARC
(21,24),-0.0681875 # DEPENDENCYPART_ARC
(21,25),0.473579 # DEPENDENCYPART_ARC
(22,1),-2.82839 # DEPENDENCYPART_ARC
(22,2),-1.68014 # DEPENDENCYPART_ARC
(22,3),-1.29223 # DEPENDENCYPART_ARC
(22,4),-2.21059 # DEPENDENCYPART_ARC
(22,5),-2.54058 # DEPENDENCYPART_ARC
(22,6),-2.55457 # DEPENDENCYPART_ARC
(22,7),-1.27538 # DEPENDENCYPART_ARC
(22,8),-1.99754 # DEPENDENCYPART_ARC
(22,9),-1.50652 # DEPENDENCYPART_ARC
(22,10),-1.07861 # DEPENDENCYPART_ARC
(22,11),-1.75699 # DEPENDENCYPART_ARC
(22,12),-0.628783 # DEPENDENCYPART_ARC
(22,13),-0.688767 # DEPENDENCYPART_ARC
(22,14),-1.50638 # DEPENDENCYPART_ARC
(22,15),-0.920452 # DEPENDENCYPART_ARC
(22,16),-1.41446 # DEPENDENCYPART_ARC
(22,17),-1.85642 # DEPENDENCYPART_ARC
(22,18),-0.709536 # DEPENDENCYPART_ARC
(22,19),-0.600614 # DEPENDENCYPART_ARC
(22,20),-0.533372 # DEPENDENCYPART_ARC
(22,21),0.503281 # DEPENDENCYPART_ARC
(22,23),0.071726 # DEPENDENCYPART_ARC
(22,24),-0.467599 # DEPENDENCYPART_ARC
(22,25),-0.505416 # DEPENDENCYPART_ARC
(23,1),-5.07392 # DEPENDENCYPART_ARC
(23,2),-2.20267 # DEPENDENCYPART_ARC
(23,3),-2.02895 # DEPENDENCYPART_ARC
(23,4),-1.71519 # DEPENDENCYPART_ARC
(23,5),-5.92707 # DEPENDENCYPART_ARC
(23,6),-4.29968 # DEPENDENCYPART_ARC
(23,7),-1.24338 # DEPENDENCYPART_ARC
(23,8),-4.18185 # DEPENDENCYPART_ARC
(23,9),-1.16861 # DEPENDENCYPART_ARC
(23,10),-0.455185 # DEPENDENCYPART_ARC
(23,11),-1.36265 # DEPENDENCYPART_ARC
(23,12),-0.626919 # DEPENDENCYPART_ARC
(23,13),0.486567 # DEPENDENCYPART_ARC
(23,14),0.841212 # DEPENDENCYPART_ARC
(23,15),0.086781 # DEPENDENCYPART_ARC
(23,16),0.507042 # DEPENDENCYPART_ARC
(23,17),-2.98326 # DEPENDENCYPART_ARC
(23,18),0.334676 # DEPENDENCYPART_ARC
(23,19),-0.629882 # DEPENDENCYPART_ARC
(23,20),0.347376 # DEPENDENCYPART_ARC
(23,21),1.42513 # DEPENDENCYPART_ARC
(23,22),3.16556 # DEPENDENCYPART_ARC
(23,24),-0.661972 # DEPENDENCYPART_ARC
(23,25),-0.493134 # DEPENDENCYPART_ARC
(24,1),-0.503578 # DEPENDENCYPART_ARC
(24,2),-0.331396 # DEPENDENCYPART_ARC
(24,3),-1.54848 # DEPENDENCYPART_ARC
(24,4),-1.55684 # DEPENDENCYPART_ARC
(24,5),-0.506149 # DEPENDENCYPART_ARC
(24,6),-2.46771 # DEPENDENCYPART_ARC
(24,7),-0.987613 # DEPENDENCYPART_ARC
(24,8),-1.01991 # DEPENDENCYPART_ARC
(24,9),-0.0656633 # DEPENDENCYPART_ARC
(24,10),-0.144306 # DEPENDENCYPART_ARC
(24,11),0.156893 # DEPENDENCYPART_ARC
(24,12),0.234552 # DEPENDENCYPART_ARC
(24,13),0.388143 # DEPENDENCYPART_ARC
(24,14),-0.294127 # DEPENDENCYPART_ARC
(24,15),0.515892 # DEPENDENCYPART_ARC
(24,16),-0.270415 # DEPENDENCYPART_ARC
(24,17),1.03774 # DEPENDENCYPART_ARC
(24,18),0.936438 # DEPENDENCYPART_ARC
(24,19),0.549623 # DEPENDENCYPART_ARC
(24,20),1.10262 # DEPENDENCYPART_ARC
(24,21),1.46961 # DEPENDENCYPART_ARC
(24,22),1.41419 # DEPENDENCYPART_ARC
(24,23),2.02646 # DEPENDENCYPART_ARC
(24,25),1.11149 # DEPENDENCYPART_ARC
(25,1),-4.31561 # DEPENDENCYPART_ARC
(25,2),-3.24829 # DEPENDENCYPART_ARC
(25,3),-3.28518 # DEPENDENCYPART_ARC
(25,4),-3.49663 # DEPENDENCYPART_ARC
(25,5),-4.20602 # DEPENDENCYPART_ARC
(25,6),-3.42042 # DEPENDENCYPART_ARC
(25,7),-3.08946 # DEPENDENCYPART_ARC
(25,8),-4.0903 # DEPENDENCYPART_ARC
(25,9),-2.8316 # DEPENDENCYPART_ARC
(25,10),-3.12135 # DEPENDENCYPART_ARC
(25,11),-2.92002 # DEPENDENCYPART_ARC
(25,12),-2.75274 # DEPENDENCYPART_ARC
(25,13),-2.61113 # DEPENDENCYPART_ARC
(25,14),-2.9409 # DEPENDENCYPART_ARC
(25,15),-2.68923 # DEPENDENCYPART_ARC
(25,16),-2.89092 # DEPENDENCYPART_ARC
(25,17),-3.52964 # DEPENDENCYPART_ARC
(25,18),-2.22325 # DEPENDENCYPART_ARC
(25,19),-3.37236 # DEPENDENCYPART_ARC
(25,20),-2.35844 # DEPENDENCYPART_ARC
(25,21),-2.19482 # DEPENDENCYPART_ARC
(25,22),-2.1538 # DEPENDENCYPART_ARC
(25,23),-2.68016 # DEPENDENCYPART_ARC
(25,24),-1.58075 # DEPENDENCYPART_ARC
