# _root_ — 1997 telén a szponzorokkal megállapodtunk , hogy a ' 98-as szezonra egy F2-es Opel_Astrát vásárolunk , amit egy jó nevű német cég készít fel a versenyekre — nyilatkozta az újdonsült bronzérmes .
#goldHeads=29,3,6,5,6,29,6,6,12,12,12,16,15,15,16,6,16,24,23,21,23,23,24,16,24,27,24,29,0,32,32,29,29,
#predictedHeads=29,3,6,5,6,29,29,6,12,12,12,16,14,15,16,29,16,24,23,21,23,23,24,29,24,27,24,29,0,32,32,29,29,
(15,22),-0.818656 # DEPENDENCYPART_ARC
(15,23),-1.19075 # DEPENDENCYPART_ARC
(15,24),-0.969182 # DEPENDENCYPART_ARC
(15,25),-0.822412 # DEPENDENCYPART_ARC
(15,26),-1.23174 # DEPENDENCYPART_ARC
(15,27),-2.37682 # DEPENDENCYPART_ARC
(15,28),-0.389259 # DEPENDENCYPART_ARC
(15,29),-0.981583 # DEPENDENCYPART_ARC
(15,30),-1.34545 # DEPENDENCYPART_ARC
(15,31),-1.29811 # DEPENDENCYPART_ARC
(15,32),-1.75052 # DEPENDENCYPART_ARC
(15,33),0.756522 # DEPENDENCYPART_ARC
(16,1),0.755292 # DEPENDENCYPART_ARC
(16,2),-1.41301 # DEPENDENCYPART_ARC
(16,3),1.59759 # DEPENDENCYPART_ARC
(16,4),-0.28359 # DEPENDENCYPART_ARC
(16,5),1.74998 # DEPENDENCYPART_ARC
(16,6),-0.392595 # DEPENDENCYPART_ARC
(16,7),0.562023 # DEPENDENCYPART_ARC
(16,8),0.89547 # DEPENDENCYPART_ARC
(16,9),0.277227 # DEPENDENCYPART_ARC
(16,10),0.739972 # DEPENDENCYPART_ARC
(16,11),-0.057507 # DEPENDENCYPART_ARC
(16,12),2.70413 # DEPENDENCYPART_ARC
(16,13),0.771718 # DEPENDENCYPART_ARC
(16,14),1.64451 # DEPENDENCYPART_ARC
(16,15),3.89671 # DEPENDENCYPART_ARC
(16,17),2.06679 # DEPENDENCYPART_ARC
(16,18),-0.409018 # DEPENDENCYPART_ARC
(16,19),-0.187654 # DEPENDENCYPART_ARC
(16,20),-0.360012 # DEPENDENCYPART_ARC
(16,21),-0.380728 # DEPENDENCYPART_ARC
(16,22),-0.571473 # DEPENDENCYPART_ARC
(16,23),-0.83776 # DEPENDENCYPART_ARC
(16,24),1.42713 # DEPENDENCYPART_ARC
(16,25),0.99742 # DEPENDENCYPART_ARC
(16,26),0.00303323 # DEPENDENCYPART_ARC
(16,27),0.745221 # DEPENDENCYPART_ARC
(16,28),0.137728 # DEPENDENCYPART_ARC
(16,29),-0.0229133 # DEPENDENCYPART_ARC
(16,30),-0.317127 # DEPENDENCYPART_ARC
(16,31),-1.62743 # DEPENDENCYPART_ARC
(16,32),-1.14103 # DEPENDENCYPART_ARC
(16,33),3.47279 # DEPENDENCYPART_ARC
(17,1),-2.87392 # DEPENDENCYPART_ARC
(17,2),-3.24805 # DEPENDENCYPART_ARC
(17,3),-3.88847 # DEPENDENCYPART_ARC
(17,4),-2.85578 # DEPENDENCYPART_ARC
(17,5),-3.87277 # DEPENDENCYPART_ARC
(17,6),-3.18579 # DEPENDENCYPART_ARC
(17,7),-2.58174 # DEPENDENCYPART_ARC
(17,8),-2.56236 # DEPENDENCYPART_ARC
(17,9),-2.68167 # DEPENDENCYPART_ARC
(17,10),-2.47446 # DEPENDENCYPART_ARC
(17,11),-2.99794 # DEPENDENCYPART_ARC
(17,12),-3.38111 # DEPENDENCYPART_ARC
(17,13),-2.47064 # DEPENDENCYPART_ARC
(17,14),-2.26756 # DEPENDENCYPART_ARC
(17,15),-2.75423 # DEPENDENCYPART_ARC
(17,16),-1.4392 # DEPENDENCYPART_ARC
(17,18),-1.67822 # DEPENDENCYPART_ARC
(17,19),-1.78756 # DEPENDENCYPART_ARC
(17,20),-1.91699 # DEPENDENCYPART_ARC
(17,21),-2.00844 # DEPENDENCYPART_ARC
(17,22),-2.0912 # DEPENDENCYPART_ARC
(17,23),-2.79963 # DEPENDENCYPART_ARC
(17,24),-2.11445 # DEPENDENCYPART_ARC
(17,25),-2.10039 # DEPENDENCYPART_ARC
(17,26),-2.17233 # DEPENDENCYPART_ARC
(17,27),-2.99567 # DEPENDENCYPART_ARC
(17,28),-1.87378 # DEPENDENCYPART_ARC
(17,29),-2.34355 # DEPENDENCYPART_ARC
(17,30),-2.26515 # DEPENDENCYPART_ARC
(17,31),-2.44249 # DEPENDENCYPART_ARC
(17,32),-3.2828 # DEPENDENCYPART_ARC
(17,33),-2.07753 # DEPENDENCYPART_ARC
(18,1),-0.884346 # DEPENDENCYPART_ARC
(18,2),-1.39735 # DEPENDENCYPART_ARC
(18,3),-1.65302 # DEPENDENCYPART_ARC
(18,4),-1.08324 # DEPENDENCYPART_ARC
(18,5),-1.76054 # DEPENDENCYPART_ARC
(18,6),-0.545137 # DEPENDENCYPART_ARC
(18,7),-0.287048 # DEPENDENCYPART_ARC
(18,8),-0.686851 # DEPENDENCYPART_ARC
(18,9),-0.728896 # DEPENDENCYPART_ARC
(18,10),-0.604644 # DEPENDENCYPART_ARC
(18,11),-0.668244 # DEPENDENCYPART_ARC
(18,12),-1.24929 # DEPENDENCYPART_ARC
(18,13),-0.165226 # DEPENDENCYPART_ARC
(18,14),-0.558533 # DEPENDENCYPART_ARC
(18,15),-1.60484 # DEPENDENCYPART_ARC
(18,16),0.405085 # DEPENDENCYPART_ARC
(18,17),0.083277 # DEPENDENCYPART_ARC
(18,19),-0.813745 # DEPENDENCYPART_ARC
(18,20),-0.612503 # DEPENDENCYPART_ARC
(18,21),-0.376156 # DEPENDENCYPART_ARC
(18,22),-0.397185 # DEPENDENCYPART_ARC
(18,23),-0.345026 # DEPENDENCYPART_ARC
(18,24),0.0808882 # DEPENDENCYPART_ARC
(18,25),-0.495088 # DEPENDENCYPART_ARC
(18,26),-1.47503 # DEPENDENCYPART_ARC
(18,27),-1.49317 # DEPENDENCYPART_ARC
(18,28),-0.470978 # DEPENDENCYPART_ARC
(18,29),-0.251523 # DEPENDENCYPART_ARC
(18,30),-1.38381 # DEPENDENCYPART_ARC
(18,31),-0.903406 # DEPENDENCYPART_ARC
(18,32),-0.403853 # DEPENDENCYPART_ARC
(18,33),0.298352 # DEPENDENCYPART_ARC
(19,1),-2.20237 # DEPENDENCYPART_ARC
(19,2),-2.58983 # DEPENDENCYPART_ARC
(19,3),-3.71821 # DEPENDENCYPART_ARC
(19,4),-2.28468 # DEPENDENCYPART_ARC
(19,5),-3.24131 # DEPENDENCYPART_ARC
(19,6),-2.40661 # DEPENDENCYPART_ARC
(19,7),-1.8992 # DEPENDENCYPART_ARC
(19,8),-2.04035 # DEPENDENCYPART_ARC
(19,9),-2.06301 # DEPENDENCYPART_ARC
(19,10),-1.8829 # DEPENDENCYPART_ARC
(19,11),-2.29939 # DEPENDENCYPART_ARC
(19,12),-2.99871 # DEPENDENCYPART_ARC
(19,13),-1.8808 # DEPENDENCYPART_ARC
(19,14),-1.91196 # DEPENDENCYPART_ARC
(19,15),-2.52325 # DEPENDENCYPART_ARC
(19,16),-1.52933 # DEPENDENCYPART_ARC
(19,17),-1.36803 # DEPENDENCYPART_ARC
(19,18),-0.803553 # DEPENDENCYPART_ARC
(19,20),0.169991 # DEPENDENCYPART_ARC
(19,21),-0.0198531 # DEPENDENCYPART_ARC
(19,22),-0.342795 # DEPENDENCYPART_ARC
(19,23),-1.28088 # DEPENDENCYPART_ARC
(19,24),-0.94458 # DEPENDENCYPART_ARC
(19,25),-1.11018 # DEPENDENCYPART_ARC
(19,26),-1.20779 # DEPENDENCYPART_ARC
(19,27),-1.78106 # DEPENDENCYPART_ARC
(19,28),-0.684141 # DEPENDENCYPART_ARC
(19,29),-1.17727 # DEPENDENCYPART_ARC
(19,30),-1.27793 # DEPENDENCYPART_ARC
(19,31),-1.11503 # DEPENDENCYPART_ARC
(19,32),-2.04975 # DEPENDENCYPART_ARC
(19,33),-1.09586 # DEPENDENCYPART_ARC
(20,1),-2.93253 # DEPENDENCYPART_ARC
(20,2),-3.21757 # DEPENDENCYPART_ARC
(20,3),-4.65234 # DEPENDENCYPART_ARC
(20,4),-3.3826 # DEPENDENCYPART_ARC
(20,5),-4.29494 # DEPENDENCYPART_ARC
(20,6),-2.70059 # DEPENDENCYPART_ARC
(20,7),-2.69993 # DEPENDENCYPART_ARC
(20,8),-2.51422 # DEPENDENCYPART_ARC
(20,9),-2.78816 # DEPENDENCYPART_ARC
(20,10),-2.21877 # DEPENDENCYPART_ARC
(20,11),-3.13916 # DEPENDENCYPART_ARC
(20,12),-3.30124 # DEPENDENCYPART_ARC
(20,13),-1.9666 # DEPENDENCYPART_ARC
(20,14),-1.82838 # DEPENDENCYPART_ARC
(20,15),-2.68822 # DEPENDENCYPART_ARC
(20,16),-1.79904 # DEPENDENCYPART_ARC
(20,17),-1.72758 # DEPENDENCYPART_ARC
(20,18),-1.16654 # DEPENDENCYPART_ARC
(20,19),0.198803 # DEPENDENCYPART_ARC
(20,21),-0.524501 # DEPENDENCYPART_ARC
(20,22),-0.688287 # DEPENDENCYPART_ARC
(20,23),-0.612935 # DEPENDENCYPART_ARC
(20,24),-0.532196 # DEPENDENCYPART_ARC
(20,25),-0.959776 # DEPENDENCYPART_ARC
(20,26),-1.29592 # DEPENDENCYPART_ARC
(20,27),-1.33106 # DEPENDENCYPART_ARC
(20,28),-0.408461 # DEPENDENCYPART_ARC
(20,29),-0.589499 # DEPENDENCYPART_ARC
(20,30),-1.34524 # DEPENDENCYPART_ARC
(20,31),-1.49007 # DEPENDENCYPART_ARC
(20,32),-1.59341 # DEPENDENCYPART_ARC
(20,33),-0.230549 # DEPENDENCYPART_ARC
(21,1),-0.711656 # DEPENDENCYPART_ARC
(21,2),-0.931749 # DEPENDENCYPART_ARC
(21,3),-1.92921 # DEPENDENCYPART_ARC
(21,4),-1.12821 # DEPENDENCYPART_ARC
(21,5),-1.55871 # DEPENDENCYPART_ARC
(21,6),-0.353244 # DEPENDENCYPART_ARC
(21,7),-0.498956 # DEPENDENCYPART_ARC
(21,8),-0.294538 # DEPENDENCYPART_ARC
(21,9),-0.634534 # DEPENDENCYPART_ARC
(21,10),-0.0827171 # DEPENDENCYPART_ARC
(21,11),-0.519978 # DEPENDENCYPART_ARC
(21,12),-0.482615 # DEPENDENCYPART_ARC
(21,13),0.295035 # DEPENDENCYPART_ARC
(21,14),0.467186 # DEPENDENCYPART_ARC
(21,15),0.0518677 # DEPENDENCYPART_ARC
(21,16),0.477941 # DEPENDENCYPART_ARC
(21,17),0.42173 # DEPENDENCYPART_ARC
(21,18),0.812248 # DEPENDENCYPART_ARC
(21,19),1.68843 # DEPENDENCYPART_ARC
(21,20),2.87828 # DEPENDENCYPART_ARC
(21,22),-0.509993 # DEPENDENCYPART_ARC
(21,23),-0.25571 # DEPENDENCYPART_ARC
(21,24),-0.461619 # DEPENDENCYPART_ARC
(21,25),-0.895457 # DEPENDENCYPART_ARC
(21,26),-1.28642 # DEPENDENCYPART_ARC
(21,27),-1.22115 # DEPENDENCYPART_ARC
(21,28),-0.345705 # DEPENDENCYPART_ARC
(21,29),-0.602497 # DEPENDENCYPART_ARC
(21,30),-1.33943 # DEPENDENCYPART_ARC
(21,31),-1.43806 # DEPENDENCYPART_ARC
(21,32),-1.50358 # DEPENDENCYPART_ARC
(21,33),0.0818464 # DEPENDENCYPART_ARC
(22,1),-2.41586 # DEPENDENCYPART_ARC
(22,2),-2.77156 # DEPENDENCYPART_ARC
(22,3),-3.99522 # DEPENDENCYPART_ARC
(22,4),-2.86994 # DEPENDENCYPART_ARC
(22,5),-3.64174 # DEPENDENCYPART_ARC
(22,6),-2.07902 # DEPENDENCYPART_ARC
(22,7),-2.01304 # DEPENDENCYPART_ARC
(22,8),-1.85814 # DEPENDENCYPART_ARC
(22,9),-2.31244 # DEPENDENCYPART_ARC
(22,10),-1.76031 # DEPENDENCYPART_ARC
(22,11),-2.46823 # DEPENDENCYPART_ARC
(22,12),-2.79404 # DEPENDENCYPART_ARC
(22,13),-1.41174 # DEPENDENCYPART_ARC
(22,14),-1.28879 # DEPENDENCYPART_ARC
(22,15),-2.23781 # DEPENDENCYPART_ARC
(22,16),-1.31441 # DEPENDENCYPART_ARC
(22,17),-1.37159 # DEPENDENCYPART_ARC
(22,18),-1.1742 # DEPENDENCYPART_ARC
(22,19),-0.367749 # DEPENDENCYPART_ARC
(22,20),0.0632683 # DEPENDENCYPART_ARC
(22,21),0.723458 # DEPENDENCYPART_ARC
(22,23),-0.474993 # DEPENDENCYPART_ARC
(22,24),-0.717616 # DEPENDENCYPART_ARC
(22,25),-1.13114 # DEPENDENCYPART_ARC
(22,26),-1.51685 # DEPENDENCYPART_ARC
(22,27),-1.46472 # DEPENDENCYPART_ARC
(22,28),-0.524818 # DEPENDENCYPART_ARC
(22,29),-0.929306 # DEPENDENCYPART_ARC
(22,30),-1.63225 # DEPENDENCYPART_ARC
(22,31),-1.76783 # DEPENDENCYPART_ARC
(22,32),-1.86899 # DEPENDENCYPART_ARC
(22,33),-0.250392 # DEPENDENCYPART_ARC
(23,1),-1.55376 # DEPENDENCYPART_ARC
(23,2),-0.798965 # DEPENDENCYPART_ARC
(23,3),-5.20185 # DEPENDENCYPART_ARC
(23,4),-1.16464 # DEPENDENCYPART_ARC
(23,5),-4.44501 # DEPENDENCYPART_ARC
(23,6),-0.423935 # DEPENDENCYPART_ARC
(23,7),-1.40232 # DEPENDENCYPART_ARC
(23,8),-0.694178 # DEPENDENCYPART_ARC
(23,9),0.402709 # DEPENDENCYPART_ARC
(23,10),0.0941042 # DEPENDENCYPART_ARC
(23,11),0.176784 # DEPENDENCYPART_ARC
(23,12),-3.36963 # DEPENDENCYPART_ARC
(23,13),1.87932 # DEPENDENCYPART_ARC
(23,14),0.823357 # DEPENDENCYPART_ARC
(23,15),-2.30601 # DEPENDENCYPART_ARC
(23,16),-0.105446 # DEPENDENCYPART_ARC
(23,17),0.316604 # DEPENDENCYPART_ARC
(23,18),0.0781972 # DEPENDENCYPART_ARC
(23,19),3.89918 # DEPENDENCYPART_ARC
(23,20),2.72017 # DEPENDENCYPART_ARC
(23,21),3.5113 # DEPENDENCYPART_ARC
(23,22),4.54107 # DEPENDENCYPART_ARC
(23,24),-0.326884 # DEPENDENCYPART_ARC
(23,25),-0.632059 # DEPENDENCYPART_ARC
(23,26),-1.04194 # DEPENDENCYPART_ARC
(23,27),-1.6911 # DEPENDENCYPART_ARC
(23,28),-0.218638 # DEPENDENCYPART_ARC
(23,29),-0.809756 # DEPENDENCYPART_ARC
(23,30),-1.23791 # DEPENDENCYPART_ARC
(23,31),-1.49827 # DEPENDENCYPART_ARC
(23,32),-1.03933 # DEPENDENCYPART_ARC
(23,33),0.163709 # DEPENDENCYPART_ARC
(24,1),0.679585 # DEPENDENCYPART_ARC
(24,2),-1.77211 # DEPENDENCYPART_ARC
(24,3),0.194619 # DEPENDENCYPART_ARC
(24,4),-1.23683 # DEPENDENCYPART_ARC
(24,5),-0.74327 # DEPENDENCYPART_ARC
(24,6),-0.120128 # DEPENDENCYPART_ARC
(24,7),0.000189909 # DEPENDENCYPART_ARC
(24,8),0.85611 # DEPENDENCYPART_ARC
(24,9),-0.942228 # DEPENDENCYPART_ARC
(24,10),0.056845 # DEPENDENCYPART_ARC
(24,11),-1.26455 # DEPENDENCYPART_ARC
(24,12),0.759582 # DEPENDENCYPART_ARC
(24,13),-0.301546 # DEPENDENCYPART_ARC
(24,14),0.533532 # DEPENDENCYPART_ARC
(24,15),0.772853 # DEPENDENCYPART_ARC
(24,16),0.148845 # DEPENDENCYPART_ARC
(24,17),0.586969 # DEPENDENCYPART_ARC
(24,18),1.74837 # DEPENDENCYPART_ARC
(24,19),0.313477 # DEPENDENCYPART_ARC
(24,20),-0.541505 # DEPENDENCYPART_ARC
(24,21),0.177024 # DEPENDENCYPART_ARC
(24,22),0.731132 # DEPENDENCYPART_ARC
(24,23),3.55294 # DEPENDENCYPART_ARC
(24,25),2.9493 # DEPENDENCYPART_ARC
(24,26),0.012446 # DEPENDENCYPART_ARC
(24,27),2.26677 # DEPENDENCYPART_ARC
(24,28),0.785649 # DEPENDENCYPART_ARC
(24,29),1.17279 # DEPENDENCYPART_ARC
(24,30),-0.574034 # DEPENDENCYPART_ARC
(24,31),-0.946422 # DEPENDENCYPART_ARC
(24,32),0.546007 # DEPENDENCYPART_ARC
(24,33),2.21782 # DEPENDENCYPART_ARC
(25,1),-1.16819 # DEPENDENCYPART_ARC
(25,2),-1.35267 # DEPENDENCYPART_ARC
(25,3),-1.36259 # DEPENDENCYPART_ARC
(25,4),-2.04723 # DEPENDENCYPART_ARC
(25,5),-1.04075 # DEPENDENCYPART_ARC
(25,6),-1.20704 # DEPENDENCYPART_ARC
(25,7),-1.18794 # DEPENDENCYPART_ARC
(25,8),-0.877291 # DEPENDENCYPART_ARC
(25,9),-1.66156 # DEPENDENCYPART_ARC
(25,10),-0.901103 # DEPENDENCYPART_ARC
(25,11),-0.632412 # DEPENDENCYPART_ARC
(25,12),-0.849175 # DEPENDENCYPART_ARC
(25,13),-1.01572 # DEPENDENCYPART_ARC
(25,14),-0.780172 # DEPENDENCYPART_ARC
(25,15),-0.479958 # DEPENDENCYPART_ARC
(25,16),-0.978638 # DEPENDENCYPART_ARC
(25,17),-0.649391 # DEPENDENCYPART_ARC
(25,18),-0.334512 # DEPENDENCYPART_ARC
(25,19),-0.6131 # DEPENDENCYPART_ARC
(25,20),-0.291493 # DEPENDENCYPART_ARC
(25,21),-0.194378 # DEPENDENCYPART_ARC
(25,22),-0.0485817 # DEPENDENCYPART_ARC
(25,23),0.29715 # DEPENDENCYPART_ARC
(25,24),0.398901 # DEPENDENCYPART_ARC
(25,26),-0.660056 # DEPENDENCYPART_ARC
(25,27),0.249248 # DEPENDENCYPART_ARC
(25,28),0.318115 # DEPENDENCYPART_ARC
(25,29),-0.207637 # DEPENDENCYPART_ARC
(25,30),-0.92857 # DEPENDENCYPART_ARC
(25,31),-1.1347 # DEPENDENCYPART_ARC
(25,32),-0.895164 # DEPENDENCYPART_ARC
(25,33),-0.0929398 # DEPENDENCYPART_ARC
(26,1),-2.01492 # DEPENDENCYPART_ARC
(26,2),-2.50065 # DEPENDENCYPART_ARC
(26,3),-3.83695 # DEPENDENCYPART_ARC
(26,4),-2.16162 # DEPENDENCYPART_ARC
(26,5),-3.26675 # DEPENDENCYPART_ARC
(26,6),-2.62916 # DEPENDENCYPART_ARC
(26,7),-1.64272 # DEPENDENCYPART_ARC
(26,8),-1.87471 # DEPENDENCYPART_ARC
(26,9),-1.90202 # DEPENDENCYPART_ARC
(26,10),-1.76305 # DEPENDENCYPART_ARC
(26,11),-2.14893 # DEPENDENCYPART_ARC
(26,12),-3.17051 # DEPENDENCYPART_ARC
(26,13),-1.75345 # DEPENDENCYPART_ARC
(26,14),-1.74033 # DEPENDENCYPART_ARC
(26,15),-2.90859 # DEPENDENCYPART_ARC
(26,16),-2.28118 # DEPENDENCYPART_ARC
(26,17),-1.43789 # DEPENDENCYPART_ARC
(26,18),-2.39461 # DEPENDENCYPART_ARC
(26,19),-1.53119 # DEPENDENCYPART_ARC
(26,20),-1.79841 # DEPENDENCYPART_ARC
(26,21),-1.72764 # DEPENDENCYPART_ARC
(26,22),-1.58093 # DEPENDENCYPART_ARC
(26,23),-2.30831 # DEPENDENCYPART_ARC
(26,24),-1.24963 # DEPENDENCYPART_ARC
(26,25),-0.319849 # DEPENDENCYPART_ARC
(26,27),-0.523744 # DEPENDENCYPART_ARC
(26,28),-0.304161 # DEPENDENCYPART_ARC
(26,29),-1.05878 # DEPENDENCYPART_ARC
(26,30),-0.944146 # DEPENDENCYPART_ARC
(26,31),-0.752802 # DEPENDENCYPART_ARC
(26,32),-1.55318 # DEPENDENCYPART_ARC
(26,33),-1.50162 # DEPENDENCYPART_ARC
(27,1),-3.46262 # DEPENDENCYPART_ARC
(27,2),-3.98386 # DEPENDENCYPART_ARC
(27,3),-8.23559 # DEPENDENCYPART_ARC
(27,4),-3.9562 # DEPENDENCYPART_ARC
(27,5),-6.91873 # DEPENDENCYPART_ARC
(27,6),-3.90533 # DEPENDENCYPART_ARC
(27,7),-3.20645 # DEPENDENCYPART_ARC
(27,8),-2.86408 # DEPENDENCYPART_ARC
(27,9),-2.88932 # DEPENDENCYPART_ARC
(27,10),-2.12696 # DEPENDENCYPART_ARC
(27,11),-3.58809 # DEPENDENCYPART_ARC
(27,12),-5.91533 # DEPENDENCYPART_ARC
(27,13),-1.2501 # DEPENDENCYPART_ARC
(27,14),-1.36342 # DEPENDENCYPART_ARC
(27,15),-4.6774 # DEPENDENCYPART_ARC
(27,16),-3.39284 # DEPENDENCYPART_ARC
(27,17),-2.36678 # DEPENDENCYPART_ARC
(27,18),-1.69222 # DEPENDENCYPART_ARC
(27,19),-0.306467 # DEPENDENCYPART_ARC
(27,20),-1.82986 # DEPENDENCYPART_ARC
(27,21),-1.71634 # DEPENDENCYPART_ARC
(27,22),-1.59952 # DEPENDENCYPART_ARC
(27,23),-2.71382 # DEPENDENCYPART_ARC
(27,24),-2.566 # DEPENDENCYPART_ARC
(27,25),-0.157611 # DEPENDENCYPART_ARC
(27,26),3.37653 # DEPENDENCYPART_ARC
(27,28),0.0835682 # DEPENDENCYPART_ARC
(27,29),-0.341346 # DEPENDENCYPART_ARC
(27,30),-0.991492 # DEPENDENCYPART_ARC
(27,31),-0.646495 # DEPENDENCYPART_ARC
(27,32),-1.24111 # DEPENDENCYPART_ARC
(27,33),0.0523367 # DEPENDENCYPART_ARC
(28,1),-2.50746 # DEPENDENCYPART_ARC
(28,2),-2.71265 # DEPENDENCYPART_ARC
(28,3),-3.42793 # DEPENDENCYPART_ARC
(28,4),-2.45511 # DEPENDENCYPART_ARC
(28,5),-3.44983 # DEPENDENCYPART_ARC
(28,6),-2.76872 # DEPENDENCYPART_ARC
(28,7),-2.38588 # DEPENDENCYPART_ARC
(28,8),-2.23572 # DEPENDENCYPART_ARC
(28,9),-2.26088 # DEPENDENCYPART_ARC
(28,10),-2.15563 # DEPENDENCYPART_ARC
(28,11),-2.6443 # DEPENDENCYPART_ARC
(28,12),-3.26031 # DEPENDENCYPART_ARC
(28,13),-2.21337 # DEPENDENCYPART_ARC
(28,14),-2.15428 # DEPENDENCYPART_ARC
(28,15),-3.07644 # DEPENDENCYPART_ARC
(28,16),-2.39279 # DEPENDENCYPART_ARC
(28,17),-1.88896 # DEPENDENCYPART_ARC
(28,18),-2.26035 # DEPENDENCYPART_ARC
(28,19),-1.96382 # DEPENDENCYPART_ARC
(28,20),-2.33927 # DEPENDENCYPART_ARC
(28,21),-2.30552 # DEPENDENCYPART_ARC
(28,22),-2.22933 # DEPENDENCYPART_ARC
(28,23),-2.63049 # DEPENDENCYPART_ARC
(28,24),-1.69825 # DEPENDENCYPART_ARC
(28,25),-1.20807 # DEPENDENCYPART_ARC
(28,26),-0.903578 # DEPENDENCYPART_ARC
(28,27),-1.35128 # DEPENDENCYPART_ARC
(28,29),-0.87021 # DEPENDENCYPART_ARC
(28,30),-1.25123 # DEPENDENCYPART_ARC
(28,31),-1.35024 # DEPENDENCYPART_ARC
(28,32),-1.98218 # DEPENDENCYPART_ARC
(28,33),-1.42098 # DEPENDENCYPART_ARC
(29,1),3.11763 # DEPENDENCYPART_ARC
(29,2),-1.77978 # DEPENDENCYPART_ARC
(29,3),0.756652 # DEPENDENCYPART_ARC
(29,4),-1.37273 # DEPENDENCYPART_ARC
(29,5),-0.536884 # DEPENDENCYPART_ARC
(29,6),1.95504 # DEPENDENCYPART_ARC
(29,7),2.44981 # DEPENDENCYPART_ARC
(29,8),2.51814 # DEPENDENCYPART_ARC
(29,9),-1.20268 # DEPENDENCYPART_ARC
(29,10),1.45525 # DEPENDENCYPART_ARC
(29,11),-1.04879 # DEPENDENCYPART_ARC
(29,12),-0.00110392 # DEPENDENCYPART_ARC
(29,13),-0.579072 # DEPENDENCYPART_ARC
(29,14),0.28295 # DEPENDENCYPART_ARC
(29,15),1.0111 # DEPENDENCYPART_ARC
(29,16),2.3049 # DEPENDENCYPART_ARC
(29,17),1.83634 # DEPENDENCYPART_ARC
(29,18),0.87283 # DEPENDENCYPART_ARC
(29,19),-0.266807 # DEPENDENCYPART_ARC
(29,20),-1.30367 # DEPENDENCYPART_ARC
(29,21),-0.703052 # DEPENDENCYPART_ARC
(29,22),-0.351833 # DEPENDENCYPART_ARC
(29,23),1.80499 # DEPENDENCYPART_ARC
(29,24),1.98659 # DEPENDENCYPART_ARC
(29,25),1.49933 # DEPENDENCYPART_ARC
(29,26),-0.148513 # DEPENDENCYPART_ARC
(29,27),0.446379 # DEPENDENCYPART_ARC
(29,28),1.94154 # DEPENDENCYPART_ARC
(29,30),0.745348 # DEPENDENCYPART_ARC
(29,31),1.04642 # DEPENDENCYPART_ARC
(29,32),3.35668 # DEPENDENCYPART_ARC
(29,33),3.61044 # DEPENDENCYPART_ARC
(30,1),-2.47057 # DEPENDENCYPART_ARC
(30,2),-2.82077 # DEPENDENCYPART_ARC
(30,3),-4.27346 # DEPENDENCYPART_ARC
(30,4),-2.33324 # DEPENDENCYPART_ARC
(30,5),-3.60202 # DEPENDENCYPART_ARC
(30,6),-1.88473 # DEPENDENCYPART_ARC
(30,7),-1.80103 # DEPENDENCYPART_ARC
(30,8),-2.33025 # DEPENDENCYPART_ARC
(30,9),-2.1745 # DEPENDENCYPART_ARC
(30,10),-1.91673 # DEPENDENCYPART_ARC
(30,11),-2.26207 # DEPENDENCYPART_ARC
(30,12),-3.47627 # DEPENDENCYPART_ARC
(30,13),-1.94185 # DEPENDENCYPART_ARC
(30,14),-1.71748 # DEPENDENCYPART_ARC
(30,15),-3.17115 # DEPENDENCYPART_ARC
(30,16),-2.03283 # DEPENDENCYPART_ARC
(30,17),-1.58995 # DEPENDENCYPART_ARC
(30,18),-2.63739 # DEPENDENCYPART_ARC
(30,19),-1.8085 # DEPENDENCYPART_ARC
(30,20),-2.10558 # DEPENDENCYPART_ARC
(30,21),-2.04254 # DEPENDENCYPART_ARC
(30,22),-1.99878 # DEPENDENCYPART_ARC
(30,23),-2.90633 # DEPENDENCYPART_ARC
(30,24),-1.83224 # DEPENDENCYPART_ARC
(30,25),-1.65836 # DEPENDENCYPART_ARC
(30,26),-1.44859 # DEPENDENCYPART_ARC
(30,27),-2.09951 # DEPENDENCYPART_ARC
(30,28),-1.32073 # DEPENDENCYPART_ARC
(30,29),-0.562626 # DEPENDENCYPART_ARC
(30,31),0.502749 # DEPENDENCYPART_ARC
(30,32),-0.308674 # DEPENDENCYPART_ARC
(30,33),-0.699259 # DEPENDENCYPART_ARC
(31,1),-2.41773 # DEPENDENCYPART_ARC
(31,2),-3.09082 # DEPENDENCYPART_ARC
(31,3),-4.53825 # DEPENDENCYPART_ARC
(31,4),-3.42594 # DEPENDENCYPART_ARC
(31,5),-4.09594 # DEPENDENCYPART_ARC
(31,6),-1.66285 # DEPENDENCYPART_ARC
(31,7),-2.25057 # DEPENDENCYPART_ARC
(31,8),-1.71691 # DEPENDENCYPART_ARC
(31,9),-2.8272 # DEPENDENCYPART_ARC
(31,10),-2.06229 # DEPENDENCYPART_ARC
(31,11),-2.98683 # DEPENDENCYPART_ARC
(31,12),-3.4421 # DEPENDENCYPART_ARC
(31,13),-1.54895 # DEPENDENCYPART_ARC
(31,14),-1.0794 # DEPENDENCYPART_ARC
(31,15),-2.87355 # DEPENDENCYPART_ARC
(31,16),-1.40356 # DEPENDENCYPART_ARC
(31,17),-1.84926 # DEPENDENCYPART_ARC
(31,18),-2.01629 # DEPENDENCYPART_ARC
(31,19),-1.01259 # DEPENDENCYPART_ARC
(31,20),-1.95348 # DEPENDENCYPART_ARC
