# _root_ Olyanok is egyszerűen együtt élnek csak , akiknek semmi kifogásuk sincs sem az egyházi , sem a világi esküvő ellen — írja Trost .
#goldHeads=5,5,5,5,22,5,5,11,10,11,1,11,11,13,11,11,19,19,20,11,22,0,22,22,
#predictedHeads=5,5,5,5,22,5,5,11,10,11,22,11,19,13,22,22,19,19,20,22,22,0,22,22,
(22,2),-1.09198 # DEPENDENCYPART_ARC
(22,3),0.430707 # DEPENDENCYPART_ARC
(22,4),-0.184622 # DEPENDENCYPART_ARC
(22,5),1.37297 # DEPENDENCYPART_ARC
(22,6),-0.179462 # DEPENDENCYPART_ARC
(22,7),0.991999 # DEPENDENCYPART_ARC
(22,8),1.15844 # DEPENDENCYPART_ARC
(22,9),-0.522131 # DEPENDENCYPART_ARC
(22,10),1.23909 # DEPENDENCYPART_ARC
(22,11),1.81403 # DEPENDENCYPART_ARC
(22,12),1.85183 # DEPENDENCYPART_ARC
(22,13),0.34859 # DEPENDENCYPART_ARC
(22,14),0.0973703 # DEPENDENCYPART_ARC
(22,15),1.55431 # DEPENDENCYPART_ARC
(22,16),2.27259 # DEPENDENCYPART_ARC
(22,17),0.0925691 # DEPENDENCYPART_ARC
(22,18),0.699354 # DEPENDENCYPART_ARC
(22,19),1.69894 # DEPENDENCYPART_ARC
(22,20),2.09681 # DEPENDENCYPART_ARC
(22,21),2.87232 # DEPENDENCYPART_ARC
(22,23),3.85446 # DEPENDENCYPART_ARC
(22,24),3.5368 # DEPENDENCYPART_ARC
(23,1),-4.67299 # DEPENDENCYPART_ARC
(23,2),-2.60187 # DEPENDENCYPART_ARC
(23,3),-5.39087 # DEPENDENCYPART_ARC
(23,4),-1.83214 # DEPENDENCYPART_ARC
(23,5),-2.55278 # DEPENDENCYPART_ARC
(23,6),-2.02623 # DEPENDENCYPART_ARC
(23,7),-2.78181 # DEPENDENCYPART_ARC
(23,8),-4.81401 # DEPENDENCYPART_ARC
(23,9),-2.32947 # DEPENDENCYPART_ARC
(23,10),-3.9438 # DEPENDENCYPART_ARC
(23,11),-2.03709 # DEPENDENCYPART_ARC
(23,12),-1.27906 # DEPENDENCYPART_ARC
(23,13),-1.2798 # DEPENDENCYPART_ARC
(23,14),-1.92624 # DEPENDENCYPART_ARC
(23,15),-0.679593 # DEPENDENCYPART_ARC
(23,16),-0.709787 # DEPENDENCYPART_ARC
(23,17),-0.261673 # DEPENDENCYPART_ARC
(23,18),-0.861074 # DEPENDENCYPART_ARC
(23,19),-2.05769 # DEPENDENCYPART_ARC
(23,20),-0.611808 # DEPENDENCYPART_ARC
(23,21),-0.712665 # DEPENDENCYPART_ARC
(23,22),0.833125 # DEPENDENCYPART_ARC
(23,24),0.226507 # DEPENDENCYPART_ARC
(24,1),-3.696 # DEPENDENCYPART_ARC
(24,2),-3.36989 # DEPENDENCYPART_ARC
(24,3),-3.58699 # DEPENDENCYPART_ARC
(24,4),-3.30907 # DEPENDENCYPART_ARC
(24,5),-3.43067 # DEPENDENCYPART_ARC
(24,6),-3.30627 # DEPENDENCYPART_ARC
(24,7),-2.92715 # DEPENDENCYPART_ARC
(24,8),-3.45945 # DEPENDENCYPART_ARC
(24,9),-3.44844 # DEPENDENCYPART_ARC
(24,10),-4.15062 # DEPENDENCYPART_ARC
(24,11),-3.20671 # DEPENDENCYPART_ARC
(24,12),-2.86027 # DEPENDENCYPART_ARC
(24,13),-2.90688 # DEPENDENCYPART_ARC
(24,14),-3.20729 # DEPENDENCYPART_ARC
(24,15),-2.62778 # DEPENDENCYPART_ARC
(24,16),-2.65784 # DEPENDENCYPART_ARC
(24,17),-2.80098 # DEPENDENCYPART_ARC
(24,18),-3.02509 # DEPENDENCYPART_ARC
(24,19),-3.66338 # DEPENDENCYPART_ARC
(24,20),-2.53196 # DEPENDENCYPART_ARC
(24,21),-2.25759 # DEPENDENCYPART_ARC
(24,22),-2.09231 # DEPENDENCYPART_ARC
(24,23),-2.39186 # DEPENDENCYPART_ARC
