# _root_ A megyei munkaügyi központokat és a társminisztériumokat is arra ösztönzi a gazdasági tárca , hogy segítsenek megoldani a bányászok elhelyezkedését , illetve átképzését megfelelő munkákra .
#goldHeads=4,4,4,10,10,7,10,10,10,0,13,13,10,10,10,9,16,19,20,17,17,17,17,25,17,10,
#predictedHeads=4,4,4,10,10,7,10,10,10,0,13,13,10,10,10,9,16,19,20,17,10,25,24,25,17,10,
(23,24),-0.623247 # DEPENDENCYPART_ARC
(23,25),-0.585473 # DEPENDENCYPART_ARC
(23,26),-0.308552 # DEPENDENCYPART_ARC
(24,1),-2.52892 # DEPENDENCYPART_ARC
(24,2),-2.14124 # DEPENDENCYPART_ARC
(24,3),-2.46921 # DEPENDENCYPART_ARC
(24,4),-2.15989 # DEPENDENCYPART_ARC
(24,5),-0.590256 # DEPENDENCYPART_ARC
(24,6),-1.82638 # DEPENDENCYPART_ARC
(24,7),-1.31186 # DEPENDENCYPART_ARC
(24,8),-0.495132 # DEPENDENCYPART_ARC
(24,9),-1.78629 # DEPENDENCYPART_ARC
(24,10),-1.1226 # DEPENDENCYPART_ARC
(24,11),-1.32494 # DEPENDENCYPART_ARC
(24,12),-1.43848 # DEPENDENCYPART_ARC
(24,13),-2.22574 # DEPENDENCYPART_ARC
(24,14),-0.21653 # DEPENDENCYPART_ARC
(24,15),-0.404856 # DEPENDENCYPART_ARC
(24,16),-0.525975 # DEPENDENCYPART_ARC
(24,17),-0.459215 # DEPENDENCYPART_ARC
(24,18),-0.164807 # DEPENDENCYPART_ARC
(24,19),-0.166584 # DEPENDENCYPART_ARC
(24,20),0.137786 # DEPENDENCYPART_ARC
(24,21),0.63638 # DEPENDENCYPART_ARC
(24,22),0.534179 # DEPENDENCYPART_ARC
(24,23),2.21845 # DEPENDENCYPART_ARC
(24,25),-0.836816 # DEPENDENCYPART_ARC
(24,26),-1.1008 # DEPENDENCYPART_ARC
(25,1),-3.36903 # DEPENDENCYPART_ARC
(25,2),-2.34374 # DEPENDENCYPART_ARC
(25,3),-2.66343 # DEPENDENCYPART_ARC
(25,4),-5.37526 # DEPENDENCYPART_ARC
(25,5),-1.59937 # DEPENDENCYPART_ARC
(25,6),-2.06513 # DEPENDENCYPART_ARC
(25,7),-4.43031 # DEPENDENCYPART_ARC
(25,8),-1.68281 # DEPENDENCYPART_ARC
(25,9),-1.63215 # DEPENDENCYPART_ARC
(25,10),-2.72704 # DEPENDENCYPART_ARC
(25,11),-0.572799 # DEPENDENCYPART_ARC
(25,12),-0.317082 # DEPENDENCYPART_ARC
(25,13),-2.62989 # DEPENDENCYPART_ARC
(25,14),-1.06269 # DEPENDENCYPART_ARC
(25,15),-0.717872 # DEPENDENCYPART_ARC
(25,16),-2.4456 # DEPENDENCYPART_ARC
(25,17),0.193672 # DEPENDENCYPART_ARC
(25,18),1.34028 # DEPENDENCYPART_ARC
(25,19),-0.0344591 # DEPENDENCYPART_ARC
(25,20),-2.373 # DEPENDENCYPART_ARC
(25,21),0.565038 # DEPENDENCYPART_ARC
(25,22),1.39177 # DEPENDENCYPART_ARC
(25,23),-0.657667 # DEPENDENCYPART_ARC
(25,24),3.42365 # DEPENDENCYPART_ARC
(25,26),-0.299768 # DEPENDENCYPART_ARC
