# _root_ Akkor voltak 350-en , most 250 körüli a létszáma a 310_millió forint jegyzett tőkéjű vállalkozásnak , amely ma tipikus középvállalkozásnak mondható — mondja Erdész_András elnök-vezérigazgató .
#goldHeads=2,23,2,23,23,7,5,9,5,15,12,15,14,15,5,5,21,21,20,21,5,23,0,25,23,23,
#predictedHeads=2,23,2,2,7,7,2,9,2,15,12,13,15,15,2,23,23,23,20,21,23,23,0,25,23,23,
(20,4),-0.475269 # DEPENDENCYPART_ARC
(20,5),-0.117261 # DEPENDENCYPART_ARC
(20,6),-0.855988 # DEPENDENCYPART_ARC
(20,7),-1.22561 # DEPENDENCYPART_ARC
(20,8),0.221196 # DEPENDENCYPART_ARC
(20,9),-2.7104 # DEPENDENCYPART_ARC
(20,10),1.2745 # DEPENDENCYPART_ARC
(20,11),0.446559 # DEPENDENCYPART_ARC
(20,12),-0.764842 # DEPENDENCYPART_ARC
(20,13),1.08765 # DEPENDENCYPART_ARC
(20,14),1.2468 # DEPENDENCYPART_ARC
(20,15),-1.55586 # DEPENDENCYPART_ARC
(20,16),-0.0165678 # DEPENDENCYPART_ARC
(20,17),-0.388187 # DEPENDENCYPART_ARC
(20,18),0.833076 # DEPENDENCYPART_ARC
(20,19),3.47856 # DEPENDENCYPART_ARC
(20,21),-0.701668 # DEPENDENCYPART_ARC
(20,22),-0.183284 # DEPENDENCYPART_ARC
(20,23),-0.770611 # DEPENDENCYPART_ARC
(20,24),-0.971769 # DEPENDENCYPART_ARC
(20,25),-1.32596 # DEPENDENCYPART_ARC
(20,26),0.051982 # DEPENDENCYPART_ARC
(21,1),-0.490832 # DEPENDENCYPART_ARC
(21,2),-0.649506 # DEPENDENCYPART_ARC
(21,3),-0.858759 # DEPENDENCYPART_ARC
(21,4),-0.499858 # DEPENDENCYPART_ARC
(21,5),-0.142731 # DEPENDENCYPART_ARC
(21,6),-0.514829 # DEPENDENCYPART_ARC
(21,7),-1.21436 # DEPENDENCYPART_ARC
(21,8),-0.528875 # DEPENDENCYPART_ARC
(21,9),-0.782158 # DEPENDENCYPART_ARC
(21,10),-0.276823 # DEPENDENCYPART_ARC
(21,11),-0.0637225 # DEPENDENCYPART_ARC
(21,12),0.455874 # DEPENDENCYPART_ARC
(21,13),-0.231895 # DEPENDENCYPART_ARC
(21,14),-0.366831 # DEPENDENCYPART_ARC
(21,15),-1.12048 # DEPENDENCYPART_ARC
(21,16),0.405737 # DEPENDENCYPART_ARC
(21,17),0.184479 # DEPENDENCYPART_ARC
(21,18),1.04389 # DEPENDENCYPART_ARC
(21,19),0.935002 # DEPENDENCYPART_ARC
(21,20),2.98852 # DEPENDENCYPART_ARC
(21,22),0.860748 # DEPENDENCYPART_ARC
(21,23),0.540088 # DEPENDENCYPART_ARC
(21,24),-0.540247 # DEPENDENCYPART_ARC
(21,25),-0.506347 # DEPENDENCYPART_ARC
(21,26),0.579061 # DEPENDENCYPART_ARC
(22,1),-2.31156 # DEPENDENCYPART_ARC
(22,2),-2.09442 # DEPENDENCYPART_ARC
(22,3),-1.99051 # DEPENDENCYPART_ARC
(22,4),-1.59359 # DEPENDENCYPART_ARC
(22,5),-1.82981 # DEPENDENCYPART_ARC
(22,6),-1.94562 # DEPENDENCYPART_ARC
(22,7),-2.14314 # DEPENDENCYPART_ARC
(22,8),-1.56798 # DEPENDENCYPART_ARC
(22,9),-2.53209 # DEPENDENCYPART_ARC
(22,10),-1.52648 # DEPENDENCYPART_ARC
(22,11),-1.78514 # DEPENDENCYPART_ARC
(22,12),-2.35697 # DEPENDENCYPART_ARC
(22,13),-1.96126 # DEPENDENCYPART_ARC
(22,14),-1.9195 # DEPENDENCYPART_ARC
(22,15),-2.3522 # DEPENDENCYPART_ARC
(22,16),-1.14653 # DEPENDENCYPART_ARC
(22,17),-1.51257 # DEPENDENCYPART_ARC
(22,18),-1.17343 # DEPENDENCYPART_ARC
(22,19),-1.42012 # DEPENDENCYPART_ARC
(22,20),-1.51324 # DEPENDENCYPART_ARC
(22,21),-0.57519 # DEPENDENCYPART_ARC
(22,23),-0.888223 # DEPENDENCYPART_ARC
(22,24),-1.40887 # DEPENDENCYPART_ARC
(22,25),-1.89391 # DEPENDENCYPART_ARC
(22,26),-1.37517 # DEPENDENCYPART_ARC
(23,1),0.0558575 # DEPENDENCYPART_ARC
(23,2),2.3168 # DEPENDENCYPART_ARC
(23,3),1.03819 # DEPENDENCYPART_ARC
(23,4),1.79923 # DEPENDENCYPART_ARC
(23,5),0.333069 # DEPENDENCYPART_ARC
(23,6),-0.57312 # DEPENDENCYPART_ARC
(23,7),0.084937 # DEPENDENCYPART_ARC
(23,8),-0.688261 # DEPENDENCYPART_ARC
(23,9),0.805706 # DEPENDENCYPART_ARC
(23,10),-0.464615 # DEPENDENCYPART_ARC
(23,11),-0.423276 # DEPENDENCYPART_ARC
(23,12),-0.486545 # DEPENDENCYPART_ARC
(23,13),-0.206299 # DEPENDENCYPART_ARC
(23,14),-0.239623 # DEPENDENCYPART_ARC
(23,15),0.426366 # DEPENDENCYPART_ARC
(23,16),1.79987 # DEPENDENCYPART_ARC
(23,17),2.22857 # DEPENDENCYPART_ARC
(23,18),1.75939 # DEPENDENCYPART_ARC
(23,19),0.589338 # DEPENDENCYPART_ARC
(23,20),1.51356 # DEPENDENCYPART_ARC
(23,21),1.1515 # DEPENDENCYPART_ARC
(23,22),2.33185 # DEPENDENCYPART_ARC
(23,24),2.77817 # DEPENDENCYPART_ARC
(23,25),3.35236 # DEPENDENCYPART_ARC
(23,26),3.80348 # DEPENDENCYPART_ARC
(24,1),-1.87783 # DEPENDENCYPART_ARC
(24,2),-2.497 # DEPENDENCYPART_ARC
(24,3),-4.66177 # DEPENDENCYPART_ARC
(24,4),-2.08641 # DEPENDENCYPART_ARC
(24,5),-1.30496 # DEPENDENCYPART_ARC
(24,6),-3.51151 # DEPENDENCYPART_ARC
(24,7),-3.43879 # DEPENDENCYPART_ARC
(24,8),-1.75848 # DEPENDENCYPART_ARC
(24,9),-5.02492 # DEPENDENCYPART_ARC
(24,10),-0.846989 # DEPENDENCYPART_ARC
(24,11),-2.15217 # DEPENDENCYPART_ARC
(24,12),-3.14559 # DEPENDENCYPART_ARC
(24,13),-1.46501 # DEPENDENCYPART_ARC
(24,14),-1.39272 # DEPENDENCYPART_ARC
(24,15),-3.67192 # DEPENDENCYPART_ARC
(24,16),-1.36192 # DEPENDENCYPART_ARC
(24,17),-3.0397 # DEPENDENCYPART_ARC
(24,18),-1.17276 # DEPENDENCYPART_ARC
(24,19),-1.07288 # DEPENDENCYPART_ARC
(24,20),-2.55399 # DEPENDENCYPART_ARC
(24,21),-0.651744 # DEPENDENCYPART_ARC
(24,22),-0.213292 # DEPENDENCYPART_ARC
(24,23),0.589432 # DEPENDENCYPART_ARC
(24,25),-0.320841 # DEPENDENCYPART_ARC
(24,26),-0.661869 # DEPENDENCYPART_ARC
(25,1),-1.0722 # DEPENDENCYPART_ARC
(25,2),-1.75914 # DEPENDENCYPART_ARC
(25,3),-3.41184 # DEPENDENCYPART_ARC
(25,4),-1.60802 # DEPENDENCYPART_ARC
(25,5),-0.663297 # DEPENDENCYPART_ARC
(25,6),-2.05195 # DEPENDENCYPART_ARC
(25,7),-2.2601 # DEPENDENCYPART_ARC
(25,8),-0.914143 # DEPENDENCYPART_ARC
(25,9),-4.23902 # DEPENDENCYPART_ARC
(25,10),0.128803 # DEPENDENCYPART_ARC
(25,11),-0.666244 # DEPENDENCYPART_ARC
(25,12),-2.51833 # DEPENDENCYPART_ARC
(25,13),0.0101511 # DEPENDENCYPART_ARC
(25,14),-0.133453 # DEPENDENCYPART_ARC
(25,15),-2.56118 # DEPENDENCYPART_ARC
(25,16),-0.579564 # DEPENDENCYPART_ARC
(25,17),-1.61186 # DEPENDENCYPART_ARC
(25,18),-0.564277 # DEPENDENCYPART_ARC
(25,19),-0.018014 # DEPENDENCYPART_ARC
(25,20),-2.29643 # DEPENDENCYPART_ARC
(25,21),0.606741 # DEPENDENCYPART_ARC
(25,22),0.382515 # DEPENDENCYPART_ARC
(25,23),0.481459 # DEPENDENCYPART_ARC
(25,24),3.72626 # DEPENDENCYPART_ARC
(25,26),0.413899 # DEPENDENCYPART_ARC
(26,1),-3.53942 # DEPENDENCYPART_ARC
(26,2),-3.54319 # DEPENDENCYPART_ARC
(26,3),-3.49197 # DEPENDENCYPART_ARC
(26,4),-3.22073 # DEPENDENCYPART_ARC
(26,5),-3.42437 # DEPENDENCYPART_ARC
(26,6),-3.33462 # DEPENDENCYPART_ARC
(26,7),-3.45346 # DEPENDENCYPART_ARC
(26,8),-3.19631 # DEPENDENCYPART_ARC
(26,9),-4.27906 # DEPENDENCYPART_ARC
(26,10),-3.15006 # DEPENDENCYPART_ARC
(26,11),-3.25529 # DEPENDENCYPART_ARC
(26,12),-4.15122 # DEPENDENCYPART_ARC
(26,13),-3.31072 # DEPENDENCYPART_ARC
(26,14),-3.29688 # DEPENDENCYPART_ARC
(26,15),-4.13233 # DEPENDENCYPART_ARC
(26,16),-2.69241 # DEPENDENCYPART_ARC
(26,17),-3.19051 # DEPENDENCYPART_ARC
(26,18),-2.90315 # DEPENDENCYPART_ARC
(26,19),-3.13685 # DEPENDENCYPART_ARC
(26,20),-3.80721 # DEPENDENCYPART_ARC
(26,21),-3.04527 # DEPENDENCYPART_ARC
(26,22),-2.49033 # DEPENDENCYPART_ARC
(26,23),-2.34692 # DEPENDENCYPART_ARC
(26,24),-2.8252 # DEPENDENCYPART_ARC
(26,25),-2.51035 # DEPENDENCYPART_ARC
