# _root_ Egyébként a helyi legenda szerint Bregovity éppen itt , Gucsán szedte össze azokat a bandákat is , amelyekkel aztán a stúdióban feljátszatta az említett filmek slágereit .
#goldHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
#predictedHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
(25,9),-2.93379 # DEPENDENCYPART_ARC
(25,10),-5.00888 # DEPENDENCYPART_ARC
(25,11),-1.72052 # DEPENDENCYPART_ARC
(25,12),-1.30994 # DEPENDENCYPART_ARC
(25,13),-3.22655 # DEPENDENCYPART_ARC
(25,14),-1.52036 # DEPENDENCYPART_ARC
(25,15),-4.60087 # DEPENDENCYPART_ARC
(25,16),-1.73511 # DEPENDENCYPART_ARC
(25,17),-1.97054 # DEPENDENCYPART_ARC
(25,18),-3.43196 # DEPENDENCYPART_ARC
(25,19),-1.14615 # DEPENDENCYPART_ARC
(25,20),-0.105112 # DEPENDENCYPART_ARC
(25,21),-2.54007 # DEPENDENCYPART_ARC
(25,22),-0.434967 # DEPENDENCYPART_ARC
(25,23),2.65343 # DEPENDENCYPART_ARC
(25,24),3.65373 # DEPENDENCYPART_ARC
(25,26),-1.68903 # DEPENDENCYPART_ARC
(25,27),-1.04437 # DEPENDENCYPART_ARC
(26,1),-1.49299 # DEPENDENCYPART_ARC
(26,2),-4.30606 # DEPENDENCYPART_ARC
(26,3),-3.20622 # DEPENDENCYPART_ARC
(26,4),-3.90111 # DEPENDENCYPART_ARC
(26,5),-1.13876 # DEPENDENCYPART_ARC
(26,6),-3.92746 # DEPENDENCYPART_ARC
(26,7),-0.899435 # DEPENDENCYPART_ARC
(26,8),-1.03312 # DEPENDENCYPART_ARC
(26,9),-2.20715 # DEPENDENCYPART_ARC
(26,10),-5.39638 # DEPENDENCYPART_ARC
(26,11),-2.76317 # DEPENDENCYPART_ARC
(26,12),-0.82869 # DEPENDENCYPART_ARC
(26,13),-1.19113 # DEPENDENCYPART_ARC
(26,14),-2.43528 # DEPENDENCYPART_ARC
(26,15),-2.03623 # DEPENDENCYPART_ARC
(26,16),-0.62834 # DEPENDENCYPART_ARC
(26,17),-1.34187 # DEPENDENCYPART_ARC
(26,18),-2.78626 # DEPENDENCYPART_ARC
(26,19),-0.71799 # DEPENDENCYPART_ARC
(26,20),-1.02971 # DEPENDENCYPART_ARC
(26,21),-1.62255 # DEPENDENCYPART_ARC
(26,22),-1.52939 # DEPENDENCYPART_ARC
(26,23),0.962289 # DEPENDENCYPART_ARC
(26,24),1.92619 # DEPENDENCYPART_ARC
(26,25),4.72145 # DEPENDENCYPART_ARC
(26,27),-0.135588 # DEPENDENCYPART_ARC
