# _root_ Még inkább meglepődtek a vizsgálódók azon , hogy az idősek és fiatalok értékválasztása alig különbözött : az 55 éven felüliek 97 százaléka , a 15-24 évesek 93 százaléka említette első helyen a családot .
#goldHeads=2,3,0,5,3,3,3,3,10,13,13,13,15,15,6,3,20,19,20,22,22,29,29,26,26,28,28,29,3,31,29,33,29,3,
#predictedHeads=3,3,0,5,3,3,3,3,10,15,13,13,15,15,6,15,19,19,20,22,22,29,29,26,26,28,28,29,15,31,29,33,29,3,
(15,7),1.06763 # DEPENDENCYPART_ARC
(15,8),0.165914 # DEPENDENCYPART_ARC
(15,9),-0.00509348 # DEPENDENCYPART_ARC
(15,10),0.700712 # DEPENDENCYPART_ARC
(15,11),1.49922 # DEPENDENCYPART_ARC
(15,12),2.07803 # DEPENDENCYPART_ARC
(15,13),3.29298 # DEPENDENCYPART_ARC
(15,14),3.34399 # DEPENDENCYPART_ARC
(15,16),2.132 # DEPENDENCYPART_ARC
(15,17),0.132166 # DEPENDENCYPART_ARC
(15,18),0.06225 # DEPENDENCYPART_ARC
(15,19),0.133858 # DEPENDENCYPART_ARC
(15,20),0.020397 # DEPENDENCYPART_ARC
(15,21),-0.251577 # DEPENDENCYPART_ARC
(15,22),1.11828 # DEPENDENCYPART_ARC
(15,23),0.896393 # DEPENDENCYPART_ARC
(15,24),-0.507477 # DEPENDENCYPART_ARC
(15,25),-0.550174 # DEPENDENCYPART_ARC
(15,26),-1.60491 # DEPENDENCYPART_ARC
(15,27),-0.623343 # DEPENDENCYPART_ARC
(15,28),-0.59457 # DEPENDENCYPART_ARC
(15,29),1.43002 # DEPENDENCYPART_ARC
(15,30),-0.787772 # DEPENDENCYPART_ARC
(15,31),-0.638482 # DEPENDENCYPART_ARC
(15,32),-0.756313 # DEPENDENCYPART_ARC
(15,33),-1.24523 # DEPENDENCYPART_ARC
(15,34),3.28106 # DEPENDENCYPART_ARC
(16,1),-2.55777 # DEPENDENCYPART_ARC
(16,2),-2.48575 # DEPENDENCYPART_ARC
(16,3),-2.57533 # DEPENDENCYPART_ARC
(16,4),-2.19498 # DEPENDENCYPART_ARC
(16,5),-2.5814 # DEPENDENCYPART_ARC
(16,6),-2.45295 # DEPENDENCYPART_ARC
(16,7),-1.95673 # DEPENDENCYPART_ARC
(16,8),-1.92673 # DEPENDENCYPART_ARC
(16,9),-2.05075 # DEPENDENCYPART_ARC
(16,10),-2.37617 # DEPENDENCYPART_ARC
(16,11),-1.94688 # DEPENDENCYPART_ARC
(16,12),-2.55032 # DEPENDENCYPART_ARC
(16,13),-2.36773 # DEPENDENCYPART_ARC
(16,14),-1.55146 # DEPENDENCYPART_ARC
(16,15),-0.842641 # DEPENDENCYPART_ARC
(16,17),-0.765494 # DEPENDENCYPART_ARC
(16,18),-0.787736 # DEPENDENCYPART_ARC
(16,19),-1.53616 # DEPENDENCYPART_ARC
(16,20),-1.14378 # DEPENDENCYPART_ARC
(16,21),-1.1199 # DEPENDENCYPART_ARC
(16,22),-1.95382 # DEPENDENCYPART_ARC
(16,23),-0.910274 # DEPENDENCYPART_ARC
(16,24),-1.28069 # DEPENDENCYPART_ARC
(16,25),-1.26452 # DEPENDENCYPART_ARC
(16,26),-2.11099 # DEPENDENCYPART_ARC
(16,27),-1.31609 # DEPENDENCYPART_ARC
(16,28),-2.35548 # DEPENDENCYPART_ARC
(16,29),-1.46355 # DEPENDENCYPART_ARC
(16,30),-1.44712 # DEPENDENCYPART_ARC
(16,31),-2.39746 # DEPENDENCYPART_ARC
(16,32),-1.44897 # DEPENDENCYPART_ARC
(16,33),-2.51229 # DEPENDENCYPART_ARC
(16,34),-1.75394 # DEPENDENCYPART_ARC
(17,1),-2.03324 # DEPENDENCYPART_ARC
(17,2),-2.18602 # DEPENDENCYPART_ARC
(17,3),-1.93942 # DEPENDENCYPART_ARC
(17,4),-1.77052 # DEPENDENCYPART_ARC
(17,5),-2.0133 # DEPENDENCYPART_ARC
(17,6),-2.55226 # DEPENDENCYPART_ARC
(17,7),-1.31618 # DEPENDENCYPART_ARC
(17,8),-1.51583 # DEPENDENCYPART_ARC
(17,9),-1.66433 # DEPENDENCYPART_ARC
(17,10),-1.93299 # DEPENDENCYPART_ARC
(17,11),-1.13357 # DEPENDENCYPART_ARC
(17,12),-2.50562 # DEPENDENCYPART_ARC
(17,13),-2.79883 # DEPENDENCYPART_ARC
(17,14),-1.28337 # DEPENDENCYPART_ARC
(17,15),-1.08434 # DEPENDENCYPART_ARC
(17,16),-0.513069 # DEPENDENCYPART_ARC
(17,18),0.606753 # DEPENDENCYPART_ARC
(17,19),-0.0212827 # DEPENDENCYPART_ARC
(17,20),0.104167 # DEPENDENCYPART_ARC
(17,21),-0.0180595 # DEPENDENCYPART_ARC
(17,22),-0.688485 # DEPENDENCYPART_ARC
(17,23),0.0942502 # DEPENDENCYPART_ARC
(17,24),-0.435427 # DEPENDENCYPART_ARC
(17,25),-0.283551 # DEPENDENCYPART_ARC
(17,26),-0.809316 # DEPENDENCYPART_ARC
(17,27),-0.38423 # DEPENDENCYPART_ARC
(17,28),-1.12337 # DEPENDENCYPART_ARC
(17,29),-0.800808 # DEPENDENCYPART_ARC
(17,30),-0.7248 # DEPENDENCYPART_ARC
(17,31),-1.1005 # DEPENDENCYPART_ARC
(17,32),-0.657945 # DEPENDENCYPART_ARC
(17,33),-1.17508 # DEPENDENCYPART_ARC
(17,34),-1.29102 # DEPENDENCYPART_ARC
(18,1),-1.46486 # DEPENDENCYPART_ARC
(18,2),-1.64178 # DEPENDENCYPART_ARC
(18,3),-1.74155 # DEPENDENCYPART_ARC
(18,4),-1.46458 # DEPENDENCYPART_ARC
(18,5),-2.67395 # DEPENDENCYPART_ARC
(18,6),-1.94868 # DEPENDENCYPART_ARC
(18,7),-2.11122 # DEPENDENCYPART_ARC
(18,8),-1.18467 # DEPENDENCYPART_ARC
(18,9),-1.29541 # DEPENDENCYPART_ARC
(18,10),-2.48386 # DEPENDENCYPART_ARC
(18,11),-1.62517 # DEPENDENCYPART_ARC
(18,12),-1.73806 # DEPENDENCYPART_ARC
(18,13),-1.93585 # DEPENDENCYPART_ARC
(18,14),-0.994947 # DEPENDENCYPART_ARC
(18,15),-0.701749 # DEPENDENCYPART_ARC
(18,16),-0.932583 # DEPENDENCYPART_ARC
(18,17),0.536101 # DEPENDENCYPART_ARC
(18,19),-1.21627 # DEPENDENCYPART_ARC
(18,20),-1.23113 # DEPENDENCYPART_ARC
(18,21),-1.38563 # DEPENDENCYPART_ARC
(18,22),-1.15727 # DEPENDENCYPART_ARC
(18,23),-0.906229 # DEPENDENCYPART_ARC
(18,24),-1.75915 # DEPENDENCYPART_ARC
(18,25),-1.54993 # DEPENDENCYPART_ARC
(18,26),-2.12971 # DEPENDENCYPART_ARC
(18,27),-1.56563 # DEPENDENCYPART_ARC
(18,28),-1.70639 # DEPENDENCYPART_ARC
(18,29),-1.10148 # DEPENDENCYPART_ARC
(18,30),-1.68303 # DEPENDENCYPART_ARC
(18,31),-2.90891 # DEPENDENCYPART_ARC
(18,32),-2.12485 # DEPENDENCYPART_ARC
(18,33),-3.06412 # DEPENDENCYPART_ARC
(18,34),0.119444 # DEPENDENCYPART_ARC
(19,1),-1.41828 # DEPENDENCYPART_ARC
(19,2),-1.28675 # DEPENDENCYPART_ARC
(19,3),-2.69667 # DEPENDENCYPART_ARC
(19,4),-1.89314 # DEPENDENCYPART_ARC
(19,5),-3.57938 # DEPENDENCYPART_ARC
(19,6),-0.961559 # DEPENDENCYPART_ARC
(19,7),-1.48259 # DEPENDENCYPART_ARC
(19,8),-1.74815 # DEPENDENCYPART_ARC
(19,9),-0.6105 # DEPENDENCYPART_ARC
(19,10),-2.60326 # DEPENDENCYPART_ARC
(19,11),-0.263018 # DEPENDENCYPART_ARC
(19,12),-3.03619 # DEPENDENCYPART_ARC
(19,13),-3.06 # DEPENDENCYPART_ARC
(19,14),-0.126024 # DEPENDENCYPART_ARC
(19,15),-1.5169 # DEPENDENCYPART_ARC
(19,16),-0.432872 # DEPENDENCYPART_ARC
(19,17),2.27288 # DEPENDENCYPART_ARC
(19,18),3.51146 # DEPENDENCYPART_ARC
(19,20),-0.690416 # DEPENDENCYPART_ARC
(19,21),-0.663629 # DEPENDENCYPART_ARC
(19,22),-0.5033 # DEPENDENCYPART_ARC
(19,23),-0.0117133 # DEPENDENCYPART_ARC
(19,24),-1.1014 # DEPENDENCYPART_ARC
(19,25),-0.86185 # DEPENDENCYPART_ARC
(19,26),-0.768997 # DEPENDENCYPART_ARC
(19,27),-0.926851 # DEPENDENCYPART_ARC
(19,28),-1.10828 # DEPENDENCYPART_ARC
(19,29),-0.603449 # DEPENDENCYPART_ARC
(19,30),-1.03573 # DEPENDENCYPART_ARC
(19,31),-1.83324 # DEPENDENCYPART_ARC
(19,32),-1.46901 # DEPENDENCYPART_ARC
(19,33),-1.9428 # DEPENDENCYPART_ARC
(19,34),0.197611 # DEPENDENCYPART_ARC
(20,1),-1.01845 # DEPENDENCYPART_ARC
(20,2),-1.25012 # DEPENDENCYPART_ARC
(20,3),-1.05888 # DEPENDENCYPART_ARC
(20,4),-0.549564 # DEPENDENCYPART_ARC
(20,5),-1.50228 # DEPENDENCYPART_ARC
(20,6),-0.62617 # DEPENDENCYPART_ARC
(20,7),-0.740752 # DEPENDENCYPART_ARC
(20,8),-0.40775 # DEPENDENCYPART_ARC
(20,9),0.301094 # DEPENDENCYPART_ARC
(20,10),-1.06841 # DEPENDENCYPART_ARC
(20,11),0.059288 # DEPENDENCYPART_ARC
(20,12),-1.06588 # DEPENDENCYPART_ARC
(20,13),-0.922026 # DEPENDENCYPART_ARC
(20,14),-0.178749 # DEPENDENCYPART_ARC
(20,15),-0.735377 # DEPENDENCYPART_ARC
(20,16),0.0115243 # DEPENDENCYPART_ARC
(20,17),1.56567 # DEPENDENCYPART_ARC
(20,18),0.753975 # DEPENDENCYPART_ARC
(20,19),2.59896 # DEPENDENCYPART_ARC
(20,21),0.0272509 # DEPENDENCYPART_ARC
(20,22),0.302336 # DEPENDENCYPART_ARC
(20,23),0.102574 # DEPENDENCYPART_ARC
(20,24),-0.7456 # DEPENDENCYPART_ARC
(20,25),-0.436018 # DEPENDENCYPART_ARC
(20,26),-1.06999 # DEPENDENCYPART_ARC
(20,27),-0.498253 # DEPENDENCYPART_ARC
(20,28),-0.724863 # DEPENDENCYPART_ARC
(20,29),0.0048044 # DEPENDENCYPART_ARC
(20,30),-0.589263 # DEPENDENCYPART_ARC
(20,31),-0.499112 # DEPENDENCYPART_ARC
(20,32),-1.0459 # DEPENDENCYPART_ARC
(20,33),-1.31562 # DEPENDENCYPART_ARC
(20,34),0.758927 # DEPENDENCYPART_ARC
(21,1),-0.859144 # DEPENDENCYPART_ARC
(21,2),-1.0266 # DEPENDENCYPART_ARC
(21,3),-1.25652 # DEPENDENCYPART_ARC
(21,4),-0.907741 # DEPENDENCYPART_ARC
(21,5),-2.24315 # DEPENDENCYPART_ARC
(21,6),-1.49373 # DEPENDENCYPART_ARC
(21,7),-1.66087 # DEPENDENCYPART_ARC
(21,8),-0.808596 # DEPENDENCYPART_ARC
(21,9),-0.737872 # DEPENDENCYPART_ARC
(21,10),-2.03414 # DEPENDENCYPART_ARC
(21,11),-1.16614 # DEPENDENCYPART_ARC
(21,12),-1.38544 # DEPENDENCYPART_ARC
(21,13),-1.67247 # DEPENDENCYPART_ARC
(21,14),-0.672553 # DEPENDENCYPART_ARC
(21,15),-0.594615 # DEPENDENCYPART_ARC
(21,16),-0.587574 # DEPENDENCYPART_ARC
(21,17),-0.0951061 # DEPENDENCYPART_ARC
(21,18),-0.165851 # DEPENDENCYPART_ARC
(21,19),-0.933571 # DEPENDENCYPART_ARC
(21,20),-0.106072 # DEPENDENCYPART_ARC
(21,22),-0.205972 # DEPENDENCYPART_ARC
(21,23),-0.581496 # DEPENDENCYPART_ARC
(21,24),-1.37121 # DEPENDENCYPART_ARC
(21,25),-1.2443 # DEPENDENCYPART_ARC
(21,26),-1.58728 # DEPENDENCYPART_ARC
(21,27),-1.27988 # DEPENDENCYPART_ARC
(21,28),-1.3974 # DEPENDENCYPART_ARC
(21,29),-0.70342 # DEPENDENCYPART_ARC
(21,30),-1.35229 # DEPENDENCYPART_ARC
(21,31),-2.34309 # DEPENDENCYPART_ARC
(21,32),-1.78589 # DEPENDENCYPART_ARC
(21,33),-2.74355 # DEPENDENCYPART_ARC
(21,34),0.165955 # DEPENDENCYPART_ARC
(22,1),-1.24775 # DEPENDENCYPART_ARC
(22,2),-1.03712 # DEPENDENCYPART_ARC
(22,3),-1.93927 # DEPENDENCYPART_ARC
(22,4),-2.56839 # DEPENDENCYPART_ARC
(22,5),-2.88719 # DEPENDENCYPART_ARC
(22,6),-2.37763 # DEPENDENCYPART_ARC
(22,7),-0.854908 # DEPENDENCYPART_ARC
(22,8),-1.32752 # DEPENDENCYPART_ARC
(22,9),-1.34317 # DEPENDENCYPART_ARC
(22,10),-1.71396 # DEPENDENCYPART_ARC
(22,11),0.0906386 # DEPENDENCYPART_ARC
(22,12),-0.0467911 # DEPENDENCYPART_ARC
(22,13),-2.00759 # DEPENDENCYPART_ARC
(22,14),0.101882 # DEPENDENCYPART_ARC
(22,15),-1.30708 # DEPENDENCYPART_ARC
(22,16),-0.358582 # DEPENDENCYPART_ARC
(22,17),0.472781 # DEPENDENCYPART_ARC
(22,18),1.81898 # DEPENDENCYPART_ARC
(22,19),0.122844 # DEPENDENCYPART_ARC
(22,20),1.47523 # DEPENDENCYPART_ARC
(22,21),3.70697 # DEPENDENCYPART_ARC
(22,23),0.452387 # DEPENDENCYPART_ARC
(22,24),-0.911346 # DEPENDENCYPART_ARC
(22,25),-0.337075 # DEPENDENCYPART_ARC
(22,26),-0.110619 # DEPENDENCYPART_ARC
(22,27),-0.486152 # DEPENDENCYPART_ARC
(22,28),-0.453956 # DEPENDENCYPART_ARC
(22,29),-0.642955 # DEPENDENCYPART_ARC
(22,30),-0.568595 # DEPENDENCYPART_ARC
(22,31),-1.75855 # DEPENDENCYPART_ARC
(22,32),-1.20109 # DEPENDENCYPART_ARC
(22,33),-2.11358 # DEPENDENCYPART_ARC
(22,34),0.504637 # DEPENDENCYPART_ARC
(23,1),-2.84933 # DEPENDENCYPART_ARC
(23,2),-2.81881 # DEPENDENCYPART_ARC
(23,3),-2.81996 # DEPENDENCYPART_ARC
(23,4),-2.39609 # DEPENDENCYPART_ARC
(23,5),-2.83627 # DEPENDENCYPART_ARC
(23,6),-2.69801 # DEPENDENCYPART_ARC
(23,7),-2.24769 # DEPENDENCYPART_ARC
(23,8),-2.29178 # DEPENDENCYPART_ARC
(23,9),-2.2744 # DEPENDENCYPART_ARC
(23,10),-2.66321 # DEPENDENCYPART_ARC
(23,11),-2.17394 # DEPENDENCYPART_ARC
(23,12),-3.27238 # DEPENDENCYPART_ARC
(23,13),-3.16269 # DEPENDENCYPART_ARC
(23,14),-2.27558 # DEPENDENCYPART_ARC
(23,15),-2.25517 # DEPENDENCYPART_ARC
(23,16),-1.64202 # DEPENDENCYPART_ARC
(23,17),-1.73963 # DEPENDENCYPART_ARC
(23,18),-1.96839 # DEPENDENCYPART_ARC
(23,19),-2.53527 # DEPENDENCYPART_ARC
(23,20),-1.81655 # DEPENDENCYPART_ARC
(23,21),-1.39698 # DEPENDENCYPART_ARC
(23,22),-1.59708 # DEPENDENCYPART_ARC
(23,24),-0.797819 # DEPENDENCYPART_ARC
(23,25),-0.820984 # DEPENDENCYPART_ARC
(23,26),-1.66586 # DEPENDENCYPART_ARC
(23,27),-1.07103 # DEPENDENCYPART_ARC
(23,28),-1.89595 # DEPENDENCYPART_ARC
(23,29),-1.26838 # DEPENDENCYPART_ARC
(23,30),-1.26244 # DEPENDENCYPART_ARC
(23,31),-2.20901 # DEPENDENCYPART_ARC
(23,32),-1.36438 # DEPENDENCYPART_ARC
(23,33),-2.41475 # DEPENDENCYPART_ARC
(23,34),-1.216 # DEPENDENCYPART_ARC
(24,1),-2.09829 # DEPENDENCYPART_ARC
(24,2),-2.07932 # DEPENDENCYPART_ARC
(24,3),-2.36297 # DEPENDENCYPART_ARC
(24,4),-1.6409 # DEPENDENCYPART_ARC
(24,5),-1.62383 # DEPENDENCYPART_ARC
(24,6),-2.35663 # DEPENDENCYPART_ARC
(24,7),-1.10494 # DEPENDENCYPART_ARC
(24,8),-1.37147 # DEPENDENCYPART_ARC
(24,9),-1.52747 # DEPENDENCYPART_ARC
(24,10),-1.61648 # DEPENDENCYPART_ARC
(24,11),-1.28471 # DEPENDENCYPART_ARC
(24,12),-2.63947 # DEPENDENCYPART_ARC
(24,13),-3.0905 # DEPENDENCYPART_ARC
(24,14),-1.53839 # DEPENDENCYPART_ARC
(24,15),-1.70733 # DEPENDENCYPART_ARC
(24,16),-0.942271 # DEPENDENCYPART_ARC
(24,17),-0.973851 # DEPENDENCYPART_ARC
(24,18),-1.23856 # DEPENDENCYPART_ARC
(24,19),-2.03357 # DEPENDENCYPART_ARC
(24,20),-1.01731 # DEPENDENCYPART_ARC
(24,21),-0.884534 # DEPENDENCYPART_ARC
(24,22),-1.88129 # DEPENDENCYPART_ARC
(24,23),-0.111015 # DEPENDENCYPART_ARC
(24,25),0.7837 # DEPENDENCYPART_ARC
(24,26),0.0601513 # DEPENDENCYPART_ARC
(24,27),0.294338 # DEPENDENCYPART_ARC
(24,28),-0.692676 # DEPENDENCYPART_ARC
(24,29),-0.575171 # DEPENDENCYPART_ARC
(24,30),-0.0693652 # DEPENDENCYPART_ARC
(24,31),-0.964391 # DEPENDENCYPART_ARC
(24,32),-0.462759 # DEPENDENCYPART_ARC
(24,33),-1.13473 # DEPENDENCYPART_ARC
(24,34),-1.14205 # DEPENDENCYPART_ARC
(25,1),-1.6061 # DEPENDENCYPART_ARC
(25,2),-1.8448 # DEPENDENCYPART_ARC
(25,3),-2.04711 # DEPENDENCYPART_ARC
(25,4),-1.94589 # DEPENDENCYPART_ARC
(25,5),-3.02613 # DEPENDENCYPART_ARC
(25,6),-2.19025 # DEPENDENCYPART_ARC
(25,7),-2.51086 # DEPENDENCYPART_ARC
(25,8),-1.63276 # DEPENDENCYPART_ARC
(25,9),-1.68918 # DEPENDENCYPART_ARC
(25,10),-2.89567 # DEPENDENCYPART_ARC
(25,11),-2.02122 # DEPENDENCYPART_ARC
(25,12),-2.28658 # DEPENDENCYPART_ARC
(25,13),-2.60739 # DEPENDENCYPART_ARC
(25,14),-1.49861 # DEPENDENCYPART_ARC
(25,15),-1.42134 # DEPENDENCYPART_ARC
(25,16),-1.38132 # DEPENDENCYPART_ARC
(25,17),-1.09458 # DEPENDENCYPART_ARC
(25,18),-1.28428 # DEPENDENCYPART_ARC
(25,19),-2.35583 # DEPENDENCYPART_ARC
(25,20),-2.09177 # DEPENDENCYPART_ARC
(25,21),-1.02048 # DEPENDENCYPART_ARC
(25,22),-1.54873 # DEPENDENCYPART_ARC
(25,23),-1.14568 # DEPENDENCYPART_ARC
(25,24),0.546868 # DEPENDENCYPART_ARC
(25,26),-0.869332 # DEPENDENCYPART_ARC
(25,27),-1.16524 # DEPENDENCYPART_ARC
(25,28),-1.07235 # DEPENDENCYPART_ARC
(25,29),-0.829056 # DEPENDENCYPART_ARC
(25,30),-1.47421 # DEPENDENCYPART_ARC
(25,31),-2.29343 # DEPENDENCYPART_ARC
(25,32),-1.77356 # DEPENDENCYPART_ARC
(25,33),-2.55313 # DEPENDENCYPART_ARC
(25,34),-0.245677 # DEPENDENCYPART_ARC
(26,1),-1.45225 # DEPENDENCYPART_ARC
(26,2),-1.44374 # DEPENDENCYPART_ARC
(26,3),-2.52039 # DEPENDENCYPART_ARC
(26,4),-2.60082 # DEPENDENCYPART_ARC
(26,5),-4.20929 # DEPENDENCYPART_ARC
(26,6),-2.47497 # DEPENDENCYPART_ARC
(26,7),-1.72253 # DEPENDENCYPART_ARC
(26,8),-1.72048 # DEPENDENCYPART_ARC
(26,9),-1.1784 # DEPENDENCYPART_ARC
(26,10),-3.03285 # DEPENDENCYPART_ARC
(26,11),-0.691689 # DEPENDENCYPART_ARC
(26,12),-3.50219 # DEPENDENCYPART_ARC
(26,13),-4.49811 # DEPENDENCYPART_ARC
(26,14),-0.329726 # DEPENDENCYPART_ARC
(26,15),-1.59732 # DEPENDENCYPART_ARC
(26,16),-1.31724 # DEPENDENCYPART_ARC
(26,17),0.54405 # DEPENDENCYPART_ARC
(26,18),-0.314075 # DEPENDENCYPART_ARC
(26,19),-1.72808 # DEPENDENCYPART_ARC
(26,20),-1.08735 # DEPENDENCYPART_ARC
(26,21),0.241892 # DEPENDENCYPART_ARC
(26,22),-1.71841 # DEPENDENCYPART_ARC
(26,23),0.331612 # DEPENDENCYPART_ARC
(26,24),2.84282 # DEPENDENCYPART_ARC
(26,25),2.5283 # DEPENDENCYPART_ARC
(26,27),0.0245863 # DEPENDENCYPART_ARC
(26,28),-0.139112 # DEPENDENCYPART_ARC
(26,29),0.0285761 # DEPENDENCYPART_ARC
(26,30),-0.239942 # DEPENDENCYPART_ARC
(26,31),-1.17287 # DEPENDENCYPART_ARC
(26,32),-0.669631 # DEPENDENCYPART_ARC
(26,33),-1.43096 # DEPENDENCYPART_ARC
(26,34),0.520055 # DEPENDENCYPART_ARC
(27,1),-0.994885 # DEPENDENCYPART_ARC
(27,2),-1.25053 # DEPENDENCYPART_ARC
(27,3),-1.47491 # DEPENDENCYPART_ARC
(27,4),-1.45123 # DEPENDENCYPART_ARC
(27,5),-2.58308 # DEPENDENCYPART_ARC
(27,6),-1.7397 # DEPENDENCYPART_ARC
(27,7),-1.93019 # DEPENDENCYPART_ARC
(27,8),-1.16225 # DEPENDENCYPART_ARC
(27,9),-1.23645 # DEPENDENCYPART_ARC
(27,10),-2.32587 # DEPENDENCYPART_ARC
(27,11),-1.54336 # DEPENDENCYPART_ARC
(27,12),-1.74235 # DEPENDENCYPART_ARC
(27,13),-1.97783 # DEPENDENCYPART_ARC
(27,14),-0.912909 # DEPENDENCYPART_ARC
(27,15),-0.917714 # DEPENDENCYPART_ARC
(27,16),-0.949089 # DEPENDENCYPART_ARC
(27,17),-0.710602 # DEPENDENCYPART_ARC
(27,18),-0.792584 # DEPENDENCYPART_ARC
(27,19),-1.82712 # DEPENDENCYPART_ARC
(27,20),-1.67098 # DEPENDENCYPART_ARC
(27,21),-0.634802 # DEPENDENCYPART_ARC
(27,22),-1.26133 # DEPENDENCYPART_ARC
(27,23),-0.576797 # DEPENDENCYPART_ARC
(27,24),0.0267693 # DEPENDENCYPART_ARC
(27,25),-0.00581391 # DEPENDENCYPART_ARC
(27,26),0.332713 # DEPENDENCYPART_ARC
(27,28),-0.0336958 # DEPENDENCYPART_ARC
(27,29),-0.134886 # DEPENDENCYPART_ARC
(27,30),-0.914443 # DEPENDENCYPART_ARC
(27,31),-1.56448 # DEPENDENCYPART_ARC
(27,32),-1.33393 # DEPENDENCYPART_ARC
(27,33),-2.03635 # DEPENDENCYPART_ARC
(27,34),0.0962391 # DEPENDENCYPART_ARC
(28,1),-1.7811 # DEPENDENCYPART_ARC
(28,2),-1.68324 # DEPENDENCYPART_ARC
(28,3),-2.82223 # DEPENDENCYPART_ARC
(28,4),-4.30691 # DEPENDENCYPART_ARC
(28,5),-4.37646 # DEPENDENCYPART_ARC
(28,6),-3.39708 # DEPENDENCYPART_ARC
(28,7),-1.97374 # DEPENDENCYPART_ARC
(28,8),-1.94452 # DEPENDENCYPART_ARC
(28,9),-2.82583 # DEPENDENCYPART_ARC
(28,10),-3.23192 # DEPENDENCYPART_ARC
(28,11),-0.969495 # DEPENDENCYPART_ARC
(28,12),-1.63073 # DEPENDENCYPART_ARC
(28,13),-3.76075 # DEPENDENCYPART_ARC
(28,14),-0.413557 # DEPENDENCYPART_ARC
(28,15),-2.14494 # DEPENDENCYPART_ARC
(28,16),-1.64964 # DEPENDENCYPART_ARC
(28,17),-1.23209 # DEPENDENCYPART_ARC
(28,18),0.0561784 # DEPENDENCYPART_ARC
(28,19),-1.82769 # DEPENDENCYPART_ARC
(28,20),-1.2877 # DEPENDENCYPART_ARC
(28,21),0.500925 # DEPENDENCYPART_ARC
(28,22),-0.991952 # DEPENDENCYPART_ARC
(28,23),0.0685229 # DEPENDENCYPART_ARC
(28,24),0.0124182 # DEPENDENCYPART_ARC
(28,25),1.56654 # DEPENDENCYPART_ARC
(28,26),3.27821 # DEPENDENCYPART_ARC
(28,27),3.24858 # DEPENDENCYPART_ARC
(28,29),-0.806564 # DEPENDENCYPART_ARC
(28,30),-0.757913 # DEPENDENCYPART_ARC
(28,31),-1.75647 # DEPENDENCYPART_ARC
(28,32),-1.44254 # DEPENDENCYPART_ARC
(28,33),-1.93963 # DEPENDENCYPART_ARC
(28,34),-0.189457 # DEPENDENCYPART_ARC
(29,1),-0.356586 # DEPENDENCYPART_ARC
(29,2),-0.288168 # DEPENDENCYPART_ARC
(29,3),-0.763885 # DEPENDENCYPART_ARC
(29,4),-1.3329 # DEPENDENCYPART_ARC
(29,5),-1.7934 # DEPENDENCYPART_ARC
(29,6),-1.73892 # DEPENDENCYPART_ARC
(29,7),0.751431 # DEPENDENCYPART_ARC
(29,8),0.782567 # DEPENDENCYPART_ARC
(29,9),-0.802695 # DEPENDENCYPART_ARC
(29,10),-1.37703 # DEPENDENCYPART_ARC
(29,11),0.774295 # DEPENDENCYPART_ARC
(29,12),0.19059 # DEPENDENCYPART_ARC
(29,13),0.681557 # DEPENDENCYPART_ARC
(29,14),-0.303905 # DEPENDENCYPART_ARC
(29,15),-0.139125 # DEPENDENCYPART_ARC
(29,16),0.305417 # DEPENDENCYPART_ARC
(29,17),-0.298934 # DEPENDENCYPART_ARC
(29,18),-0.423003 # DEPENDENCYPART_ARC
(29,19),0.663872 # DEPENDENCYPART_ARC
(29,20),-0.251506 # DEPENDENCYPART_ARC
(29,21),-0.20305 # DEPENDENCYPART_ARC
(29,22),1.1318 # DEPENDENCYPART_ARC
(29,23),1.50712 # DEPENDENCYPART_ARC
(29,24),-0.561153 # DEPENDENCYPART_ARC
(29,25),0.366914 # DEPENDENCYPART_ARC
(29,26),1.38521 # DEPENDENCYPART_ARC
(29,27),0.920022 # DEPENDENCYPART_ARC
(29,28),3.60429 # DEPENDENCYPART_ARC
(29,30),0.967362 # DEPENDENCYPART_ARC
(29,31),2.5937 # DEPENDENCYPART_ARC
(29,32),-0.0120923 # DEPENDENCYPART_ARC
(29,33),2.62587 # DEPENDENCYPART_ARC
(29,34),2.31141 # DEPENDENCYPART_ARC
(30,1),-1.41304 # DEPENDENCYPART_ARC
(30,2),-1.63916 # DEPENDENCYPART_ARC
(30,3),-2.05365 # DEPENDENCYPART_ARC
(30,4),-1.90074 # DEPENDENCYPART_ARC
(30,5),-3.07343 # DEPENDENCYPART_ARC
(30,6),-2.26582 # DEPENDENCYPART_ARC
(30,7),-2.64844 # DEPENDENCYPART_ARC
(30,8),-1.90135 # DEPENDENCYPART_ARC
(30,9),-1.85039 # DEPENDENCYPART_ARC
(30,10),-2.88713 # DEPENDENCYPART_ARC
(30,11),-2.01968 # DEPENDENCYPART_ARC
(30,12),-2.2898 # DEPENDENCYPART_ARC
(30,13),-2.55258 # DEPENDENCYPART_ARC
(30,14),-1.45234 # DEPENDENCYPART_ARC
(30,15),-1.7257 # DEPENDENCYPART_ARC
(30,16),-1.6666 # DEPENDENCYPART_ARC
(30,17),-1.44145 # DEPENDENCYPART_ARC
(30,18),-1.65819 # DEPENDENCYPART_ARC
(30,19),-2.69889 # DEPENDENCYPART_ARC
(30,20),-2.46773 # DEPENDENCYPART_ARC
(30,21),-1.51128 # DEPENDENCYPART_ARC
(30,22),-2.13381 # DEPENDENCYPART_ARC
