# _root_ A menekültek között ugyanis főként nőket és gyermekeket látni , és ez is megerősíteni látszik az atlanti szövetséghez érkezett jelentéseket , miszerint a szerbek a koszovói albánokból állítanak " védőgyűrűt " .
#goldHeads=2,3,9,9,9,9,9,9,11,11,0,14,15,15,11,18,18,19,20,14,15,15,24,28,27,27,28,12,28,28,28,11,
#predictedHeads=2,3,9,9,9,9,9,9,11,11,0,14,14,15,11,18,18,19,20,14,28,15,24,28,27,27,28,9,30,28,30,15,
(18,10),-1.88453 # DEPENDENCYPART_ARC
(18,11),-0.990218 # DEPENDENCYPART_ARC
(18,12),-0.859633 # DEPENDENCYPART_ARC
(18,13),-1.1978 # DEPENDENCYPART_ARC
(18,14),0.241238 # DEPENDENCYPART_ARC
(18,15),-1.28815 # DEPENDENCYPART_ARC
(18,16),2.86086 # DEPENDENCYPART_ARC
(18,17),3.89043 # DEPENDENCYPART_ARC
(18,19),-0.835167 # DEPENDENCYPART_ARC
(18,20),-0.335405 # DEPENDENCYPART_ARC
(18,21),-0.281137 # DEPENDENCYPART_ARC
(18,22),-1.00768 # DEPENDENCYPART_ARC
(18,23),-1.38306 # DEPENDENCYPART_ARC
(18,24),-1.53549 # DEPENDENCYPART_ARC
(18,25),-1.50031 # DEPENDENCYPART_ARC
(18,26),-1.54192 # DEPENDENCYPART_ARC
(18,27),-1.71542 # DEPENDENCYPART_ARC
(18,28),-1.75938 # DEPENDENCYPART_ARC
(18,29),-0.574326 # DEPENDENCYPART_ARC
(18,30),-2.15652 # DEPENDENCYPART_ARC
(18,31),-0.880301 # DEPENDENCYPART_ARC
(18,32),-0.238411 # DEPENDENCYPART_ARC
(19,1),-1.70333 # DEPENDENCYPART_ARC
(19,2),-2.49055 # DEPENDENCYPART_ARC
(19,3),-0.551867 # DEPENDENCYPART_ARC
(19,4),-0.147483 # DEPENDENCYPART_ARC
(19,5),-0.588579 # DEPENDENCYPART_ARC
(19,6),-1.53187 # DEPENDENCYPART_ARC
(19,7),0.0815018 # DEPENDENCYPART_ARC
(19,8),-1.93665 # DEPENDENCYPART_ARC
(19,9),-0.775246 # DEPENDENCYPART_ARC
(19,10),-0.215805 # DEPENDENCYPART_ARC
(19,11),-0.243429 # DEPENDENCYPART_ARC
(19,12),-1.06607 # DEPENDENCYPART_ARC
(19,13),0.240553 # DEPENDENCYPART_ARC
(19,14),-0.416605 # DEPENDENCYPART_ARC
(19,15),-0.387639 # DEPENDENCYPART_ARC
(19,16),0.436257 # DEPENDENCYPART_ARC
(19,17),0.693059 # DEPENDENCYPART_ARC
(19,18),2.54028 # DEPENDENCYPART_ARC
(19,20),-1.12509 # DEPENDENCYPART_ARC
(19,21),-0.444652 # DEPENDENCYPART_ARC
(19,22),-0.845764 # DEPENDENCYPART_ARC
(19,23),-1.41565 # DEPENDENCYPART_ARC
(19,24),-1.63893 # DEPENDENCYPART_ARC
(19,25),-1.49376 # DEPENDENCYPART_ARC
(19,26),-1.59217 # DEPENDENCYPART_ARC
(19,27),-1.92174 # DEPENDENCYPART_ARC
(19,28),-1.29173 # DEPENDENCYPART_ARC
(19,29),-0.576982 # DEPENDENCYPART_ARC
(19,30),-1.85079 # DEPENDENCYPART_ARC
(19,31),-0.889787 # DEPENDENCYPART_ARC
(19,32),-0.0114218 # DEPENDENCYPART_ARC
(20,1),-1.72232 # DEPENDENCYPART_ARC
(20,2),-3.6159 # DEPENDENCYPART_ARC
(20,3),-0.487916 # DEPENDENCYPART_ARC
(20,4),-0.880198 # DEPENDENCYPART_ARC
(20,5),-1.28236 # DEPENDENCYPART_ARC
(20,6),-3.27207 # DEPENDENCYPART_ARC
(20,7),-0.796762 # DEPENDENCYPART_ARC
(20,8),-3.5155 # DEPENDENCYPART_ARC
(20,9),-0.0935817 # DEPENDENCYPART_ARC
(20,10),-1.43337 # DEPENDENCYPART_ARC
(20,11),-0.461334 # DEPENDENCYPART_ARC
(20,12),-0.908511 # DEPENDENCYPART_ARC
(20,13),-0.778825 # DEPENDENCYPART_ARC
(20,14),0.386067 # DEPENDENCYPART_ARC
(20,15),-2.07486 # DEPENDENCYPART_ARC
(20,16),1.9731 # DEPENDENCYPART_ARC
(20,17),2.12036 # DEPENDENCYPART_ARC
(20,18),0.581961 # DEPENDENCYPART_ARC
(20,19),3.83957 # DEPENDENCYPART_ARC
(20,21),-0.0778926 # DEPENDENCYPART_ARC
(20,22),-0.918199 # DEPENDENCYPART_ARC
(20,23),-0.965199 # DEPENDENCYPART_ARC
(20,24),-1.41712 # DEPENDENCYPART_ARC
(20,25),-1.20136 # DEPENDENCYPART_ARC
(20,26),-1.1961 # DEPENDENCYPART_ARC
(20,27),-1.46345 # DEPENDENCYPART_ARC
(20,28),-1.4258 # DEPENDENCYPART_ARC
(20,29),-0.116315 # DEPENDENCYPART_ARC
(20,30),-2.12366 # DEPENDENCYPART_ARC
(20,31),-0.541434 # DEPENDENCYPART_ARC
(20,32),0.0135269 # DEPENDENCYPART_ARC
(22,1),-2.46232 # DEPENDENCYPART_ARC
(22,2),-1.19021 # DEPENDENCYPART_ARC
(22,3),-0.0800016 # DEPENDENCYPART_ARC
(22,4),-0.367535 # DEPENDENCYPART_ARC
(22,5),-0.675931 # DEPENDENCYPART_ARC
(22,6),-1.769 # DEPENDENCYPART_ARC
(22,7),-0.527148 # DEPENDENCYPART_ARC
(22,8),-1.62097 # DEPENDENCYPART_ARC
(22,9),-0.661103 # DEPENDENCYPART_ARC
(22,10),0.00295581 # DEPENDENCYPART_ARC
(22,11),-0.0791796 # DEPENDENCYPART_ARC
(22,12),-0.0670275 # DEPENDENCYPART_ARC
(22,13),0.253751 # DEPENDENCYPART_ARC
(22,14),-1.00476 # DEPENDENCYPART_ARC
(22,15),-0.872244 # DEPENDENCYPART_ARC
(22,16),-0.338928 # DEPENDENCYPART_ARC
(22,17),0.243951 # DEPENDENCYPART_ARC
(22,18),0.573193 # DEPENDENCYPART_ARC
(22,19),0.586675 # DEPENDENCYPART_ARC
(22,20),-0.381492 # DEPENDENCYPART_ARC
(22,21),0.939691 # DEPENDENCYPART_ARC
(22,23),-0.549059 # DEPENDENCYPART_ARC
(22,24),0.0499587 # DEPENDENCYPART_ARC
(22,25),-0.771083 # DEPENDENCYPART_ARC
(22,26),-0.155552 # DEPENDENCYPART_ARC
(22,27),-0.763277 # DEPENDENCYPART_ARC
(22,28),0.597657 # DEPENDENCYPART_ARC
(22,29),0.438677 # DEPENDENCYPART_ARC
(22,30),-1.18504 # DEPENDENCYPART_ARC
(22,31),0.400369 # DEPENDENCYPART_ARC
(22,32),1.72627 # DEPENDENCYPART_ARC
(23,2),-3.94107 # DEPENDENCYPART_ARC
(23,4),-2.27571 # DEPENDENCYPART_ARC
(23,6),-3.65927 # DEPENDENCYPART_ARC
(23,7),-2.267 # DEPENDENCYPART_ARC
(23,8),-3.65999 # DEPENDENCYPART_ARC
(23,10),-1.47979 # DEPENDENCYPART_ARC
(23,11),-2.07795 # DEPENDENCYPART_ARC
(23,13),-2.01866 # DEPENDENCYPART_ARC
(23,17),-1.77541 # DEPENDENCYPART_ARC
(23,18),-2.90023 # DEPENDENCYPART_ARC
(23,19),-1.60993 # DEPENDENCYPART_ARC
(23,20),-2.47812 # DEPENDENCYPART_ARC
(23,21),-1.07088 # DEPENDENCYPART_ARC
(23,24),-0.566161 # DEPENDENCYPART_ARC
(23,26),-0.583728 # DEPENDENCYPART_ARC
(23,27),-1.44283 # DEPENDENCYPART_ARC
(23,29),-0.589832 # DEPENDENCYPART_ARC
(23,30),-1.92566 # DEPENDENCYPART_ARC
(23,31),-0.771704 # DEPENDENCYPART_ARC
(24,1),-3.53366 # DEPENDENCYPART_ARC
(24,2),-5.4898 # DEPENDENCYPART_ARC
(24,3),-1.83883 # DEPENDENCYPART_ARC
(24,4),-2.34048 # DEPENDENCYPART_ARC
(24,5),-2.61709 # DEPENDENCYPART_ARC
(24,6),-5.72617 # DEPENDENCYPART_ARC
(24,7),-2.45571 # DEPENDENCYPART_ARC
(24,8),-6.00196 # DEPENDENCYPART_ARC
(24,9),-1.49825 # DEPENDENCYPART_ARC
(24,10),-2.89204 # DEPENDENCYPART_ARC
(24,11),-2.06312 # DEPENDENCYPART_ARC
(24,12),-2.36882 # DEPENDENCYPART_ARC
(24,13),-2.49597 # DEPENDENCYPART_ARC
(24,14),-1.08413 # DEPENDENCYPART_ARC
(24,15),-3.11776 # DEPENDENCYPART_ARC
(24,16),-0.533977 # DEPENDENCYPART_ARC
(24,17),-0.905667 # DEPENDENCYPART_ARC
(24,18),-2.59529 # DEPENDENCYPART_ARC
(24,19),-0.65668 # DEPENDENCYPART_ARC
(24,20),-3.10245 # DEPENDENCYPART_ARC
(24,21),-0.64151 # DEPENDENCYPART_ARC
(24,22),-0.869028 # DEPENDENCYPART_ARC
(24,23),3.45116 # DEPENDENCYPART_ARC
(24,25),-0.743309 # DEPENDENCYPART_ARC
(24,26),-0.460823 # DEPENDENCYPART_ARC
(24,27),-0.939407 # DEPENDENCYPART_ARC
(24,28),-0.271299 # DEPENDENCYPART_ARC
(24,29),0.4075 # DEPENDENCYPART_ARC
(24,30),-1.64002 # DEPENDENCYPART_ARC
(24,31),0.196665 # DEPENDENCYPART_ARC
(24,32),0.0338999 # DEPENDENCYPART_ARC
(25,2),-3.6617 # DEPENDENCYPART_ARC
(25,4),-2.15097 # DEPENDENCYPART_ARC
(25,6),-3.38465 # DEPENDENCYPART_ARC
(25,7),-1.92966 # DEPENDENCYPART_ARC
(25,8),-3.34598 # DEPENDENCYPART_ARC
(25,10),-1.35001 # DEPENDENCYPART_ARC
(25,11),-1.7965 # DEPENDENCYPART_ARC
(25,13),-1.80221 # DEPENDENCYPART_ARC
(25,17),-1.58281 # DEPENDENCYPART_ARC
(25,18),-2.76598 # DEPENDENCYPART_ARC
(25,19),-1.48259 # DEPENDENCYPART_ARC
(25,20),-2.52059 # DEPENDENCYPART_ARC
(25,21),-0.875226 # DEPENDENCYPART_ARC
(25,24),-1.34932 # DEPENDENCYPART_ARC
(25,26),0.275001 # DEPENDENCYPART_ARC
(25,27),-0.787267 # DEPENDENCYPART_ARC
(25,29),-0.381335 # DEPENDENCYPART_ARC
(25,30),-1.48523 # DEPENDENCYPART_ARC
(25,31),-0.487488 # DEPENDENCYPART_ARC
(26,1),-3.78048 # DEPENDENCYPART_ARC
(26,2),-4.85621 # DEPENDENCYPART_ARC
(26,3),-2.7464 # DEPENDENCYPART_ARC
(26,4),-1.96396 # DEPENDENCYPART_ARC
(26,5),-2.89212 # DEPENDENCYPART_ARC
(26,6),-3.86806 # DEPENDENCYPART_ARC
(26,7),-2.06923 # DEPENDENCYPART_ARC
(26,8),-4.12613 # DEPENDENCYPART_ARC
(26,9),-2.22123 # DEPENDENCYPART_ARC
(26,10),-2.26557 # DEPENDENCYPART_ARC
(26,11),-2.3648 # DEPENDENCYPART_ARC
(26,12),-2.91246 # DEPENDENCYPART_ARC
(26,13),-1.95863 # DEPENDENCYPART_ARC
(26,14),-2.04085 # DEPENDENCYPART_ARC
(26,15),-2.14375 # DEPENDENCYPART_ARC
(26,16),-1.47859 # DEPENDENCYPART_ARC
(26,17),-2.4611 # DEPENDENCYPART_ARC
(26,18),-1.5409 # DEPENDENCYPART_ARC
(26,19),-2.66191 # DEPENDENCYPART_ARC
(26,20),-2.52477 # DEPENDENCYPART_ARC
(26,21),-1.38145 # DEPENDENCYPART_ARC
(26,22),-1.41094 # DEPENDENCYPART_ARC
(26,23),-0.895135 # DEPENDENCYPART_ARC
(26,24),-2.0174 # DEPENDENCYPART_ARC
(26,25),0.456852 # DEPENDENCYPART_ARC
(26,27),-1.36186 # DEPENDENCYPART_ARC
(26,28),-1.08969 # DEPENDENCYPART_ARC
(26,29),-0.654132 # DEPENDENCYPART_ARC
(26,30),-2.01353 # DEPENDENCYPART_ARC
(26,31),-1.029 # DEPENDENCYPART_ARC
(26,32),-1.01544 # DEPENDENCYPART_ARC
(27,1),-4.40999 # DEPENDENCYPART_ARC
(27,2),-5.39117 # DEPENDENCYPART_ARC
(27,3),-1.12151 # DEPENDENCYPART_ARC
(27,4),-2.02878 # DEPENDENCYPART_ARC
(27,5),-2.12059 # DEPENDENCYPART_ARC
(27,6),-5.68391 # DEPENDENCYPART_ARC
(27,7),-2.10184 # DEPENDENCYPART_ARC
(27,8),-5.72784 # DEPENDENCYPART_ARC
(27,9),-1.16403 # DEPENDENCYPART_ARC
(27,10),-2.68662 # DEPENDENCYPART_ARC
(27,11),-1.73086 # DEPENDENCYPART_ARC
(27,12),-2.16751 # DEPENDENCYPART_ARC
(27,13),-2.08796 # DEPENDENCYPART_ARC
(27,14),-0.72909 # DEPENDENCYPART_ARC
(27,15),-3.03836 # DEPENDENCYPART_ARC
(27,16),-0.608886 # DEPENDENCYPART_ARC
(27,17),-0.306975 # DEPENDENCYPART_ARC
(27,18),-2.42147 # DEPENDENCYPART_ARC
(27,19),-0.210693 # DEPENDENCYPART_ARC
(27,20),-3.43984 # DEPENDENCYPART_ARC
(27,21),-0.792777 # DEPENDENCYPART_ARC
(27,22),-0.969814 # DEPENDENCYPART_ARC
(27,23),0.699425 # DEPENDENCYPART_ARC
(27,24),-1.4164 # DEPENDENCYPART_ARC
(27,25),2.73662 # DEPENDENCYPART_ARC
(27,26),3.62018 # DEPENDENCYPART_ARC
(27,28),-1.42119 # DEPENDENCYPART_ARC
(27,29),-0.100098 # DEPENDENCYPART_ARC
(27,30),-2.14295 # DEPENDENCYPART_ARC
(27,31),-0.284691 # DEPENDENCYPART_ARC
(27,32),-0.753251 # DEPENDENCYPART_ARC
(28,1),-0.927332 # DEPENDENCYPART_ARC
(28,2),-0.860121 # DEPENDENCYPART_ARC
(28,3),0.622044 # DEPENDENCYPART_ARC
(28,4),0.476028 # DEPENDENCYPART_ARC
(28,5),-0.0851968 # DEPENDENCYPART_ARC
(28,6),0.117171 # DEPENDENCYPART_ARC
(28,7),0.568251 # DEPENDENCYPART_ARC
(28,8),0.786164 # DEPENDENCYPART_ARC
(28,9),0.0563882 # DEPENDENCYPART_ARC
(28,10),0.163793 # DEPENDENCYPART_ARC
(28,11),0.0235365 # DEPENDENCYPART_ARC
(28,12),-0.141696 # DEPENDENCYPART_ARC
(28,13),0.514533 # DEPENDENCYPART_ARC
(28,14),1.76377 # DEPENDENCYPART_ARC
(28,15),0.236051 # DEPENDENCYPART_ARC
(28,16),0.367845 # DEPENDENCYPART_ARC
(28,17),-0.410156 # DEPENDENCYPART_ARC
(28,18),0.636718 # DEPENDENCYPART_ARC
(28,19),0.091323 # DEPENDENCYPART_ARC
(28,20),1.33575 # DEPENDENCYPART_ARC
(28,21),1.2444 # DEPENDENCYPART_ARC
(28,22),1.30045 # DEPENDENCYPART_ARC
(28,23),0.218699 # DEPENDENCYPART_ARC
(28,24),3.38044 # DEPENDENCYPART_ARC
(28,25),0.586993 # DEPENDENCYPART_ARC
(28,26),0.952495 # DEPENDENCYPART_ARC
(28,27),4.87942 # DEPENDENCYPART_ARC
(28,29),1.27482 # DEPENDENCYPART_ARC
(28,30),1.55059 # DEPENDENCYPART_ARC
(28,31),1.05734 # DEPENDENCYPART_ARC
(28,32),1.65258 # DEPENDENCYPART_ARC
(30,1),-4.26027 # DEPENDENCYPART_ARC
(30,2),-5.5337 # DEPENDENCYPART_ARC
(30,3),-0.810578 # DEPENDENCYPART_ARC
(30,4),-1.95977 # DEPENDENCYPART_ARC
(30,5),-2.02666 # DEPENDENCYPART_ARC
(30,6),-5.82515 # DEPENDENCYPART_ARC
(30,7),-2.01308 # DEPENDENCYPART_ARC
(30,8),-6.10952 # DEPENDENCYPART_ARC
(30,9),-0.948229 # DEPENDENCYPART_ARC
(30,10),-2.39149 # DEPENDENCYPART_ARC
(30,11),-1.36263 # DEPENDENCYPART_ARC
(30,12),-1.76883 # DEPENDENCYPART_ARC
(30,13),-1.99096 # DEPENDENCYPART_ARC
(30,14),-0.57142 # DEPENDENCYPART_ARC
(30,15),-2.84509 # DEPENDENCYPART_ARC
(30,16),-1.23561 # DEPENDENCYPART_ARC
(30,17),-1.27798 # DEPENDENCYPART_ARC
(30,18),-3.31255 # DEPENDENCYPART_ARC
(30,19),-1.20306 # DEPENDENCYPART_ARC
(30,20),-4.24186 # DEPENDENCYPART_ARC
(30,21),-0.8723 # DEPENDENCYPART_ARC
(30,22),-0.640892 # DEPENDENCYPART_ARC
(30,23),0.0638502 # DEPENDENCYPART_ARC
(30,24),-2.78075 # DEPENDENCYPART_ARC
(30,25),0.788118 # DEPENDENCYPART_ARC
(30,26),0.629137 # DEPENDENCYPART_ARC
(30,27),-2.93281 # DEPENDENCYPART_ARC
(30,28),-0.287065 # DEPENDENCYPART_ARC
(30,29),1.38499 # DEPENDENCYPART_ARC
(30,31),1.4154 # DEPENDENCYPART_ARC
(30,32),-0.163583 # DEPENDENCYPART_ARC
