# _root_ Nyilván a riválisok is kíváncsiak az összetételére , mert a kidolgozók mindössze annyit hajlandók elárulni róla , hogy " ez egy polimerszerű folyadék " .
#goldHeads=9,3,9,9,9,7,9,9,0,11,15,15,15,15,9,15,15,15,15,13,23,23,13,9,9,
#predictedHeads=9,3,7,5,9,7,5,9,0,11,15,15,14,15,9,15,18,15,18,23,23,23,13,23,9,
(21,3),-2.97511 # DEPENDENCYPART_ARC
(21,4),-1.74367 # DEPENDENCYPART_ARC
(21,5),-2.09259 # DEPENDENCYPART_ARC
(21,6),-1.83646 # DEPENDENCYPART_ARC
(21,7),-3.13712 # DEPENDENCYPART_ARC
(21,8),-1.41382 # DEPENDENCYPART_ARC
(21,9),-1.62907 # DEPENDENCYPART_ARC
(21,10),-1.69042 # DEPENDENCYPART_ARC
(21,11),-2.63497 # DEPENDENCYPART_ARC
(21,12),-1.82621 # DEPENDENCYPART_ARC
(21,13),-2.16936 # DEPENDENCYPART_ARC
(21,14),-1.82006 # DEPENDENCYPART_ARC
(21,15),-1.48806 # DEPENDENCYPART_ARC
(21,16),-1.31366 # DEPENDENCYPART_ARC
(21,17),-0.956529 # DEPENDENCYPART_ARC
(21,18),-0.88884 # DEPENDENCYPART_ARC
(21,19),-1.00196 # DEPENDENCYPART_ARC
(21,20),-0.43826 # DEPENDENCYPART_ARC
(21,22),0.561782 # DEPENDENCYPART_ARC
(21,23),-0.301293 # DEPENDENCYPART_ARC
(21,24),-0.0321641 # DEPENDENCYPART_ARC
(21,25),-0.688216 # DEPENDENCYPART_ARC
(22,1),-2.64099 # DEPENDENCYPART_ARC
(22,2),-2.84372 # DEPENDENCYPART_ARC
(22,3),-4.32983 # DEPENDENCYPART_ARC
(22,4),-1.8045 # DEPENDENCYPART_ARC
(22,5),-3.64239 # DEPENDENCYPART_ARC
(22,6),-2.12882 # DEPENDENCYPART_ARC
(22,7),-3.30323 # DEPENDENCYPART_ARC
(22,8),-1.80723 # DEPENDENCYPART_ARC
(22,9),-1.67186 # DEPENDENCYPART_ARC
(22,10),-1.91003 # DEPENDENCYPART_ARC
(22,11),-3.58057 # DEPENDENCYPART_ARC
(22,12),-1.13309 # DEPENDENCYPART_ARC
(22,13),-1.48363 # DEPENDENCYPART_ARC
(22,14),-2.59177 # DEPENDENCYPART_ARC
(22,15),-1.2429 # DEPENDENCYPART_ARC
(22,16),-0.796038 # DEPENDENCYPART_ARC
(22,17),-0.89456 # DEPENDENCYPART_ARC
(22,18),-0.975428 # DEPENDENCYPART_ARC
(22,19),-0.619567 # DEPENDENCYPART_ARC
(22,20),-0.600698 # DEPENDENCYPART_ARC
(22,21),1.31387 # DEPENDENCYPART_ARC
(22,23),-0.208928 # DEPENDENCYPART_ARC
(22,24),-0.292332 # DEPENDENCYPART_ARC
(22,25),-0.687314 # DEPENDENCYPART_ARC
(23,1),-1.93805 # DEPENDENCYPART_ARC
(23,2),-3.05648 # DEPENDENCYPART_ARC
(23,3),-4.20725 # DEPENDENCYPART_ARC
(23,4),-2.34702 # DEPENDENCYPART_ARC
(23,5),-5.10231 # DEPENDENCYPART_ARC
(23,6),-1.3781 # DEPENDENCYPART_ARC
(23,7),-5.26267 # DEPENDENCYPART_ARC
(23,8),-2.26763 # DEPENDENCYPART_ARC
(23,9),-1.76587 # DEPENDENCYPART_ARC
(23,10),-0.67456 # DEPENDENCYPART_ARC
(23,11),-3.38708 # DEPENDENCYPART_ARC
(23,12),-0.809151 # DEPENDENCYPART_ARC
(23,13),-2.53463 # DEPENDENCYPART_ARC
(23,14),-2.65576 # DEPENDENCYPART_ARC
(23,15),0.37922 # DEPENDENCYPART_ARC
(23,16),-0.640211 # DEPENDENCYPART_ARC
(23,17),-0.451936 # DEPENDENCYPART_ARC
(23,18),-0.593574 # DEPENDENCYPART_ARC
(23,19),0.00473804 # DEPENDENCYPART_ARC
(23,20),1.15818 # DEPENDENCYPART_ARC
(23,21),3.6613 # DEPENDENCYPART_ARC
(23,22),3.79392 # DEPENDENCYPART_ARC
(23,24),0.796361 # DEPENDENCYPART_ARC
(23,25),0.112717 # DEPENDENCYPART_ARC
(24,1),-2.30538 # DEPENDENCYPART_ARC
(24,2),-2.10924 # DEPENDENCYPART_ARC
(24,3),-3.12556 # DEPENDENCYPART_ARC
(24,4),-1.89362 # DEPENDENCYPART_ARC
(24,5),-2.37016 # DEPENDENCYPART_ARC
(24,6),-1.91906 # DEPENDENCYPART_ARC
(24,7),-3.12199 # DEPENDENCYPART_ARC
(24,8),-1.77394 # DEPENDENCYPART_ARC
(24,9),-1.80363 # DEPENDENCYPART_ARC
(24,10),-1.78781 # DEPENDENCYPART_ARC
(24,11),-2.82242 # DEPENDENCYPART_ARC
(24,12),-1.94619 # DEPENDENCYPART_ARC
(24,13),-2.02949 # DEPENDENCYPART_ARC
(24,14),-2.14571 # DEPENDENCYPART_ARC
(24,15),-1.76266 # DEPENDENCYPART_ARC
(24,16),-1.5198 # DEPENDENCYPART_ARC
(24,17),-1.16343 # DEPENDENCYPART_ARC
(24,18),-1.09845 # DEPENDENCYPART_ARC
(24,19),-1.23516 # DEPENDENCYPART_ARC
(24,20),-1.31051 # DEPENDENCYPART_ARC
(24,21),-0.956672 # DEPENDENCYPART_ARC
(24,22),-1.10436 # DEPENDENCYPART_ARC
(24,23),-1.17877 # DEPENDENCYPART_ARC
(24,25),-0.661396 # DEPENDENCYPART_ARC
(25,1),-3.04177 # DEPENDENCYPART_ARC
(25,2),-2.94267 # DEPENDENCYPART_ARC
(25,3),-3.97313 # DEPENDENCYPART_ARC
(25,4),-2.89285 # DEPENDENCYPART_ARC
(25,5),-3.06176 # DEPENDENCYPART_ARC
(25,6),-2.71492 # DEPENDENCYPART_ARC
(25,7),-3.79267 # DEPENDENCYPART_ARC
(25,8),-2.47244 # DEPENDENCYPART_ARC
(25,9),-2.61412 # DEPENDENCYPART_ARC
(25,10),-2.67881 # DEPENDENCYPART_ARC
(25,11),-3.65763 # DEPENDENCYPART_ARC
(25,12),-2.66484 # DEPENDENCYPART_ARC
(25,13),-2.87041 # DEPENDENCYPART_ARC
(25,14),-2.84105 # DEPENDENCYPART_ARC
(25,15),-2.49531 # DEPENDENCYPART_ARC
(25,16),-2.27066 # DEPENDENCYPART_ARC
(25,17),-1.92293 # DEPENDENCYPART_ARC
(25,18),-1.96257 # DEPENDENCYPART_ARC
(25,19),-1.81151 # DEPENDENCYPART_ARC
(25,20),-2.27984 # DEPENDENCYPART_ARC
(25,21),-1.94356 # DEPENDENCYPART_ARC
(25,22),-1.9988 # DEPENDENCYPART_ARC
(25,23),-2.37214 # DEPENDENCYPART_ARC
(25,24),-1.02126 # DEPENDENCYPART_ARC
