# _root_ A kávéházak és a passzázsokból kialakított bevásárlóudvarok zsúfolásig tömve vannak , mintha csak azt szeretnék bizonyítani , hogy itt Argentínához és Uruguayhoz hasonlóan igen is erős középosztály van .
#goldHeads=2,9,9,5,6,7,9,9,10,0,10,10,16,16,10,15,15,15,28,23,23,23,28,25,28,27,28,14,10,
#predictedHeads=2,10,10,5,6,7,10,10,10,0,10,10,15,16,10,15,15,15,28,28,28,23,28,25,26,27,28,14,15,
(18,1),-1.88039 # DEPENDENCYPART_ARC
(18,2),-2.0034 # DEPENDENCYPART_ARC
(18,3),-1.95924 # DEPENDENCYPART_ARC
(18,4),-1.68594 # DEPENDENCYPART_ARC
(18,5),-1.22154 # DEPENDENCYPART_ARC
(18,6),-0.375193 # DEPENDENCYPART_ARC
(18,7),-1.24503 # DEPENDENCYPART_ARC
(18,8),-0.745052 # DEPENDENCYPART_ARC
(18,9),-0.709239 # DEPENDENCYPART_ARC
(18,10),-1.11826 # DEPENDENCYPART_ARC
(18,11),-0.0433375 # DEPENDENCYPART_ARC
(18,12),-0.240466 # DEPENDENCYPART_ARC
(18,13),0.289573 # DEPENDENCYPART_ARC
(18,14),-0.880655 # DEPENDENCYPART_ARC
(18,15),-0.598049 # DEPENDENCYPART_ARC
(18,16),-0.00261382 # DEPENDENCYPART_ARC
(18,17),1.02547 # DEPENDENCYPART_ARC
(18,19),-0.142218 # DEPENDENCYPART_ARC
(18,20),-0.830069 # DEPENDENCYPART_ARC
(18,21),0.474902 # DEPENDENCYPART_ARC
(18,22),-1.20014 # DEPENDENCYPART_ARC
(18,23),-0.47161 # DEPENDENCYPART_ARC
(18,24),-0.277757 # DEPENDENCYPART_ARC
(18,25),-0.453787 # DEPENDENCYPART_ARC
(18,26),-0.608731 # DEPENDENCYPART_ARC
(18,27),-1.59255 # DEPENDENCYPART_ARC
(18,28),0.558783 # DEPENDENCYPART_ARC
(18,29),1.77555 # DEPENDENCYPART_ARC
(19,1),-2.13823 # DEPENDENCYPART_ARC
(19,2),-1.63841 # DEPENDENCYPART_ARC
(19,3),-1.12686 # DEPENDENCYPART_ARC
(19,4),-2.00319 # DEPENDENCYPART_ARC
(19,5),-1.54403 # DEPENDENCYPART_ARC
(19,6),-1.39938 # DEPENDENCYPART_ARC
(19,7),-1.72315 # DEPENDENCYPART_ARC
(19,8),-1.86151 # DEPENDENCYPART_ARC
(19,9),-1.34738 # DEPENDENCYPART_ARC
(19,10),-0.677402 # DEPENDENCYPART_ARC
(19,11),-0.39414 # DEPENDENCYPART_ARC
(19,12),-0.730591 # DEPENDENCYPART_ARC
(19,13),-0.87708 # DEPENDENCYPART_ARC
(19,14),-1.10193 # DEPENDENCYPART_ARC
(19,15),-0.536079 # DEPENDENCYPART_ARC
(19,16),-0.207496 # DEPENDENCYPART_ARC
(19,17),-0.0857605 # DEPENDENCYPART_ARC
(19,18),0.129001 # DEPENDENCYPART_ARC
(19,20),0.0264596 # DEPENDENCYPART_ARC
(19,21),0.208705 # DEPENDENCYPART_ARC
(19,22),-0.0650493 # DEPENDENCYPART_ARC
(19,23),-0.0577272 # DEPENDENCYPART_ARC
(19,24),-0.157603 # DEPENDENCYPART_ARC
(19,25),-0.438169 # DEPENDENCYPART_ARC
(19,26),-0.395527 # DEPENDENCYPART_ARC
(19,27),-0.658273 # DEPENDENCYPART_ARC
(19,28),-0.120371 # DEPENDENCYPART_ARC
(19,29),0.15849 # DEPENDENCYPART_ARC
(20,1),-2.96362 # DEPENDENCYPART_ARC
(20,2),-4.71895 # DEPENDENCYPART_ARC
(20,3),-1.96664 # DEPENDENCYPART_ARC
(20,4),-1.89057 # DEPENDENCYPART_ARC
(20,5),-5.62462 # DEPENDENCYPART_ARC
(20,6),-1.73637 # DEPENDENCYPART_ARC
(20,7),-3.83753 # DEPENDENCYPART_ARC
(20,8),-4.55127 # DEPENDENCYPART_ARC
(20,9),-1.59412 # DEPENDENCYPART_ARC
(20,10),-2.58069 # DEPENDENCYPART_ARC
(20,11),-1.73178 # DEPENDENCYPART_ARC
(20,12),-1.41142 # DEPENDENCYPART_ARC
(20,13),-1.44111 # DEPENDENCYPART_ARC
(20,14),-2.81735 # DEPENDENCYPART_ARC
(20,15),-1.5062 # DEPENDENCYPART_ARC
(20,16),-0.232601 # DEPENDENCYPART_ARC
(20,17),-0.00273158 # DEPENDENCYPART_ARC
(20,18),-0.254461 # DEPENDENCYPART_ARC
(20,19),0.42859 # DEPENDENCYPART_ARC
(20,21),-0.598509 # DEPENDENCYPART_ARC
(20,22),-0.911326 # DEPENDENCYPART_ARC
(20,23),-0.724151 # DEPENDENCYPART_ARC
(20,24),-0.594865 # DEPENDENCYPART_ARC
(20,25),-0.79253 # DEPENDENCYPART_ARC
(20,26),-0.814966 # DEPENDENCYPART_ARC
(20,27),-1.01744 # DEPENDENCYPART_ARC
(20,28),-1.35439 # DEPENDENCYPART_ARC
(20,29),-0.384043 # DEPENDENCYPART_ARC
(21,1),-1.87164 # DEPENDENCYPART_ARC
(21,2),-1.60739 # DEPENDENCYPART_ARC
(21,3),0.00887201 # DEPENDENCYPART_ARC
(21,4),-1.72168 # DEPENDENCYPART_ARC
(21,5),-1.51994 # DEPENDENCYPART_ARC
(21,6),-0.618197 # DEPENDENCYPART_ARC
(21,7),-1.54679 # DEPENDENCYPART_ARC
(21,8),-1.57637 # DEPENDENCYPART_ARC
(21,9),-0.888279 # DEPENDENCYPART_ARC
(21,10),0.176681 # DEPENDENCYPART_ARC
(21,11),0.782713 # DEPENDENCYPART_ARC
(21,12),0.042742 # DEPENDENCYPART_ARC
(21,13),-0.448485 # DEPENDENCYPART_ARC
(21,14),-1.49437 # DEPENDENCYPART_ARC
(21,15),0.375336 # DEPENDENCYPART_ARC
(21,16),-0.484517 # DEPENDENCYPART_ARC
(21,17),0.844443 # DEPENDENCYPART_ARC
(21,18),0.307852 # DEPENDENCYPART_ARC
(21,19),0.0484217 # DEPENDENCYPART_ARC
(21,20),0.532557 # DEPENDENCYPART_ARC
(21,22),0.16142 # DEPENDENCYPART_ARC
(21,23),-0.00211519 # DEPENDENCYPART_ARC
(21,24),0.203418 # DEPENDENCYPART_ARC
(21,25),0.134499 # DEPENDENCYPART_ARC
(21,26),-0.122463 # DEPENDENCYPART_ARC
(21,27),0.116098 # DEPENDENCYPART_ARC
(21,28),0.153351 # DEPENDENCYPART_ARC
(21,29),0.39634 # DEPENDENCYPART_ARC
(22,1),-2.90956 # DEPENDENCYPART_ARC
(22,2),-4.46261 # DEPENDENCYPART_ARC
(22,3),-2.09858 # DEPENDENCYPART_ARC
(22,4),-1.71745 # DEPENDENCYPART_ARC
(22,5),-5.29945 # DEPENDENCYPART_ARC
(22,6),-1.59916 # DEPENDENCYPART_ARC
(22,7),-3.62576 # DEPENDENCYPART_ARC
(22,8),-4.27512 # DEPENDENCYPART_ARC
(22,9),-1.2953 # DEPENDENCYPART_ARC
(22,10),-2.37474 # DEPENDENCYPART_ARC
(22,11),-1.43239 # DEPENDENCYPART_ARC
(22,12),-1.50487 # DEPENDENCYPART_ARC
(22,13),-1.12628 # DEPENDENCYPART_ARC
(22,14),-3.02749 # DEPENDENCYPART_ARC
(22,15),-1.52472 # DEPENDENCYPART_ARC
(22,16),-0.329406 # DEPENDENCYPART_ARC
(22,17),0.0957504 # DEPENDENCYPART_ARC
(22,18),-0.762898 # DEPENDENCYPART_ARC
(22,19),-0.021219 # DEPENDENCYPART_ARC
(22,20),0.720023 # DEPENDENCYPART_ARC
(22,21),1.04459 # DEPENDENCYPART_ARC
(22,23),-0.137074 # DEPENDENCYPART_ARC
(22,24),-0.308521 # DEPENDENCYPART_ARC
(22,25),-0.324238 # DEPENDENCYPART_ARC
(22,26),-0.245418 # DEPENDENCYPART_ARC
(22,27),-0.0338344 # DEPENDENCYPART_ARC
(22,28),-0.732581 # DEPENDENCYPART_ARC
(22,29),0.0450098 # DEPENDENCYPART_ARC
(23,1),-1.96086 # DEPENDENCYPART_ARC
(23,2),-2.35558 # DEPENDENCYPART_ARC
(23,3),-0.406915 # DEPENDENCYPART_ARC
(23,4),-1.34466 # DEPENDENCYPART_ARC
(23,5),-0.986196 # DEPENDENCYPART_ARC
(23,6),-1.64009 # DEPENDENCYPART_ARC
(23,7),-2.45195 # DEPENDENCYPART_ARC
(23,8),-1.74455 # DEPENDENCYPART_ARC
(23,9),-0.377721 # DEPENDENCYPART_ARC
(23,10),-1.00917 # DEPENDENCYPART_ARC
(23,11),-0.430502 # DEPENDENCYPART_ARC
(23,12),-0.316086 # DEPENDENCYPART_ARC
(23,13),-0.182245 # DEPENDENCYPART_ARC
(23,14),-0.218322 # DEPENDENCYPART_ARC
(23,15),-0.450366 # DEPENDENCYPART_ARC
(23,16),-0.134391 # DEPENDENCYPART_ARC
(23,17),0.490812 # DEPENDENCYPART_ARC
(23,18),0.285103 # DEPENDENCYPART_ARC
(23,19),0.818584 # DEPENDENCYPART_ARC
(23,20),0.997866 # DEPENDENCYPART_ARC
(23,21),1.38893 # DEPENDENCYPART_ARC
(23,22),1.85122 # DEPENDENCYPART_ARC
(23,24),0.0168667 # DEPENDENCYPART_ARC
(23,25),-0.196792 # DEPENDENCYPART_ARC
(23,26),-0.18972 # DEPENDENCYPART_ARC
(23,27),-0.391773 # DEPENDENCYPART_ARC
(23,28),-0.66267 # DEPENDENCYPART_ARC
(23,29),0.187221 # DEPENDENCYPART_ARC
(24,1),-0.0615296 # DEPENDENCYPART_ARC
(24,2),-1.31548 # DEPENDENCYPART_ARC
(24,3),-0.998755 # DEPENDENCYPART_ARC
(24,4),0.0449344 # DEPENDENCYPART_ARC
(24,5),-1.10909 # DEPENDENCYPART_ARC
(24,6),-0.587827 # DEPENDENCYPART_ARC
(24,7),-1.02842 # DEPENDENCYPART_ARC
(24,8),-1.04043 # DEPENDENCYPART_ARC
(24,9),-0.498439 # DEPENDENCYPART_ARC
(24,10),-0.672803 # DEPENDENCYPART_ARC
(24,11),-0.479746 # DEPENDENCYPART_ARC
(24,12),-0.533336 # DEPENDENCYPART_ARC
(24,13),-0.378906 # DEPENDENCYPART_ARC
(24,14),-0.468128 # DEPENDENCYPART_ARC
(24,15),-0.491791 # DEPENDENCYPART_ARC
(24,16),-0.172827 # DEPENDENCYPART_ARC
(24,17),0.0847237 # DEPENDENCYPART_ARC
(24,18),0.100708 # DEPENDENCYPART_ARC
(24,19),0.354894 # DEPENDENCYPART_ARC
(24,20),0.0127865 # DEPENDENCYPART_ARC
(24,21),0.305194 # DEPENDENCYPART_ARC
(24,22),0.438468 # DEPENDENCYPART_ARC
(24,23),1.24416 # DEPENDENCYPART_ARC
(24,25),0.201363 # DEPENDENCYPART_ARC
(24,26),0.0227827 # DEPENDENCYPART_ARC
(24,27),-0.180277 # DEPENDENCYPART_ARC
(24,28),0.000286592 # DEPENDENCYPART_ARC
(24,29),0.229132 # DEPENDENCYPART_ARC
(25,1),0.643668 # DEPENDENCYPART_ARC
(25,2),-0.641167 # DEPENDENCYPART_ARC
(25,3),-0.937006 # DEPENDENCYPART_ARC
(25,4),0.639131 # DEPENDENCYPART_ARC
(25,5),-0.502199 # DEPENDENCYPART_ARC
(25,6),-0.168212 # DEPENDENCYPART_ARC
(25,7),-0.490494 # DEPENDENCYPART_ARC
(25,8),-0.426991 # DEPENDENCYPART_ARC
(25,9),-0.0581172 # DEPENDENCYPART_ARC
(25,10),-0.633562 # DEPENDENCYPART_ARC
(25,11),-0.386748 # DEPENDENCYPART_ARC
(25,12),-0.204395 # DEPENDENCYPART_ARC
(25,13),0.0328582 # DEPENDENCYPART_ARC
(25,14),0.238917 # DEPENDENCYPART_ARC
(25,15),-0.289111 # DEPENDENCYPART_ARC
(25,16),0.0270378 # DEPENDENCYPART_ARC
(25,17),0.477981 # DEPENDENCYPART_ARC
(25,18),0.394444 # DEPENDENCYPART_ARC
(25,19),1.01154 # DEPENDENCYPART_ARC
(25,20),0.548588 # DEPENDENCYPART_ARC
(25,21),0.686161 # DEPENDENCYPART_ARC
(25,22),0.922943 # DEPENDENCYPART_ARC
(25,23),1.33909 # DEPENDENCYPART_ARC
(25,24),2.36486 # DEPENDENCYPART_ARC
(25,26),0.476813 # DEPENDENCYPART_ARC
(25,27),0.470326 # DEPENDENCYPART_ARC
(25,28),0.344825 # DEPENDENCYPART_ARC
(25,29),0.355686 # DEPENDENCYPART_ARC
(26,1),-2.34715 # DEPENDENCYPART_ARC
(26,2),-2.4513 # DEPENDENCYPART_ARC
(26,3),-0.871502 # DEPENDENCYPART_ARC
(26,4),-1.95106 # DEPENDENCYPART_ARC
(26,5),-0.690089 # DEPENDENCYPART_ARC
(26,6),-1.94099 # DEPENDENCYPART_ARC
(26,7),-2.51364 # DEPENDENCYPART_ARC
(26,8),-1.61421 # DEPENDENCYPART_ARC
(26,9),-0.577961 # DEPENDENCYPART_ARC
(26,10),-1.07019 # DEPENDENCYPART_ARC
(26,11),-0.609377 # DEPENDENCYPART_ARC
(26,12),-0.473992 # DEPENDENCYPART_ARC
(26,13),-0.467007 # DEPENDENCYPART_ARC
(26,14),-0.774571 # DEPENDENCYPART_ARC
(26,15),-0.564978 # DEPENDENCYPART_ARC
(26,16),-0.337306 # DEPENDENCYPART_ARC
(26,17),0.275592 # DEPENDENCYPART_ARC
(26,18),0.182035 # DEPENDENCYPART_ARC
(26,19),0.269248 # DEPENDENCYPART_ARC
(26,20),0.789599 # DEPENDENCYPART_ARC
(26,21),0.71468 # DEPENDENCYPART_ARC
(26,22),1.21186 # DEPENDENCYPART_ARC
(26,23),0.668206 # DEPENDENCYPART_ARC
(26,24),1.05443 # DEPENDENCYPART_ARC
(26,25),1.59581 # DEPENDENCYPART_ARC
(26,27),-0.397181 # DEPENDENCYPART_ARC
(26,28),-0.625559 # DEPENDENCYPART_ARC
(26,29),-0.542494 # DEPENDENCYPART_ARC
(27,1),-2.49741 # DEPENDENCYPART_ARC
(27,2),-4.35522 # DEPENDENCYPART_ARC
(27,3),-2.06557 # DEPENDENCYPART_ARC
(27,4),-1.27464 # DEPENDENCYPART_ARC
(27,5),-5.21857 # DEPENDENCYPART_ARC
(27,6),-0.113381 # DEPENDENCYPART_ARC
(27,7),-3.33174 # DEPENDENCYPART_ARC
(27,8),-4.66319 # DEPENDENCYPART_ARC
(27,9),-0.979579 # DEPENDENCYPART_ARC
(27,10),-2.08903 # DEPENDENCYPART_ARC
(27,11),-1.41285 # DEPENDENCYPART_ARC
(27,12),-0.694754 # DEPENDENCYPART_ARC
(27,13),-0.844978 # DEPENDENCYPART_ARC
(27,14),-2.68304 # DEPENDENCYPART_ARC
(27,15),-1.26767 # DEPENDENCYPART_ARC
(27,16),0.302325 # DEPENDENCYPART_ARC
(27,17),0.145595 # DEPENDENCYPART_ARC
(27,18),0.00959345 # DEPENDENCYPART_ARC
(27,19),-0.198223 # DEPENDENCYPART_ARC
(27,20),-0.163426 # DEPENDENCYPART_ARC
(27,21),0.571791 # DEPENDENCYPART_ARC
(27,22),0.223761 # DEPENDENCYPART_ARC
(27,23),-0.606918 # DEPENDENCYPART_ARC
(27,24),0.717998 # DEPENDENCYPART_ARC
(27,25),0.951961 # DEPENDENCYPART_ARC
(27,26),3.33061 # DEPENDENCYPART_ARC
(27,28),-0.106378 # DEPENDENCYPART_ARC
(27,29),-0.383699 # DEPENDENCYPART_ARC
(28,1),-1.42704 # DEPENDENCYPART_ARC
(28,2),-0.881877 # DEPENDENCYPART_ARC
(28,3),-0.319204 # DEPENDENCYPART_ARC
(28,4),-1.42102 # DEPENDENCYPART_ARC
(28,5),-1.07253 # DEPENDENCYPART_ARC
(28,6),-1.92061 # DEPENDENCYPART_ARC
(28,7),-0.697232 # DEPENDENCYPART_ARC
(28,8),-0.364659 # DEPENDENCYPART_ARC
(28,9),-0.146956 # DEPENDENCYPART_ARC
(28,10),-1.46312 # DEPENDENCYPART_ARC
(28,11),0.248483 # DEPENDENCYPART_ARC
(28,12),-0.272131 # DEPENDENCYPART_ARC
(28,13),0.439813 # DEPENDENCYPART_ARC
(28,14),-0.158138 # DEPENDENCYPART_ARC
(28,15),0.322855 # DEPENDENCYPART_ARC
(28,16),-0.233767 # DEPENDENCYPART_ARC
(28,17),0.681448 # DEPENDENCYPART_ARC
(28,18),0.447665 # DEPENDENCYPART_ARC
(28,19),1.58645 # DEPENDENCYPART_ARC
(28,20),1.06657 # DEPENDENCYPART_ARC
(28,21),1.92872 # DEPENDENCYPART_ARC
(28,22),1.02605 # DEPENDENCYPART_ARC
(28,23),1.69304 # DEPENDENCYPART_ARC
(28,24),0.670075 # DEPENDENCYPART_ARC
(28,25),1.3465 # DEPENDENCYPART_ARC
(28,26),0.919621 # DEPENDENCYPART_ARC
(28,27),4.03222 # DEPENDENCYPART_ARC
(28,29),1.98601 # DEPENDENCYPART_ARC
(29,1),-3.63183 # DEPENDENCYPART_ARC
(29,2),-4.67962 # DEPENDENCYPART_ARC
(29,3),-3.5078 # DEPENDENCYPART_ARC
(29,4),-3.56097 # DEPENDENCYPART_ARC
(29,5),-4.59022 # DEPENDENCYPART_ARC
(29,6),-3.78811 # DEPENDENCYPART_ARC
(29,7),-4.57803 # DEPENDENCYPART_ARC
(29,8),-4.51936 # DEPENDENCYPART_ARC
(29,9),-3.4521 # DEPENDENCYPART_ARC
(29,10),-3.46159 # DEPENDENCYPART_ARC
(29,11),-3.01146 # DEPENDENCYPART_ARC
(29,12),-3.07545 # DEPENDENCYPART_ARC
(29,13),-3.28037 # DEPENDENCYPART_ARC
(29,14),-3.46976 # DEPENDENCYPART_ARC
(29,15),-3.34507 # DEPENDENCYPART_ARC
(29,16),-3.23673 # DEPENDENCYPART_ARC
(29,17),-2.77998 # DEPENDENCYPART_ARC
(29,18),-2.87795 # DEPENDENCYPART_ARC
(29,19),-2.97211 # DEPENDENCYPART_ARC
(29,20),-3.81841 # DEPENDENCYPART_ARC
(29,21),-2.69008 # DEPENDENCYPART_ARC
(29,22),-3.73764 # DEPENDENCYPART_ARC
(29,23),-3.08154 # DEPENDENCYPART_ARC
(29,24),-2.76656 # DEPENDENCYPART_ARC
(29,25),-2.62951 # DEPENDENCYPART_ARC
(29,26),-2.67765 # DEPENDENCYPART_ARC
(29,27),-3.00574 # DEPENDENCYPART_ARC
(29,28),-1.49426 # DEPENDENCYPART_ARC
