# _root_ Ő korábban — egyebek között — az Ybl_Bank csődjét okozó Hepta-csoport egyik cégének , a Carbontransz_Rt.-nek volt az elnök-vezérigazgatója ( HVG , 1992. augusztus 1. )
#goldHeads=17,17,17,5,17,17,8,9,10,11,13,13,17,13,16,13,0,19,17,21,17,21,25,25,21,21,
#predictedHeads=5,5,5,5,17,17,8,9,10,11,13,13,17,17,16,17,0,19,17,21,17,17,25,25,17,2,
(20,4),-2.4311 # DEPENDENCYPART_ARC
(20,5),-2.20389 # DEPENDENCYPART_ARC
(20,6),-1.91201 # DEPENDENCYPART_ARC
(20,7),-1.99145 # DEPENDENCYPART_ARC
(20,8),-3.02024 # DEPENDENCYPART_ARC
(20,9),-2.97301 # DEPENDENCYPART_ARC
(20,10),-2.35734 # DEPENDENCYPART_ARC
(20,11),-2.84292 # DEPENDENCYPART_ARC
(20,12),-2.15302 # DEPENDENCYPART_ARC
(20,13),-2.88837 # DEPENDENCYPART_ARC
(20,14),-1.59878 # DEPENDENCYPART_ARC
(20,15),-1.81908 # DEPENDENCYPART_ARC
(20,16),-2.4452 # DEPENDENCYPART_ARC
(20,17),-1.46315 # DEPENDENCYPART_ARC
(20,18),-0.86634 # DEPENDENCYPART_ARC
(20,19),-1.34036 # DEPENDENCYPART_ARC
(20,21),-1.2951 # DEPENDENCYPART_ARC
(20,22),-1.0191 # DEPENDENCYPART_ARC
(20,23),-1.22415 # DEPENDENCYPART_ARC
(20,24),-1.97111 # DEPENDENCYPART_ARC
(20,25),-2.21599 # DEPENDENCYPART_ARC
(20,26),-1.13451 # DEPENDENCYPART_ARC
(21,1),-3.62763 # DEPENDENCYPART_ARC
(21,2),-1.47625 # DEPENDENCYPART_ARC
(21,3),-1.44117 # DEPENDENCYPART_ARC
(21,4),-3.69713 # DEPENDENCYPART_ARC
(21,5),-0.677321 # DEPENDENCYPART_ARC
(21,6),-1.5586 # DEPENDENCYPART_ARC
(21,7),-1.62248 # DEPENDENCYPART_ARC
(21,8),-2.83345 # DEPENDENCYPART_ARC
(21,9),-5.46878 # DEPENDENCYPART_ARC
(21,10),-2.29364 # DEPENDENCYPART_ARC
(21,11),-3.21664 # DEPENDENCYPART_ARC
(21,12),-1.79661 # DEPENDENCYPART_ARC
(21,13),-3.67242 # DEPENDENCYPART_ARC
(21,14),-0.885543 # DEPENDENCYPART_ARC
(21,15),-0.471363 # DEPENDENCYPART_ARC
(21,16),-1.77226 # DEPENDENCYPART_ARC
(21,17),-0.467329 # DEPENDENCYPART_ARC
(21,18),1.41448 # DEPENDENCYPART_ARC
(21,19),-0.0233682 # DEPENDENCYPART_ARC
(21,20),1.30034 # DEPENDENCYPART_ARC
(21,22),1.26133 # DEPENDENCYPART_ARC
(21,23),0.1917 # DEPENDENCYPART_ARC
(21,24),0.522771 # DEPENDENCYPART_ARC
(21,25),0.589033 # DEPENDENCYPART_ARC
(21,26),0.707762 # DEPENDENCYPART_ARC
(22,1),-2.82318 # DEPENDENCYPART_ARC
(22,2),-2.55567 # DEPENDENCYPART_ARC
(22,3),-2.21594 # DEPENDENCYPART_ARC
(22,4),-2.66546 # DEPENDENCYPART_ARC
(22,5),-2.38777 # DEPENDENCYPART_ARC
(22,6),-2.18492 # DEPENDENCYPART_ARC
(22,7),-2.28667 # DEPENDENCYPART_ARC
(22,8),-3.29552 # DEPENDENCYPART_ARC
(22,9),-3.23339 # DEPENDENCYPART_ARC
(22,10),-2.60128 # DEPENDENCYPART_ARC
(22,11),-3.23846 # DEPENDENCYPART_ARC
(22,12),-2.42083 # DEPENDENCYPART_ARC
(22,13),-3.19542 # DEPENDENCYPART_ARC
(22,14),-1.88962 # DEPENDENCYPART_ARC
(22,15),-2.02134 # DEPENDENCYPART_ARC
(22,16),-2.91486 # DEPENDENCYPART_ARC
(22,17),-2.0071 # DEPENDENCYPART_ARC
(22,18),-1.57596 # DEPENDENCYPART_ARC
(22,19),-2.45352 # DEPENDENCYPART_ARC
(22,20),-1.39743 # DEPENDENCYPART_ARC
(22,21),-1.52304 # DEPENDENCYPART_ARC
(22,23),-0.847202 # DEPENDENCYPART_ARC
(22,24),-1.42981 # DEPENDENCYPART_ARC
(22,25),-1.93158 # DEPENDENCYPART_ARC
(22,26),-1.17856 # DEPENDENCYPART_ARC
(23,1),-1.36446 # DEPENDENCYPART_ARC
(23,2),-1.16907 # DEPENDENCYPART_ARC
(23,3),-1.55155 # DEPENDENCYPART_ARC
(23,4),-1.60038 # DEPENDENCYPART_ARC
(23,5),-1.276 # DEPENDENCYPART_ARC
(23,6),-1.52085 # DEPENDENCYPART_ARC
(23,7),-1.03313 # DEPENDENCYPART_ARC
(23,8),-1.8345 # DEPENDENCYPART_ARC
(23,9),-2.93559 # DEPENDENCYPART_ARC
(23,10),-1.84721 # DEPENDENCYPART_ARC
(23,11),-2.02372 # DEPENDENCYPART_ARC
(23,12),-1.00409 # DEPENDENCYPART_ARC
(23,13),-2.23522 # DEPENDENCYPART_ARC
(23,14),-1.50106 # DEPENDENCYPART_ARC
(23,15),-0.749763 # DEPENDENCYPART_ARC
(23,16),-1.43295 # DEPENDENCYPART_ARC
(23,17),-0.648724 # DEPENDENCYPART_ARC
(23,18),-0.411291 # DEPENDENCYPART_ARC
(23,19),-1.1487 # DEPENDENCYPART_ARC
(23,20),0.115271 # DEPENDENCYPART_ARC
(23,21),-0.0890338 # DEPENDENCYPART_ARC
(23,22),0.197649 # DEPENDENCYPART_ARC
(23,24),0.150501 # DEPENDENCYPART_ARC
(23,25),-0.195349 # DEPENDENCYPART_ARC
(23,26),-0.634015 # DEPENDENCYPART_ARC
(24,1),-3.97507 # DEPENDENCYPART_ARC
(24,2),-2.44249 # DEPENDENCYPART_ARC
(24,3),-2.65418 # DEPENDENCYPART_ARC
(24,4),-4.48153 # DEPENDENCYPART_ARC
(24,5),-1.57821 # DEPENDENCYPART_ARC
(24,6),-2.34125 # DEPENDENCYPART_ARC
(24,7),-2.53916 # DEPENDENCYPART_ARC
(24,8),-2.94827 # DEPENDENCYPART_ARC
(24,9),-6.76322 # DEPENDENCYPART_ARC
(24,10),-2.34517 # DEPENDENCYPART_ARC
(24,11),-4.04041 # DEPENDENCYPART_ARC
(24,12),-2.05596 # DEPENDENCYPART_ARC
(24,13),-5.05873 # DEPENDENCYPART_ARC
(24,14),-2.03826 # DEPENDENCYPART_ARC
(24,15),-1.35786 # DEPENDENCYPART_ARC
(24,16),-2.21853 # DEPENDENCYPART_ARC
(24,17),-1.81051 # DEPENDENCYPART_ARC
(24,18),0.16915 # DEPENDENCYPART_ARC
(24,19),-1.96139 # DEPENDENCYPART_ARC
(24,20),-0.543561 # DEPENDENCYPART_ARC
(24,21),-0.508719 # DEPENDENCYPART_ARC
(24,22),-0.452039 # DEPENDENCYPART_ARC
(24,23),1.66748 # DEPENDENCYPART_ARC
(24,25),-0.561247 # DEPENDENCYPART_ARC
(24,26),-0.500906 # DEPENDENCYPART_ARC
(25,1),-3.37874 # DEPENDENCYPART_ARC
(25,2),-1.41922 # DEPENDENCYPART_ARC
(25,3),-1.52393 # DEPENDENCYPART_ARC
(25,4),-3.23719 # DEPENDENCYPART_ARC
(25,5),-0.308536 # DEPENDENCYPART_ARC
(25,6),-1.02144 # DEPENDENCYPART_ARC
(25,7),-2.47202 # DEPENDENCYPART_ARC
(25,8),-0.599847 # DEPENDENCYPART_ARC
(25,9),-6.24235 # DEPENDENCYPART_ARC
(25,10),-1.93071 # DEPENDENCYPART_ARC
(25,11),-1.17447 # DEPENDENCYPART_ARC
(25,12),-1.64672 # DEPENDENCYPART_ARC
(25,13),-3.62007 # DEPENDENCYPART_ARC
(25,14),-0.647061 # DEPENDENCYPART_ARC
(25,15),-1.36069 # DEPENDENCYPART_ARC
(25,16),-1.41082 # DEPENDENCYPART_ARC
(25,17),-1.59059 # DEPENDENCYPART_ARC
(25,18),0.483462 # DEPENDENCYPART_ARC
(25,19),0.499389 # DEPENDENCYPART_ARC
(25,20),0.729747 # DEPENDENCYPART_ARC
(25,21),1.61957 # DEPENDENCYPART_ARC
(25,22),0.869479 # DEPENDENCYPART_ARC
(25,23),2.08382 # DEPENDENCYPART_ARC
(25,24),4.53816 # DEPENDENCYPART_ARC
(25,26),0.276879 # DEPENDENCYPART_ARC
(26,1),-3.43036 # DEPENDENCYPART_ARC
(26,2),-3.20583 # DEPENDENCYPART_ARC
(26,3),-2.97696 # DEPENDENCYPART_ARC
(26,4),-3.39897 # DEPENDENCYPART_ARC
(26,5),-3.06884 # DEPENDENCYPART_ARC
(26,6),-2.73428 # DEPENDENCYPART_ARC
(26,7),-2.89945 # DEPENDENCYPART_ARC
(26,8),-3.93083 # DEPENDENCYPART_ARC
(26,9),-3.86586 # DEPENDENCYPART_ARC
(26,10),-3.17124 # DEPENDENCYPART_ARC
(26,11),-3.88658 # DEPENDENCYPART_ARC
(26,12),-3.08358 # DEPENDENCYPART_ARC
(26,13),-3.68987 # DEPENDENCYPART_ARC
(26,14),-2.53711 # DEPENDENCYPART_ARC
(26,15),-2.71625 # DEPENDENCYPART_ARC
(26,16),-3.59066 # DEPENDENCYPART_ARC
(26,17),-2.64901 # DEPENDENCYPART_ARC
(26,18),-2.34333 # DEPENDENCYPART_ARC
(26,19),-3.27062 # DEPENDENCYPART_ARC
(26,20),-1.99033 # DEPENDENCYPART_ARC
(26,21),-3.05776 # DEPENDENCYPART_ARC
(26,22),-1.97046 # DEPENDENCYPART_ARC
(26,23),-1.98636 # DEPENDENCYPART_ARC
(26,24),-2.45162 # DEPENDENCYPART_ARC
(26,25),-2.14323 # DEPENDENCYPART_ARC
