# _root_ Az internacionális BEK-döntő első mérkőzésén a magyar bajnok 4:2-re győzött , s ha csak ezt tekintjük , a Marczibányi téri visszavágó nem ígér különösebb izgalmakat .
#goldHeads=3,3,5,5,10,8,8,10,10,12,12,0,23,16,16,23,23,21,20,21,23,23,12,25,23,12,
#predictedHeads=3,3,5,5,10,8,8,10,10,12,12,0,23,16,16,12,16,19,21,21,23,23,15,25,23,12,
(20,5),-1.83759 # DEPENDENCYPART_ARC
(20,6),-1.33568 # DEPENDENCYPART_ARC
(20,7),-1.15231 # DEPENDENCYPART_ARC
(20,8),-2.19735 # DEPENDENCYPART_ARC
(20,9),-0.215825 # DEPENDENCYPART_ARC
(20,10),-1.26928 # DEPENDENCYPART_ARC
(20,11),-0.3961 # DEPENDENCYPART_ARC
(20,12),-0.269578 # DEPENDENCYPART_ARC
(20,13),0.149655 # DEPENDENCYPART_ARC
(20,14),-0.237964 # DEPENDENCYPART_ARC
(20,15),-0.405781 # DEPENDENCYPART_ARC
(20,16),0.196301 # DEPENDENCYPART_ARC
(20,17),0.317211 # DEPENDENCYPART_ARC
(20,18),1.0108 # DEPENDENCYPART_ARC
(20,19),2.4157 # DEPENDENCYPART_ARC
(20,21),-0.42783 # DEPENDENCYPART_ARC
(20,22),-0.769068 # DEPENDENCYPART_ARC
(20,23),-0.567535 # DEPENDENCYPART_ARC
(20,24),-1.15456 # DEPENDENCYPART_ARC
(20,25),-2.21193 # DEPENDENCYPART_ARC
(20,26),-0.491095 # DEPENDENCYPART_ARC
(21,1),-1.33026 # DEPENDENCYPART_ARC
(21,2),-0.782909 # DEPENDENCYPART_ARC
(21,3),-3.21722 # DEPENDENCYPART_ARC
(21,4),0.0718196 # DEPENDENCYPART_ARC
(21,5),-5.12837 # DEPENDENCYPART_ARC
(21,6),-0.764596 # DEPENDENCYPART_ARC
(21,7),-0.0499464 # DEPENDENCYPART_ARC
(21,8),-2.45817 # DEPENDENCYPART_ARC
(21,9),-0.37243 # DEPENDENCYPART_ARC
(21,10),-1.01924 # DEPENDENCYPART_ARC
(21,11),-1.1234 # DEPENDENCYPART_ARC
(21,12),-0.121423 # DEPENDENCYPART_ARC
(21,13),0.0773332 # DEPENDENCYPART_ARC
(21,14),-0.431402 # DEPENDENCYPART_ARC
(21,15),-1.37224 # DEPENDENCYPART_ARC
(21,16),-0.583559 # DEPENDENCYPART_ARC
(21,17),0.28457 # DEPENDENCYPART_ARC
(21,18),2.27324 # DEPENDENCYPART_ARC
(21,19),2.56185 # DEPENDENCYPART_ARC
(21,20),4.0167 # DEPENDENCYPART_ARC
(21,22),-0.300526 # DEPENDENCYPART_ARC
(21,23),-0.0446745 # DEPENDENCYPART_ARC
(21,24),-0.610879 # DEPENDENCYPART_ARC
(21,25),-1.39039 # DEPENDENCYPART_ARC
(21,26),0.00684099 # DEPENDENCYPART_ARC
(22,1),-2.10555 # DEPENDENCYPART_ARC
(22,2),-1.22664 # DEPENDENCYPART_ARC
(22,3),-0.805718 # DEPENDENCYPART_ARC
(22,4),-1.35189 # DEPENDENCYPART_ARC
(22,5),-0.61471 # DEPENDENCYPART_ARC
(22,6),-1.63921 # DEPENDENCYPART_ARC
(22,7),-1.22181 # DEPENDENCYPART_ARC
(22,8),-0.944629 # DEPENDENCYPART_ARC
(22,9),-0.872434 # DEPENDENCYPART_ARC
(22,10),-0.526201 # DEPENDENCYPART_ARC
(22,11),-0.193946 # DEPENDENCYPART_ARC
(22,12),-0.451884 # DEPENDENCYPART_ARC
(22,13),0.0418651 # DEPENDENCYPART_ARC
(22,14),0.0783871 # DEPENDENCYPART_ARC
(22,15),-0.782225 # DEPENDENCYPART_ARC
(22,16),-0.330123 # DEPENDENCYPART_ARC
(22,17),-0.0977733 # DEPENDENCYPART_ARC
(22,18),-0.434389 # DEPENDENCYPART_ARC
(22,19),0.437687 # DEPENDENCYPART_ARC
(22,20),-0.0304534 # DEPENDENCYPART_ARC
(22,21),0.744443 # DEPENDENCYPART_ARC
(22,23),0.220725 # DEPENDENCYPART_ARC
(22,24),0.0901547 # DEPENDENCYPART_ARC
(22,25),-0.180656 # DEPENDENCYPART_ARC
(22,26),-0.0483674 # DEPENDENCYPART_ARC
(23,1),-0.892773 # DEPENDENCYPART_ARC
(23,2),-1.58903 # DEPENDENCYPART_ARC
(23,3),-0.0683949 # DEPENDENCYPART_ARC
(23,4),-1.44922 # DEPENDENCYPART_ARC
(23,5),0.365897 # DEPENDENCYPART_ARC
(23,6),-1.17873 # DEPENDENCYPART_ARC
(23,7),-1.35874 # DEPENDENCYPART_ARC
(23,8),-0.231765 # DEPENDENCYPART_ARC
(23,9),0.136042 # DEPENDENCYPART_ARC
(23,10),-0.499256 # DEPENDENCYPART_ARC
(23,11),0.423656 # DEPENDENCYPART_ARC
(23,12),0.97964 # DEPENDENCYPART_ARC
(23,13),1.99605 # DEPENDENCYPART_ARC
(23,14),1.00744 # DEPENDENCYPART_ARC
(23,15),-0.0385906 # DEPENDENCYPART_ARC
(23,16),0.578227 # DEPENDENCYPART_ARC
(23,17),1.57431 # DEPENDENCYPART_ARC
(23,18),-0.51979 # DEPENDENCYPART_ARC
(23,19),2.18127 # DEPENDENCYPART_ARC
(23,20),0.720543 # DEPENDENCYPART_ARC
(23,21),2.94748 # DEPENDENCYPART_ARC
(23,22),3.52584 # DEPENDENCYPART_ARC
(23,24),1.28589 # DEPENDENCYPART_ARC
(23,25),1.97349 # DEPENDENCYPART_ARC
(23,26),1.26225 # DEPENDENCYPART_ARC
(24,1),-2.29647 # DEPENDENCYPART_ARC
(24,2),-3.09806 # DEPENDENCYPART_ARC
(24,3),-4.21102 # DEPENDENCYPART_ARC
(24,4),-3.2245 # DEPENDENCYPART_ARC
(24,5),-3.76502 # DEPENDENCYPART_ARC
(24,6),-2.48385 # DEPENDENCYPART_ARC
(24,7),-2.35321 # DEPENDENCYPART_ARC
(24,8),-3.87497 # DEPENDENCYPART_ARC
(24,9),-1.33588 # DEPENDENCYPART_ARC
(24,10),-2.1679 # DEPENDENCYPART_ARC
(24,11),-1.34168 # DEPENDENCYPART_ARC
(24,12),-1.16223 # DEPENDENCYPART_ARC
(24,13),-0.743606 # DEPENDENCYPART_ARC
(24,14),-1.11322 # DEPENDENCYPART_ARC
(24,15),-1.5027 # DEPENDENCYPART_ARC
(24,16),-1.24153 # DEPENDENCYPART_ARC
(24,17),-0.892575 # DEPENDENCYPART_ARC
(24,18),-1.23378 # DEPENDENCYPART_ARC
(24,19),-1.51619 # DEPENDENCYPART_ARC
(24,20),-1.68151 # DEPENDENCYPART_ARC
(24,21),-2.04464 # DEPENDENCYPART_ARC
(24,22),-0.0333726 # DEPENDENCYPART_ARC
(24,23),-0.110043 # DEPENDENCYPART_ARC
(24,25),-1.7255 # DEPENDENCYPART_ARC
(24,26),-1.12019 # DEPENDENCYPART_ARC
(25,1),-1.93008 # DEPENDENCYPART_ARC
(25,2),-1.18675 # DEPENDENCYPART_ARC
(25,3),-3.72642 # DEPENDENCYPART_ARC
(25,4),-0.996922 # DEPENDENCYPART_ARC
(25,5),-5.42868 # DEPENDENCYPART_ARC
(25,6),-0.909068 # DEPENDENCYPART_ARC
(25,7),-0.499603 # DEPENDENCYPART_ARC
(25,8),-2.87972 # DEPENDENCYPART_ARC
(25,9),-0.452814 # DEPENDENCYPART_ARC
(25,10),-2.24218 # DEPENDENCYPART_ARC
(25,11),-1.06701 # DEPENDENCYPART_ARC
(25,12),0.334106 # DEPENDENCYPART_ARC
(25,13),0.328856 # DEPENDENCYPART_ARC
(25,14),-0.432518 # DEPENDENCYPART_ARC
(25,15),0.338527 # DEPENDENCYPART_ARC
(25,16),-1.10075 # DEPENDENCYPART_ARC
(25,17),-0.35635 # DEPENDENCYPART_ARC
(25,18),0.84508 # DEPENDENCYPART_ARC
(25,19),-0.492635 # DEPENDENCYPART_ARC
(25,20),1.25362 # DEPENDENCYPART_ARC
(25,21),-0.965921 # DEPENDENCYPART_ARC
(25,22),0.772592 # DEPENDENCYPART_ARC
(25,23),-0.0946916 # DEPENDENCYPART_ARC
(25,24),3.77979 # DEPENDENCYPART_ARC
(25,26),0.0298078 # DEPENDENCYPART_ARC
(26,1),-3.42753 # DEPENDENCYPART_ARC
(26,2),-3.67138 # DEPENDENCYPART_ARC
(26,3),-4.58681 # DEPENDENCYPART_ARC
(26,4),-3.55433 # DEPENDENCYPART_ARC
(26,5),-4.47225 # DEPENDENCYPART_ARC
(26,6),-3.27335 # DEPENDENCYPART_ARC
(26,7),-3.52285 # DEPENDENCYPART_ARC
(26,8),-4.4006 # DEPENDENCYPART_ARC
(26,9),-3.25113 # DEPENDENCYPART_ARC
(26,10),-3.44518 # DEPENDENCYPART_ARC
(26,11),-2.97637 # DEPENDENCYPART_ARC
(26,12),-3.02153 # DEPENDENCYPART_ARC
(26,13),-2.97327 # DEPENDENCYPART_ARC
(26,14),-3.16477 # DEPENDENCYPART_ARC
(26,15),-3.3471 # DEPENDENCYPART_ARC
(26,16),-3.19946 # DEPENDENCYPART_ARC
(26,17),-2.67331 # DEPENDENCYPART_ARC
(26,18),-2.90079 # DEPENDENCYPART_ARC
(26,19),-3.87993 # DEPENDENCYPART_ARC
(26,20),-3.09293 # DEPENDENCYPART_ARC
(26,21),-3.71821 # DEPENDENCYPART_ARC
(26,22),-2.5554 # DEPENDENCYPART_ARC
(26,23),-2.35649 # DEPENDENCYPART_ARC
(26,24),-2.19529 # DEPENDENCYPART_ARC
(26,25),-2.57736 # DEPENDENCYPART_ARC
