# _root_ Az előrehaladás akadálymentesnek látszik , amikor — már 1992-ben — jön egy váratlan kitérő : egy tárgyaláson a külföldi partner felfedezi , és pazar állásajánlattal téríti el .
#goldHeads=2,4,4,0,4,11,11,11,11,11,4,14,14,11,4,17,21,20,20,21,23,23,4,25,26,23,26,4,
#predictedHeads=2,4,4,11,4,11,11,11,11,11,21,14,14,11,11,17,21,20,20,21,23,23,0,25,26,23,26,4,
(18,20),-0.525065 # DEPENDENCYPART_ARC
(18,21),-0.943664 # DEPENDENCYPART_ARC
(18,22),-0.394232 # DEPENDENCYPART_ARC
(18,23),-0.905117 # DEPENDENCYPART_ARC
(18,24),-0.872797 # DEPENDENCYPART_ARC
(18,25),-1.65124 # DEPENDENCYPART_ARC
(18,26),-1.35735 # DEPENDENCYPART_ARC
(18,27),-0.969326 # DEPENDENCYPART_ARC
(18,28),-1.45851 # DEPENDENCYPART_ARC
(19,1),-2.34179 # DEPENDENCYPART_ARC
(19,2),-3.91893 # DEPENDENCYPART_ARC
(19,3),-2.62053 # DEPENDENCYPART_ARC
(19,4),-2.25825 # DEPENDENCYPART_ARC
(19,5),-2.15879 # DEPENDENCYPART_ARC
(19,6),-2.32651 # DEPENDENCYPART_ARC
(19,7),-1.68759 # DEPENDENCYPART_ARC
(19,8),-2.0318 # DEPENDENCYPART_ARC
(19,9),-1.60987 # DEPENDENCYPART_ARC
(19,10),-1.39195 # DEPENDENCYPART_ARC
(19,11),-1.74735 # DEPENDENCYPART_ARC
(19,12),-0.724758 # DEPENDENCYPART_ARC
(19,13),-1.9486 # DEPENDENCYPART_ARC
(19,14),-2.74915 # DEPENDENCYPART_ARC
(19,15),-1.02135 # DEPENDENCYPART_ARC
(19,16),-0.420984 # DEPENDENCYPART_ARC
(19,17),-0.630694 # DEPENDENCYPART_ARC
(19,18),0.639498 # DEPENDENCYPART_ARC
(19,20),-0.447102 # DEPENDENCYPART_ARC
(19,21),-0.674625 # DEPENDENCYPART_ARC
(19,22),-0.669536 # DEPENDENCYPART_ARC
(19,23),-1.14144 # DEPENDENCYPART_ARC
(19,24),-1.62028 # DEPENDENCYPART_ARC
(19,25),-1.8875 # DEPENDENCYPART_ARC
(19,26),-1.18041 # DEPENDENCYPART_ARC
(19,27),-1.29075 # DEPENDENCYPART_ARC
(19,28),-0.607902 # DEPENDENCYPART_ARC
(20,1),-1.75093 # DEPENDENCYPART_ARC
(20,2),-3.11573 # DEPENDENCYPART_ARC
(20,3),-4.05165 # DEPENDENCYPART_ARC
(20,4),-2.08924 # DEPENDENCYPART_ARC
(20,5),-1.83283 # DEPENDENCYPART_ARC
(20,6),-0.682929 # DEPENDENCYPART_ARC
(20,7),-1.13205 # DEPENDENCYPART_ARC
(20,8),-0.490775 # DEPENDENCYPART_ARC
(20,9),-2.60403 # DEPENDENCYPART_ARC
(20,10),-0.747363 # DEPENDENCYPART_ARC
(20,11),-1.42494 # DEPENDENCYPART_ARC
(20,12),1.17116 # DEPENDENCYPART_ARC
(20,13),0.297688 # DEPENDENCYPART_ARC
(20,14),-1.64407 # DEPENDENCYPART_ARC
(20,15),-0.790441 # DEPENDENCYPART_ARC
(20,16),1.53389 # DEPENDENCYPART_ARC
(20,17),-1.30849 # DEPENDENCYPART_ARC
(20,18),3.21411 # DEPENDENCYPART_ARC
(20,19),3.94953 # DEPENDENCYPART_ARC
(20,21),-0.240314 # DEPENDENCYPART_ARC
(20,22),-0.46119 # DEPENDENCYPART_ARC
(20,23),-0.544505 # DEPENDENCYPART_ARC
(20,24),-1.06797 # DEPENDENCYPART_ARC
(20,25),-1.50466 # DEPENDENCYPART_ARC
(20,26),-0.958772 # DEPENDENCYPART_ARC
(20,27),-0.816656 # DEPENDENCYPART_ARC
(20,28),0.000471652 # DEPENDENCYPART_ARC
(21,1),-0.726378 # DEPENDENCYPART_ARC
(21,2),-0.123099 # DEPENDENCYPART_ARC
(21,3),0.385322 # DEPENDENCYPART_ARC
(21,4),0.899638 # DEPENDENCYPART_ARC
(21,5),0.355699 # DEPENDENCYPART_ARC
(21,6),0.580767 # DEPENDENCYPART_ARC
(21,7),0.973961 # DEPENDENCYPART_ARC
(21,8),1.20666 # DEPENDENCYPART_ARC
(21,9),1.04153 # DEPENDENCYPART_ARC
(21,10),0.45366 # DEPENDENCYPART_ARC
(21,11),1.21652 # DEPENDENCYPART_ARC
(21,12),0.320678 # DEPENDENCYPART_ARC
(21,13),-0.0308945 # DEPENDENCYPART_ARC
(21,14),1.28674 # DEPENDENCYPART_ARC
(21,15),1.1998 # DEPENDENCYPART_ARC
(21,16),0.450434 # DEPENDENCYPART_ARC
(21,17),2.80159 # DEPENDENCYPART_ARC
(21,18),0.080465 # DEPENDENCYPART_ARC
(21,19),1.03177 # DEPENDENCYPART_ARC
(21,20),4.16515 # DEPENDENCYPART_ARC
(21,22),1.8436 # DEPENDENCYPART_ARC
(21,23),1.13175 # DEPENDENCYPART_ARC
(21,24),0.072585 # DEPENDENCYPART_ARC
(21,25),-0.766044 # DEPENDENCYPART_ARC
(21,26),1.70287 # DEPENDENCYPART_ARC
(21,27),1.06805 # DEPENDENCYPART_ARC
(21,28),2.16834 # DEPENDENCYPART_ARC
(22,1),-3.03482 # DEPENDENCYPART_ARC
(22,2),-3.89654 # DEPENDENCYPART_ARC
(22,3),-3.3103 # DEPENDENCYPART_ARC
(22,4),-3.29338 # DEPENDENCYPART_ARC
(22,5),-2.7087 # DEPENDENCYPART_ARC
(22,6),-3.04001 # DEPENDENCYPART_ARC
(22,7),-2.71369 # DEPENDENCYPART_ARC
(22,8),-2.93062 # DEPENDENCYPART_ARC
(22,9),-3.00301 # DEPENDENCYPART_ARC
(22,10),-2.59585 # DEPENDENCYPART_ARC
(22,11),-3.00596 # DEPENDENCYPART_ARC
(22,12),-2.6089 # DEPENDENCYPART_ARC
(22,13),-3.00601 # DEPENDENCYPART_ARC
(22,14),-3.49975 # DEPENDENCYPART_ARC
(22,15),-2.32908 # DEPENDENCYPART_ARC
(22,16),-2.4267 # DEPENDENCYPART_ARC
(22,17),-3.20747 # DEPENDENCYPART_ARC
(22,18),-2.3271 # DEPENDENCYPART_ARC
(22,19),-2.46919 # DEPENDENCYPART_ARC
(22,20),-2.61915 # DEPENDENCYPART_ARC
(22,21),-1.28726 # DEPENDENCYPART_ARC
(22,23),-1.34749 # DEPENDENCYPART_ARC
(22,24),-1.53352 # DEPENDENCYPART_ARC
(22,25),-2.24699 # DEPENDENCYPART_ARC
(22,26),-1.8113 # DEPENDENCYPART_ARC
(22,27),-1.94847 # DEPENDENCYPART_ARC
(22,28),-1.66724 # DEPENDENCYPART_ARC
(23,1),-0.81269 # DEPENDENCYPART_ARC
(23,2),-0.809248 # DEPENDENCYPART_ARC
(23,3),-0.438763 # DEPENDENCYPART_ARC
(23,4),1.01106 # DEPENDENCYPART_ARC
(23,5),0.813305 # DEPENDENCYPART_ARC
(23,6),-0.90158 # DEPENDENCYPART_ARC
(23,7),0.758201 # DEPENDENCYPART_ARC
(23,8),-0.660631 # DEPENDENCYPART_ARC
(23,9),0.0611404 # DEPENDENCYPART_ARC
(23,10),0.779735 # DEPENDENCYPART_ARC
(23,11),1.1793 # DEPENDENCYPART_ARC
(23,12),-0.778791 # DEPENDENCYPART_ARC
(23,13),-0.698636 # DEPENDENCYPART_ARC
(23,14),-0.640634 # DEPENDENCYPART_ARC
(23,15),0.710776 # DEPENDENCYPART_ARC
(23,16),-0.429505 # DEPENDENCYPART_ARC
(23,17),-0.304258 # DEPENDENCYPART_ARC
(23,18),-0.542186 # DEPENDENCYPART_ARC
(23,19),-0.391752 # DEPENDENCYPART_ARC
(23,20),-0.0372498 # DEPENDENCYPART_ARC
(23,21),2.2635 # DEPENDENCYPART_ARC
(23,22),2.62199 # DEPENDENCYPART_ARC
(23,24),0.493293 # DEPENDENCYPART_ARC
(23,25),0.285238 # DEPENDENCYPART_ARC
(23,26),2.27852 # DEPENDENCYPART_ARC
(23,27),0.120734 # DEPENDENCYPART_ARC
(23,28),2.94902 # DEPENDENCYPART_ARC
(24,1),-2.03311 # DEPENDENCYPART_ARC
(24,2),-3.25028 # DEPENDENCYPART_ARC
(24,3),-2.01133 # DEPENDENCYPART_ARC
(24,4),-1.52707 # DEPENDENCYPART_ARC
(24,5),-1.6263 # DEPENDENCYPART_ARC
(24,6),-1.69926 # DEPENDENCYPART_ARC
(24,7),-1.02133 # DEPENDENCYPART_ARC
(24,8),-1.39651 # DEPENDENCYPART_ARC
(24,9),-1.14544 # DEPENDENCYPART_ARC
(24,10),-0.890818 # DEPENDENCYPART_ARC
(24,11),-1.34075 # DEPENDENCYPART_ARC
(24,12),-0.916666 # DEPENDENCYPART_ARC
(24,13),-1.71616 # DEPENDENCYPART_ARC
(24,14),-2.58863 # DEPENDENCYPART_ARC
(24,15),-0.731954 # DEPENDENCYPART_ARC
(24,16),-0.666138 # DEPENDENCYPART_ARC
(24,17),-0.974062 # DEPENDENCYPART_ARC
(24,18),-0.929867 # DEPENDENCYPART_ARC
(24,19),-0.831756 # DEPENDENCYPART_ARC
(24,20),-1.54349 # DEPENDENCYPART_ARC
(24,21),-0.494481 # DEPENDENCYPART_ARC
(24,22),0.223636 # DEPENDENCYPART_ARC
(24,23),0.585604 # DEPENDENCYPART_ARC
(24,25),-0.444784 # DEPENDENCYPART_ARC
(24,26),-0.364685 # DEPENDENCYPART_ARC
(24,27),-0.831041 # DEPENDENCYPART_ARC
(24,28),-0.323255 # DEPENDENCYPART_ARC
(25,1),-2.36394 # DEPENDENCYPART_ARC
(25,2),-3.41297 # DEPENDENCYPART_ARC
(25,3),-3.6183 # DEPENDENCYPART_ARC
(25,4),-2.69915 # DEPENDENCYPART_ARC
(25,5),-1.89867 # DEPENDENCYPART_ARC
(25,6),-0.878052 # DEPENDENCYPART_ARC
(25,7),-1.09612 # DEPENDENCYPART_ARC
(25,8),-0.651898 # DEPENDENCYPART_ARC
(25,9),-2.8342 # DEPENDENCYPART_ARC
(25,10),-0.795376 # DEPENDENCYPART_ARC
(25,11),-2.18123 # DEPENDENCYPART_ARC
(25,12),0.502168 # DEPENDENCYPART_ARC
(25,13),-0.0577142 # DEPENDENCYPART_ARC
(25,14),-2.88882 # DEPENDENCYPART_ARC
(25,15),-1.62657 # DEPENDENCYPART_ARC
(25,16),0.573303 # DEPENDENCYPART_ARC
(25,17),-2.968 # DEPENDENCYPART_ARC
(25,18),0.917261 # DEPENDENCYPART_ARC
(25,19),1.28162 # DEPENDENCYPART_ARC
(25,20),-0.883104 # DEPENDENCYPART_ARC
(25,21),-0.198301 # DEPENDENCYPART_ARC
(25,22),0.768054 # DEPENDENCYPART_ARC
(25,23),1.5512 # DEPENDENCYPART_ARC
(25,24),3.93101 # DEPENDENCYPART_ARC
(25,26),-0.886308 # DEPENDENCYPART_ARC
(25,27),-0.902695 # DEPENDENCYPART_ARC
(25,28),-0.411056 # DEPENDENCYPART_ARC
(26,1),-0.753713 # DEPENDENCYPART_ARC
(26,2),-0.3316 # DEPENDENCYPART_ARC
(26,3),-0.375982 # DEPENDENCYPART_ARC
(26,4),0.522866 # DEPENDENCYPART_ARC
(26,5),0.261895 # DEPENDENCYPART_ARC
(26,6),-0.105916 # DEPENDENCYPART_ARC
(26,7),1.06883 # DEPENDENCYPART_ARC
(26,8),0.634455 # DEPENDENCYPART_ARC
(26,9),0.612048 # DEPENDENCYPART_ARC
(26,10),0.46543 # DEPENDENCYPART_ARC
(26,11),0.953206 # DEPENDENCYPART_ARC
(26,12),-0.045713 # DEPENDENCYPART_ARC
(26,13),-1.0983 # DEPENDENCYPART_ARC
(26,14),0.342618 # DEPENDENCYPART_ARC
(26,15),0.697735 # DEPENDENCYPART_ARC
(26,16),0.0436633 # DEPENDENCYPART_ARC
(26,17),1.53783 # DEPENDENCYPART_ARC
(26,18),-0.667213 # DEPENDENCYPART_ARC
(26,19),-0.779087 # DEPENDENCYPART_ARC
(26,20),1.8163 # DEPENDENCYPART_ARC
(26,21),0.564536 # DEPENDENCYPART_ARC
(26,22),1.23239 # DEPENDENCYPART_ARC
(26,23),1.02572 # DEPENDENCYPART_ARC
(26,24),0.97538 # DEPENDENCYPART_ARC
(26,25),3.19572 # DEPENDENCYPART_ARC
(26,27),3.43097 # DEPENDENCYPART_ARC
(26,28),2.00845 # DEPENDENCYPART_ARC
(27,1),-2.16328 # DEPENDENCYPART_ARC
(27,2),-1.28565 # DEPENDENCYPART_ARC
(27,3),-0.845207 # DEPENDENCYPART_ARC
(27,4),-0.811809 # DEPENDENCYPART_ARC
(27,5),-1.20032 # DEPENDENCYPART_ARC
(27,6),-1.18885 # DEPENDENCYPART_ARC
(27,7),-0.255478 # DEPENDENCYPART_ARC
(27,8),-0.799363 # DEPENDENCYPART_ARC
(27,9),-0.881005 # DEPENDENCYPART_ARC
(27,10),-0.0811112 # DEPENDENCYPART_ARC
(27,11),-0.979844 # DEPENDENCYPART_ARC
(27,12),-0.993175 # DEPENDENCYPART_ARC
(27,13),-0.44559 # DEPENDENCYPART_ARC
(27,14),-0.763635 # DEPENDENCYPART_ARC
(27,15),-0.676882 # DEPENDENCYPART_ARC
(27,16),-0.736342 # DEPENDENCYPART_ARC
(27,17),-0.116693 # DEPENDENCYPART_ARC
(27,18),-0.837574 # DEPENDENCYPART_ARC
(27,19),-0.332816 # DEPENDENCYPART_ARC
(27,20),-0.0504157 # DEPENDENCYPART_ARC
(27,21),-0.452803 # DEPENDENCYPART_ARC
(27,22),-0.12711 # DEPENDENCYPART_ARC
(27,23),0.195677 # DEPENDENCYPART_ARC
(27,24),0.254819 # DEPENDENCYPART_ARC
(27,25),0.702186 # DEPENDENCYPART_ARC
(27,26),0.641261 # DEPENDENCYPART_ARC
(27,28),0.292873 # DEPENDENCYPART_ARC
(28,1),-3.4424 # DEPENDENCYPART_ARC
(28,2),-4.43473 # DEPENDENCYPART_ARC
(28,3),-3.63536 # DEPENDENCYPART_ARC
(28,4),-3.43837 # DEPENDENCYPART_ARC
(28,5),-3.11683 # DEPENDENCYPART_ARC
(28,6),-3.36312 # DEPENDENCYPART_ARC
(28,7),-3.08106 # DEPENDENCYPART_ARC
(28,8),-3.20636 # DEPENDENCYPART_ARC
(28,9),-3.19798 # DEPENDENCYPART_ARC
(28,10),-2.84865 # DEPENDENCYPART_ARC
(28,11),-3.2508 # DEPENDENCYPART_ARC
(28,12),-3.00795 # DEPENDENCYPART_ARC
(28,13),-3.30847 # DEPENDENCYPART_ARC
(28,14),-4.00604 # DEPENDENCYPART_ARC
(28,15),-2.68463 # DEPENDENCYPART_ARC
(28,16),-2.87361 # DEPENDENCYPART_ARC
(28,17),-3.9244 # DEPENDENCYPART_ARC
(28,18),-2.85112 # DEPENDENCYPART_ARC
(28,19),-3.1171 # DEPENDENCYPART_ARC
(28,20),-3.72048 # DEPENDENCYPART_ARC
(28,21),-2.92406 # DEPENDENCYPART_ARC
(28,22),-2.34557 # DEPENDENCYPART_ARC
(28,23),-2.54932 # DEPENDENCYPART_ARC
(28,24),-2.71162 # DEPENDENCYPART_ARC
(28,25),-3.09391 # DEPENDENCYPART_ARC
(28,26),-1.97188 # DEPENDENCYPART_ARC
(28,27),-1.23818 # DEPENDENCYPART_ARC
