# _root_ Azon fáradozunk , hogy az utánpótlás-nevelésre fordítható öszszeg évről évre emelkedjen , ezzel is segítve a hazai labdarúgás kimozdulását a mély kátyúból .
#goldHeads=2,0,2,2,6,7,8,11,11,11,1,11,15,11,11,18,18,19,15,22,22,15,2,
#predictedHeads=2,0,2,2,6,7,9,9,11,11,1,15,15,15,1,18,18,19,15,22,22,15,2,
(23,1),-3.74794 # DEPENDENCYPART_ARC
(23,2),-3.51391 # DEPENDENCYPART_ARC
(23,3),-2.98855 # DEPENDENCYPART_ARC
(23,4),-3.07824 # DEPENDENCYPART_ARC
(23,5),-3.17216 # DEPENDENCYPART_ARC
(23,6),-4.28391 # DEPENDENCYPART_ARC
(23,7),-3.45432 # DEPENDENCYPART_ARC
(23,8),-3.07684 # DEPENDENCYPART_ARC
(23,9),-4.13452 # DEPENDENCYPART_ARC
(23,10),-4.1394 # DEPENDENCYPART_ARC
(23,11),-2.98087 # DEPENDENCYPART_ARC
(23,12),-2.49266 # DEPENDENCYPART_ARC
(23,13),-2.96902 # DEPENDENCYPART_ARC
(23,14),-2.48866 # DEPENDENCYPART_ARC
(23,15),-2.64626 # DEPENDENCYPART_ARC
(23,16),-2.58249 # DEPENDENCYPART_ARC
(23,17),-2.81347 # DEPENDENCYPART_ARC
(23,18),-3.51577 # DEPENDENCYPART_ARC
(23,19),-3.33567 # DEPENDENCYPART_ARC
(23,20),-2.20219 # DEPENDENCYPART_ARC
(23,21),-2.19529 # DEPENDENCYPART_ARC
(23,22),-2.57736 # DEPENDENCYPART_ARC
