# _root_ A képmutató terminus technicus jelentése , hogy az egyik etnikum fegyveres alakulatai tömegesen elüldözik a másik népcsoport civil lakosságát , hogy egy adott területet a sajátjai számára " megtisztítson " .
#goldHeads=4,4,4,5,7,7,0,10,10,12,12,14,14,7,17,17,19,19,14,14,14,24,24,29,26,27,29,29,14,29,7,
#predictedHeads=3,3,5,5,7,7,0,10,10,12,12,14,14,7,17,17,19,19,14,14,14,24,24,29,26,27,29,29,14,29,14,
(16,24),-0.845479 # DEPENDENCYPART_ARC
(16,25),-1.19997 # DEPENDENCYPART_ARC
(16,26),-0.478971 # DEPENDENCYPART_ARC
(16,27),0.0743917 # DEPENDENCYPART_ARC
(16,28),-0.184782 # DEPENDENCYPART_ARC
(16,29),0.0424746 # DEPENDENCYPART_ARC
(16,30),-0.273677 # DEPENDENCYPART_ARC
(16,31),1.0564 # DEPENDENCYPART_ARC
(17,1),-1.67098 # DEPENDENCYPART_ARC
(17,2),-1.28633 # DEPENDENCYPART_ARC
(17,3),-3.80333 # DEPENDENCYPART_ARC
(17,4),-0.187157 # DEPENDENCYPART_ARC
(17,5),-4.58275 # DEPENDENCYPART_ARC
(17,6),-1.38912 # DEPENDENCYPART_ARC
(17,7),-1.07234 # DEPENDENCYPART_ARC
(17,8),-0.263757 # DEPENDENCYPART_ARC
(17,9),0.348431 # DEPENDENCYPART_ARC
(17,10),-2.78405 # DEPENDENCYPART_ARC
(17,11),-0.361225 # DEPENDENCYPART_ARC
(17,12),-3.42238 # DEPENDENCYPART_ARC
(17,13),-2.56786 # DEPENDENCYPART_ARC
(17,14),-0.32511 # DEPENDENCYPART_ARC
(17,15),2.75158 # DEPENDENCYPART_ARC
(17,16),3.60527 # DEPENDENCYPART_ARC
(17,18),-0.33505 # DEPENDENCYPART_ARC
(17,19),-0.472522 # DEPENDENCYPART_ARC
(17,20),0.221626 # DEPENDENCYPART_ARC
(17,21),-0.398438 # DEPENDENCYPART_ARC
(17,22),-0.588057 # DEPENDENCYPART_ARC
(17,23),-0.88603 # DEPENDENCYPART_ARC
(17,24),-1.13441 # DEPENDENCYPART_ARC
(17,25),-1.01672 # DEPENDENCYPART_ARC
(17,26),-1.24939 # DEPENDENCYPART_ARC
(17,27),0.136181 # DEPENDENCYPART_ARC
(17,28),-0.0320447 # DEPENDENCYPART_ARC
(17,29),-0.983703 # DEPENDENCYPART_ARC
(17,30),-0.462995 # DEPENDENCYPART_ARC
(17,31),0.55839 # DEPENDENCYPART_ARC
(18,1),-1.68466 # DEPENDENCYPART_ARC
(18,2),-1.74446 # DEPENDENCYPART_ARC
(18,3),-2.18695 # DEPENDENCYPART_ARC
(18,4),-0.17929 # DEPENDENCYPART_ARC
(18,5),-2.50566 # DEPENDENCYPART_ARC
(18,6),-0.679954 # DEPENDENCYPART_ARC
(18,7),-0.474964 # DEPENDENCYPART_ARC
(18,8),-0.823117 # DEPENDENCYPART_ARC
(18,9),-0.959877 # DEPENDENCYPART_ARC
(18,10),-0.973003 # DEPENDENCYPART_ARC
(18,11),-1.4007 # DEPENDENCYPART_ARC
(18,12),-1.40766 # DEPENDENCYPART_ARC
(18,13),-0.520707 # DEPENDENCYPART_ARC
(18,14),-0.294615 # DEPENDENCYPART_ARC
(18,15),0.319537 # DEPENDENCYPART_ARC
(18,16),0.620978 # DEPENDENCYPART_ARC
(18,17),1.60275 # DEPENDENCYPART_ARC
(18,19),-0.842806 # DEPENDENCYPART_ARC
(18,20),-0.411138 # DEPENDENCYPART_ARC
(18,21),-0.710706 # DEPENDENCYPART_ARC
(18,22),-0.968544 # DEPENDENCYPART_ARC
(18,23),-1.24423 # DEPENDENCYPART_ARC
(18,24),-1.96695 # DEPENDENCYPART_ARC
(18,25),-1.34259 # DEPENDENCYPART_ARC
(18,26),-2.11302 # DEPENDENCYPART_ARC
(18,27),-0.684944 # DEPENDENCYPART_ARC
(18,28),-0.504225 # DEPENDENCYPART_ARC
(18,29),-1.21894 # DEPENDENCYPART_ARC
(18,30),-0.785421 # DEPENDENCYPART_ARC
(18,31),0.190927 # DEPENDENCYPART_ARC
(19,1),-2.09745 # DEPENDENCYPART_ARC
(19,2),-0.963826 # DEPENDENCYPART_ARC
(19,3),-1.3647 # DEPENDENCYPART_ARC
(19,4),0.0180299 # DEPENDENCYPART_ARC
(19,5),-3.04545 # DEPENDENCYPART_ARC
(19,6),-1.295 # DEPENDENCYPART_ARC
(19,7),-0.935559 # DEPENDENCYPART_ARC
(19,8),-0.515421 # DEPENDENCYPART_ARC
(19,9),0.158159 # DEPENDENCYPART_ARC
(19,10),-0.203968 # DEPENDENCYPART_ARC
(19,11),0.153787 # DEPENDENCYPART_ARC
(19,12),-0.832489 # DEPENDENCYPART_ARC
(19,13),-2.57832 # DEPENDENCYPART_ARC
(19,14),-0.334593 # DEPENDENCYPART_ARC
(19,15),1.5114 # DEPENDENCYPART_ARC
(19,16),1.73623 # DEPENDENCYPART_ARC
(19,17),3.61642 # DEPENDENCYPART_ARC
(19,18),3.80382 # DEPENDENCYPART_ARC
(19,20),-0.00676736 # DEPENDENCYPART_ARC
(19,21),-0.834017 # DEPENDENCYPART_ARC
(19,22),-0.630437 # DEPENDENCYPART_ARC
(19,23),-1.02279 # DEPENDENCYPART_ARC
(19,24),-1.00906 # DEPENDENCYPART_ARC
(19,25),-1.13797 # DEPENDENCYPART_ARC
(19,26),-1.27094 # DEPENDENCYPART_ARC
(19,27),-0.260339 # DEPENDENCYPART_ARC
(19,28),0.0270009 # DEPENDENCYPART_ARC
(19,29),-2.03102 # DEPENDENCYPART_ARC
(19,30),-0.539896 # DEPENDENCYPART_ARC
(19,31),0.33946 # DEPENDENCYPART_ARC
(20,1),-2.85646 # DEPENDENCYPART_ARC
(20,2),-3.30094 # DEPENDENCYPART_ARC
(20,3),-3.90674 # DEPENDENCYPART_ARC
(20,4),-2.8427 # DEPENDENCYPART_ARC
(20,5),-4.02981 # DEPENDENCYPART_ARC
(20,6),-2.62006 # DEPENDENCYPART_ARC
(20,7),-2.63382 # DEPENDENCYPART_ARC
(20,8),-2.69327 # DEPENDENCYPART_ARC
(20,9),-2.99469 # DEPENDENCYPART_ARC
(20,10),-3.59159 # DEPENDENCYPART_ARC
(20,11),-3.05793 # DEPENDENCYPART_ARC
(20,12),-3.56485 # DEPENDENCYPART_ARC
(20,13),-2.97545 # DEPENDENCYPART_ARC
(20,14),-2.57421 # DEPENDENCYPART_ARC
(20,15),-2.24495 # DEPENDENCYPART_ARC
(20,16),-2.27571 # DEPENDENCYPART_ARC
(20,17),-2.78496 # DEPENDENCYPART_ARC
(20,18),-2.04525 # DEPENDENCYPART_ARC
(20,19),-2.10297 # DEPENDENCYPART_ARC
(20,21),-1.37599 # DEPENDENCYPART_ARC
(20,22),-1.68287 # DEPENDENCYPART_ARC
(20,23),-1.80859 # DEPENDENCYPART_ARC
(20,24),-2.42561 # DEPENDENCYPART_ARC
(20,25),-1.93532 # DEPENDENCYPART_ARC
(20,26),-2.81291 # DEPENDENCYPART_ARC
(20,27),-1.80977 # DEPENDENCYPART_ARC
(20,28),-1.68616 # DEPENDENCYPART_ARC
(20,29),-2.04988 # DEPENDENCYPART_ARC
(20,30),-1.7236 # DEPENDENCYPART_ARC
(20,31),-1.8191 # DEPENDENCYPART_ARC
(21,1),-1.62661 # DEPENDENCYPART_ARC
(21,2),-0.382287 # DEPENDENCYPART_ARC
(21,3),-0.477383 # DEPENDENCYPART_ARC
(21,4),0.25094 # DEPENDENCYPART_ARC
(21,5),-0.457629 # DEPENDENCYPART_ARC
(21,6),0.186506 # DEPENDENCYPART_ARC
(21,7),0.633182 # DEPENDENCYPART_ARC
(21,8),-0.459883 # DEPENDENCYPART_ARC
(21,9),0.656302 # DEPENDENCYPART_ARC
(21,10),0.278114 # DEPENDENCYPART_ARC
(21,11),0.210831 # DEPENDENCYPART_ARC
(21,12),0.54022 # DEPENDENCYPART_ARC
(21,13),0.258321 # DEPENDENCYPART_ARC
(21,14),-0.167558 # DEPENDENCYPART_ARC
(21,15),-0.218248 # DEPENDENCYPART_ARC
(21,16),0.869445 # DEPENDENCYPART_ARC
(21,17),1.47865 # DEPENDENCYPART_ARC
(21,18),1.3114 # DEPENDENCYPART_ARC
(21,19),0.893083 # DEPENDENCYPART_ARC
(21,20),1.07045 # DEPENDENCYPART_ARC
(21,22),-0.179892 # DEPENDENCYPART_ARC
(21,23),0.228919 # DEPENDENCYPART_ARC
(21,24),-0.574347 # DEPENDENCYPART_ARC
(21,25),-0.58181 # DEPENDENCYPART_ARC
(21,26),-0.294785 # DEPENDENCYPART_ARC
(21,27),0.171092 # DEPENDENCYPART_ARC
(21,28),0.229508 # DEPENDENCYPART_ARC
(21,29),0.672565 # DEPENDENCYPART_ARC
(21,30),0.310816 # DEPENDENCYPART_ARC
(21,31),1.93427 # DEPENDENCYPART_ARC
(22,1),-2.28126 # DEPENDENCYPART_ARC
(22,2),-2.35566 # DEPENDENCYPART_ARC
(22,3),-3.31565 # DEPENDENCYPART_ARC
(22,4),-2.13324 # DEPENDENCYPART_ARC
(22,5),-3.48829 # DEPENDENCYPART_ARC
(22,6),-1.78795 # DEPENDENCYPART_ARC
(22,7),-2.0392 # DEPENDENCYPART_ARC
(22,8),-1.99854 # DEPENDENCYPART_ARC
(22,9),-2.54238 # DEPENDENCYPART_ARC
(22,10),-3.11718 # DEPENDENCYPART_ARC
(22,11),-2.19776 # DEPENDENCYPART_ARC
(22,12),-3.1202 # DEPENDENCYPART_ARC
(22,13),-2.12868 # DEPENDENCYPART_ARC
(22,14),-1.90362 # DEPENDENCYPART_ARC
(22,15),-1.53108 # DEPENDENCYPART_ARC
(22,16),-2.0246 # DEPENDENCYPART_ARC
(22,17),-2.44328 # DEPENDENCYPART_ARC
(22,18),-1.54023 # DEPENDENCYPART_ARC
(22,19),-2.31378 # DEPENDENCYPART_ARC
(22,20),-1.09047 # DEPENDENCYPART_ARC
(22,21),-0.472686 # DEPENDENCYPART_ARC
(22,23),0.561733 # DEPENDENCYPART_ARC
(22,24),-0.395171 # DEPENDENCYPART_ARC
(22,25),-0.55686 # DEPENDENCYPART_ARC
(22,26),-1.04601 # DEPENDENCYPART_ARC
(22,27),-0.539408 # DEPENDENCYPART_ARC
(22,28),-0.210491 # DEPENDENCYPART_ARC
(22,29),-0.717299 # DEPENDENCYPART_ARC
(22,30),-0.331997 # DEPENDENCYPART_ARC
(22,31),-0.858376 # DEPENDENCYPART_ARC
(23,1),-2.51178 # DEPENDENCYPART_ARC
(23,2),-2.68415 # DEPENDENCYPART_ARC
(23,3),-3.54871 # DEPENDENCYPART_ARC
(23,4),-0.82084 # DEPENDENCYPART_ARC
(23,5),-3.90228 # DEPENDENCYPART_ARC
(23,6),-1.64957 # DEPENDENCYPART_ARC
(23,7),-1.21483 # DEPENDENCYPART_ARC
(23,8),-1.54258 # DEPENDENCYPART_ARC
(23,9),-2.10118 # DEPENDENCYPART_ARC
(23,10),-2.51813 # DEPENDENCYPART_ARC
(23,11),-2.33527 # DEPENDENCYPART_ARC
(23,12),-3.04597 # DEPENDENCYPART_ARC
(23,13),-1.50941 # DEPENDENCYPART_ARC
(23,14),-1.1281 # DEPENDENCYPART_ARC
(23,15),-0.924993 # DEPENDENCYPART_ARC
(23,16),-1.2146 # DEPENDENCYPART_ARC
(23,17),-1.28992 # DEPENDENCYPART_ARC
(23,18),-1.33451 # DEPENDENCYPART_ARC
(23,19),-1.14227 # DEPENDENCYPART_ARC
(23,20),-0.177162 # DEPENDENCYPART_ARC
(23,21),-0.349948 # DEPENDENCYPART_ARC
(23,22),1.6894 # DEPENDENCYPART_ARC
(23,24),-0.733494 # DEPENDENCYPART_ARC
(23,25),-1.10474 # DEPENDENCYPART_ARC
(23,26),-1.40754 # DEPENDENCYPART_ARC
(23,27),-0.475272 # DEPENDENCYPART_ARC
(23,28),-0.422447 # DEPENDENCYPART_ARC
(23,29),-0.989085 # DEPENDENCYPART_ARC
(23,30),-0.607203 # DEPENDENCYPART_ARC
(23,31),-0.0451699 # DEPENDENCYPART_ARC
(24,1),-3.31496 # DEPENDENCYPART_ARC
(24,2),-2.1743 # DEPENDENCYPART_ARC
(24,3),-4.74654 # DEPENDENCYPART_ARC
(24,4),-0.780781 # DEPENDENCYPART_ARC
(24,5),-5.72303 # DEPENDENCYPART_ARC
(24,6),-2.84197 # DEPENDENCYPART_ARC
(24,7),-2.06894 # DEPENDENCYPART_ARC
(24,8),-1.40193 # DEPENDENCYPART_ARC
(24,9),-1.05151 # DEPENDENCYPART_ARC
(24,10),-3.56703 # DEPENDENCYPART_ARC
(24,11),-0.939964 # DEPENDENCYPART_ARC
(24,12),-4.48532 # DEPENDENCYPART_ARC
(24,13),-3.32224 # DEPENDENCYPART_ARC
(24,14),-1.75802 # DEPENDENCYPART_ARC
(24,15),0.149749 # DEPENDENCYPART_ARC
(24,16),0.0913524 # DEPENDENCYPART_ARC
(24,17),-0.977307 # DEPENDENCYPART_ARC
(24,18),0.674966 # DEPENDENCYPART_ARC
(24,19),-3.12014 # DEPENDENCYPART_ARC
(24,20),-0.554865 # DEPENDENCYPART_ARC
(24,21),-0.542366 # DEPENDENCYPART_ARC
(24,22),3.34946 # DEPENDENCYPART_ARC
(24,23),3.65855 # DEPENDENCYPART_ARC
(24,25),-0.313541 # DEPENDENCYPART_ARC
(24,26),-0.385498 # DEPENDENCYPART_ARC
(24,27),0.537546 # DEPENDENCYPART_ARC
(24,28),0.884889 # DEPENDENCYPART_ARC
(24,29),-0.591228 # DEPENDENCYPART_ARC
(24,30),0.438228 # DEPENDENCYPART_ARC
(24,31),0.643734 # DEPENDENCYPART_ARC
(25,1),-2.28562 # DEPENDENCYPART_ARC
(25,2),-2.25573 # DEPENDENCYPART_ARC
(25,3),-3.61966 # DEPENDENCYPART_ARC
(25,4),-2.13877 # DEPENDENCYPART_ARC
(25,5),-3.81282 # DEPENDENCYPART_ARC
(25,6),-1.63894 # DEPENDENCYPART_ARC
(25,7),-1.95843 # DEPENDENCYPART_ARC
(25,8),-1.97769 # DEPENDENCYPART_ARC
(25,9),-2.82768 # DEPENDENCYPART_ARC
(25,10),-3.35907 # DEPENDENCYPART_ARC
(25,11),-2.12013 # DEPENDENCYPART_ARC
(25,12),-3.51499 # DEPENDENCYPART_ARC
(25,13),-2.06964 # DEPENDENCYPART_ARC
(25,14),-2.21702 # DEPENDENCYPART_ARC
(25,15),-1.55393 # DEPENDENCYPART_ARC
(25,16),-2.33278 # DEPENDENCYPART_ARC
(25,17),-2.76873 # DEPENDENCYPART_ARC
(25,18),-1.65593 # DEPENDENCYPART_ARC
(25,19),-2.99921 # DEPENDENCYPART_ARC
(25,20),-1.1688 # DEPENDENCYPART_ARC
(25,21),-1.1825 # DEPENDENCYPART_ARC
(25,22),-1.03692 # DEPENDENCYPART_ARC
(25,23),-1.12176 # DEPENDENCYPART_ARC
(25,24),-1.38668 # DEPENDENCYPART_ARC
(25,26),-0.574843 # DEPENDENCYPART_ARC
(25,27),-0.466399 # DEPENDENCYPART_ARC
(25,28),-0.235072 # DEPENDENCYPART_ARC
(25,29),-0.996318 # DEPENDENCYPART_ARC
(25,30),-0.447067 # DEPENDENCYPART_ARC
(25,31),-1.03269 # DEPENDENCYPART_ARC
(26,1),-5.39213 # DEPENDENCYPART_ARC
(26,2),-4.5209 # DEPENDENCYPART_ARC
(26,3),-4.14678 # DEPENDENCYPART_ARC
(26,4),-1.46761 # DEPENDENCYPART_ARC
(26,5),-5.66376 # DEPENDENCYPART_ARC
(26,6),-2.80838 # DEPENDENCYPART_ARC
(26,7),-2.70156 # DEPENDENCYPART_ARC
(26,8),-3.74053 # DEPENDENCYPART_ARC
(26,9),-2.31016 # DEPENDENCYPART_ARC
(26,10),-3.14177 # DEPENDENCYPART_ARC
(26,11),-3.58253 # DEPENDENCYPART_ARC
(26,12),-3.71586 # DEPENDENCYPART_ARC
(26,13),-6.25115 # DEPENDENCYPART_ARC
(26,14),-2.40245 # DEPENDENCYPART_ARC
(26,15),-2.22621 # DEPENDENCYPART_ARC
(26,16),-1.14841 # DEPENDENCYPART_ARC
(26,17),-0.541083 # DEPENDENCYPART_ARC
(26,18),-1.97083 # DEPENDENCYPART_ARC
(26,19),-4.51704 # DEPENDENCYPART_ARC
(26,20),-0.776004 # DEPENDENCYPART_ARC
(26,21),-1.46727 # DEPENDENCYPART_ARC
(26,22),-0.0031796 # DEPENDENCYPART_ARC
(26,23),-0.488518 # DEPENDENCYPART_ARC
(26,24),-1.30663 # DEPENDENCYPART_ARC
(26,25),2.39321 # DEPENDENCYPART_ARC
(26,27),-0.380084 # DEPENDENCYPART_ARC
(26,28),-0.0488221 # DEPENDENCYPART_ARC
(26,29),-2.10855 # DEPENDENCYPART_ARC
(26,30),-0.375704 # DEPENDENCYPART_ARC
(26,31),-0.658336 # DEPENDENCYPART_ARC
(27,1),-0.841844 # DEPENDENCYPART_ARC
(27,2),-1.00729 # DEPENDENCYPART_ARC
(27,3),-3.00111 # DEPENDENCYPART_ARC
(27,4),-0.382217 # DEPENDENCYPART_ARC
(27,5),-2.72979 # DEPENDENCYPART_ARC
(27,6),-0.851828 # DEPENDENCYPART_ARC
(27,7),-2.23756 # DEPENDENCYPART_ARC
(27,8),-0.96509 # DEPENDENCYPART_ARC
(27,9),-1.99269 # DEPENDENCYPART_ARC
(27,10),-2.21236 # DEPENDENCYPART_ARC
(27,11),-0.938816 # DEPENDENCYPART_ARC
(27,12),-2.12849 # DEPENDENCYPART_ARC
(27,13),-0.774577 # DEPENDENCYPART_ARC
(27,14),-0.685077 # DEPENDENCYPART_ARC
(27,15),-0.307704 # DEPENDENCYPART_ARC
(27,16),-0.992568 # DEPENDENCYPART_ARC
(27,17),-0.612545 # DEPENDENCYPART_ARC
(27,18),-0.476059 # DEPENDENCYPART_ARC
(27,19),-0.279672 # DEPENDENCYPART_ARC
(27,20),0.404488 # DEPENDENCYPART_ARC
(27,21),0.0393181 # DEPENDENCYPART_ARC
(27,22),0.00469463 # DEPENDENCYPART_ARC
(27,23),0.0486486 # DEPENDENCYPART_ARC
(27,24),0.223248 # DEPENDENCYPART_ARC
(27,25),0.944267 # DEPENDENCYPART_ARC
(27,26),3.82714 # DEPENDENCYPART_ARC
(27,28),0.491896 # DEPENDENCYPART_ARC
(27,29),0.327344 # DEPENDENCYPART_ARC
(27,30),0.362538 # DEPENDENCYPART_ARC
(27,31),0.115769 # DEPENDENCYPART_ARC
(28,1),-2.50534 # DEPENDENCYPART_ARC
(28,2),-2.81066 # DEPENDENCYPART_ARC
(28,3),-3.35613 # DEPENDENCYPART_ARC
(28,4),-2.42523 # DEPENDENCYPART_ARC
(28,5),-3.40585 # DEPENDENCYPART_ARC
(28,6),-2.38986 # DEPENDENCYPART_ARC
(28,7),-2.38413 # DEPENDENCYPART_ARC
(28,8),-2.24726 # DEPENDENCYPART_ARC
(28,9),-2.52108 # DEPENDENCYPART_ARC
(28,10),-3.15648 # DEPENDENCYPART_ARC
(28,11),-2.60638 # DEPENDENCYPART_ARC
(28,12),-3.14117 # DEPENDENCYPART_ARC
(28,13),-2.60665 # DEPENDENCYPART_ARC
(28,14),-2.17879 # DEPENDENCYPART_ARC
(28,15),-1.77414 # DEPENDENCYPART_ARC
(28,16),-2.09075 # DEPENDENCYPART_ARC
(28,17),-2.76952 # DEPENDENCYPART_ARC
(28,18),-2.20064 # DEPENDENCYPART_ARC
(28,19),-2.71416 # DEPENDENCYPART_ARC
(28,20),-1.50745 # DEPENDENCYPART_ARC
(28,21),-1.46952 # DEPENDENCYPART_ARC
(28,22),-1.55574 # DEPENDENCYPART_ARC
(28,23),-1.97304 # DEPENDENCYPART_ARC
(28,24),-2.23998 # DEPENDENCYPART_ARC
(28,25),-1.25936 # DEPENDENCYPART_ARC
(28,26),-1.79039 # DEPENDENCYPART_ARC
(28,27),-0.621074 # DEPENDENCYPART_ARC
(28,29),-0.701898 # DEPENDENCYPART_ARC
(28,30),-0.821103 # DEPENDENCYPART_ARC
(28,31),-1.01327 # DEPENDENCYPART_ARC
(29,1),-0.99549 # DEPENDENCYPART_ARC
(29,2),-1.60265 # DEPENDENCYPART_ARC
(29,3),-0.711094 # DEPENDENCYPART_ARC
(29,4),0.14244 # DEPENDENCYPART_ARC
(29,5),-1.3158 # DEPENDENCYPART_ARC
(29,6),-0.0550828 # DEPENDENCYPART_ARC
(29,7),0.574854 # DEPENDENCYPART_ARC
(29,8),-0.594655 # DEPENDENCYPART_ARC
(29,9),-1.47044 # DEPENDENCYPART_ARC
(29,10),-0.288824 # DEPENDENCYPART_ARC
(29,11),-0.834902 # DEPENDENCYPART_ARC
(29,12),-0.647067 # DEPENDENCYPART_ARC
(29,13),0.8952 # DEPENDENCYPART_ARC
(29,14),0.555569 # DEPENDENCYPART_ARC
(29,15),-0.357493 # DEPENDENCYPART_ARC
(29,16),-0.274875 # DEPENDENCYPART_ARC
(29,17),0.513309 # DEPENDENCYPART_ARC
(29,18),-0.108982 # DEPENDENCYPART_ARC
(29,19),0.0374086 # DEPENDENCYPART_ARC
(29,20),1.04193 # DEPENDENCYPART_ARC
(29,21),0.857489 # DEPENDENCYPART_ARC
(29,22),0.43315 # DEPENDENCYPART_ARC
(29,23),0.333469 # DEPENDENCYPART_ARC
(29,24),1.62317 # DEPENDENCYPART_ARC
(29,25),-0.00114359 # DEPENDENCYPART_ARC
(29,26),1.01018 # DEPENDENCYPART_ARC
(29,27),1.72318 # DEPENDENCYPART_ARC
(29,28),1.84995 # DEPENDENCYPART_ARC
(29,30),1.43339 # DEPENDENCYPART_ARC
(29,31),1.90243 # DEPENDENCYPART_ARC
(30,1),-2.50257 # DEPENDENCYPART_ARC
(30,2),-2.86004 # DEPENDENCYPART_ARC
(30,3),-3.43358 # DEPENDENCYPART_ARC
(30,4),-2.41034 # DEPENDENCYPART_ARC
(30,5),-3.42344 # DEPENDENCYPART_ARC
(30,6),-2.36759 # DEPENDENCYPART_ARC
(30,7),-2.39363 # DEPENDENCYPART_ARC
(30,8),-2.38673 # DEPENDENCYPART_ARC
(30,9),-2.65148 # DEPENDENCYPART_ARC
(30,10),-3.17264 # DEPENDENCYPART_ARC
(30,11),-2.64478 # DEPENDENCYPART_ARC
(30,12),-3.17353 # DEPENDENCYPART_ARC
(30,13),-2.59015 # DEPENDENCYPART_ARC
(30,14),-2.45621 # DEPENDENCYPART_ARC
(30,15),-2.07343 # DEPENDENCYPART_ARC
(30,16),-2.3038 # DEPENDENCYPART_ARC
(30,17),-2.90863 # DEPENDENCYPART_ARC
(30,18),-2.40543 # DEPENDENCYPART_ARC
(30,19),-3.01276 # DEPENDENCYPART_ARC
(30,20),-1.75515 # DEPENDENCYPART_ARC
(30,21),-1.72766 # DEPENDENCYPART_ARC
(30,22),-1.84892 # DEPENDENCYPART_ARC
(30,23),-2.24212 # DEPENDENCYPART_ARC
(30,24),-2.59552 # DEPENDENCYPART_ARC
(30,25),-1.78461 # DEPENDENCYPART_ARC
(30,26),-2.35381 # DEPENDENCYPART_ARC
(30,27),-1.43812 # DEPENDENCYPART_ARC
(30,28),-1.46887 # DEPENDENCYPART_ARC
(30,29),-0.576478 # DEPENDENCYPART_ARC
(30,31),-0.685011 # DEPENDENCYPART_ARC
(31,1),-3.10296 # DEPENDENCYPART_ARC
(31,2),-3.35849 # DEPENDENCYPART_ARC
(31,3),-4.15422 # DEPENDENCYPART_ARC
(31,4),-3.02684 # DEPENDENCYPART_ARC
(31,5),-4.03451 # DEPENDENCYPART_ARC
(31,6),-2.87529 # DEPENDENCYPART_ARC
(31,7),-2.98139 # DEPENDENCYPART_ARC
(31,8),-2.98943 # DEPENDENCYPART_ARC
(31,9),-3.2944 # DEPENDENCYPART_ARC
(31,10),-3.99043 # DEPENDENCYPART_ARC
(31,11),-3.15116 # DEPENDENCYPART_ARC
(31,12),-3.88966 # DEPENDENCYPART_ARC
(31,13),-3.12565 # DEPENDENCYPART_ARC
(31,14),-2.92471 # DEPENDENCYPART_ARC
(31,15),-2.70864 # DEPENDENCYPART_ARC
(31,16),-2.9882 # DEPENDENCYPART_ARC
(31,17),-3.63208 # DEPENDENCYPART_ARC
(31,18),-2.88716 # DEPENDENCYPART_ARC
(31,19),-3.62333 # DEPENDENCYPART_ARC
(31,20),-2.33469 # DEPENDENCYPART_ARC
(31,21),-2.34102 # DEPENDENCYPART_ARC
(31,22),-2.47406 # DEPENDENCYPART_ARC
(31,23),-2.7489 # DEPENDENCYPART_ARC
(31,24),-3.34271 # DEPENDENCYPART_ARC
(31,25),-2.33837 # DEPENDENCYPART_ARC
(31,26),-3.16432 # DEPENDENCYPART_ARC
(31,27),-2.14435 # DEPENDENCYPART_ARC
(31,28),-1.86998 # DEPENDENCYPART_ARC
(31,29),-1.7047 # DEPENDENCYPART_ARC
(31,30),-1.02121 # DEPENDENCYPART_ARC
