# _root_ Az ezredfordulón nemcsak a közlekedés és a hírközlés , de a háztartás , a munka és a szórakozás tempója is a sokszorosa a száz évvel ezelőttinek .
#goldHeads=2,20,20,5,6,20,8,6,20,20,12,19,19,15,19,19,18,19,20,0,22,20,26,25,26,20,20,
#predictedHeads=2,3,10,5,6,10,8,6,10,0,12,10,16,15,19,19,18,19,20,26,22,20,25,25,26,10,10,
(19,10),-0.295046 # DEPENDENCYPART_ARC
(19,11),-1.60006 # DEPENDENCYPART_ARC
(19,12),-0.292022 # DEPENDENCYPART_ARC
(19,13),-0.0823049 # DEPENDENCYPART_ARC
(19,14),-0.748908 # DEPENDENCYPART_ARC
(19,15),1.50079 # DEPENDENCYPART_ARC
(19,16),1.21497 # DEPENDENCYPART_ARC
(19,17),1.53647 # DEPENDENCYPART_ARC
(19,18),4.10815 # DEPENDENCYPART_ARC
(19,20),-0.757623 # DEPENDENCYPART_ARC
(19,21),-1.40388 # DEPENDENCYPART_ARC
(19,22),-1.3411 # DEPENDENCYPART_ARC
(19,23),-1.46633 # DEPENDENCYPART_ARC
(19,24),-0.935143 # DEPENDENCYPART_ARC
(19,25),-1.61843 # DEPENDENCYPART_ARC
(19,26),-1.82632 # DEPENDENCYPART_ARC
(19,27),-0.436136 # DEPENDENCYPART_ARC
(20,1),-1.08985 # DEPENDENCYPART_ARC
(20,2),-0.957178 # DEPENDENCYPART_ARC
(20,3),0.178351 # DEPENDENCYPART_ARC
(20,4),-1.78925 # DEPENDENCYPART_ARC
(20,5),-0.983929 # DEPENDENCYPART_ARC
(20,6),-0.773667 # DEPENDENCYPART_ARC
(20,7),-1.55859 # DEPENDENCYPART_ARC
(20,8),-0.647488 # DEPENDENCYPART_ARC
(20,9),-0.316972 # DEPENDENCYPART_ARC
(20,10),0.617916 # DEPENDENCYPART_ARC
(20,11),-1.27863 # DEPENDENCYPART_ARC
(20,12),-0.348946 # DEPENDENCYPART_ARC
(20,13),-0.196648 # DEPENDENCYPART_ARC
(20,14),-0.877397 # DEPENDENCYPART_ARC
(20,15),-0.462677 # DEPENDENCYPART_ARC
(20,16),-0.0780309 # DEPENDENCYPART_ARC
(20,17),-0.54734 # DEPENDENCYPART_ARC
(20,18),-0.0967048 # DEPENDENCYPART_ARC
(20,19),0.326521 # DEPENDENCYPART_ARC
(20,21),-0.551341 # DEPENDENCYPART_ARC
(20,22),0.572272 # DEPENDENCYPART_ARC
(20,23),-0.771073 # DEPENDENCYPART_ARC
(20,24),-0.470027 # DEPENDENCYPART_ARC
(20,25),-0.263697 # DEPENDENCYPART_ARC
(20,26),-0.690097 # DEPENDENCYPART_ARC
(20,27),0.339037 # DEPENDENCYPART_ARC
(21,1),-1.31329 # DEPENDENCYPART_ARC
(21,2),-2.62078 # DEPENDENCYPART_ARC
(21,3),-1.27402 # DEPENDENCYPART_ARC
(21,4),-1.25859 # DEPENDENCYPART_ARC
(21,5),-2.63389 # DEPENDENCYPART_ARC
(21,6),-1.20678 # DEPENDENCYPART_ARC
(21,7),-1.17436 # DEPENDENCYPART_ARC
(21,8),-2.51059 # DEPENDENCYPART_ARC
(21,9),-0.540151 # DEPENDENCYPART_ARC
(21,10),-1.01456 # DEPENDENCYPART_ARC
(21,11),-1.07881 # DEPENDENCYPART_ARC
(21,12),-2.31773 # DEPENDENCYPART_ARC
(21,13),-0.620128 # DEPENDENCYPART_ARC
(21,14),-0.95201 # DEPENDENCYPART_ARC
(21,15),-2.14734 # DEPENDENCYPART_ARC
(21,16),-0.897956 # DEPENDENCYPART_ARC
(21,17),-0.767262 # DEPENDENCYPART_ARC
(21,18),-1.71387 # DEPENDENCYPART_ARC
(21,19),-1.84406 # DEPENDENCYPART_ARC
(21,20),0.0707524 # DEPENDENCYPART_ARC
(21,22),-0.459212 # DEPENDENCYPART_ARC
(21,23),-0.498214 # DEPENDENCYPART_ARC
(21,24),-0.240108 # DEPENDENCYPART_ARC
(21,25),-0.988562 # DEPENDENCYPART_ARC
(21,26),-0.703611 # DEPENDENCYPART_ARC
(21,27),-1.22721 # DEPENDENCYPART_ARC
(22,1),-5.14267 # DEPENDENCYPART_ARC
(22,2),-4.35013 # DEPENDENCYPART_ARC
(22,3),-2.57763 # DEPENDENCYPART_ARC
(22,4),-4.51168 # DEPENDENCYPART_ARC
(22,5),-1.55385 # DEPENDENCYPART_ARC
(22,6),-1.96273 # DEPENDENCYPART_ARC
(22,7),-3.47262 # DEPENDENCYPART_ARC
(22,8),-1.56595 # DEPENDENCYPART_ARC
(22,9),-1.56039 # DEPENDENCYPART_ARC
(22,10),-1.66848 # DEPENDENCYPART_ARC
(22,11),-2.40274 # DEPENDENCYPART_ARC
(22,12),-1.17625 # DEPENDENCYPART_ARC
(22,13),-1.10787 # DEPENDENCYPART_ARC
(22,14),-1.73906 # DEPENDENCYPART_ARC
(22,15),-0.0513358 # DEPENDENCYPART_ARC
(22,16),-0.658772 # DEPENDENCYPART_ARC
(22,17),-0.465259 # DEPENDENCYPART_ARC
(22,18),1.05955 # DEPENDENCYPART_ARC
(22,19),-0.251593 # DEPENDENCYPART_ARC
(22,20),-0.513829 # DEPENDENCYPART_ARC
(22,21),2.62044 # DEPENDENCYPART_ARC
(22,23),-0.608088 # DEPENDENCYPART_ARC
(22,24),-0.20011 # DEPENDENCYPART_ARC
(22,25),-0.265631 # DEPENDENCYPART_ARC
(22,26),-0.983609 # DEPENDENCYPART_ARC
(22,27),0.00110714 # DEPENDENCYPART_ARC
(23,1),-1.62391 # DEPENDENCYPART_ARC
(23,2),-2.91302 # DEPENDENCYPART_ARC
(23,3),-1.33307 # DEPENDENCYPART_ARC
(23,4),-1.45964 # DEPENDENCYPART_ARC
(23,5),-2.82461 # DEPENDENCYPART_ARC
(23,6),-1.23663 # DEPENDENCYPART_ARC
(23,7),-1.41704 # DEPENDENCYPART_ARC
(23,8),-2.77615 # DEPENDENCYPART_ARC
(23,9),-0.721906 # DEPENDENCYPART_ARC
(23,10),-1.08632 # DEPENDENCYPART_ARC
(23,11),-1.26535 # DEPENDENCYPART_ARC
(23,12),-2.62865 # DEPENDENCYPART_ARC
(23,13),-0.818862 # DEPENDENCYPART_ARC
(23,14),-1.18263 # DEPENDENCYPART_ARC
(23,15),-2.41216 # DEPENDENCYPART_ARC
(23,16),-0.873503 # DEPENDENCYPART_ARC
(23,17),-1.01752 # DEPENDENCYPART_ARC
(23,18),-2.21076 # DEPENDENCYPART_ARC
(23,19),-2.41263 # DEPENDENCYPART_ARC
(23,20),-0.632101 # DEPENDENCYPART_ARC
(23,21),-0.389636 # DEPENDENCYPART_ARC
(23,22),-1.39435 # DEPENDENCYPART_ARC
(23,24),0.496819 # DEPENDENCYPART_ARC
(23,25),-0.233025 # DEPENDENCYPART_ARC
(23,26),0.0336122 # DEPENDENCYPART_ARC
(23,27),-0.816941 # DEPENDENCYPART_ARC
(24,1),-1.81699 # DEPENDENCYPART_ARC
(24,2),-3.66907 # DEPENDENCYPART_ARC
(24,3),-2.4452 # DEPENDENCYPART_ARC
(24,4),-1.53182 # DEPENDENCYPART_ARC
(24,5),-2.81139 # DEPENDENCYPART_ARC
(24,6),-2.21789 # DEPENDENCYPART_ARC
(24,7),-1.42383 # DEPENDENCYPART_ARC
(24,8),-2.75865 # DEPENDENCYPART_ARC
(24,9),-3.03371 # DEPENDENCYPART_ARC
(24,10),-2.09194 # DEPENDENCYPART_ARC
(24,11),-1.23883 # DEPENDENCYPART_ARC
(24,12),-2.50741 # DEPENDENCYPART_ARC
(24,13),-2.65355 # DEPENDENCYPART_ARC
(24,14),-1.21377 # DEPENDENCYPART_ARC
(24,15),-2.14611 # DEPENDENCYPART_ARC
(24,16),-1.7574 # DEPENDENCYPART_ARC
(24,17),-1.01295 # DEPENDENCYPART_ARC
(24,18),-1.90324 # DEPENDENCYPART_ARC
(24,19),-1.98701 # DEPENDENCYPART_ARC
(24,20),-1.60785 # DEPENDENCYPART_ARC
(24,21),-0.603634 # DEPENDENCYPART_ARC
(24,22),-1.35764 # DEPENDENCYPART_ARC
(24,23),0.384417 # DEPENDENCYPART_ARC
(24,25),-0.97073 # DEPENDENCYPART_ARC
(24,26),-1.06882 # DEPENDENCYPART_ARC
(24,27),-0.99882 # DEPENDENCYPART_ARC
(25,1),-5.45003 # DEPENDENCYPART_ARC
(25,2),-5.60023 # DEPENDENCYPART_ARC
(25,3),-2.83022 # DEPENDENCYPART_ARC
(25,4),-5.19519 # DEPENDENCYPART_ARC
(25,5),-3.9716 # DEPENDENCYPART_ARC
(25,6),-2.00829 # DEPENDENCYPART_ARC
(25,7),-4.03268 # DEPENDENCYPART_ARC
(25,8),-3.82902 # DEPENDENCYPART_ARC
(25,9),-1.58297 # DEPENDENCYPART_ARC
(25,10),-1.65056 # DEPENDENCYPART_ARC
(25,11),-2.96352 # DEPENDENCYPART_ARC
(25,12),-3.47803 # DEPENDENCYPART_ARC
(25,13),-1.22517 # DEPENDENCYPART_ARC
(25,14),-2.27466 # DEPENDENCYPART_ARC
(25,15),-2.46985 # DEPENDENCYPART_ARC
(25,16),-0.826839 # DEPENDENCYPART_ARC
(25,17),-1.12831 # DEPENDENCYPART_ARC
(25,18),-1.62571 # DEPENDENCYPART_ARC
(25,19),-2.45222 # DEPENDENCYPART_ARC
(25,20),-1.12593 # DEPENDENCYPART_ARC
(25,21),0.261909 # DEPENDENCYPART_ARC
(25,22),-1.53498 # DEPENDENCYPART_ARC
(25,23),1.89853 # DEPENDENCYPART_ARC
(25,24),2.85152 # DEPENDENCYPART_ARC
(25,26),-0.762007 # DEPENDENCYPART_ARC
(25,27),-0.51109 # DEPENDENCYPART_ARC
(26,1),-0.588895 # DEPENDENCYPART_ARC
(26,2),-1.17042 # DEPENDENCYPART_ARC
(26,3),-0.0595348 # DEPENDENCYPART_ARC
(26,4),-1.29103 # DEPENDENCYPART_ARC
(26,5),-1.66134 # DEPENDENCYPART_ARC
(26,6),-0.402225 # DEPENDENCYPART_ARC
(26,7),-0.747938 # DEPENDENCYPART_ARC
(26,8),-1.56631 # DEPENDENCYPART_ARC
(26,9),-0.188693 # DEPENDENCYPART_ARC
(26,10),0.0915687 # DEPENDENCYPART_ARC
(26,11),-0.363031 # DEPENDENCYPART_ARC
(26,12),-1.08992 # DEPENDENCYPART_ARC
(26,13),-0.0940435 # DEPENDENCYPART_ARC
(26,14),0.0153164 # DEPENDENCYPART_ARC
(26,15),-0.459245 # DEPENDENCYPART_ARC
(26,16),0.608809 # DEPENDENCYPART_ARC
(26,17),0.438276 # DEPENDENCYPART_ARC
(26,18),-0.0323815 # DEPENDENCYPART_ARC
(26,19),-0.498083 # DEPENDENCYPART_ARC
(26,20),0.871084 # DEPENDENCYPART_ARC
(26,21),0.940682 # DEPENDENCYPART_ARC
(26,22),0.034866 # DEPENDENCYPART_ARC
(26,23),1.53711 # DEPENDENCYPART_ARC
(26,24),1.59327 # DEPENDENCYPART_ARC
(26,25),2.50463 # DEPENDENCYPART_ARC
(26,27),0.79081 # DEPENDENCYPART_ARC
(27,1),-2.95718 # DEPENDENCYPART_ARC
(27,2),-4.06571 # DEPENDENCYPART_ARC
(27,3),-2.92518 # DEPENDENCYPART_ARC
(27,4),-2.98726 # DEPENDENCYPART_ARC
(27,5),-4.05005 # DEPENDENCYPART_ARC
(27,6),-2.88632 # DEPENDENCYPART_ARC
(27,7),-2.81166 # DEPENDENCYPART_ARC
(27,8),-3.87259 # DEPENDENCYPART_ARC
(27,9),-2.53662 # DEPENDENCYPART_ARC
(27,10),-2.60674 # DEPENDENCYPART_ARC
(27,11),-2.7399 # DEPENDENCYPART_ARC
(27,12),-3.82035 # DEPENDENCYPART_ARC
(27,13),-2.40646 # DEPENDENCYPART_ARC
(27,14),-2.59695 # DEPENDENCYPART_ARC
(27,15),-3.69767 # DEPENDENCYPART_ARC
(27,16),-2.46713 # DEPENDENCYPART_ARC
(27,17),-2.55184 # DEPENDENCYPART_ARC
(27,18),-3.50737 # DEPENDENCYPART_ARC
(27,19),-3.45322 # DEPENDENCYPART_ARC
(27,20),-2.26182 # DEPENDENCYPART_ARC
(27,21),-2.35178 # DEPENDENCYPART_ARC
(27,22),-3.25532 # DEPENDENCYPART_ARC
(27,23),-2.24326 # DEPENDENCYPART_ARC
(27,24),-2.09668 # DEPENDENCYPART_ARC
(27,25),-2.62303 # DEPENDENCYPART_ARC
(27,26),-1.52362 # DEPENDENCYPART_ARC
