# _root_ A Hexa és a RO-LA mellett már akad más támogatónk is , de mi azt szeretnénk , ha tovább bővülne ez a kör .
#goldHeads=2,6,6,5,6,8,8,13,10,8,8,13,0,16,16,13,16,16,20,15,23,23,20,13,
#predictedHeads=2,8,6,5,6,8,8,13,10,8,8,8,0,16,16,13,16,16,20,15,23,23,20,13,
(22,3),-2.27266 # DEPENDENCYPART_ARC
(22,4),-2.32673 # DEPENDENCYPART_ARC
(22,5),-3.49955 # DEPENDENCYPART_ARC
(22,6),-2.44613 # DEPENDENCYPART_ARC
(22,7),-2.5159 # DEPENDENCYPART_ARC
(22,8),-2.86476 # DEPENDENCYPART_ARC
(22,9),-3.03128 # DEPENDENCYPART_ARC
(22,10),-3.80013 # DEPENDENCYPART_ARC
(22,11),-2.11176 # DEPENDENCYPART_ARC
(22,12),-1.66345 # DEPENDENCYPART_ARC
(22,13),-1.9046 # DEPENDENCYPART_ARC
(22,14),-2.74662 # DEPENDENCYPART_ARC
(22,15),-2.80375 # DEPENDENCYPART_ARC
(22,16),-2.43867 # DEPENDENCYPART_ARC
(22,17),-1.64994 # DEPENDENCYPART_ARC
(22,18),-1.6609 # DEPENDENCYPART_ARC
(22,19),-1.59454 # DEPENDENCYPART_ARC
(22,20),-1.61052 # DEPENDENCYPART_ARC
(22,21),-1.10021 # DEPENDENCYPART_ARC
(22,23),-0.259766 # DEPENDENCYPART_ARC
(22,24),-1.0665 # DEPENDENCYPART_ARC
(23,1),-3.66058 # DEPENDENCYPART_ARC
(23,2),-4.19105 # DEPENDENCYPART_ARC
(23,3),-2.94762 # DEPENDENCYPART_ARC
(23,4),-2.30091 # DEPENDENCYPART_ARC
(23,5),-3.83282 # DEPENDENCYPART_ARC
(23,6),-1.36131 # DEPENDENCYPART_ARC
(23,7),-2.15952 # DEPENDENCYPART_ARC
(23,8),-2.65127 # DEPENDENCYPART_ARC
(23,9),-1.81834 # DEPENDENCYPART_ARC
(23,10),-3.68668 # DEPENDENCYPART_ARC
(23,11),-2.21226 # DEPENDENCYPART_ARC
(23,12),-2.41706 # DEPENDENCYPART_ARC
(23,13),-1.14417 # DEPENDENCYPART_ARC
(23,14),-3.13559 # DEPENDENCYPART_ARC
(23,15),-3.25341 # DEPENDENCYPART_ARC
(23,16),-1.87543 # DEPENDENCYPART_ARC
(23,17),-1.53776 # DEPENDENCYPART_ARC
(23,18),-0.966508 # DEPENDENCYPART_ARC
(23,19),-0.757838 # DEPENDENCYPART_ARC
(23,20),-1.11626 # DEPENDENCYPART_ARC
(23,21),2.35128 # DEPENDENCYPART_ARC
(23,22),3.37653 # DEPENDENCYPART_ARC
(23,24),-0.321056 # DEPENDENCYPART_ARC
(24,1),-3.44511 # DEPENDENCYPART_ARC
(24,2),-4.53465 # DEPENDENCYPART_ARC
(24,3),-3.37152 # DEPENDENCYPART_ARC
(24,4),-3.26951 # DEPENDENCYPART_ARC
(24,5),-4.35709 # DEPENDENCYPART_ARC
(24,6),-3.25673 # DEPENDENCYPART_ARC
(24,7),-3.29391 # DEPENDENCYPART_ARC
(24,8),-3.45026 # DEPENDENCYPART_ARC
(24,9),-3.4965 # DEPENDENCYPART_ARC
(24,10),-4.17535 # DEPENDENCYPART_ARC
(24,11),-3.00283 # DEPENDENCYPART_ARC
(24,12),-2.86361 # DEPENDENCYPART_ARC
(24,13),-2.96157 # DEPENDENCYPART_ARC
(24,14),-3.30324 # DEPENDENCYPART_ARC
(24,15),-3.27764 # DEPENDENCYPART_ARC
(24,16),-3.13377 # DEPENDENCYPART_ARC
(24,17),-2.59763 # DEPENDENCYPART_ARC
(24,18),-2.59704 # DEPENDENCYPART_ARC
(24,19),-2.70719 # DEPENDENCYPART_ARC
(24,20),-2.55835 # DEPENDENCYPART_ARC
(24,21),-2.37744 # DEPENDENCYPART_ARC
(24,22),-1.86978 # DEPENDENCYPART_ARC
(24,23),-2.54209 # DEPENDENCYPART_ARC
