# _root_ Mindebből azonban hiba volna azt a következtetést levonni , hogy gyermekek tömkelege születne " balkézről " ; sokkal inkább arról van szó , hogy az élettársi kapcsolatok egyre inkább hasonlítanak magára a házasságra .
#goldHeads=8,4,4,0,7,7,8,4,4,4,12,13,1,13,13,13,4,19,21,21,4,21,21,21,27,27,30,29,30,20,30,33,30,4,
#predictedHeads=4,4,4,0,7,7,8,4,4,4,12,13,5,13,13,13,13,19,21,21,5,21,21,21,27,27,30,29,30,20,33,33,30,4,
(15,8),-0.193333 # DEPENDENCYPART_ARC
(15,9),0.0425125 # DEPENDENCYPART_ARC
(15,10),0.170846 # DEPENDENCYPART_ARC
(15,11),0.247437 # DEPENDENCYPART_ARC
(15,12),0.45833 # DEPENDENCYPART_ARC
(15,13),0.369298 # DEPENDENCYPART_ARC
(15,14),0.560225 # DEPENDENCYPART_ARC
(15,16),0.225627 # DEPENDENCYPART_ARC
(15,17),0.498285 # DEPENDENCYPART_ARC
(15,18),-0.0421407 # DEPENDENCYPART_ARC
(15,19),-0.126315 # DEPENDENCYPART_ARC
(15,20),-0.377996 # DEPENDENCYPART_ARC
(15,21),0.780504 # DEPENDENCYPART_ARC
(15,22),-0.701588 # DEPENDENCYPART_ARC
(15,23),-0.0711782 # DEPENDENCYPART_ARC
(15,24),0.353789 # DEPENDENCYPART_ARC
(15,25),-0.468438 # DEPENDENCYPART_ARC
(15,26),-0.893438 # DEPENDENCYPART_ARC
(15,27),-1.36485 # DEPENDENCYPART_ARC
(15,28),-0.428658 # DEPENDENCYPART_ARC
(15,29),-0.498604 # DEPENDENCYPART_ARC
(15,30),0.142863 # DEPENDENCYPART_ARC
(15,31),-0.59767 # DEPENDENCYPART_ARC
(15,32),-0.644091 # DEPENDENCYPART_ARC
(15,33),-1.64102 # DEPENDENCYPART_ARC
(15,34),1.1543 # DEPENDENCYPART_ARC
(16,1),-2.05856 # DEPENDENCYPART_ARC
(16,2),-1.60762 # DEPENDENCYPART_ARC
(16,3),-2.5658 # DEPENDENCYPART_ARC
(16,4),-1.98642 # DEPENDENCYPART_ARC
(16,5),-1.91716 # DEPENDENCYPART_ARC
(16,6),-1.59811 # DEPENDENCYPART_ARC
(16,7),-2.40813 # DEPENDENCYPART_ARC
(16,8),-1.81438 # DEPENDENCYPART_ARC
(16,9),-1.24997 # DEPENDENCYPART_ARC
(16,10),-1.18538 # DEPENDENCYPART_ARC
(16,11),-2.07729 # DEPENDENCYPART_ARC
(16,12),-1.94198 # DEPENDENCYPART_ARC
(16,13),-1.04819 # DEPENDENCYPART_ARC
(16,14),-0.809785 # DEPENDENCYPART_ARC
(16,15),-0.0260316 # DEPENDENCYPART_ARC
(16,17),-0.464741 # DEPENDENCYPART_ARC
(16,18),-0.912269 # DEPENDENCYPART_ARC
(16,19),-1.01035 # DEPENDENCYPART_ARC
(16,20),-1.23684 # DEPENDENCYPART_ARC
(16,21),-1.07793 # DEPENDENCYPART_ARC
(16,22),-1.82208 # DEPENDENCYPART_ARC
(16,23),-0.85765 # DEPENDENCYPART_ARC
(16,24),-0.93671 # DEPENDENCYPART_ARC
(16,25),-1.31205 # DEPENDENCYPART_ARC
(16,26),-1.43318 # DEPENDENCYPART_ARC
(16,27),-2.11528 # DEPENDENCYPART_ARC
(16,28),-1.30155 # DEPENDENCYPART_ARC
(16,29),-1.339 # DEPENDENCYPART_ARC
(16,30),-1.42122 # DEPENDENCYPART_ARC
(16,31),-1.50958 # DEPENDENCYPART_ARC
(16,32),-1.3815 # DEPENDENCYPART_ARC
(16,33),-2.27271 # DEPENDENCYPART_ARC
(16,34),-1.29615 # DEPENDENCYPART_ARC
(17,1),-2.28584 # DEPENDENCYPART_ARC
(17,2),-1.89624 # DEPENDENCYPART_ARC
(17,3),-2.77485 # DEPENDENCYPART_ARC
(17,4),-2.19575 # DEPENDENCYPART_ARC
(17,5),-2.15149 # DEPENDENCYPART_ARC
(17,6),-1.81946 # DEPENDENCYPART_ARC
(17,7),-2.60467 # DEPENDENCYPART_ARC
(17,8),-2.06551 # DEPENDENCYPART_ARC
(17,9),-1.50103 # DEPENDENCYPART_ARC
(17,10),-1.47042 # DEPENDENCYPART_ARC
(17,11),-2.33438 # DEPENDENCYPART_ARC
(17,12),-2.25661 # DEPENDENCYPART_ARC
(17,13),-1.45398 # DEPENDENCYPART_ARC
(17,14),-0.916326 # DEPENDENCYPART_ARC
(17,15),-0.876764 # DEPENDENCYPART_ARC
(17,16),-0.351069 # DEPENDENCYPART_ARC
(17,18),-0.639704 # DEPENDENCYPART_ARC
(17,19),-0.800315 # DEPENDENCYPART_ARC
(17,20),-1.03324 # DEPENDENCYPART_ARC
(17,21),-0.891274 # DEPENDENCYPART_ARC
(17,22),-1.51747 # DEPENDENCYPART_ARC
(17,23),-0.705063 # DEPENDENCYPART_ARC
(17,24),-0.777388 # DEPENDENCYPART_ARC
(17,25),-1.18224 # DEPENDENCYPART_ARC
(17,26),-1.33394 # DEPENDENCYPART_ARC
(17,27),-1.86049 # DEPENDENCYPART_ARC
(17,28),-1.13969 # DEPENDENCYPART_ARC
(17,29),-1.20019 # DEPENDENCYPART_ARC
(17,30),-1.32423 # DEPENDENCYPART_ARC
(17,31),-1.41222 # DEPENDENCYPART_ARC
(17,32),-1.26457 # DEPENDENCYPART_ARC
(17,33),-2.17835 # DEPENDENCYPART_ARC
(17,34),-1.04754 # DEPENDENCYPART_ARC
(18,1),-2.33481 # DEPENDENCYPART_ARC
(18,2),-1.30768 # DEPENDENCYPART_ARC
(18,3),-2.48972 # DEPENDENCYPART_ARC
(18,4),-1.21098 # DEPENDENCYPART_ARC
(18,5),-2.2108 # DEPENDENCYPART_ARC
(18,6),-2.07159 # DEPENDENCYPART_ARC
(18,7),-2.22988 # DEPENDENCYPART_ARC
(18,8),-1.04868 # DEPENDENCYPART_ARC
(18,9),-1.24008 # DEPENDENCYPART_ARC
(18,10),-0.924009 # DEPENDENCYPART_ARC
(18,11),-1.68193 # DEPENDENCYPART_ARC
(18,12),-1.65549 # DEPENDENCYPART_ARC
(18,13),-0.691404 # DEPENDENCYPART_ARC
(18,14),-1.19719 # DEPENDENCYPART_ARC
(18,15),-0.81482 # DEPENDENCYPART_ARC
(18,16),-0.804926 # DEPENDENCYPART_ARC
(18,17),-0.405106 # DEPENDENCYPART_ARC
(18,19),-0.311415 # DEPENDENCYPART_ARC
(18,20),-0.51552 # DEPENDENCYPART_ARC
(18,21),0.337944 # DEPENDENCYPART_ARC
(18,22),-0.46002 # DEPENDENCYPART_ARC
(18,23),-0.303182 # DEPENDENCYPART_ARC
(18,24),-0.100801 # DEPENDENCYPART_ARC
(18,25),-0.876395 # DEPENDENCYPART_ARC
(18,26),-1.00558 # DEPENDENCYPART_ARC
(18,27),-1.27883 # DEPENDENCYPART_ARC
(18,28),-0.767881 # DEPENDENCYPART_ARC
(18,29),-0.842171 # DEPENDENCYPART_ARC
(18,30),-0.484869 # DEPENDENCYPART_ARC
(18,31),-1.04033 # DEPENDENCYPART_ARC
(18,32),-1.11935 # DEPENDENCYPART_ARC
(18,33),-1.78084 # DEPENDENCYPART_ARC
(18,34),0.412858 # DEPENDENCYPART_ARC
(19,1),-1.19355 # DEPENDENCYPART_ARC
(19,2),0.068472 # DEPENDENCYPART_ARC
(19,3),-1.58805 # DEPENDENCYPART_ARC
(19,4),-0.068602 # DEPENDENCYPART_ARC
(19,5),-1.13424 # DEPENDENCYPART_ARC
(19,6),-1.09471 # DEPENDENCYPART_ARC
(19,7),-1.32838 # DEPENDENCYPART_ARC
(19,8),0.139677 # DEPENDENCYPART_ARC
(19,9),0.0363981 # DEPENDENCYPART_ARC
(19,10),0.239273 # DEPENDENCYPART_ARC
(19,11),-0.789269 # DEPENDENCYPART_ARC
(19,12),-0.835164 # DEPENDENCYPART_ARC
(19,13),0.480092 # DEPENDENCYPART_ARC
(19,14),0.0926772 # DEPENDENCYPART_ARC
(19,15),0.265739 # DEPENDENCYPART_ARC
(19,16),0.560893 # DEPENDENCYPART_ARC
(19,17),0.393307 # DEPENDENCYPART_ARC
(19,18),1.52623 # DEPENDENCYPART_ARC
(19,20),-0.0202838 # DEPENDENCYPART_ARC
(19,21),0.638109 # DEPENDENCYPART_ARC
(19,22),0.187985 # DEPENDENCYPART_ARC
(19,23),0.316976 # DEPENDENCYPART_ARC
(19,24),0.368818 # DEPENDENCYPART_ARC
(19,25),-0.401244 # DEPENDENCYPART_ARC
(19,26),-0.538431 # DEPENDENCYPART_ARC
(19,27),-0.61719 # DEPENDENCYPART_ARC
(19,28),-0.292003 # DEPENDENCYPART_ARC
(19,29),-0.30495 # DEPENDENCYPART_ARC
(19,30),-0.261281 # DEPENDENCYPART_ARC
(19,31),-0.642951 # DEPENDENCYPART_ARC
(19,32),-0.695669 # DEPENDENCYPART_ARC
(19,33),-1.01196 # DEPENDENCYPART_ARC
(19,34),1.05442 # DEPENDENCYPART_ARC
(20,1),-1.45672 # DEPENDENCYPART_ARC
(20,2),-0.982234 # DEPENDENCYPART_ARC
(20,3),-1.35727 # DEPENDENCYPART_ARC
(20,4),-1.23726 # DEPENDENCYPART_ARC
(20,5),-1.93586 # DEPENDENCYPART_ARC
(20,6),-1.33646 # DEPENDENCYPART_ARC
(20,7),-2.00475 # DEPENDENCYPART_ARC
(20,8),-1.1776 # DEPENDENCYPART_ARC
(20,9),-0.690644 # DEPENDENCYPART_ARC
(20,10),-1.01309 # DEPENDENCYPART_ARC
(20,11),-1.0182 # DEPENDENCYPART_ARC
(20,12),-1.03272 # DEPENDENCYPART_ARC
(20,13),-0.379456 # DEPENDENCYPART_ARC
(20,14),-0.321528 # DEPENDENCYPART_ARC
(20,15),-0.506674 # DEPENDENCYPART_ARC
(20,16),-0.694236 # DEPENDENCYPART_ARC
(20,17),-0.337853 # DEPENDENCYPART_ARC
(20,18),-0.354516 # DEPENDENCYPART_ARC
(20,19),0.229888 # DEPENDENCYPART_ARC
(20,21),2.03034 # DEPENDENCYPART_ARC
(20,22),1.26667 # DEPENDENCYPART_ARC
(20,23),1.44688 # DEPENDENCYPART_ARC
(20,24),1.40812 # DEPENDENCYPART_ARC
(20,25),0.140083 # DEPENDENCYPART_ARC
(20,26),0.818843 # DEPENDENCYPART_ARC
(20,27),0.59997 # DEPENDENCYPART_ARC
(20,28),0.652081 # DEPENDENCYPART_ARC
(20,29),0.749474 # DEPENDENCYPART_ARC
(20,30),2.88437 # DEPENDENCYPART_ARC
(20,31),0.390746 # DEPENDENCYPART_ARC
(20,32),-0.0253084 # DEPENDENCYPART_ARC
(20,33),0.301046 # DEPENDENCYPART_ARC
(20,34),1.31333 # DEPENDENCYPART_ARC
(21,1),-1.54408 # DEPENDENCYPART_ARC
(21,2),0.0286845 # DEPENDENCYPART_ARC
(21,3),-0.421768 # DEPENDENCYPART_ARC
(21,4),-1.07304 # DEPENDENCYPART_ARC
(21,5),-1.89879 # DEPENDENCYPART_ARC
(21,6),-1.581 # DEPENDENCYPART_ARC
(21,7),-0.75453 # DEPENDENCYPART_ARC
(21,8),-0.590339 # DEPENDENCYPART_ARC
(21,9),0.0704862 # DEPENDENCYPART_ARC
(21,10),0.953975 # DEPENDENCYPART_ARC
(21,11),-0.135332 # DEPENDENCYPART_ARC
(21,12),0.530516 # DEPENDENCYPART_ARC
(21,13),-0.402721 # DEPENDENCYPART_ARC
(21,14),0.733973 # DEPENDENCYPART_ARC
(21,15),0.536888 # DEPENDENCYPART_ARC
(21,16),0.955634 # DEPENDENCYPART_ARC
(21,17),0.515938 # DEPENDENCYPART_ARC
(21,18),1.42961 # DEPENDENCYPART_ARC
(21,19),2.29976 # DEPENDENCYPART_ARC
(21,20),3.1863 # DEPENDENCYPART_ARC
(21,22),3.11315 # DEPENDENCYPART_ARC
(21,23),2.26173 # DEPENDENCYPART_ARC
(21,24),3.11904 # DEPENDENCYPART_ARC
(21,25),-0.659768 # DEPENDENCYPART_ARC
(21,26),-0.59858 # DEPENDENCYPART_ARC
(21,27),-0.470665 # DEPENDENCYPART_ARC
(21,28),-0.0222521 # DEPENDENCYPART_ARC
(21,29),-0.327631 # DEPENDENCYPART_ARC
(21,30),0.88871 # DEPENDENCYPART_ARC
(21,31),-0.592969 # DEPENDENCYPART_ARC
(21,32),-1.08738 # DEPENDENCYPART_ARC
(21,33),-1.01343 # DEPENDENCYPART_ARC
(21,34),2.59335 # DEPENDENCYPART_ARC
(22,1),-5.23688 # DEPENDENCYPART_ARC
(22,2),-1.87144 # DEPENDENCYPART_ARC
(22,3),-4.53509 # DEPENDENCYPART_ARC
(22,4),-2.51349 # DEPENDENCYPART_ARC
(22,5),-3.57416 # DEPENDENCYPART_ARC
(22,6),-1.01868 # DEPENDENCYPART_ARC
(22,7),-4.81927 # DEPENDENCYPART_ARC
(22,8),-0.653113 # DEPENDENCYPART_ARC
(22,9),-1.58965 # DEPENDENCYPART_ARC
(22,10),-1.39241 # DEPENDENCYPART_ARC
(22,11),-2.95828 # DEPENDENCYPART_ARC
(22,12),-3.35162 # DEPENDENCYPART_ARC
(22,13),-1.99223 # DEPENDENCYPART_ARC
(22,14),-0.961766 # DEPENDENCYPART_ARC
(22,15),-0.946813 # DEPENDENCYPART_ARC
(22,16),-0.95195 # DEPENDENCYPART_ARC
(22,17),-0.92411 # DEPENDENCYPART_ARC
(22,18),-0.350141 # DEPENDENCYPART_ARC
(22,19),-0.395714 # DEPENDENCYPART_ARC
(22,20),-0.192622 # DEPENDENCYPART_ARC
(22,21),0.293181 # DEPENDENCYPART_ARC
(22,23),-0.0157948 # DEPENDENCYPART_ARC
(22,24),-0.853668 # DEPENDENCYPART_ARC
(22,25),-0.991481 # DEPENDENCYPART_ARC
(22,26),-0.973821 # DEPENDENCYPART_ARC
(22,27),-0.942382 # DEPENDENCYPART_ARC
(22,28),-0.832078 # DEPENDENCYPART_ARC
(22,29),-0.812274 # DEPENDENCYPART_ARC
(22,30),-0.746301 # DEPENDENCYPART_ARC
(22,31),-1.85874 # DEPENDENCYPART_ARC
(22,32),-1.29342 # DEPENDENCYPART_ARC
(22,33),-3.07191 # DEPENDENCYPART_ARC
(22,34),0.329185 # DEPENDENCYPART_ARC
(23,1),-3.73717 # DEPENDENCYPART_ARC
(23,2),-3.38385 # DEPENDENCYPART_ARC
(23,3),-4.2946 # DEPENDENCYPART_ARC
(23,4),-3.48527 # DEPENDENCYPART_ARC
(23,5),-3.4357 # DEPENDENCYPART_ARC
(23,6),-3.05106 # DEPENDENCYPART_ARC
(23,7),-4.16474 # DEPENDENCYPART_ARC
(23,8),-3.45446 # DEPENDENCYPART_ARC
(23,9),-2.86404 # DEPENDENCYPART_ARC
(23,10),-2.88696 # DEPENDENCYPART_ARC
(23,11),-3.99588 # DEPENDENCYPART_ARC
(23,12),-3.99326 # DEPENDENCYPART_ARC
(23,13),-3.2178 # DEPENDENCYPART_ARC
(23,14),-2.64635 # DEPENDENCYPART_ARC
(23,15),-2.88595 # DEPENDENCYPART_ARC
(23,16),-2.56826 # DEPENDENCYPART_ARC
(23,17),-2.48379 # DEPENDENCYPART_ARC
(23,18),-2.65877 # DEPENDENCYPART_ARC
(23,19),-2.51423 # DEPENDENCYPART_ARC
(23,20),-2.5299 # DEPENDENCYPART_ARC
(23,21),-2.15418 # DEPENDENCYPART_ARC
(23,22),-2.2142 # DEPENDENCYPART_ARC
(23,24),-1.44123 # DEPENDENCYPART_ARC
(23,25),-1.74931 # DEPENDENCYPART_ARC
(23,26),-1.87383 # DEPENDENCYPART_ARC
(23,27),-2.49085 # DEPENDENCYPART_ARC
(23,28),-2.00431 # DEPENDENCYPART_ARC
(23,29),-1.95604 # DEPENDENCYPART_ARC
(23,30),-2.05497 # DEPENDENCYPART_ARC
(23,31),-2.30182 # DEPENDENCYPART_ARC
(23,32),-2.13288 # DEPENDENCYPART_ARC
(23,33),-3.04434 # DEPENDENCYPART_ARC
(23,34),-1.89444 # DEPENDENCYPART_ARC
(24,1),-2.56632 # DEPENDENCYPART_ARC
(24,2),-1.74932 # DEPENDENCYPART_ARC
(24,3),-1.97036 # DEPENDENCYPART_ARC
(24,4),-1.33735 # DEPENDENCYPART_ARC
(24,5),-1.37538 # DEPENDENCYPART_ARC
(24,6),-1.76489 # DEPENDENCYPART_ARC
(24,7),-1.88024 # DEPENDENCYPART_ARC
(24,8),-0.859169 # DEPENDENCYPART_ARC
(24,9),-0.0480289 # DEPENDENCYPART_ARC
(24,10),0.00385255 # DEPENDENCYPART_ARC
(24,11),-0.735795 # DEPENDENCYPART_ARC
(24,12),-0.379637 # DEPENDENCYPART_ARC
(24,13),-1.17413 # DEPENDENCYPART_ARC
(24,14),-0.142575 # DEPENDENCYPART_ARC
(24,15),-0.144808 # DEPENDENCYPART_ARC
(24,16),-0.0735666 # DEPENDENCYPART_ARC
(24,17),0.224147 # DEPENDENCYPART_ARC
(24,18),0.125988 # DEPENDENCYPART_ARC
(24,19),0.515502 # DEPENDENCYPART_ARC
(24,20),-0.33314 # DEPENDENCYPART_ARC
(24,21),-0.216778 # DEPENDENCYPART_ARC
(24,22),1.18535 # DEPENDENCYPART_ARC
(24,23),0.971974 # DEPENDENCYPART_ARC
(24,25),-0.580251 # DEPENDENCYPART_ARC
(24,26),0.0485207 # DEPENDENCYPART_ARC
(24,27),-0.538248 # DEPENDENCYPART_ARC
(24,28),-0.0987782 # DEPENDENCYPART_ARC
(24,29),0.0522163 # DEPENDENCYPART_ARC
(24,30),0.788478 # DEPENDENCYPART_ARC
(24,31),-0.938522 # DEPENDENCYPART_ARC
(24,32),-0.981833 # DEPENDENCYPART_ARC
(24,33),-1.80147 # DEPENDENCYPART_ARC
(24,34),2.20955 # DEPENDENCYPART_ARC
(25,1),-3.61754 # DEPENDENCYPART_ARC
(25,2),-2.40685 # DEPENDENCYPART_ARC
(25,3),-3.89396 # DEPENDENCYPART_ARC
(25,4),-1.9079 # DEPENDENCYPART_ARC
(25,5),-3.38488 # DEPENDENCYPART_ARC
(25,6),-2.37036 # DEPENDENCYPART_ARC
(25,7),-3.48326 # DEPENDENCYPART_ARC
(25,8),-1.59231 # DEPENDENCYPART_ARC
(25,9),-1.89083 # DEPENDENCYPART_ARC
(25,10),-2.20577 # DEPENDENCYPART_ARC
(25,11),-3.30559 # DEPENDENCYPART_ARC
(25,12),-3.70688 # DEPENDENCYPART_ARC
(25,13),-1.94134 # DEPENDENCYPART_ARC
(25,14),-1.96701 # DEPENDENCYPART_ARC
(25,15),-2.16629 # DEPENDENCYPART_ARC
(25,16),-1.86551 # DEPENDENCYPART_ARC
(25,17),-1.79319 # DEPENDENCYPART_ARC
(25,18),-2.13922 # DEPENDENCYPART_ARC
(25,19),-2.07637 # DEPENDENCYPART_ARC
(25,20),-2.62902 # DEPENDENCYPART_ARC
(25,21),-1.65647 # DEPENDENCYPART_ARC
(25,22),-2.37621 # DEPENDENCYPART_ARC
(25,23),-1.24608 # DEPENDENCYPART_ARC
(25,24),-0.649081 # DEPENDENCYPART_ARC
(25,26),0.466687 # DEPENDENCYPART_ARC
(25,27),-0.31273 # DEPENDENCYPART_ARC
(25,28),-0.517171 # DEPENDENCYPART_ARC
(25,29),-0.611368 # DEPENDENCYPART_ARC
(25,30),-0.860414 # DEPENDENCYPART_ARC
(25,31),-1.04339 # DEPENDENCYPART_ARC
(25,32),-0.742649 # DEPENDENCYPART_ARC
(25,33),-1.52128 # DEPENDENCYPART_ARC
(25,34),-0.811312 # DEPENDENCYPART_ARC
(26,1),-2.52251 # DEPENDENCYPART_ARC
(26,2),-1.32142 # DEPENDENCYPART_ARC
(26,3),-4.77334 # DEPENDENCYPART_ARC
(26,4),-1.94123 # DEPENDENCYPART_ARC
(26,5),-2.55893 # DEPENDENCYPART_ARC
(26,6),-2.5102 # DEPENDENCYPART_ARC
(26,7),-2.91765 # DEPENDENCYPART_ARC
(26,8),-1.70926 # DEPENDENCYPART_ARC
(26,9),-1.80614 # DEPENDENCYPART_ARC
(26,10),-1.31742 # DEPENDENCYPART_ARC
(26,11),-3.87976 # DEPENDENCYPART_ARC
(26,12),-3.99242 # DEPENDENCYPART_ARC
(26,13),-1.6558 # DEPENDENCYPART_ARC
(26,14),-1.18069 # DEPENDENCYPART_ARC
(26,15),-1.48101 # DEPENDENCYPART_ARC
(26,16),-1.03356 # DEPENDENCYPART_ARC
(26,17),-1.11691 # DEPENDENCYPART_ARC
(26,18),-0.876369 # DEPENDENCYPART_ARC
(26,19),-0.941193 # DEPENDENCYPART_ARC
(26,20),-1.45084 # DEPENDENCYPART_ARC
(26,21),-1.30613 # DEPENDENCYPART_ARC
(26,22),-2.17354 # DEPENDENCYPART_ARC
(26,23),-0.275447 # DEPENDENCYPART_ARC
(26,24),-0.477517 # DEPENDENCYPART_ARC
(26,25),1.13081 # DEPENDENCYPART_ARC
(26,27),-0.852271 # DEPENDENCYPART_ARC
(26,28),-1.06138 # DEPENDENCYPART_ARC
(26,29),-1.17954 # DEPENDENCYPART_ARC
(26,30),-1.14644 # DEPENDENCYPART_ARC
(26,31),-1.95334 # DEPENDENCYPART_ARC
(26,32),-1.66502 # DEPENDENCYPART_ARC
(26,33),-1.73294 # DEPENDENCYPART_ARC
(26,34),-0.682458 # DEPENDENCYPART_ARC
(27,1),-5.10506 # DEPENDENCYPART_ARC
(27,2),-2.09889 # DEPENDENCYPART_ARC
(27,3),-4.94203 # DEPENDENCYPART_ARC
(27,4),-2.81271 # DEPENDENCYPART_ARC
(27,5),-3.50089 # DEPENDENCYPART_ARC
(27,6),-1.23259 # DEPENDENCYPART_ARC
(27,7),-4.10459 # DEPENDENCYPART_ARC
(27,8),-0.612961 # DEPENDENCYPART_ARC
(27,9),-1.80805 # DEPENDENCYPART_ARC
(27,10),-1.51286 # DEPENDENCYPART_ARC
(27,11),-3.01528 # DEPENDENCYPART_ARC
(27,12),-4.10706 # DEPENDENCYPART_ARC
(27,13),-2.25247 # DEPENDENCYPART_ARC
(27,14),-1.62135 # DEPENDENCYPART_ARC
(27,15),-1.03802 # DEPENDENCYPART_ARC
(27,16),-1.67393 # DEPENDENCYPART_ARC
(27,17),-0.996666 # DEPENDENCYPART_ARC
(27,18),-0.609087 # DEPENDENCYPART_ARC
(27,19),-0.941255 # DEPENDENCYPART_ARC
(27,20),-1.55771 # DEPENDENCYPART_ARC
(27,21),-1.71977 # DEPENDENCYPART_ARC
(27,22),-0.958499 # DEPENDENCYPART_ARC
(27,23),-0.267772 # DEPENDENCYPART_ARC
(27,24),-0.465963 # DEPENDENCYPART_ARC
(27,25),3.0719 # DEPENDENCYPART_ARC
(27,26),3.83659 # DEPENDENCYPART_ARC
(27,28),-0.32615 # DEPENDENCYPART_ARC
(27,29),-0.423461 # DEPENDENCYPART_ARC
(27,30),-0.273609 # DEPENDENCYPART_ARC
(27,31),-1.17716 # DEPENDENCYPART_ARC
(27,32),-0.917957 # DEPENDENCYPART_ARC
(27,33),-2.21671 # DEPENDENCYPART_ARC
(27,34),0.48727 # DEPENDENCYPART_ARC
(28,1),-2.62523 # DEPENDENCYPART_ARC
(28,2),-1.43597 # DEPENDENCYPART_ARC
(28,3),-2.58433 # DEPENDENCYPART_ARC
(28,4),-1.13121 # DEPENDENCYPART_ARC
(28,5),-2.4208 # DEPENDENCYPART_ARC
(28,6),-2.60628 # DEPENDENCYPART_ARC
(28,7),-2.29757 # DEPENDENCYPART_ARC
(28,8),-0.865659 # DEPENDENCYPART_ARC
(28,9),-1.23198 # DEPENDENCYPART_ARC
(28,10),-1.13458 # DEPENDENCYPART_ARC
(28,11),-1.89657 # DEPENDENCYPART_ARC
(28,12),-1.98124 # DEPENDENCYPART_ARC
(28,13),-0.783712 # DEPENDENCYPART_ARC
(28,14),-1.22643 # DEPENDENCYPART_ARC
(28,15),-1.40228 # DEPENDENCYPART_ARC
(28,16),-0.974923 # DEPENDENCYPART_ARC
(28,17),-0.895802 # DEPENDENCYPART_ARC
(28,18),-0.678926 # DEPENDENCYPART_ARC
(28,19),-0.821632 # DEPENDENCYPART_ARC
(28,20),-1.06655 # DEPENDENCYPART_ARC
(28,21),-0.785449 # DEPENDENCYPART_ARC
(28,22),-0.731145 # DEPENDENCYPART_ARC
(28,23),-0.343282 # DEPENDENCYPART_ARC
(28,24),-0.392403 # DEPENDENCYPART_ARC
(28,25),-0.331305 # DEPENDENCYPART_ARC
(28,26),-0.190378 # DEPENDENCYPART_ARC
(28,27),0.21262 # DEPENDENCYPART_ARC
(28,29),-0.229221 # DEPENDENCYPART_ARC
(28,30),-0.167884 # DEPENDENCYPART_ARC
(28,31),-0.706906 # DEPENDENCYPART_ARC
(28,32),-0.899029 # DEPENDENCYPART_ARC
(28,33),-0.745252 # DEPENDENCYPART_ARC
(28,34),0.0327989 # DEPENDENCYPART_ARC
(29,1),-1.67397 # DEPENDENCYPART_ARC
(29,2),-0.454009 # DEPENDENCYPART_ARC
(29,3),-2.16482 # DEPENDENCYPART_ARC
(29,4),-0.148111 # DEPENDENCYPART_ARC
(29,5),-1.64529 # DEPENDENCYPART_ARC
(29,6),-1.96533 # DEPENDENCYPART_ARC
(29,7),-1.91464 # DEPENDENCYPART_ARC
(29,8),-0.0919404 # DEPENDENCYPART_ARC
(29,9),-0.522363 # DEPENDENCYPART_ARC
(29,10),-0.182312 # DEPENDENCYPART_ARC
(29,11),-1.55614 # DEPENDENCYPART_ARC
(29,12),-1.55419 # DEPENDENCYPART_ARC
(29,13),0.138219 # DEPENDENCYPART_ARC
(29,14),-0.619832 # DEPENDENCYPART_ARC
(29,15),-0.694669 # DEPENDENCYPART_ARC
(29,16),-0.417852 # DEPENDENCYPART_ARC
(29,17),-0.268747 # DEPENDENCYPART_ARC
(29,18),0.00191844 # DEPENDENCYPART_ARC
(29,19),-0.0978425 # DEPENDENCYPART_ARC
(29,20),-0.323009 # DEPENDENCYPART_ARC
(29,21),0.0723837 # DEPENDENCYPART_ARC
(29,22),-0.256465 # DEPENDENCYPART_ARC
(29,23),0.513512 # DEPENDENCYPART_ARC
(29,24),0.242635 # DEPENDENCYPART_ARC
(29,25),0.0968109 # DEPENDENCYPART_ARC
(29,26),0.545125 # DEPENDENCYPART_ARC
(29,27),0.600883 # DEPENDENCYPART_ARC
(29,28),1.76336 # DEPENDENCYPART_ARC
(29,30),0.193639 # DEPENDENCYPART_ARC
(29,31),-0.582223 # DEPENDENCYPART_ARC
(29,32),-0.768974 # DEPENDENCYPART_ARC
(29,33),-0.56172 # DEPENDENCYPART_ARC
(29,34),0.182664 # DEPENDENCYPART_ARC
(30,1),-3.21579 # DEPENDENCYPART_ARC
(30,2),-0.829901 # DEPENDENCYPART_ARC
(30,3),-2.67223 # DEPENDENCYPART_ARC
(30,4),-1.105 # DEPENDENCYPART_ARC
(30,5),-3.14779 # DEPENDENCYPART_ARC
(30,6),-2.39456 # DEPENDENCYPART_ARC
(30,7),-2.21637 # DEPENDENCYPART_ARC
(30,8),-0.842939 # DEPENDENCYPART_ARC
(30,9),-0.983797 # DEPENDENCYPART_ARC
(30,10),0.127608 # DEPENDENCYPART_ARC
(30,11),-1.49513 # DEPENDENCYPART_ARC
(30,12),-1.92005 # DEPENDENCYPART_ARC
(30,13),-0.815957 # DEPENDENCYPART_ARC
(30,14),-0.480148 # DEPENDENCYPART_ARC
(30,15),-1.27196 # DEPENDENCYPART_ARC
(30,16),-0.387712 # DEPENDENCYPART_ARC
(30,17),-1.09645 # DEPENDENCYPART_ARC
(30,18),-1.47777 # DEPENDENCYPART_ARC
(30,19),-0.442414 # DEPENDENCYPART_ARC
(30,20),-0.420079 # DEPENDENCYPART_ARC
(30,21),-0.743294 # DEPENDENCYPART_ARC
(30,22),-0.92386 # DEPENDENCYPART_ARC
(30,23),0.145984 # DEPENDENCYPART_ARC
