# _root_ A szaktudás mellett a jövőben fontos lesz az önvédelmi oktatás is , mert a szórólapterjesztőket egyre kevésbé szeretik Budapesten , a kutyák például kimondottan eszik a szerencsétleneket .
#goldHeads=2,3,7,5,7,7,0,10,10,7,7,7,7,15,18,17,18,7,18,7,22,25,25,25,7,27,25,7,
#predictedHeads=2,3,7,5,7,7,0,10,10,7,7,7,7,15,18,18,18,13,18,18,22,25,25,25,18,27,25,18,
(23,17),-0.478876 # DEPENDENCYPART_ARC
(23,18),-0.868851 # DEPENDENCYPART_ARC
(23,19),-0.841002 # DEPENDENCYPART_ARC
(23,20),-0.166887 # DEPENDENCYPART_ARC
(23,21),-0.393552 # DEPENDENCYPART_ARC
(23,22),0.150769 # DEPENDENCYPART_ARC
(23,24),0.091125 # DEPENDENCYPART_ARC
(23,25),-0.0855153 # DEPENDENCYPART_ARC
(23,26),-0.619683 # DEPENDENCYPART_ARC
(23,27),-0.212358 # DEPENDENCYPART_ARC
(23,28),-0.238007 # DEPENDENCYPART_ARC
(24,1),-3.17865 # DEPENDENCYPART_ARC
(24,2),-4.2282 # DEPENDENCYPART_ARC
(24,3),-2.17354 # DEPENDENCYPART_ARC
(24,4),-2.74669 # DEPENDENCYPART_ARC
(24,5),-3.25968 # DEPENDENCYPART_ARC
(24,6),-2.98709 # DEPENDENCYPART_ARC
(24,7),-1.25591 # DEPENDENCYPART_ARC
(24,8),-1.76762 # DEPENDENCYPART_ARC
(24,9),-2.45624 # DEPENDENCYPART_ARC
(24,10),-3.66737 # DEPENDENCYPART_ARC
(24,11),-1.52843 # DEPENDENCYPART_ARC
(24,12),-1.30922 # DEPENDENCYPART_ARC
(24,13),-1.3617 # DEPENDENCYPART_ARC
(24,14),-1.67009 # DEPENDENCYPART_ARC
(24,15),-1.9774 # DEPENDENCYPART_ARC
(24,16),-0.85486 # DEPENDENCYPART_ARC
(24,17),-0.937469 # DEPENDENCYPART_ARC
(24,18),-1.12869 # DEPENDENCYPART_ARC
(24,19),-1.64823 # DEPENDENCYPART_ARC
(24,20),-0.520707 # DEPENDENCYPART_ARC
(24,21),-0.216938 # DEPENDENCYPART_ARC
(24,22),-1.01315 # DEPENDENCYPART_ARC
(24,23),1.22806 # DEPENDENCYPART_ARC
(24,25),-0.362303 # DEPENDENCYPART_ARC
(24,26),-0.938445 # DEPENDENCYPART_ARC
(24,27),-1.46461 # DEPENDENCYPART_ARC
(24,28),-0.143059 # DEPENDENCYPART_ARC
(25,1),-1.60552 # DEPENDENCYPART_ARC
(25,2),-1.69193 # DEPENDENCYPART_ARC
(25,3),0.430024 # DEPENDENCYPART_ARC
(25,4),-1.59343 # DEPENDENCYPART_ARC
(25,5),-0.153545 # DEPENDENCYPART_ARC
(25,6),-1.02844 # DEPENDENCYPART_ARC
(25,7),0.564685 # DEPENDENCYPART_ARC
(25,8),-1.03827 # DEPENDENCYPART_ARC
(25,9),-1.55001 # DEPENDENCYPART_ARC
(25,10),-0.460427 # DEPENDENCYPART_ARC
(25,11),0.0748736 # DEPENDENCYPART_ARC
(25,12),0.258219 # DEPENDENCYPART_ARC
(25,13),-0.402991 # DEPENDENCYPART_ARC
(25,14),-1.41419 # DEPENDENCYPART_ARC
(25,15),1.68409 # DEPENDENCYPART_ARC
(25,16),-0.117098 # DEPENDENCYPART_ARC
(25,17),0.278581 # DEPENDENCYPART_ARC
(25,18),0.406977 # DEPENDENCYPART_ARC
(25,19),0.622871 # DEPENDENCYPART_ARC
(25,20),1.06535 # DEPENDENCYPART_ARC
(25,21),-0.433522 # DEPENDENCYPART_ARC
(25,22),2.29752 # DEPENDENCYPART_ARC
(25,23),2.16747 # DEPENDENCYPART_ARC
(25,24),3.14365 # DEPENDENCYPART_ARC
(25,26),-0.123161 # DEPENDENCYPART_ARC
(25,27),3.41993 # DEPENDENCYPART_ARC
(25,28),1.73117 # DEPENDENCYPART_ARC
(26,2),-4.21026 # DEPENDENCYPART_ARC
(26,5),-4.13975 # DEPENDENCYPART_ARC
(26,6),-2.60729 # DEPENDENCYPART_ARC
(26,9),-2.5121 # DEPENDENCYPART_ARC
(26,10),-4.03403 # DEPENDENCYPART_ARC
(26,11),-2.41486 # DEPENDENCYPART_ARC
(26,12),-1.96372 # DEPENDENCYPART_ARC
(26,15),-3.65948 # DEPENDENCYPART_ARC
(26,19),-3.29581 # DEPENDENCYPART_ARC
(26,20),-1.8655 # DEPENDENCYPART_ARC
(26,22),-3.0939 # DEPENDENCYPART_ARC
(26,24),-1.79759 # DEPENDENCYPART_ARC
(26,27),-0.671318 # DEPENDENCYPART_ARC
(27,1),-5.49339 # DEPENDENCYPART_ARC
(27,2),-6.66433 # DEPENDENCYPART_ARC
(27,3),-1.75676 # DEPENDENCYPART_ARC
(27,4),-4.65483 # DEPENDENCYPART_ARC
(27,5),-6.4191 # DEPENDENCYPART_ARC
(27,6),-4.95247 # DEPENDENCYPART_ARC
(27,7),-4.63762 # DEPENDENCYPART_ARC
(27,8),-3.43193 # DEPENDENCYPART_ARC
(27,9),-3.65961 # DEPENDENCYPART_ARC
(27,10),-4.4775 # DEPENDENCYPART_ARC
(27,11),-2.93767 # DEPENDENCYPART_ARC
(27,12),-2.69818 # DEPENDENCYPART_ARC
(27,13),-2.4176 # DEPENDENCYPART_ARC
(27,14),-2.05148 # DEPENDENCYPART_ARC
(27,15),-5.08975 # DEPENDENCYPART_ARC
(27,16),-1.64312 # DEPENDENCYPART_ARC
(27,17),-1.68252 # DEPENDENCYPART_ARC
(27,18),-2.90522 # DEPENDENCYPART_ARC
(27,19),-3.70581 # DEPENDENCYPART_ARC
(27,20),-1.97985 # DEPENDENCYPART_ARC
(27,21),-0.785461 # DEPENDENCYPART_ARC
(27,22),-3.27889 # DEPENDENCYPART_ARC
(27,23),-1.2201 # DEPENDENCYPART_ARC
(27,24),-3.52937 # DEPENDENCYPART_ARC
(27,25),-1.25737 # DEPENDENCYPART_ARC
(27,26),3.10647 # DEPENDENCYPART_ARC
(27,28),-0.864279 # DEPENDENCYPART_ARC
