# _root_ A szakértők azonban arra figyelmeztetnek , hogy az illegális hanghordozók piacán az idén ismét boom várható , s az összforgalmon belül akár meg is duplázódhat a tavalyi becsült 15-20 százalékos arány .
#goldHeads=2,5,5,5,0,5,5,10,10,11,16,13,16,16,16,4,4,4,20,21,25,25,25,25,4,31,31,31,30,31,25,5,
#predictedHeads=2,5,5,5,0,5,5,10,10,11,25,13,16,16,16,4,18,5,20,21,25,25,25,25,18,31,31,31,30,31,25,5,
(20,19),2.93901 # DEPENDENCYPART_ARC
(20,21),-0.750135 # DEPENDENCYPART_ARC
(20,22),-1.58853 # DEPENDENCYPART_ARC
(20,23),-1.52809 # DEPENDENCYPART_ARC
(20,24),-1.65435 # DEPENDENCYPART_ARC
(20,25),-1.27603 # DEPENDENCYPART_ARC
(20,26),-1.92257 # DEPENDENCYPART_ARC
(20,27),-2.60265 # DEPENDENCYPART_ARC
(20,28),-2.53969 # DEPENDENCYPART_ARC
(20,29),-2.03585 # DEPENDENCYPART_ARC
(20,30),-2.42638 # DEPENDENCYPART_ARC
(20,31),-2.74846 # DEPENDENCYPART_ARC
(20,32),-1.25111 # DEPENDENCYPART_ARC
(21,1),-1.62391 # DEPENDENCYPART_ARC
(21,2),-1.76541 # DEPENDENCYPART_ARC
(21,3),-2.37133 # DEPENDENCYPART_ARC
(21,4),-2.594 # DEPENDENCYPART_ARC
(21,5),-1.67508 # DEPENDENCYPART_ARC
(21,6),-1.19585 # DEPENDENCYPART_ARC
(21,8),-1.18284 # DEPENDENCYPART_ARC
(21,9),-1.23627 # DEPENDENCYPART_ARC
(21,10),-2.04229 # DEPENDENCYPART_ARC
(21,11),-1.43836 # DEPENDENCYPART_ARC
(21,12),-1.03369 # DEPENDENCYPART_ARC
(21,13),-0.983859 # DEPENDENCYPART_ARC
(21,14),-0.919313 # DEPENDENCYPART_ARC
(21,15),-0.531548 # DEPENDENCYPART_ARC
(21,16),-0.80165 # DEPENDENCYPART_ARC
(21,17),-0.256398 # DEPENDENCYPART_ARC
(21,18),0.311419 # DEPENDENCYPART_ARC
(21,19),0.157429 # DEPENDENCYPART_ARC
(21,20),3.11951 # DEPENDENCYPART_ARC
(21,22),-0.372487 # DEPENDENCYPART_ARC
(21,24),-0.559996 # DEPENDENCYPART_ARC
(21,25),-0.281995 # DEPENDENCYPART_ARC
(21,26),-0.799831 # DEPENDENCYPART_ARC
(21,27),-0.852584 # DEPENDENCYPART_ARC
(21,28),-0.829564 # DEPENDENCYPART_ARC
(21,29),-0.712453 # DEPENDENCYPART_ARC
(21,30),-0.916813 # DEPENDENCYPART_ARC
(21,31),-1.25597 # DEPENDENCYPART_ARC
(21,32),-0.367372 # DEPENDENCYPART_ARC
(22,1),-2.21744 # DEPENDENCYPART_ARC
(22,2),-1.02861 # DEPENDENCYPART_ARC
(22,3),-0.754671 # DEPENDENCYPART_ARC
(22,4),-1.5945 # DEPENDENCYPART_ARC
(22,5),-0.617843 # DEPENDENCYPART_ARC
(22,6),-0.639026 # DEPENDENCYPART_ARC
(22,7),-0.891176 # DEPENDENCYPART_ARC
(22,8),-1.22469 # DEPENDENCYPART_ARC
(22,9),-0.495348 # DEPENDENCYPART_ARC
(22,10),-0.591151 # DEPENDENCYPART_ARC
(22,11),-0.603629 # DEPENDENCYPART_ARC
(22,12),-0.69761 # DEPENDENCYPART_ARC
(22,13),-0.211495 # DEPENDENCYPART_ARC
(22,14),-0.111001 # DEPENDENCYPART_ARC
(22,15),-0.260149 # DEPENDENCYPART_ARC
(22,16),-0.493345 # DEPENDENCYPART_ARC
(22,17),-0.200931 # DEPENDENCYPART_ARC
(22,18),0.116335 # DEPENDENCYPART_ARC
(22,19),0.0606344 # DEPENDENCYPART_ARC
(22,20),0.265325 # DEPENDENCYPART_ARC
(22,21),0.469932 # DEPENDENCYPART_ARC
(22,23),-0.454967 # DEPENDENCYPART_ARC
(22,24),-0.695465 # DEPENDENCYPART_ARC
(22,25),-0.198808 # DEPENDENCYPART_ARC
(22,26),-0.942434 # DEPENDENCYPART_ARC
(22,27),-0.841125 # DEPENDENCYPART_ARC
(22,28),-0.982526 # DEPENDENCYPART_ARC
(22,29),-0.99099 # DEPENDENCYPART_ARC
(22,30),-1.08164 # DEPENDENCYPART_ARC
(22,31),-1.35406 # DEPENDENCYPART_ARC
(22,32),-0.587384 # DEPENDENCYPART_ARC
(23,2),-1.80835 # DEPENDENCYPART_ARC
(23,3),-1.10625 # DEPENDENCYPART_ARC
(23,5),-0.852209 # DEPENDENCYPART_ARC
(23,6),-0.883897 # DEPENDENCYPART_ARC
(23,7),-1.12935 # DEPENDENCYPART_ARC
(23,9),-0.660319 # DEPENDENCYPART_ARC
(23,10),-0.919996 # DEPENDENCYPART_ARC
(23,11),-0.995319 # DEPENDENCYPART_ARC
(23,13),-0.780154 # DEPENDENCYPART_ARC
(23,14),-0.590573 # DEPENDENCYPART_ARC
(23,15),-0.563238 # DEPENDENCYPART_ARC
(23,16),-0.688869 # DEPENDENCYPART_ARC
(23,17),-0.196863 # DEPENDENCYPART_ARC
(23,18),-0.189119 # DEPENDENCYPART_ARC
(23,20),-0.0665341 # DEPENDENCYPART_ARC
(23,21),-0.149551 # DEPENDENCYPART_ARC
(23,22),0.558129 # DEPENDENCYPART_ARC
(23,24),-0.255543 # DEPENDENCYPART_ARC
(23,25),-0.0138669 # DEPENDENCYPART_ARC
(23,27),-0.481517 # DEPENDENCYPART_ARC
(23,28),-0.509508 # DEPENDENCYPART_ARC
(23,30),-0.761846 # DEPENDENCYPART_ARC
(23,31),-0.981489 # DEPENDENCYPART_ARC
(23,32),-0.245591 # DEPENDENCYPART_ARC
(24,1),-2.61732 # DEPENDENCYPART_ARC
(24,2),-1.6537 # DEPENDENCYPART_ARC
(24,3),-1.64285 # DEPENDENCYPART_ARC
(24,4),-1.38102 # DEPENDENCYPART_ARC
(24,5),-1.59074 # DEPENDENCYPART_ARC
(24,6),-0.716498 # DEPENDENCYPART_ARC
(24,7),-1.58639 # DEPENDENCYPART_ARC
(24,8),-1.76444 # DEPENDENCYPART_ARC
(24,9),-0.672596 # DEPENDENCYPART_ARC
(24,10),-0.714174 # DEPENDENCYPART_ARC
(24,11),-0.848769 # DEPENDENCYPART_ARC
(24,12),-1.18313 # DEPENDENCYPART_ARC
(24,13),-0.736196 # DEPENDENCYPART_ARC
(24,14),-0.495891 # DEPENDENCYPART_ARC
(24,15),-0.635887 # DEPENDENCYPART_ARC
(24,16),-0.729228 # DEPENDENCYPART_ARC
(24,17),-0.219409 # DEPENDENCYPART_ARC
(24,18),-0.06976 # DEPENDENCYPART_ARC
(24,19),-0.693003 # DEPENDENCYPART_ARC
(24,20),-0.280084 # DEPENDENCYPART_ARC
(24,21),0.215172 # DEPENDENCYPART_ARC
(24,22),0.0950638 # DEPENDENCYPART_ARC
(24,23),0.720316 # DEPENDENCYPART_ARC
(24,25),0.0939112 # DEPENDENCYPART_ARC
(24,26),-0.788236 # DEPENDENCYPART_ARC
(24,27),-0.653562 # DEPENDENCYPART_ARC
(24,28),-0.692682 # DEPENDENCYPART_ARC
(24,29),-0.772959 # DEPENDENCYPART_ARC
(24,30),-1.03765 # DEPENDENCYPART_ARC
(24,31),-1.00515 # DEPENDENCYPART_ARC
(24,32),-0.616329 # DEPENDENCYPART_ARC
(25,1),-1.75986 # DEPENDENCYPART_ARC
(25,2),-0.562261 # DEPENDENCYPART_ARC
(25,3),0.784258 # DEPENDENCYPART_ARC
(25,4),-0.763705 # DEPENDENCYPART_ARC
(25,5),-0.4147 # DEPENDENCYPART_ARC
(25,6),0.368673 # DEPENDENCYPART_ARC
(25,7),-0.226048 # DEPENDENCYPART_ARC
(25,8),-0.860975 # DEPENDENCYPART_ARC
(25,9),-0.63861 # DEPENDENCYPART_ARC
(25,10),-0.278357 # DEPENDENCYPART_ARC
(25,11),0.66439 # DEPENDENCYPART_ARC
(25,12),-0.784763 # DEPENDENCYPART_ARC
(25,13),0.681521 # DEPENDENCYPART_ARC
(25,14),0.793783 # DEPENDENCYPART_ARC
(25,15),0.318678 # DEPENDENCYPART_ARC
(25,16),-0.256306 # DEPENDENCYPART_ARC
(25,17),0.291208 # DEPENDENCYPART_ARC
(25,18),1.006 # DEPENDENCYPART_ARC
(25,19),-0.510129 # DEPENDENCYPART_ARC
(25,20),1.06829 # DEPENDENCYPART_ARC
(25,21),2.006 # DEPENDENCYPART_ARC
(25,22),2.00356 # DEPENDENCYPART_ARC
(25,23),2.01228 # DEPENDENCYPART_ARC
(25,24),3.0099 # DEPENDENCYPART_ARC
(25,26),-0.164037 # DEPENDENCYPART_ARC
(25,27),0.346189 # DEPENDENCYPART_ARC
(25,28),-0.0723988 # DEPENDENCYPART_ARC
(25,29),0.441683 # DEPENDENCYPART_ARC
(25,30),-0.366893 # DEPENDENCYPART_ARC
(25,31),2.18207 # DEPENDENCYPART_ARC
(25,32),1.6053 # DEPENDENCYPART_ARC
(26,2),-3.97954 # DEPENDENCYPART_ARC
(26,3),-2.53153 # DEPENDENCYPART_ARC
(26,6),-1.81742 # DEPENDENCYPART_ARC
(26,9),-2.43916 # DEPENDENCYPART_ARC
(26,10),-3.71915 # DEPENDENCYPART_ARC
(26,11),-4.24183 # DEPENDENCYPART_ARC
(26,15),-3.61691 # DEPENDENCYPART_ARC
(26,16),-2.254 # DEPENDENCYPART_ARC
(26,17),-1.57596 # DEPENDENCYPART_ARC
(26,18),-1.87623 # DEPENDENCYPART_ARC
(26,20),-3.21902 # DEPENDENCYPART_ARC
(26,27),0.327813 # DEPENDENCYPART_ARC
(26,28),-0.0354644 # DEPENDENCYPART_ARC
(26,30),-0.462538 # DEPENDENCYPART_ARC
(26,31),-1.30891 # DEPENDENCYPART_ARC
(27,1),-4.34549 # DEPENDENCYPART_ARC
(27,2),-5.11075 # DEPENDENCYPART_ARC
(27,3),-1.87725 # DEPENDENCYPART_ARC
(27,4),-3.59912 # DEPENDENCYPART_ARC
(27,5),-2.3613 # DEPENDENCYPART_ARC
(27,6),-2.91204 # DEPENDENCYPART_ARC
(27,7),-1.98671 # DEPENDENCYPART_ARC
(27,8),-2.67697 # DEPENDENCYPART_ARC
(27,9),-3.60667 # DEPENDENCYPART_ARC
(27,10),-4.20604 # DEPENDENCYPART_ARC
(27,11),-3.86222 # DEPENDENCYPART_ARC
(27,12),-2.77283 # DEPENDENCYPART_ARC
(27,13),-1.8502 # DEPENDENCYPART_ARC
(27,14),-2.24137 # DEPENDENCYPART_ARC
(27,15),-3.68085 # DEPENDENCYPART_ARC
(27,16),-3.31222 # DEPENDENCYPART_ARC
(27,17),-1.95319 # DEPENDENCYPART_ARC
(27,18),-1.77306 # DEPENDENCYPART_ARC
(27,19),-2.14141 # DEPENDENCYPART_ARC
(27,20),-2.1518 # DEPENDENCYPART_ARC
(27,21),-1.35118 # DEPENDENCYPART_ARC
(27,22),-1.3611 # DEPENDENCYPART_ARC
(27,23),-1.15491 # DEPENDENCYPART_ARC
(27,24),-1.11378 # DEPENDENCYPART_ARC
(27,25),-1.32559 # DEPENDENCYPART_ARC
(27,26),0.35004 # DEPENDENCYPART_ARC
(27,28),-0.775017 # DEPENDENCYPART_ARC
(27,29),-0.711777 # DEPENDENCYPART_ARC
(27,30),-1.21313 # DEPENDENCYPART_ARC
(27,31),-0.988661 # DEPENDENCYPART_ARC
(27,32),-1.17901 # DEPENDENCYPART_ARC
(28,1),-3.71778 # DEPENDENCYPART_ARC
(28,2),-4.22882 # DEPENDENCYPART_ARC
(28,3),-1.14943 # DEPENDENCYPART_ARC
(28,4),-2.76212 # DEPENDENCYPART_ARC
(28,5),-1.48313 # DEPENDENCYPART_ARC
(28,6),-1.99693 # DEPENDENCYPART_ARC
(28,7),-1.34322 # DEPENDENCYPART_ARC
(28,8),-2.06519 # DEPENDENCYPART_ARC
(28,9),-2.49028 # DEPENDENCYPART_ARC
(28,10),-3.43632 # DEPENDENCYPART_ARC
(28,11),-2.68061 # DEPENDENCYPART_ARC
(28,12),-1.987 # DEPENDENCYPART_ARC
(28,13),-1.08366 # DEPENDENCYPART_ARC
(28,14),-1.34814 # DEPENDENCYPART_ARC
(28,15),-2.78915 # DEPENDENCYPART_ARC
(28,16),-2.2524 # DEPENDENCYPART_ARC
(28,17),-1.19606 # DEPENDENCYPART_ARC
(28,18),-0.961716 # DEPENDENCYPART_ARC
(28,19),-1.4486 # DEPENDENCYPART_ARC
(28,20),-1.2919 # DEPENDENCYPART_ARC
(28,21),-0.664929 # DEPENDENCYPART_ARC
(28,22),-0.625543 # DEPENDENCYPART_ARC
(28,23),-0.503888 # DEPENDENCYPART_ARC
(28,24),-0.515401 # DEPENDENCYPART_ARC
(28,25),-0.784767 # DEPENDENCYPART_ARC
(28,26),0.297601 # DEPENDENCYPART_ARC
(28,27),1.37642 # DEPENDENCYPART_ARC
(28,29),-0.160608 # DEPENDENCYPART_ARC
(28,30),-0.59844 # DEPENDENCYPART_ARC
(28,31),-0.546056 # DEPENDENCYPART_ARC
(28,32),-0.468813 # DEPENDENCYPART_ARC
(29,1),-1.37906 # DEPENDENCYPART_ARC
(29,2),-2.57694 # DEPENDENCYPART_ARC
(29,3),-1.59901 # DEPENDENCYPART_ARC
(29,4),-1.94388 # DEPENDENCYPART_ARC
(29,5),-1.85818 # DEPENDENCYPART_ARC
(29,6),-2.70459 # DEPENDENCYPART_ARC
(29,7),-1.1873 # DEPENDENCYPART_ARC
(29,8),-1.20153 # DEPENDENCYPART_ARC
(29,9),-1.93156 # DEPENDENCYPART_ARC
(29,10),-2.06069 # DEPENDENCYPART_ARC
(29,11),-2.75353 # DEPENDENCYPART_ARC
(29,12),-1.19671 # DEPENDENCYPART_ARC
(29,13),-0.885906 # DEPENDENCYPART_ARC
(29,14),-0.882111 # DEPENDENCYPART_ARC
(29,15),-1.93008 # DEPENDENCYPART_ARC
(29,16),-1.72792 # DEPENDENCYPART_ARC
(29,17),-1.4053 # DEPENDENCYPART_ARC
(29,18),-1.15848 # DEPENDENCYPART_ARC
(29,19),-0.830035 # DEPENDENCYPART_ARC
(29,20),-1.95285 # DEPENDENCYPART_ARC
(29,21),-0.895983 # DEPENDENCYPART_ARC
(29,22),-0.628252 # DEPENDENCYPART_ARC
(29,24),-0.44082 # DEPENDENCYPART_ARC
(29,25),-0.872116 # DEPENDENCYPART_ARC
(29,26),0.256219 # DEPENDENCYPART_ARC
(29,27),-0.381433 # DEPENDENCYPART_ARC
(29,28),0.328698 # DEPENDENCYPART_ARC
(29,30),-0.445728 # DEPENDENCYPART_ARC
(29,31),-0.305757 # DEPENDENCYPART_ARC
(29,32),-0.926668 # DEPENDENCYPART_ARC
(30,1),-3.02264 # DEPENDENCYPART_ARC
(30,2),-3.67368 # DEPENDENCYPART_ARC
(30,3),-0.130454 # DEPENDENCYPART_ARC
(30,4),-1.85072 # DEPENDENCYPART_ARC
(30,5),-0.67387 # DEPENDENCYPART_ARC
(30,6),-1.16799 # DEPENDENCYPART_ARC
(30,7),-0.363681 # DEPENDENCYPART_ARC
(30,8),-1.39021 # DEPENDENCYPART_ARC
(30,9),-2.18601 # DEPENDENCYPART_ARC
(30,10),-2.93884 # DEPENDENCYPART_ARC
(30,11),-2.41762 # DEPENDENCYPART_ARC
(30,12),-1.17539 # DEPENDENCYPART_ARC
(30,13),-0.00157297 # DEPENDENCYPART_ARC
(30,14),-0.421259 # DEPENDENCYPART_ARC
(30,15),-2.12659 # DEPENDENCYPART_ARC
(30,16),-1.89216 # DEPENDENCYPART_ARC
(30,17),-0.33346 # DEPENDENCYPART_ARC
(30,18),-0.160298 # DEPENDENCYPART_ARC
(30,19),-0.653813 # DEPENDENCYPART_ARC
(30,20),-0.684943 # DEPENDENCYPART_ARC
(30,21),0.248816 # DEPENDENCYPART_ARC
(30,22),0.408744 # DEPENDENCYPART_ARC
(30,23),0.433755 # DEPENDENCYPART_ARC
(30,24),0.301586 # DEPENDENCYPART_ARC
(30,25),-0.260797 # DEPENDENCYPART_ARC
(30,26),0.446557 # DEPENDENCYPART_ARC
(30,27),0.506497 # DEPENDENCYPART_ARC
(30,28),0.659222 # DEPENDENCYPART_ARC
(30,29),3.19201 # DEPENDENCYPART_ARC
(30,31),-0.851946 # DEPENDENCYPART_ARC
(30,32),-1.40148 # DEPENDENCYPART_ARC
(31,1),-4.45602 # DEPENDENCYPART_ARC
(31,2),-6.03039 # DEPENDENCYPART_ARC
(31,3),-2.49589 # DEPENDENCYPART_ARC
(31,4),-3.66543 # DEPENDENCYPART_ARC
(31,5),-2.32623 # DEPENDENCYPART_ARC
(31,6),-2.42135 # DEPENDENCYPART_ARC
(31,7),-2.16568 # DEPENDENCYPART_ARC
(31,8),-2.38029 # DEPENDENCYPART_ARC
(31,9),-2.11554 # DEPENDENCYPART_ARC
(31,10),-5.01616 # DEPENDENCYPART_ARC
(31,11),-7.02257 # DEPENDENCYPART_ARC
(31,12),-0.934761 # DEPENDENCYPART_ARC
(31,13),-0.722456 # DEPENDENCYPART_ARC
(31,14),-0.758463 # DEPENDENCYPART_ARC
(31,15),-3.47838 # DEPENDENCYPART_ARC
(31,16),-1.02859 # DEPENDENCYPART_ARC
(31,17),-0.343543 # DEPENDENCYPART_ARC
(31,18),-0.287448 # DEPENDENCYPART_ARC
(31,19),-0.279859 # DEPENDENCYPART_ARC
(31,20),-4.04361 # DEPENDENCYPART_ARC
(31,21),-0.552872 # DEPENDENCYPART_ARC
(31,22),-0.6272 # DEPENDENCYPART_ARC
(31,23),-0.525157 # DEPENDENCYPART_ARC
(31,24),-0.932495 # DEPENDENCYPART_ARC
(31,25),-0.896103 # DEPENDENCYPART_ARC
(31,26),1.93042 # DEPENDENCYPART_ARC
(31,27),1.85137 # DEPENDENCYPART_ARC
(31,28),1.77006 # DEPENDENCYPART_ARC
(31,29),1.65991 # DEPENDENCYPART_ARC
(31,30),3.51161 # DEPENDENCYPART_ARC
(31,32),-0.37709 # DEPENDENCYPART_ARC
