# _root_ A laikus már-már azt hinné : a megbírált játékos serényen magába száll , s a legközelebbi buszjárattal kolostorba vonul , hogy csöndes magányban felülvizsgálja nézeteit a védekezést illetően .
#goldHeads=2,5,5,5,0,5,9,9,12,12,12,4,4,4,17,17,19,19,4,19,19,23,24,19,24,27,28,24,5,
#predictedHeads=2,5,5,5,0,5,9,9,12,12,12,4,14,4,17,17,19,19,4,19,19,23,24,4,24,27,28,24,14,
(18,1),-2.60445 # DEPENDENCYPART_ARC
(18,2),-4.63603 # DEPENDENCYPART_ARC
(18,3),-1.11218 # DEPENDENCYPART_ARC
(18,4),-2.29669 # DEPENDENCYPART_ARC
(18,5),-1.9877 # DEPENDENCYPART_ARC
(18,6),-2.47471 # DEPENDENCYPART_ARC
(18,7),-0.963458 # DEPENDENCYPART_ARC
(18,8),-1.0199 # DEPENDENCYPART_ARC
(18,9),-3.2592 # DEPENDENCYPART_ARC
(18,10),-3.00989 # DEPENDENCYPART_ARC
(18,11),-0.96315 # DEPENDENCYPART_ARC
(18,12),-1.97345 # DEPENDENCYPART_ARC
(18,13),-0.147223 # DEPENDENCYPART_ARC
(18,14),0.741522 # DEPENDENCYPART_ARC
(18,15),1.66647 # DEPENDENCYPART_ARC
(18,16),2.24833 # DEPENDENCYPART_ARC
(18,17),1.04569 # DEPENDENCYPART_ARC
(18,19),0.00291569 # DEPENDENCYPART_ARC
(18,20),-0.459034 # DEPENDENCYPART_ARC
(18,21),-0.636388 # DEPENDENCYPART_ARC
(18,22),-1.11105 # DEPENDENCYPART_ARC
(18,23),-1.65045 # DEPENDENCYPART_ARC
(18,24),-0.816853 # DEPENDENCYPART_ARC
(18,25),-2.10838 # DEPENDENCYPART_ARC
(18,26),-1.25061 # DEPENDENCYPART_ARC
(18,27),-2.06477 # DEPENDENCYPART_ARC
(18,28),-1.36313 # DEPENDENCYPART_ARC
(18,29),0.0603265 # DEPENDENCYPART_ARC
(19,1),-0.84951 # DEPENDENCYPART_ARC
(19,2),0.421204 # DEPENDENCYPART_ARC
(19,3),0.461495 # DEPENDENCYPART_ARC
(19,4),-0.133842 # DEPENDENCYPART_ARC
(19,5),0.881254 # DEPENDENCYPART_ARC
(19,6),0.738136 # DEPENDENCYPART_ARC
(19,7),-0.195143 # DEPENDENCYPART_ARC
(19,8),-0.439483 # DEPENDENCYPART_ARC
(19,9),1.09461 # DEPENDENCYPART_ARC
(19,10),1.50399 # DEPENDENCYPART_ARC
(19,11),0.846714 # DEPENDENCYPART_ARC
(19,12),0.382348 # DEPENDENCYPART_ARC
(19,13),1.4705 # DEPENDENCYPART_ARC
(19,14),1.70852 # DEPENDENCYPART_ARC
(19,15),0.313744 # DEPENDENCYPART_ARC
(19,16),1.6478 # DEPENDENCYPART_ARC
(19,17),2.37022 # DEPENDENCYPART_ARC
(19,18),4.09188 # DEPENDENCYPART_ARC
(19,20),1.84292 # DEPENDENCYPART_ARC
(19,21),3.17114 # DEPENDENCYPART_ARC
(19,22),0.216436 # DEPENDENCYPART_ARC
(19,23),-0.247875 # DEPENDENCYPART_ARC
(19,24),1.48229 # DEPENDENCYPART_ARC
(19,25),-0.423317 # DEPENDENCYPART_ARC
(19,26),-0.710578 # DEPENDENCYPART_ARC
(19,27),-1.83132 # DEPENDENCYPART_ARC
(19,28),0.336288 # DEPENDENCYPART_ARC
(19,29),2.56841 # DEPENDENCYPART_ARC
(20,1),-3.1135 # DEPENDENCYPART_ARC
(20,2),-4.11083 # DEPENDENCYPART_ARC
(20,3),-3.24684 # DEPENDENCYPART_ARC
(20,4),-3.40961 # DEPENDENCYPART_ARC
(20,5),-3.48312 # DEPENDENCYPART_ARC
(20,6),-2.88176 # DEPENDENCYPART_ARC
(20,7),-2.95579 # DEPENDENCYPART_ARC
(20,8),-3.39194 # DEPENDENCYPART_ARC
(20,9),-3.92695 # DEPENDENCYPART_ARC
(20,10),-3.34927 # DEPENDENCYPART_ARC
(20,11),-3.18028 # DEPENDENCYPART_ARC
(20,12),-3.17939 # DEPENDENCYPART_ARC
(20,13),-2.56996 # DEPENDENCYPART_ARC
(20,14),-2.50981 # DEPENDENCYPART_ARC
(20,15),-2.71736 # DEPENDENCYPART_ARC
(20,16),-2.90952 # DEPENDENCYPART_ARC
(20,17),-3.11153 # DEPENDENCYPART_ARC
(20,18),-2.84918 # DEPENDENCYPART_ARC
(20,19),-1.53082 # DEPENDENCYPART_ARC
(20,21),-1.46037 # DEPENDENCYPART_ARC
(20,22),-1.6464 # DEPENDENCYPART_ARC
(20,23),-2.35988 # DEPENDENCYPART_ARC
(20,24),-1.91206 # DEPENDENCYPART_ARC
(20,25),-2.55015 # DEPENDENCYPART_ARC
(20,26),-2.06518 # DEPENDENCYPART_ARC
(20,27),-2.89097 # DEPENDENCYPART_ARC
(20,28),-2.31963 # DEPENDENCYPART_ARC
(20,29),-2.03196 # DEPENDENCYPART_ARC
(21,1),-1.79126 # DEPENDENCYPART_ARC
(21,2),-0.748013 # DEPENDENCYPART_ARC
(21,3),0.0547348 # DEPENDENCYPART_ARC
(21,4),-0.650279 # DEPENDENCYPART_ARC
(21,5),-1.03532 # DEPENDENCYPART_ARC
(21,6),0.449166 # DEPENDENCYPART_ARC
(21,7),-1.3476 # DEPENDENCYPART_ARC
(21,8),-0.30914 # DEPENDENCYPART_ARC
(21,9),-0.184155 # DEPENDENCYPART_ARC
(21,10),-0.0195213 # DEPENDENCYPART_ARC
(21,11),-0.905478 # DEPENDENCYPART_ARC
(21,12),-0.598159 # DEPENDENCYPART_ARC
(21,13),0.441625 # DEPENDENCYPART_ARC
(21,14),0.658152 # DEPENDENCYPART_ARC
(21,15),-0.728765 # DEPENDENCYPART_ARC
(21,16),0.415039 # DEPENDENCYPART_ARC
(21,17),0.195874 # DEPENDENCYPART_ARC
(21,18),0.629607 # DEPENDENCYPART_ARC
(21,19),0.449186 # DEPENDENCYPART_ARC
(21,20),1.42821 # DEPENDENCYPART_ARC
(21,22),-0.234861 # DEPENDENCYPART_ARC
(21,23),-0.948902 # DEPENDENCYPART_ARC
(21,24),1.15611 # DEPENDENCYPART_ARC
(21,25),-0.742631 # DEPENDENCYPART_ARC
(21,26),-1.0832 # DEPENDENCYPART_ARC
(21,27),-1.62524 # DEPENDENCYPART_ARC
(21,28),-0.547125 # DEPENDENCYPART_ARC
(21,29),1.67315 # DEPENDENCYPART_ARC
(22,1),-3.27 # DEPENDENCYPART_ARC
(22,2),-3.74472 # DEPENDENCYPART_ARC
(22,3),-1.79263 # DEPENDENCYPART_ARC
(22,4),-2.29547 # DEPENDENCYPART_ARC
(22,5),-1.93475 # DEPENDENCYPART_ARC
(22,6),-1.97924 # DEPENDENCYPART_ARC
(22,7),-2.60889 # DEPENDENCYPART_ARC
(22,8),-2.36601 # DEPENDENCYPART_ARC
(22,9),-3.01529 # DEPENDENCYPART_ARC
(22,10),-1.91745 # DEPENDENCYPART_ARC
(22,11),-2.15009 # DEPENDENCYPART_ARC
(22,12),-2.06881 # DEPENDENCYPART_ARC
(22,13),-1.14865 # DEPENDENCYPART_ARC
(22,14),-1.42317 # DEPENDENCYPART_ARC
(22,15),-1.68341 # DEPENDENCYPART_ARC
(22,16),-1.36535 # DEPENDENCYPART_ARC
(22,17),-1.29333 # DEPENDENCYPART_ARC
(22,18),-1.20586 # DEPENDENCYPART_ARC
(22,19),-1.31866 # DEPENDENCYPART_ARC
(22,20),-0.468772 # DEPENDENCYPART_ARC
(22,21),-0.312454 # DEPENDENCYPART_ARC
(22,23),0.0180176 # DEPENDENCYPART_ARC
(22,24),-0.261224 # DEPENDENCYPART_ARC
(22,25),-1.95965 # DEPENDENCYPART_ARC
(22,26),-1.16236 # DEPENDENCYPART_ARC
(22,27),-1.69956 # DEPENDENCYPART_ARC
(22,28),-1.25594 # DEPENDENCYPART_ARC
(22,29),0.0081784 # DEPENDENCYPART_ARC
(23,1),-2.37089 # DEPENDENCYPART_ARC
(23,2),-4.31495 # DEPENDENCYPART_ARC
(23,3),-0.940583 # DEPENDENCYPART_ARC
(23,4),-1.71822 # DEPENDENCYPART_ARC
(23,5),-2.07251 # DEPENDENCYPART_ARC
(23,6),-2.63454 # DEPENDENCYPART_ARC
(23,7),-0.787204 # DEPENDENCYPART_ARC
(23,8),-0.0567091 # DEPENDENCYPART_ARC
(23,9),-2.61812 # DEPENDENCYPART_ARC
(23,10),-1.988 # DEPENDENCYPART_ARC
(23,11),-0.585705 # DEPENDENCYPART_ARC
(23,12),-2.35134 # DEPENDENCYPART_ARC
(23,13),-0.701536 # DEPENDENCYPART_ARC
(23,14),0.189776 # DEPENDENCYPART_ARC
(23,15),0.971195 # DEPENDENCYPART_ARC
(23,16),1.09355 # DEPENDENCYPART_ARC
(23,17),-1.60123 # DEPENDENCYPART_ARC
(23,18),-1.96871 # DEPENDENCYPART_ARC
(23,19),-1.16995 # DEPENDENCYPART_ARC
(23,20),0.693098 # DEPENDENCYPART_ARC
(23,21),0.58694 # DEPENDENCYPART_ARC
(23,22),3.73843 # DEPENDENCYPART_ARC
(23,24),-0.661542 # DEPENDENCYPART_ARC
(23,25),-1.15483 # DEPENDENCYPART_ARC
(23,26),-1.07615 # DEPENDENCYPART_ARC
(23,27),-1.12476 # DEPENDENCYPART_ARC
(23,28),-1.22591 # DEPENDENCYPART_ARC
(23,29),-0.148336 # DEPENDENCYPART_ARC
(24,1),-1.80423 # DEPENDENCYPART_ARC
(24,2),-0.941989 # DEPENDENCYPART_ARC
(24,3),-0.668826 # DEPENDENCYPART_ARC
(24,4),-1.17613 # DEPENDENCYPART_ARC
(24,5),0.0421916 # DEPENDENCYPART_ARC
(24,6),0.199293 # DEPENDENCYPART_ARC
(24,7),-1.2165 # DEPENDENCYPART_ARC
(24,8),-2.1197 # DEPENDENCYPART_ARC
(24,9),-0.832155 # DEPENDENCYPART_ARC
(24,10),-0.141427 # DEPENDENCYPART_ARC
(24,11),-0.540635 # DEPENDENCYPART_ARC
(24,12),0.0226158 # DEPENDENCYPART_ARC
(24,13),0.239434 # DEPENDENCYPART_ARC
(24,14),1.00899 # DEPENDENCYPART_ARC
(24,15),-1.05917 # DEPENDENCYPART_ARC
(24,16),-0.745818 # DEPENDENCYPART_ARC
(24,17),0.0999251 # DEPENDENCYPART_ARC
(24,18),0.565556 # DEPENDENCYPART_ARC
(24,19),0.384981 # DEPENDENCYPART_ARC
(24,20),0.85924 # DEPENDENCYPART_ARC
(24,21),0.246801 # DEPENDENCYPART_ARC
(24,22),0.578748 # DEPENDENCYPART_ARC
(24,23),3.38339 # DEPENDENCYPART_ARC
(24,25),3.72361 # DEPENDENCYPART_ARC
(24,26),-0.0659559 # DEPENDENCYPART_ARC
(24,27),1.34126 # DEPENDENCYPART_ARC
(24,28),1.08003 # DEPENDENCYPART_ARC
(24,29),2.00796 # DEPENDENCYPART_ARC
(25,1),-4.07939 # DEPENDENCYPART_ARC
(25,2),-3.5515 # DEPENDENCYPART_ARC
(25,3),-2.13341 # DEPENDENCYPART_ARC
(25,4),-2.82148 # DEPENDENCYPART_ARC
(25,5),-3.3522 # DEPENDENCYPART_ARC
(25,6),-3.56215 # DEPENDENCYPART_ARC
(25,7),-2.68495 # DEPENDENCYPART_ARC
(25,8),-1.78745 # DEPENDENCYPART_ARC
(25,9),-1.97217 # DEPENDENCYPART_ARC
(25,10),-4.37294 # DEPENDENCYPART_ARC
(25,11),-2.69969 # DEPENDENCYPART_ARC
(25,12),-4.18077 # DEPENDENCYPART_ARC
(25,13),-1.53891 # DEPENDENCYPART_ARC
(25,14),-0.52928 # DEPENDENCYPART_ARC
(25,15),-1.10307 # DEPENDENCYPART_ARC
(25,16),-0.52574 # DEPENDENCYPART_ARC
(25,17),-2.42082 # DEPENDENCYPART_ARC
(25,18),-1.95516 # DEPENDENCYPART_ARC
(25,19),-3.55492 # DEPENDENCYPART_ARC
(25,20),-0.898248 # DEPENDENCYPART_ARC
(25,21),-0.971358 # DEPENDENCYPART_ARC
(25,22),-0.171492 # DEPENDENCYPART_ARC
(25,23),-0.668535 # DEPENDENCYPART_ARC
(25,24),-0.246596 # DEPENDENCYPART_ARC
(25,26),-0.549067 # DEPENDENCYPART_ARC
(25,27),-0.726664 # DEPENDENCYPART_ARC
(25,28),-0.445438 # DEPENDENCYPART_ARC
(25,29),0.0614475 # DEPENDENCYPART_ARC
(26,1),-2.32843 # DEPENDENCYPART_ARC
(26,2),-3.65257 # DEPENDENCYPART_ARC
(26,3),-2.52364 # DEPENDENCYPART_ARC
(26,4),-3.07147 # DEPENDENCYPART_ARC
(26,5),-2.74089 # DEPENDENCYPART_ARC
(26,6),-1.78708 # DEPENDENCYPART_ARC
(26,7),-1.99282 # DEPENDENCYPART_ARC
(26,8),-2.0485 # DEPENDENCYPART_ARC
(26,9),-3.32749 # DEPENDENCYPART_ARC
(26,10),-2.02019 # DEPENDENCYPART_ARC
(26,11),-2.6978 # DEPENDENCYPART_ARC
(26,12),-2.51989 # DEPENDENCYPART_ARC
(26,13),-1.39164 # DEPENDENCYPART_ARC
(26,14),-1.73332 # DEPENDENCYPART_ARC
(26,15),-1.7939 # DEPENDENCYPART_ARC
(26,16),-1.9606 # DEPENDENCYPART_ARC
(26,17),-2.96278 # DEPENDENCYPART_ARC
(26,18),-2.89253 # DEPENDENCYPART_ARC
(26,19),-2.22294 # DEPENDENCYPART_ARC
(26,20),-1.16159 # DEPENDENCYPART_ARC
(26,21),-1.44528 # DEPENDENCYPART_ARC
(26,22),-1.63785 # DEPENDENCYPART_ARC
(26,23),-2.35336 # DEPENDENCYPART_ARC
(26,24),-1.27099 # DEPENDENCYPART_ARC
(26,25),-1.45682 # DEPENDENCYPART_ARC
(26,27),-0.471133 # DEPENDENCYPART_ARC
(26,28),-0.440352 # DEPENDENCYPART_ARC
(26,29),-1.17832 # DEPENDENCYPART_ARC
(27,1),-4.0674 # DEPENDENCYPART_ARC
(27,2),-6.14852 # DEPENDENCYPART_ARC
(27,3),-2.45602 # DEPENDENCYPART_ARC
(27,4),-2.28067 # DEPENDENCYPART_ARC
(27,5),-3.47704 # DEPENDENCYPART_ARC
(27,6),-4.86476 # DEPENDENCYPART_ARC
(27,7),-2.84076 # DEPENDENCYPART_ARC
(27,8),-2.61971 # DEPENDENCYPART_ARC
(27,9),-4.43686 # DEPENDENCYPART_ARC
(27,10),-4.99983 # DEPENDENCYPART_ARC
(27,11),-2.22316 # DEPENDENCYPART_ARC
(27,12),-3.77992 # DEPENDENCYPART_ARC
(27,13),-2.15594 # DEPENDENCYPART_ARC
(27,14),-1.33824 # DEPENDENCYPART_ARC
(27,15),-1.24525 # DEPENDENCYPART_ARC
(27,16),-1.19996 # DEPENDENCYPART_ARC
(27,17),-3.6926 # DEPENDENCYPART_ARC
(27,18),-3.87546 # DEPENDENCYPART_ARC
(27,19),-3.17572 # DEPENDENCYPART_ARC
(27,20),-1.49191 # DEPENDENCYPART_ARC
(27,21),-1.39526 # DEPENDENCYPART_ARC
(27,22),-1.47924 # DEPENDENCYPART_ARC
(27,23),-3.78309 # DEPENDENCYPART_ARC
(27,24),-1.51155 # DEPENDENCYPART_ARC
(27,25),-2.55199 # DEPENDENCYPART_ARC
(27,26),3.2658 # DEPENDENCYPART_ARC
(27,28),-0.411423 # DEPENDENCYPART_ARC
(27,29),-0.541753 # DEPENDENCYPART_ARC
(28,1),-2.13878 # DEPENDENCYPART_ARC
(28,2),-2.68018 # DEPENDENCYPART_ARC
(28,3),-0.919065 # DEPENDENCYPART_ARC
(28,4),-0.878193 # DEPENDENCYPART_ARC
(28,5),-0.64952 # DEPENDENCYPART_ARC
(28,6),-0.716369 # DEPENDENCYPART_ARC
(28,7),-1.38955 # DEPENDENCYPART_ARC
(28,8),-1.50002 # DEPENDENCYPART_ARC
(28,9),-2.26205 # DEPENDENCYPART_ARC
(28,10),-1.3624 # DEPENDENCYPART_ARC
(28,11),-0.522091 # DEPENDENCYPART_ARC
(28,12),-0.922944 # DEPENDENCYPART_ARC
(28,13),0.337706 # DEPENDENCYPART_ARC
(28,14),-0.111868 # DEPENDENCYPART_ARC
(28,15),-0.587938 # DEPENDENCYPART_ARC
(28,16),-0.740864 # DEPENDENCYPART_ARC
(28,17),-0.206541 # DEPENDENCYPART_ARC
(28,18),-0.449901 # DEPENDENCYPART_ARC
(28,19),-0.757382 # DEPENDENCYPART_ARC
(28,20),0.662457 # DEPENDENCYPART_ARC
(28,21),0.445973 # DEPENDENCYPART_ARC
(28,22),-0.556181 # DEPENDENCYPART_ARC
(28,23),-0.358282 # DEPENDENCYPART_ARC
(28,24),-0.0258076 # DEPENDENCYPART_ARC
(28,25),0.218665 # DEPENDENCYPART_ARC
(28,26),1.50939 # DEPENDENCYPART_ARC
(28,27),2.24956 # DEPENDENCYPART_ARC
(28,29),0.953605 # DEPENDENCYPART_ARC
(29,1),-3.57515 # DEPENDENCYPART_ARC
(29,2),-4.64151 # DEPENDENCYPART_ARC
(29,3),-3.57844 # DEPENDENCYPART_ARC
(29,4),-3.772 # DEPENDENCYPART_ARC
(29,5),-3.5445 # DEPENDENCYPART_ARC
(29,6),-3.22297 # DEPENDENCYPART_ARC
(29,7),-3.37995 # DEPENDENCYPART_ARC
(29,8),-3.58248 # DEPENDENCYPART_ARC
(29,9),-4.30032 # DEPENDENCYPART_ARC
(29,10),-3.50626 # DEPENDENCYPART_ARC
(29,11),-3.4669 # DEPENDENCYPART_ARC
(29,12),-3.35693 # DEPENDENCYPART_ARC
(29,13),-2.92479 # DEPENDENCYPART_ARC
(29,14),-3.0298 # DEPENDENCYPART_ARC
(29,15),-3.05694 # DEPENDENCYPART_ARC
(29,16),-3.31509 # DEPENDENCYPART_ARC
(29,17),-4.07753 # DEPENDENCYPART_ARC
(29,18),-4.03269 # DEPENDENCYPART_ARC
(29,19),-3.13963 # DEPENDENCYPART_ARC
(29,20),-2.60524 # DEPENDENCYPART_ARC
(29,21),-2.6353 # DEPENDENCYPART_ARC
(29,22),-3.09334 # DEPENDENCYPART_ARC
(29,23),-3.65374 # DEPENDENCYPART_ARC
(29,24),-2.64014 # DEPENDENCYPART_ARC
(29,25),-3.15689 # DEPENDENCYPART_ARC
(29,26),-2.13411 # DEPENDENCYPART_ARC
(29,27),-2.74383 # DEPENDENCYPART_ARC
(29,28),-1.60679 # DEPENDENCYPART_ARC
