# _root_ Addig is egy sebtében összehívott " kinevezési bizottság " kapta feladatul , hogy november 30-áig három jelölt nevét tegye le a végső döntést meghozó kuratórium asztalára , ki legyen az új művészeti vezető .
#goldHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,19,29,19,33,33,33,29,10,
#predictedHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,10,29,10,33,33,33,29,10,
(15,7),-0.681354 # DEPENDENCYPART_ARC
(15,8),-0.47977 # DEPENDENCYPART_ARC
(15,9),-0.126571 # DEPENDENCYPART_ARC
(15,10),-1.05561 # DEPENDENCYPART_ARC
(15,11),-0.79815 # DEPENDENCYPART_ARC
(15,12),1.14358 # DEPENDENCYPART_ARC
(15,13),0.454656 # DEPENDENCYPART_ARC
(15,14),3.73045 # DEPENDENCYPART_ARC
(15,16),-0.283752 # DEPENDENCYPART_ARC
(15,17),-0.319427 # DEPENDENCYPART_ARC
(15,18),-1.05322 # DEPENDENCYPART_ARC
(15,19),-1.70953 # DEPENDENCYPART_ARC
(15,20),-0.470765 # DEPENDENCYPART_ARC
(15,21),-0.965578 # DEPENDENCYPART_ARC
(15,22),-1.13298 # DEPENDENCYPART_ARC
(15,23),-1.51148 # DEPENDENCYPART_ARC
(15,24),-1.18615 # DEPENDENCYPART_ARC
(15,25),-1.17368 # DEPENDENCYPART_ARC
(15,26),-1.75896 # DEPENDENCYPART_ARC
(15,27),0.197431 # DEPENDENCYPART_ARC
(15,28),-2.10903 # DEPENDENCYPART_ARC
(15,29),-1.88265 # DEPENDENCYPART_ARC
(15,30),-1.25405 # DEPENDENCYPART_ARC
(15,31),-1.44732 # DEPENDENCYPART_ARC
(15,32),-1.15281 # DEPENDENCYPART_ARC
(15,33),-1.64051 # DEPENDENCYPART_ARC
(15,34),0.937965 # DEPENDENCYPART_ARC
(16,1),-1.11463 # DEPENDENCYPART_ARC
(16,2),-1.63354 # DEPENDENCYPART_ARC
(16,3),-1.02272 # DEPENDENCYPART_ARC
(16,4),-0.930726 # DEPENDENCYPART_ARC
(16,5),-1.84718 # DEPENDENCYPART_ARC
(16,6),-1.1385 # DEPENDENCYPART_ARC
(16,7),-1.72437 # DEPENDENCYPART_ARC
(16,8),-1.62631 # DEPENDENCYPART_ARC
(16,9),-0.959903 # DEPENDENCYPART_ARC
(16,10),-0.898523 # DEPENDENCYPART_ARC
(16,11),-1.41594 # DEPENDENCYPART_ARC
(16,12),-0.74197 # DEPENDENCYPART_ARC
(16,13),-0.0223045 # DEPENDENCYPART_ARC
(16,14),-0.209589 # DEPENDENCYPART_ARC
(16,15),-0.504761 # DEPENDENCYPART_ARC
(16,17),-0.11528 # DEPENDENCYPART_ARC
(16,18),-1.1081 # DEPENDENCYPART_ARC
(16,19),-0.314806 # DEPENDENCYPART_ARC
(16,20),-1.14942 # DEPENDENCYPART_ARC
(16,21),-1.36776 # DEPENDENCYPART_ARC
(16,22),-1.17641 # DEPENDENCYPART_ARC
(16,23),-2.02928 # DEPENDENCYPART_ARC
(16,24),-1.31468 # DEPENDENCYPART_ARC
(16,25),-1.42029 # DEPENDENCYPART_ARC
(16,26),-1.8907 # DEPENDENCYPART_ARC
(16,27),-0.599772 # DEPENDENCYPART_ARC
(16,28),-1.97977 # DEPENDENCYPART_ARC
(16,29),-1.43921 # DEPENDENCYPART_ARC
(16,30),-1.67949 # DEPENDENCYPART_ARC
(16,31),-1.54822 # DEPENDENCYPART_ARC
(16,32),-1.52943 # DEPENDENCYPART_ARC
(16,33),-1.92702 # DEPENDENCYPART_ARC
(16,34),0.0912533 # DEPENDENCYPART_ARC
(17,1),-1.10506 # DEPENDENCYPART_ARC
(17,2),-1.44557 # DEPENDENCYPART_ARC
(17,3),0.763237 # DEPENDENCYPART_ARC
(17,4),-0.737972 # DEPENDENCYPART_ARC
(17,5),-0.547973 # DEPENDENCYPART_ARC
(17,6),-0.685969 # DEPENDENCYPART_ARC
(17,7),-0.132973 # DEPENDENCYPART_ARC
(17,8),-2.28044 # DEPENDENCYPART_ARC
(17,9),-0.984315 # DEPENDENCYPART_ARC
(17,10),-0.567584 # DEPENDENCYPART_ARC
(17,11),-1.8419 # DEPENDENCYPART_ARC
(17,12),0.320236 # DEPENDENCYPART_ARC
(17,13),-0.137139 # DEPENDENCYPART_ARC
(17,14),0.225664 # DEPENDENCYPART_ARC
(17,15),-1.00728 # DEPENDENCYPART_ARC
(17,16),2.93889 # DEPENDENCYPART_ARC
(17,18),-1.01671 # DEPENDENCYPART_ARC
(17,19),-1.03422 # DEPENDENCYPART_ARC
(17,20),-0.828304 # DEPENDENCYPART_ARC
(17,21),-1.33598 # DEPENDENCYPART_ARC
(17,22),-1.50873 # DEPENDENCYPART_ARC
(17,23),-1.73712 # DEPENDENCYPART_ARC
(17,24),-1.69724 # DEPENDENCYPART_ARC
(17,25),-1.22441 # DEPENDENCYPART_ARC
(17,26),-1.98543 # DEPENDENCYPART_ARC
(17,27),-0.2691 # DEPENDENCYPART_ARC
(17,28),-1.89803 # DEPENDENCYPART_ARC
(17,29),-1.49015 # DEPENDENCYPART_ARC
(17,30),-1.71516 # DEPENDENCYPART_ARC
(17,31),-1.97056 # DEPENDENCYPART_ARC
(17,32),-1.74358 # DEPENDENCYPART_ARC
(17,33),-1.58224 # DEPENDENCYPART_ARC
(17,34),0.424994 # DEPENDENCYPART_ARC
(18,1),-0.769014 # DEPENDENCYPART_ARC
(18,2),-0.707215 # DEPENDENCYPART_ARC
(18,3),0.234936 # DEPENDENCYPART_ARC
(18,4),-0.472675 # DEPENDENCYPART_ARC
(18,5),-0.587768 # DEPENDENCYPART_ARC
(18,6),-0.933916 # DEPENDENCYPART_ARC
(18,7),-0.325389 # DEPENDENCYPART_ARC
(18,8),-0.166325 # DEPENDENCYPART_ARC
(18,9),-0.789932 # DEPENDENCYPART_ARC
(18,10),-1.36578 # DEPENDENCYPART_ARC
(18,11),-1.0776 # DEPENDENCYPART_ARC
(18,12),1.02111 # DEPENDENCYPART_ARC
(18,13),0.157714 # DEPENDENCYPART_ARC
(18,14),2.43264 # DEPENDENCYPART_ARC
(18,15),-1.76171 # DEPENDENCYPART_ARC
(18,16),2.12666 # DEPENDENCYPART_ARC
(18,17),5.00758 # DEPENDENCYPART_ARC
(18,19),-2.0135 # DEPENDENCYPART_ARC
(18,20),-0.943826 # DEPENDENCYPART_ARC
(18,21),-1.26185 # DEPENDENCYPART_ARC
(18,22),-1.45426 # DEPENDENCYPART_ARC
(18,23),-1.66221 # DEPENDENCYPART_ARC
(18,24),-1.65522 # DEPENDENCYPART_ARC
(18,25),-1.72782 # DEPENDENCYPART_ARC
(18,26),-1.99648 # DEPENDENCYPART_ARC
(18,27),-0.353774 # DEPENDENCYPART_ARC
(18,28),-2.61374 # DEPENDENCYPART_ARC
(18,29),-2.41965 # DEPENDENCYPART_ARC
(18,30),-1.68771 # DEPENDENCYPART_ARC
(18,31),-2.00119 # DEPENDENCYPART_ARC
(18,32),-1.75229 # DEPENDENCYPART_ARC
(18,33),-2.18424 # DEPENDENCYPART_ARC
(18,34),0.340125 # DEPENDENCYPART_ARC
(19,1),-0.33837 # DEPENDENCYPART_ARC
(19,2),-0.544972 # DEPENDENCYPART_ARC
(19,3),-0.605369 # DEPENDENCYPART_ARC
(19,4),-0.911196 # DEPENDENCYPART_ARC
(19,5),-1.64852 # DEPENDENCYPART_ARC
(19,6),-0.11047 # DEPENDENCYPART_ARC
(19,7),-1.34406 # DEPENDENCYPART_ARC
(19,8),-0.0690402 # DEPENDENCYPART_ARC
(19,9),0.0637035 # DEPENDENCYPART_ARC
(19,10),-1.01633 # DEPENDENCYPART_ARC
(19,11),0.565607 # DEPENDENCYPART_ARC
(19,12),0.956149 # DEPENDENCYPART_ARC
(19,13),0.0983574 # DEPENDENCYPART_ARC
(19,14),1.68966 # DEPENDENCYPART_ARC
(19,15),2.09853 # DEPENDENCYPART_ARC
(19,16),0.707163 # DEPENDENCYPART_ARC
(19,17),1.77369 # DEPENDENCYPART_ARC
(19,18),3.95567 # DEPENDENCYPART_ARC
(19,20),2.9045 # DEPENDENCYPART_ARC
(19,21),0.0495718 # DEPENDENCYPART_ARC
(19,22),-0.0545879 # DEPENDENCYPART_ARC
(19,23),1.9709 # DEPENDENCYPART_ARC
(19,24),0.00661481 # DEPENDENCYPART_ARC
(19,25),1.13607 # DEPENDENCYPART_ARC
(19,26),2.50177 # DEPENDENCYPART_ARC
(19,27),1.9639 # DEPENDENCYPART_ARC
(19,28),-0.235504 # DEPENDENCYPART_ARC
(19,29),1.37512 # DEPENDENCYPART_ARC
(19,30),-0.668878 # DEPENDENCYPART_ARC
(19,31),-1.28502 # DEPENDENCYPART_ARC
(19,32),-1.0998 # DEPENDENCYPART_ARC
(19,33),0.550546 # DEPENDENCYPART_ARC
(19,34),2.50852 # DEPENDENCYPART_ARC
(20,1),-0.599175 # DEPENDENCYPART_ARC
(20,2),-0.485556 # DEPENDENCYPART_ARC
(20,3),-1.22157 # DEPENDENCYPART_ARC
(20,4),-0.47331 # DEPENDENCYPART_ARC
(20,5),-0.666568 # DEPENDENCYPART_ARC
(20,6),-0.823241 # DEPENDENCYPART_ARC
(20,7),-0.447463 # DEPENDENCYPART_ARC
(20,8),-0.897314 # DEPENDENCYPART_ARC
(20,9),-0.701686 # DEPENDENCYPART_ARC
(20,10),-0.509352 # DEPENDENCYPART_ARC
(20,11),-0.272685 # DEPENDENCYPART_ARC
(20,12),-0.462867 # DEPENDENCYPART_ARC
(20,13),-0.110917 # DEPENDENCYPART_ARC
(20,14),0.309219 # DEPENDENCYPART_ARC
(20,15),0.275066 # DEPENDENCYPART_ARC
(20,16),0.0763468 # DEPENDENCYPART_ARC
(20,17),0.692831 # DEPENDENCYPART_ARC
(20,18),0.632521 # DEPENDENCYPART_ARC
(20,19),0.640215 # DEPENDENCYPART_ARC
(20,21),-0.599173 # DEPENDENCYPART_ARC
(20,22),-0.1345 # DEPENDENCYPART_ARC
(20,23),-0.0607548 # DEPENDENCYPART_ARC
(20,24),-0.447325 # DEPENDENCYPART_ARC
(20,25),-0.221292 # DEPENDENCYPART_ARC
(20,26),-0.171386 # DEPENDENCYPART_ARC
(20,27),0.00543743 # DEPENDENCYPART_ARC
(20,28),-1.04902 # DEPENDENCYPART_ARC
(20,29),-0.309709 # DEPENDENCYPART_ARC
(20,30),-0.916657 # DEPENDENCYPART_ARC
(20,31),-1.39972 # DEPENDENCYPART_ARC
(20,32),-1.3338 # DEPENDENCYPART_ARC
(20,33),-1.13444 # DEPENDENCYPART_ARC
(20,34),0.268199 # DEPENDENCYPART_ARC
(21,1),-2.38418 # DEPENDENCYPART_ARC
(21,2),-2.07317 # DEPENDENCYPART_ARC
(21,3),-2.10375 # DEPENDENCYPART_ARC
(21,4),-2.29501 # DEPENDENCYPART_ARC
(21,5),-2.10365 # DEPENDENCYPART_ARC
(21,6),-1.77534 # DEPENDENCYPART_ARC
(21,7),-2.08846 # DEPENDENCYPART_ARC
(21,8),-3.30379 # DEPENDENCYPART_ARC
(21,9),-1.72574 # DEPENDENCYPART_ARC
(21,10),-2.49444 # DEPENDENCYPART_ARC
(21,11),-2.98567 # DEPENDENCYPART_ARC
(21,12),-1.46548 # DEPENDENCYPART_ARC
(21,13),-1.55416 # DEPENDENCYPART_ARC
(21,14),-2.93209 # DEPENDENCYPART_ARC
(21,15),-3.15373 # DEPENDENCYPART_ARC
(21,16),-1.94748 # DEPENDENCYPART_ARC
(21,17),-2.6235 # DEPENDENCYPART_ARC
(21,18),-2.72594 # DEPENDENCYPART_ARC
(21,19),-1.3731 # DEPENDENCYPART_ARC
(21,20),-0.443409 # DEPENDENCYPART_ARC
(21,22),0.522168 # DEPENDENCYPART_ARC
(21,23),-0.498373 # DEPENDENCYPART_ARC
(21,24),-0.227803 # DEPENDENCYPART_ARC
(21,25),-0.931931 # DEPENDENCYPART_ARC
(21,26),-1.41474 # DEPENDENCYPART_ARC
(21,27),-0.327166 # DEPENDENCYPART_ARC
(21,28),-1.04107 # DEPENDENCYPART_ARC
(21,29),-1.14875 # DEPENDENCYPART_ARC
(21,30),-0.883238 # DEPENDENCYPART_ARC
(21,31),-0.943082 # DEPENDENCYPART_ARC
(21,32),-1.14884 # DEPENDENCYPART_ARC
(21,33),-1.7849 # DEPENDENCYPART_ARC
(21,34),-1.96238 # DEPENDENCYPART_ARC
(22,1),-2.36802 # DEPENDENCYPART_ARC
(22,2),-1.93545 # DEPENDENCYPART_ARC
(22,3),-1.68566 # DEPENDENCYPART_ARC
(22,4),-1.29984 # DEPENDENCYPART_ARC
(22,5),-3.10758 # DEPENDENCYPART_ARC
(22,6),-1.92486 # DEPENDENCYPART_ARC
(22,7),-2.9998 # DEPENDENCYPART_ARC
(22,8),-3.51613 # DEPENDENCYPART_ARC
(22,9),-1.79545 # DEPENDENCYPART_ARC
(22,10),-2.26761 # DEPENDENCYPART_ARC
(22,11),-2.59221 # DEPENDENCYPART_ARC
(22,12),-1.43677 # DEPENDENCYPART_ARC
(22,13),-1.18306 # DEPENDENCYPART_ARC
(22,14),-2.58082 # DEPENDENCYPART_ARC
(22,15),-2.07376 # DEPENDENCYPART_ARC
(22,16),-1.69192 # DEPENDENCYPART_ARC
(22,17),-2.42928 # DEPENDENCYPART_ARC
(22,18),-1.89032 # DEPENDENCYPART_ARC
(22,19),-0.589179 # DEPENDENCYPART_ARC
(22,20),-0.263389 # DEPENDENCYPART_ARC
(22,21),0.80646 # DEPENDENCYPART_ARC
(22,23),-1.05101 # DEPENDENCYPART_ARC
(22,24),-1.05161 # DEPENDENCYPART_ARC
(22,25),-1.11085 # DEPENDENCYPART_ARC
(22,26),-1.12869 # DEPENDENCYPART_ARC
(22,27),-0.718008 # DEPENDENCYPART_ARC
(22,28),-1.99742 # DEPENDENCYPART_ARC
(22,29),-1.22351 # DEPENDENCYPART_ARC
(22,30),-1.76413 # DEPENDENCYPART_ARC
(22,31),-1.84063 # DEPENDENCYPART_ARC
(22,32),-1.85156 # DEPENDENCYPART_ARC
(22,33),-2.05297 # DEPENDENCYPART_ARC
(22,34),-0.761074 # DEPENDENCYPART_ARC
(23,1),-1.48346 # DEPENDENCYPART_ARC
(23,2),-2.28488 # DEPENDENCYPART_ARC
(23,3),0.548009 # DEPENDENCYPART_ARC
(23,4),-0.86993 # DEPENDENCYPART_ARC
(23,5),-1.08962 # DEPENDENCYPART_ARC
(23,6),-1.56321 # DEPENDENCYPART_ARC
(23,7),-0.485078 # DEPENDENCYPART_ARC
(23,8),-3.56078 # DEPENDENCYPART_ARC
(23,9),-2.42805 # DEPENDENCYPART_ARC
(23,10),-1.62306 # DEPENDENCYPART_ARC
(23,11),-4.08248 # DEPENDENCYPART_ARC
(23,12),-0.994401 # DEPENDENCYPART_ARC
(23,13),-0.739788 # DEPENDENCYPART_ARC
(23,14),-2.303 # DEPENDENCYPART_ARC
(23,15),-4.21223 # DEPENDENCYPART_ARC
(23,16),-0.501625 # DEPENDENCYPART_ARC
(23,17),-1.72007 # DEPENDENCYPART_ARC
(23,18),-3.92318 # DEPENDENCYPART_ARC
(23,19),-0.667536 # DEPENDENCYPART_ARC
(23,20),0.103169 # DEPENDENCYPART_ARC
(23,21),3.02905 # DEPENDENCYPART_ARC
(23,22),4.19338 # DEPENDENCYPART_ARC
(23,24),-0.655805 # DEPENDENCYPART_ARC
(23,25),-0.36262 # DEPENDENCYPART_ARC
(23,26),-0.938983 # DEPENDENCYPART_ARC
(23,27),0.171882 # DEPENDENCYPART_ARC
(23,28),-1.76393 # DEPENDENCYPART_ARC
(23,29),-0.915208 # DEPENDENCYPART_ARC
(23,30),-1.09073 # DEPENDENCYPART_ARC
(23,31),-1.43859 # DEPENDENCYPART_ARC
(23,32),-1.18076 # DEPENDENCYPART_ARC
(23,33),-1.34791 # DEPENDENCYPART_ARC
(23,34),0.466614 # DEPENDENCYPART_ARC
(24,1),-0.905497 # DEPENDENCYPART_ARC
(24,2),-0.663122 # DEPENDENCYPART_ARC
(24,3),-0.674455 # DEPENDENCYPART_ARC
(24,4),0.363941 # DEPENDENCYPART_ARC
(24,5),-1.92191 # DEPENDENCYPART_ARC
(24,6),-0.552816 # DEPENDENCYPART_ARC
(24,7),-1.69161 # DEPENDENCYPART_ARC
(24,8),-1.56304 # DEPENDENCYPART_ARC
(24,9),-0.420309 # DEPENDENCYPART_ARC
(24,10),-0.922934 # DEPENDENCYPART_ARC
(24,11),-0.731656 # DEPENDENCYPART_ARC
(24,12),-0.0975356 # DEPENDENCYPART_ARC
(24,13),0.201975 # DEPENDENCYPART_ARC
(24,14),-0.716639 # DEPENDENCYPART_ARC
(24,15),-0.132334 # DEPENDENCYPART_ARC
(24,16),-0.54723 # DEPENDENCYPART_ARC
(24,17),-0.564913 # DEPENDENCYPART_ARC
(24,18),-0.175194 # DEPENDENCYPART_ARC
(24,19),0.431216 # DEPENDENCYPART_ARC
(24,20),0.72471 # DEPENDENCYPART_ARC
(24,21),0.64288 # DEPENDENCYPART_ARC
(24,22),0.898916 # DEPENDENCYPART_ARC
(24,23),2.68011 # DEPENDENCYPART_ARC
(24,25),-0.287369 # DEPENDENCYPART_ARC
(24,26),-0.278347 # DEPENDENCYPART_ARC
(24,27),-0.221651 # DEPENDENCYPART_ARC
(24,28),-1.45919 # DEPENDENCYPART_ARC
(24,29),-0.775944 # DEPENDENCYPART_ARC
(24,30),-1.29365 # DEPENDENCYPART_ARC
(24,31),-1.42125 # DEPENDENCYPART_ARC
(24,32),-1.44664 # DEPENDENCYPART_ARC
(24,33),-1.60812 # DEPENDENCYPART_ARC
(24,34),-0.0825423 # DEPENDENCYPART_ARC
(25,1),-1.0885 # DEPENDENCYPART_ARC
(25,2),-1.8568 # DEPENDENCYPART_ARC
(25,3),1.28619 # DEPENDENCYPART_ARC
(25,4),-0.740313 # DEPENDENCYPART_ARC
(25,5),-0.319415 # DEPENDENCYPART_ARC
(25,6),-1.00532 # DEPENDENCYPART_ARC
(25,7),-0.04408 # DEPENDENCYPART_ARC
(25,8),-3.41744 # DEPENDENCYPART_ARC
(25,9),-2.41337 # DEPENDENCYPART_ARC
(25,10),-0.743285 # DEPENDENCYPART_ARC
(25,11),-3.96967 # DEPENDENCYPART_ARC
(25,12),-0.573286 # DEPENDENCYPART_ARC
(25,13),-0.426362 # DEPENDENCYPART_ARC
(25,14),-2.14295 # DEPENDENCYPART_ARC
(25,15),-4.2125 # DEPENDENCYPART_ARC
(25,16),-0.345574 # DEPENDENCYPART_ARC
(25,17),-1.52265 # DEPENDENCYPART_ARC
(25,18),-4.67838 # DEPENDENCYPART_ARC
(25,19),-0.144815 # DEPENDENCYPART_ARC
(25,20),0.170397 # DEPENDENCYPART_ARC
(25,21),2.25982 # DEPENDENCYPART_ARC
(25,22),2.64378 # DEPENDENCYPART_ARC
(25,23),-0.0811178 # DEPENDENCYPART_ARC
(25,24),3.88159 # DEPENDENCYPART_ARC
(25,26),-0.828561 # DEPENDENCYPART_ARC
(25,27),-0.026542 # DEPENDENCYPART_ARC
(25,28),-1.37503 # DEPENDENCYPART_ARC
(25,29),-0.940644 # DEPENDENCYPART_ARC
(25,30),-1.29684 # DEPENDENCYPART_ARC
(25,31),-1.43372 # DEPENDENCYPART_ARC
(25,32),-1.22572 # DEPENDENCYPART_ARC
(25,33),-1.11165 # DEPENDENCYPART_ARC
(25,34),0.331444 # DEPENDENCYPART_ARC
(26,1),-1.17788 # DEPENDENCYPART_ARC
(26,2),-1.56481 # DEPENDENCYPART_ARC
(26,3),-0.0767348 # DEPENDENCYPART_ARC
(26,4),-0.869119 # DEPENDENCYPART_ARC
(26,5),-1.69609 # DEPENDENCYPART_ARC
(26,6),-2.2164 # DEPENDENCYPART_ARC
(26,7),-1.4431 # DEPENDENCYPART_ARC
(26,8),-1.80728 # DEPENDENCYPART_ARC
(26,9),-2.33132 # DEPENDENCYPART_ARC
(26,10),-2.3458 # DEPENDENCYPART_ARC
(26,11),-3.63955 # DEPENDENCYPART_ARC
(26,12),-0.226199 # DEPENDENCYPART_ARC
(26,13),-0.586876 # DEPENDENCYPART_ARC
(26,14),-0.484382 # DEPENDENCYPART_ARC
(26,15),-4.7833 # DEPENDENCYPART_ARC
(26,16),-0.545219 # DEPENDENCYPART_ARC
(26,17),-0.0976111 # DEPENDENCYPART_ARC
(26,18),-5.25659 # DEPENDENCYPART_ARC
(26,19),-1.59824 # DEPENDENCYPART_ARC
(26,20),-0.12662 # DEPENDENCYPART_ARC
(26,21),0.754806 # DEPENDENCYPART_ARC
(26,22),0.911853 # DEPENDENCYPART_ARC
(26,23),-1.34224 # DEPENDENCYPART_ARC
(26,24),2.02856 # DEPENDENCYPART_ARC
(26,25),4.41773 # DEPENDENCYPART_ARC
(26,27),0.39995 # DEPENDENCYPART_ARC
(26,28),-1.68307 # DEPENDENCYPART_ARC
(26,29),-1.12086 # DEPENDENCYPART_ARC
(26,30),-0.842415 # DEPENDENCYPART_ARC
(26,31),-0.58139 # DEPENDENCYPART_ARC
(26,32),-0.4502 # DEPENDENCYPART_ARC
(26,33),-0.860453 # DEPENDENCYPART_ARC
(26,34),0.829386 # DEPENDENCYPART_ARC
(27,1),-2.87375 # DEPENDENCYPART_ARC
(27,2),-2.71144 # DEPENDENCYPART_ARC
(27,3),-2.68425 # DEPENDENCYPART_ARC
(27,4),-2.86566 # DEPENDENCYPART_ARC
(27,5),-3.09879 # DEPENDENCYPART_ARC
(27,6),-2.62835 # DEPENDENCYPART_ARC
(27,7),-2.95459 # DEPENDENCYPART_ARC
(27,8),-3.80936 # DEPENDENCYPART_ARC
(27,9),-2.39233 # DEPENDENCYPART_ARC
(27,10),-2.7621 # DEPENDENCYPART_ARC
(27,11),-3.64205 # DEPENDENCYPART_ARC
(27,12),-2.25802 # DEPENDENCYPART_ARC
(27,13),-2.2331 # DEPENDENCYPART_ARC
(27,14),-3.32234 # DEPENDENCYPART_ARC
(27,15),-3.34482 # DEPENDENCYPART_ARC
(27,16),-2.49834 # DEPENDENCYPART_ARC
(27,17),-3.17122 # DEPENDENCYPART_ARC
(27,18),-3.15357 # DEPENDENCYPART_ARC
(27,19),-2.2559 # DEPENDENCYPART_ARC
(27,20),-1.94799 # DEPENDENCYPART_ARC
(27,21),-1.75691 # DEPENDENCYPART_ARC
(27,22),-2.17542 # DEPENDENCYPART_ARC
(27,23),-2.61096 # DEPENDENCYPART_ARC
(27,24),-1.83411 # DEPENDENCYPART_ARC
(27,25),-2.16535 # DEPENDENCYPART_ARC
(27,26),-1.6671 # DEPENDENCYPART_ARC
(27,28),-1.22028 # DEPENDENCYPART_ARC
(27,29),-1.18432 # DEPENDENCYPART_ARC
(27,30),-1.45268 # DEPENDENCYPART_ARC
(27,31),-1.57696 # DEPENDENCYPART_ARC
(27,32),-1.65973 # DEPENDENCYPART_ARC
(27,33),-2.4302 # DEPENDENCYPART_ARC
(27,34),-1.41959 # DEPENDENCYPART_ARC
(28,1),-0.813685 # DEPENDENCYPART_ARC
(28,2),-0.332089 # DEPENDENCYPART_ARC
(28,3),-1.35441 # DEPENDENCYPART_ARC
(28,4),-0.808121 # DEPENDENCYPART_ARC
(28,5),-1.55616 # DEPENDENCYPART_ARC
(28,6),-0.952439 # DEPENDENCYPART_ARC
(28,7),-1.52159 # DEPENDENCYPART_ARC
(28,8),-1.95997 # DEPENDENCYPART_ARC
(28,9),-0.826542 # DEPENDENCYPART_ARC
(28,10),-0.853859 # DEPENDENCYPART_ARC
(28,11),-1.8164 # DEPENDENCYPART_ARC
(28,12),-0.770535 # DEPENDENCYPART_ARC
(28,13),-0.389795 # DEPENDENCYPART_ARC
(28,14),-1.46219 # DEPENDENCYPART_ARC
(28,15),-1.29555 # DEPENDENCYPART_ARC
(28,16),-0.70357 # DEPENDENCYPART_ARC
(28,17),-1.34883 # DEPENDENCYPART_ARC
(28,18),-1.98259 # DEPENDENCYPART_ARC
(28,19),-0.040303 # DEPENDENCYPART_ARC
(28,20),-0.0237212 # DEPENDENCYPART_ARC
(28,21),-0.359124 # DEPENDENCYPART_ARC
(28,22),-0.819526 # DEPENDENCYPART_ARC
(28,23),-1.629 # DEPENDENCYPART_ARC
(28,24),-0.758544 # DEPENDENCYPART_ARC
(28,25),-0.600244 # DEPENDENCYPART_ARC
(28,26),-0.691355 # DEPENDENCYPART_ARC
(28,27),-0.202522 # DEPENDENCYPART_ARC
(28,29),0.551252 # DEPENDENCYPART_ARC
(28,30),-1.06203 # DEPENDENCYPART_ARC
(28,31),-0.33972 # DEPENDENCYPART_ARC
(28,32),-0.218817 # DEPENDENCYPART_ARC
(28,33),0.184783 # DEPENDENCYPART_ARC
(28,34),0.321237 # DEPENDENCYPART_ARC
(29,1),-1.00666 # DEPENDENCYPART_ARC
(29,2),-2.09626 # DEPENDENCYPART_ARC
(29,3),-1.49463 # DEPENDENCYPART_ARC
(29,4),-1.07857 # DEPENDENCYPART_ARC
(29,5),-2.78411 # DEPENDENCYPART_ARC
(29,6),-1.05293 # DEPENDENCYPART_ARC
(29,7),-2.35173 # DEPENDENCYPART_ARC
(29,8),-1.33916 # DEPENDENCYPART_ARC
(29,9),-0.669585 # DEPENDENCYPART_ARC
(29,10),-1.85183 # DEPENDENCYPART_ARC
(29,11),-0.901117 # DEPENDENCYPART_ARC
(29,12),-0.718544 # DEPENDENCYPART_ARC
(29,13),-0.059029 # DEPENDENCYPART_ARC
(29,14),-0.400519 # DEPENDENCYPART_ARC
(29,15),-0.132295 # DEPENDENCYPART_ARC
(29,16),-1.56773 # DEPENDENCYPART_ARC
(29,17),-0.542615 # DEPENDENCYPART_ARC
(29,18),-0.277477 # DEPENDENCYPART_ARC
(29,19),-0.96936 # DEPENDENCYPART_ARC
(29,20),0.700202 # DEPENDENCYPART_ARC
(29,21),-1.22413 # DEPENDENCYPART_ARC
(29,22),-0.794621 # DEPENDENCYPART_ARC
(29,23),-0.0210916 # DEPENDENCYPART_ARC
(29,24),-0.244036 # DEPENDENCYPART_ARC
(29,25),0.648255 # DEPENDENCYPART_ARC
(29,26),0.40266 # DEPENDENCYPART_ARC
(29,27),0.715786 # DEPENDENCYPART_ARC
(29,28),2.89649 # DEPENDENCYPART_ARC
(29,30),0.0373194 # DEPENDENCYPART_ARC
(29,31),0.278889 # DEPENDENCYPART_ARC
(29,32),-0.204553 # DEPENDENCYPART_ARC
(29,33),2.85281 # DEPENDENCYPART_ARC
(29,34),1.48044 # DEPENDENCYPART_ARC
(30,1),-2.47062 # DEPENDENCYPART_ARC
(30,2),-2.24018 # DEPENDENCYPART_ARC
(30,3),-2.23782 # DEPENDENCYPART_ARC
(30,4),-2.3756 # DEPENDENCYPART_ARC
(30,5),-2.21197 # DEPENDENCYPART_ARC
(30,6),-2.20036 # DEPENDENCYPART_ARC
(30,7),-2.2686 # DEPENDENCYPART_ARC
(30,8),-3.67243 # DEPENDENCYPART_ARC
(30,9),-2.20524 # DEPENDENCYPART_ARC
(30,10),-1.71721 # DEPENDENCYPART_ARC
(30,11),-3.41242 # DEPENDENCYPART_ARC
(30,12),-1.80349 # DEPENDENCYPART_ARC
(30,13),-1.99244 # DEPENDENCYPART_ARC
(30,14),-3.45319 # DEPENDENCYPART_ARC
(30,15),-3.69645 # DEPENDENCYPART_ARC
(30,16),-2.23369 # DEPENDENCYPART_ARC
(30,17),-3.25074 # DEPENDENCYPART_ARC
(30,18),-3.51499 # DEPENDENCYPART_ARC
(30,19),-1.90685 # DEPENDENCYPART_ARC
(30,20),-1.90599 # DEPENDENCYPART_ARC
(30,21),-1.64954 # DEPENDENCYPART_ARC
(30,22),-1.90106 # DEPENDENCYPART_ARC
