# _root_ halaber , batzarkide eta parlamentario ugari ere agertu ziren hitzordura , eta hainbat euskal_erakunde nazionaletako ordezkariek ongi etorria eman zioten ekimenari .
#goldHeads=0,3,4,8,4,4,0,12,8,8,10,0,16,16,16,19,19,17,12,19,19,21,
#predictedHeads=0,3,4,8,4,5,0,12,8,8,10,0,14,16,14,19,19,19,12,19,19,21,
(4,12),(4,21),-0.0640873 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.226131 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.217701 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.151521 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.217701 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.217713 # DEPENDENCYPART_SIBL
(4,16),(4,19),-0.151521 # DEPENDENCYPART_SIBL
(4,16),(4,21),-0.217713 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.151521 # DEPENDENCYPART_SIBL
(4,18),(4,21),-0.217701 # DEPENDENCYPART_SIBL
(4,19),(4,21),-0.106393 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.115615 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.029213 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0103573 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0717041 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0245361 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0185721 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0337037 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0160137 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00512307 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0209865 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.00472425 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0692027 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00465294 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.00380127 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0635175 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0318502 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0439295 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0505178 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.00204187 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0381129 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0241204 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0361058 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00674302 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00309883 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0505526 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.00509473 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0102317 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0664128 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.105942 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0376322 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.105944 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.066758 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0314307 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0165137 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0023454 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0091187 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.00282876 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.00952541 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.00204662 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.00970495 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.00127662 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0291924 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.00204662 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.00520441 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0675693 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.00172943 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.195293 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0621627 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.195295 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.121512 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.101659 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0297161 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0113559 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.00210195 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0468664 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0153102 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0110625 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.024458 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.00713838 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0257336 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0110625 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.00645884 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.0136056 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0107453 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0567395 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0383713 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0353327 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0663338 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0430632 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0513418 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0065555 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0429767 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0483702 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0504666 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.057083 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0419026 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0501459 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0504666 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.00693489 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0422661 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.049515 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.137321 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0986498 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0532858 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.000471056 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0131434 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0326438 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0161694 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.00617256 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0134422 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0139902 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.011059 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0321318 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0134422 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0279232 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0739157 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0137594 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0353342 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0663353 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0438396 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.051603 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00681811 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0432379 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0486314 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0507278 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0573442 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0421638 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0504071 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0507278 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.00720345 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0414898 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0497762 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0252009 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.107252 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0554227 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0108221 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0636861 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.037301 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0551292 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.065581 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0536013 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.064665 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0551292 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0174485 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0295315 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.054812 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.19223 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.113046 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.130953 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0996526 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.100658 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.112747 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0987449 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.111977 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.12514 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.112747 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.109801 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.140948 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.11243 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0181554 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0342875 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00207147 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0205514 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0164048 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0197437 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0137333 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0760652 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0164048 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0672876 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.140195 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0164048 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0294477 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0107194 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00454111 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0292173 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00910521 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.028135 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0106601 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0292173 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.00555587 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0257737 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0292173 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0438648 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0990067 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.1092 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0650968 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.108543 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.190702 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.1092 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0356616 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0793865 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.1092 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0195207 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0118476 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.000643359 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0164548 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0103433 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0118476 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0174356 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0126422 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0118476 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0385982 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0507632 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0379372 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.000797269 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0385982 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0159081 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.00901522 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0385982 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.00910244 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0281267 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0106573 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0292089 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.00555865 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0257709 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0292089 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0336283 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0258542 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0342893 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0144651 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0151509 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0342893 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0108704 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0294475 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.00534551 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0259841 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0294475 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0101823 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0237251 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0435708 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0101823 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.00555865 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0257709 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0292089 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.0269571 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0618803 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.01943 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0337032 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0078339 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.011128 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.00237284 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0483365 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.00710981 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.00470744 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.00621346 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.00801907 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.03113 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0565932 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0274205 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.107484 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.126244 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0697091 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.051313 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.04091 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0635185 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0227569 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0504345 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0493378 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0121983 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0591025 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0111295 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00237284 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0483324 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.00710844 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00470882 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00621483 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.00802044 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0311314 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0565882 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.0274247 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.00377582 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.000703488 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0271858 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0311374 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00295183 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0280845 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0114832 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0577931 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0345942 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0257885 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00915815 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.025403 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0337994 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0314891 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0304563 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0352242 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0446045 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0281902 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0829529 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.049334 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.028174 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.136642 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0461997 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.224837 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0609345 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.00388583 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0171505 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0376197 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0231143 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0546885 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0104928 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.110822 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.00071675 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0884113 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.13001 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.00483983 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0218904 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0327695 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0887528 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0579638 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0420482 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0776367 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0196339 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.0886223 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.0702242 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.032152 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.19051 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0836662 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.407067 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00953584 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0420011 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.124768 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.00674432 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0358451 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.042784 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.00714487 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.00439843 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.00242903 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0108763 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.00444561 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0518421 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0245614 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0603005 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0021426 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0908237 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0603005 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0610903 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0606177 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.029788 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.00330329 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.00374955 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0297881 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0227466 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.00802088 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0363367 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.00359282 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0271819 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0363367 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0060617 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0363367 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.00242752 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0108763 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.00444561 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0518421 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0245614 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0603005 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0021426 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0908237 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0603005 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0610939 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.0606177 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0910787 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.221977 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.128622 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.075191 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.133778 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0639009 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.118597 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.133778 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.14785 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.133778 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0442096 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0315079 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0315096 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0559695 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0146013 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0438016 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0559695 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.00597486 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0559695 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0518421 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0245615 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0603003 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00214247 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0908235 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0603003 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0611202 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0606175 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0338332 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0723837 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.02236 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0600752 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0723837 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.072196 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0723837 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.114306 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.08552 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.118138 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.114306 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.152647 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.114306 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00791892 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.226131 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.217701 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.151521 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.217701 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.186713 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.182881 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.188597 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.182881 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.217713 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.151521 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.217713 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.151521 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.217701 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.106393 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00475701 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00160337 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0421634 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.107484 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.126244 # DEPENDENCYPART_SIBL
