# _root_ agentzien_arabera , bi alderdi abertzaleek lan horretan dihardute egun hauetan , eta oraindik ez dute erabaki osoko zuzenketa aurkeztuko duten .
#goldHeads=12,1,4,8,4,8,6,12,8,9,10,0,16,16,16,12,18,19,16,19,20,
#predictedHeads=8,1,4,6,4,8,6,12,8,9,10,0,16,16,16,12,18,19,16,19,20,
(6,3),(6,5),0.023227 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0405225 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0251863 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.104837 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0644988 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.000916592 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0143501 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00390407 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.016045 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0239766 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00728231 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0162532 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0524065 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0278843 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0438788 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0185451 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.00763401 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00493786 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0117195 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.017286 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0296229 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.021429 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0235493 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.035184 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0135608 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0606933 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0470152 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0537025 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0211305 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0380505 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.00313255 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0242957 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.00714796 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.00950166 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0303264 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0177891 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.00929926 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.00336162 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0203366 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0390648 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.105213 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0731834 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.102865 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0381307 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0409454 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.010438 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.061874 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.00799107 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0250448 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0312535 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0378686 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0529266 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0317544 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0326935 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.018592 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0197906 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00620854 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0104741 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0203555 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0611361 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.039954 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.00824435 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00966044 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0294686 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.00227096 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.00110918 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.00116597 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0208631 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0570992 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0679516 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0277663 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0347875 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00774978 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0335184 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0016833 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0149611 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.034298 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0327219 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0125623 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0182944 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0166395 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0200556 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0129227 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0157554 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0224204 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.033508 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0076416 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0204722 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0144753 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.00722122 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.028527 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.000352673 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0167417 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0194681 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0348658 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0102012 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0184293 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00944459 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00720503 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0366852 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0134105 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.012484 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.00104195 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0134254 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0259454 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0584773 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0654129 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0131933 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0134829 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0275041 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0177965 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00448076 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0143596 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0192534 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0317116 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0250266 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0248274 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.00574196 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.00612097 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0127497 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.00595239 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0135804 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.00637822 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0423461 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.130656 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00376863 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0438554 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0110232 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0394451 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0165048 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0441892 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0250507 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0606235 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0462432 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0656446 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0402522 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0646527 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0384784 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0093545 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0370913 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0359478 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.00958201 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0254475 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0342411 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0149906 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0305659 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.00454754 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0304285 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0147194 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0170641 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.000452546 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0175035 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0864984 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.000373344 # DEPENDENCYPART_SIBL
(8,16),(8,19),-9.07167e-05 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0214067 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.00675453 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.00449925 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.023243 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0453275 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.116483 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0427765 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0774124 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0471574 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0214299 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0187827 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.00441898 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0392347 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0480733 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.01993 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0404768 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0404672 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0878167 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0165157 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0231092 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.100492 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.00644824 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.00297464 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0346285 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0358256 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0219459 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0438159 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0438254 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0203252 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0216192 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0150189 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.000984173 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0146522 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.00423973 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0342948 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00536457 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0729215 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.007216 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0210412 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0195172 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0128405 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.020574 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0140753 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0555115 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0230325 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0172966 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0151921 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0225471 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0110852 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0217559 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0280087 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0173593 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0161735 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0924262 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0024275 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0272412 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.001692 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0484977 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0121401 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0253306 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00088082 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0172547 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0250131 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0253062 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00692155 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0618484 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0235708 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0302499 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0672441 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.048932 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0541244 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0554185 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0380085 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00460864 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00540853 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0332375 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0211675 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0265113 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0277941 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0241161 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.020987 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.176849 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0382145 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.020221 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0645355 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.106707 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.106683 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.152307 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0342605 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.138534 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0693219 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0322683 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.038104 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.226583 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0381224 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00722397 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0251175 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0239389 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0564545 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.028811 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0285941 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.01791 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0913241 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0448466 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0454705 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0551837 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0120589 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.0712878 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.0714017 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0227961 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.013646 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0286545 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0167239 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0173622 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0197492 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0879888 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.00485601 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0253577 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0136867 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0276979 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.00253402 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0177771 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0272067 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0518421 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0184942 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.144028 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0522592 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0834536 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0603005 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0857986 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0413428 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.015376 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0203456 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.00540833 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0341881 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0192129 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0640374 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0688651 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0262199 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0405165 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0383171 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.045706 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0210981 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0709548 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0547685 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0231414 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0750452 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0542773 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0776921 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.00252373 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.124685 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0314607 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0741115 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.111872 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0764565 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.028332 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.00253402 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0246402 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0278408 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0518421 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0222383 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.147772 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0646588 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0851386 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0473536 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0874584 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0064602 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0235474 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0112893 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0644969 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0385309 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.000400853 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0169496 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.00156151 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0159155 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0187804 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0878078 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0417257 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0649985 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0077069 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0596497 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0242779 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0505222 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0505333 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0250482 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0336191 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.062854 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0128735 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.139411 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0426364 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0680333 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0745484 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0703783 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0640373 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0403555 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00569884 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0190516 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00182864 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0077064 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0153903 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0298824 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0939704 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0456022 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0743632 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0723844 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0902794 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.11578 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0423054 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.100272 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0696381 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0959865 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0300961 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.127107 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0992274 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.133185 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.00461697 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0424204 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.00115811 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.102735 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.117333 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.147261 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0149782 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.00206078 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0306311 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0409905 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.11281 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.048453 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0285946 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0146362 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.018874 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.039543 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0320117 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0883444 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0908469 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0374585 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0840573 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0197128 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.00846943 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0423616 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00490167 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0294992 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.118 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0632358 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.00704338 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.00930125 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.113157 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0284962 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0827641 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.00223793 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0291281 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.00788448 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0845001 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0652063 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0329422 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0551954 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0455105 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0176244 # DEPENDENCYPART_SIBL
