# _root_ " ekintza guztietan material asko kendu digute , telefono mobilak , mendiko materiala ... portugalen kendu zizkiguten hiru furgonetak ez dizkigute itzuli " .
#goldHeads=0,6,2,6,4,8,6,0,11,9,4,13,11,13,16,19,16,19,22,22,22,8,22,23,
#predictedHeads=0,6,2,6,4,0,6,7,6,9,10,13,6,13,16,19,16,19,22,22,22,9,22,23,
(4,3),(4,7),-0.0296849 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0722571 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0913762 # DEPENDENCYPART_SIBL
(4,3),(4,18),-0.0389233 # DEPENDENCYPART_SIBL
(4,3),(4,22),-0.0415848 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0339282 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.000669942 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.102505 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.0533916 # DEPENDENCYPART_SIBL
(4,5),(4,22),-0.0683767 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0279616 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.00351616 # DEPENDENCYPART_SIBL
(4,7),(4,18),0.0211428 # DEPENDENCYPART_SIBL
(4,7),(4,22),0.0308946 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.00498225 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.000613343 # DEPENDENCYPART_SIBL
(4,9),(4,22),-0.0368531 # DEPENDENCYPART_SIBL
(4,10),(4,18),0.0855953 # DEPENDENCYPART_SIBL
(4,10),(4,22),-0.0450074 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.0862072 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.00798969 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0391908 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.054718 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0349982 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0608391 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.020085 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0241007 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0112904 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.020085 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0258463 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0195737 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0258463 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0536547 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.0656655 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0258463 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.067534 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.0441423 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.010972 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.027915 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.013424 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.00814263 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0141964 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.038754 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.00814263 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0131335 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0152274 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0131335 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0103599 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0122666 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0131335 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.0126739 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0140558 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0317487 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00484502 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0064837 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0356424 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0415257 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0064837 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0338968 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0401695 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0338968 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.011681 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.00967148 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0338968 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0115399 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.00216862 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00268333 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0249101 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0221399 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.047403 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0249101 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.021077 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0231709 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.021077 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0172372 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.00152593 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.021077 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.00193323 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0209331 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0259089 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0230838 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0140866 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0259089 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.025353 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0253481 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.025353 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.046187 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.123557 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.025353 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.123557 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.0306931 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.100447 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0643255 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.276312 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0995508 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0995525 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0995508 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0310695 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0725129 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0995508 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0725129 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0398608 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0108182 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0319364 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0204107 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0204127 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0204107 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.00012355 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0231149 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0204107 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0231149 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0209035 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0392694 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0246516 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0246533 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0246516 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0022155 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0219597 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0246516 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.0219597 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.00659172 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0995508 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0995525 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0995508 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0310695 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0725129 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0995508 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0725129 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0398608 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0200366 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0200345 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.000499706 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0227387 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0200345 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0227387 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0205273 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0200345 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.000499706 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0227387 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0200345 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0227387 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0205273 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.000499706 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0227387 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0200499 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0227387 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.0205273 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0536611 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.036444 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.053661 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.00337829 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0221249 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.126744 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.019272 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.0227387 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.0205273 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.0192643 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0429834 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.020045 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0881882 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0180578 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0677202 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0332322 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0308381 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0922215 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.128422 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.380722 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.383344 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0393022 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0181942 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.125797 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.125417 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0473212 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0101338 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0168203 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00766122 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.00774196 # DEPENDENCYPART_SIBL
(8,16),(8,22),0.00905129 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.000304013 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00704251 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0298258 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.012689 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0252501 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0134484 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0155379 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0134484 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0213166 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00850465 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0134484 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.0186002 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00745813 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.012718 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0170819 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00568208 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00117738 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00117587 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00117738 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0289695 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0346145 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.00117738 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0320785 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0171764 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0278745 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00803387 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0300525 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0300525 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0300525 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0210889 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.019778 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0300525 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0211216 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0288967 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00342551 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0562268 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0562269 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0562268 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0378196 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0153919 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0562268 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0378616 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.116849 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00867562 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00867562 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00867562 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0457186 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0857254 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.00867562 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0456201 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.049334 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.049334 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.049334 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.038053 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0840447 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.049334 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.037995 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00730926 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0073091 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0310512 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.000600943 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0073091 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0375833 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0073091 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0310512 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.000600943 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0073091 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0375833 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0310512 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.000600943 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.00732454 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0375833 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0249486 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0064555 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.00851846 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0099431 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.0884352 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.0375833 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0537428 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0496086 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0267084 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0706894 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0685999 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0350011 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0706894 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.0323585 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0478782 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0268533 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0508381 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0487487 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.02895 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0508381 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.0263074 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0157226 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0532166 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0511271 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0254185 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0532166 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0227759 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0774795 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0774795 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0675072 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0774795 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0674786 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.00280396 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0216418 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.00280412 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0282034 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0216418 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.00280412 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0282034 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0159818 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.00197509 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.0282034 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0308381 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0059801 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0929779 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.00846844 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0393022 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.16433 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.115615 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0404959 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0684877 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0562269 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0562268 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0147614 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0168655 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0822575 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0143536 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0259473 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00848626 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00639678 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0386377 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.00530498 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0249266 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0260689 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0357645 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0357644 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.010002 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0129748 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.0931937 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0562269 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0562268 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0147614 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0168655 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0822575 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0073091 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.00152147 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.000600943 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0887528 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.00152147 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.000600943 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.0887528 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0211428 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.0549268 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.129508 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0155581 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.00417005 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0274458 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0144323 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.00671747 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0274458 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0103982 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0151318 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0258937 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0398874 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0610045 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.00265651 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.037171 # DEPENDENCYPART_SIBL
(13,2),(13,24),-0.0242614 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.000304013 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0298258 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0177267 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.00972732 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0298258 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0136925 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0281054 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0134484 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0216503 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0345985 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.00997815 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.0189339 # DEPENDENCYPART_SIBL
(13,4),(13,24),-0.0390719 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0127183 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0274031 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0620205 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0127183 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0274031 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.028615 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.00187399 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0303334 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0702102 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.032364 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.0334425 # DEPENDENCYPART_SIBL
(13,6),(13,24),-0.0205292 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.115615 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0404959 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0684877 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.115615 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0232812 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0562268 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0374859 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0147622 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0168655 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0375279 # DEPENDENCYPART_SIBL
(13,8),(13,24),-0.0804204 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0143536 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0259473 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.00783156 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.012123 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.00639679 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.022792 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0386369 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.00530498 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.0200756 # DEPENDENCYPART_SIBL
(13,9),(13,24),-0.0230895 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0260689 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0156235 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0367311 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0357644 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0205599 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0100028 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0129748 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0199216 # DEPENDENCYPART_SIBL
(13,10),(13,24),-0.0913566 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.115615 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0232812 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0562268 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0374859 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0147622 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0168655 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0375279 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.0804204 # DEPENDENCYPART_SIBL
