# _root_ benetan , erdi tontolo geratu naiz leihotik begira : muxuka zeuden txirikorda eta nicolasito , biak eskutik helduta ! .
#goldHeads=5,3,4,5,0,5,5,7,8,11,0,13,11,13,14,18,18,11,18,19,
#predictedHeads=5,3,4,5,0,5,5,7,8,11,5,13,11,13,14,18,18,11,18,19,
(7,1),(7,6),0.0110107 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.00703529 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.00142077 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.00703618 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0332012 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0307532 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0231338 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.00621034 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0265993 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0490698 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0404959 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.10548 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0497062 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0464049 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0194886 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.046404 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.00526331 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0562268 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0342394 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0144277 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0374452 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0137969 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0415706 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0107084 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00545547 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0102935 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.00545457 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0331693 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0320465 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0227333 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.00621033 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0172237 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.06935 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0123934 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0287058 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.028129 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0287049 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0152016 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0357644 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0100007 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0154233 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0197965 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0088275 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00325531 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00684189 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00325917 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.120789 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00491097 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0185182 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0234521 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0267909 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0397732 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00756973 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0397723 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0360814 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0384069 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0192651 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0318399 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0198962 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0679981 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.011025 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.005795 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0160409 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.00735323 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0375529 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.014885 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0330121 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0607132 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0129772 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0441427 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.00660918 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0772343 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00720134 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0160502 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00739392 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0375622 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.01478 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.00089565 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.00751235 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.000790583 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0309996 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00858012 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.00247854 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0358669 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0682805 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0231777 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0865294 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0108485 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0438966 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00537745 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0276451 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.000331062 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0276451 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0110108 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.000392615 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0260324 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0106363 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0260324 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0870193 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0646533 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0157319 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0646533 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0336783 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00873198 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0336783 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0194806 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.00965755 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.00490284 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0687833 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0294783 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0294783 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0320321 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0320321 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0896262 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0387184 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0359896 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0260326 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0106365 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0260326 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0357842 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0260326 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0392209 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00433994 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.00767315 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00433994 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0141178 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.00433994 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0593307 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0642144 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0593307 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.036835 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0593307 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0194806 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.00965755 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0235146 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.00965755 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00490284 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.00855855 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.00490284 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0235146 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.00965755 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0674049 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.003447 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0313673 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0583899 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0346693 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.00889086 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0313673 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0313673 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.00430167 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.00268189 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.00430167 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0238905 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.00430167 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0449497 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0541947 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0717263 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0594947 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.10412 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0541947 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0541947 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0595252 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0639297 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0595252 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.00158709 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0595252 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0237768 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.060232 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0288964 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0152638 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0402682 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0402682 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.000807456 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.00689812 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.000807456 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0200747 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.000807456 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0319895 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0144795 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0168832 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.00616065 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.00616065 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0325791 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.033427 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0325791 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0257156 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0325791 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.00982444 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0167906 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.00832519 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.00869274 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00446744 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.00666811 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.00446744 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.00890454 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.00446744 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0114743 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0499461 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0461935 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0190081 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0279064 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0190081 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00592872 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0190081 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.00382938 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0320956 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0124603 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0114867 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0124603 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0147887 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0124603 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0247829 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.000488399 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00120213 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.000488399 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0200747 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.000488399 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0329773 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0259059 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0130907 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0248459 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0130907 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0031371 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0415042 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00320516 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0415042 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0600105 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0248459 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0130907 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0031371 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0180606 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0430193 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0031371 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00911488 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.00911488 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0073091 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0287972 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.00323051 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.00191052 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0741522 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0287972 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0287972 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0245089 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0741522 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0033682 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0509467 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.00907251 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0033682 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0113131 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.00745448 # DEPENDENCYPART_SIBL
(13,3),(13,6),4.21511e-05 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0756145 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0327873 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0327873 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0266156 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0756145 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.00111605 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0375475 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.012618 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.00111605 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0155528 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0753517 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.213755 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.057274 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0569064 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0188604 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.213755 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.129108 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.00318002 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0632669 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.129108 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.105192 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.037832 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.00539072 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.00539072 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0226395 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.037832 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0594996 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.055219 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0286661 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0594996 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.024706 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0113704 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.00761777 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.00263763 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.00439628 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0603005 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0802123 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.015144 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0603005 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0783019 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0246162 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0256027 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0721993 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00365209 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0377053 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0126171 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00365209 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0160209 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0266156 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0721993 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.000179808 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0393013 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.012618 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.000179808 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.014565 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0822982 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0503314 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0218688 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.00259105 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0503314 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0479551 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0603005 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0802123 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.015144 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0603005 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0783019 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.107775 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0168703 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.217701 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.146655 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0151022 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0273345 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0124629 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.113575 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.146151 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.146655 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0794997 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.049334 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0372475 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.00924842 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0865294 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0358669 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.00665715 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.00340293 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.00665715 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.052478 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.117607 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.277254 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0226187 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0141349 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0393018 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.289362 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.155118 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0235703 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0387319 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.10336 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.22544 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0393018 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.289362 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.155118 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.00678205 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0431017 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.015725 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.00275588 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.00275588 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0107167 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.00269317 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.00869899 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0100461 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.00139985 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0100461 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0026957 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0123651 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0036967 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.0129833 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.0500007 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.0427683 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0240395 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0427683 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.0519326 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0427683 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.00721493 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0354907 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0265993 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.00412159 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.0137969 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0415706 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.0387491 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.0238912 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0387491 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.0532313 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.0387491 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0138498 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.0351887 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0172237 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.0121542 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.06935 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.0156237 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.0103228 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.0156237 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.0127207 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.0156237 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0260689 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0238904 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0197965 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0931937 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.0252199 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.0127098 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.0252199 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0690598 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.0252199 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0132822 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0554582 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0267909 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0454764 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.032525 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.00783131 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0337037 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.00783131 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0259473 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.0130702 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0206767 # DEPENDENCYPART_SIBL
