# _root_ 25 urtetik beherako gazteen langabezi tasa ebn %%16,2koa zen ekainean eta euro eremukoa %%17,2koa .
#goldHeads=2,4,2,6,6,9,9,9,11,9,0,13,11,11,14,
#predictedHeads=2,9,4,5,6,9,9,9,11,11,0,13,11,12,14,
(6,5),(6,8),-0.000954737 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.00143041 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.000954737 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0115412 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.000954737 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.000954737 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.00329632 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0221578 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0073091 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0149479 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0073091 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.00858012 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0073091 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0073091 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.00247909 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0887528 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0149479 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0073091 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00858012 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0073091 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0073091 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.00247909 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0887528 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0205224 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0381812 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0205224 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0205224 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.00411863 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0603407 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00858012 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00731379 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.00731379 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.00247909 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0887528 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.00388583 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.00388583 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0682805 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0546885 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0073091 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.00247909 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0887528 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.00247909 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0887528 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.129497 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.00532855 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.00808594 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.00532855 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.00822993 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.00956178 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.00668586 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.00956178 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00711494 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.00956178 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.00956178 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0105887 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.00783131 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0107327 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00621019 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00668586 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.00621019 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.00711494 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.00621019 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.00621019 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.00783131 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0107327 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00621019 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00668586 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00621019 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.00711494 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.00621019 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.00621019 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0107327 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00621019 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00668586 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00621019 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00711494 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00621019 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00621019 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00969047 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.006688 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00969047 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0071128 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00969047 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00969047 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0149479 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0073091 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00858012 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0073091 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0073091 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0205224 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0381812 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0205224 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0205224 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00858012 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00731379 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00731379 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.00388583 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.00388583 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0073091 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0256847 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0261352 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0243441 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0261352 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0247691 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0261352 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0274701 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0733133 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0123952 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0733133 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0733133 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0394839 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0278782 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.00532855 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.00808594 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.00532855 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.00822993 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.00532855 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.00668586 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00956178 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.00711494 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.00956178 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.00956178 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.00195913 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0274133 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0105887 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00783131 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0107327 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00783131 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.00668586 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00621019 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.00711494 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.00621019 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.00621019 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00195913 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0274133 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.00783131 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0107327 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.00783131 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00668586 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.00621019 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00711494 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.00621019 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.00621019 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00195913 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0274133 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0107327 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00783131 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00668586 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00621019 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00711494 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.00621019 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00621019 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00195913 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0274133 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.00988653 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.006688 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00969047 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0071128 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00969047 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.00969047 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00196128 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0274154 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00668586 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00621019 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00711494 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00621019 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00621019 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.00195913 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0274133 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0205224 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0381812 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0205224 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0205224 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00411863 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0603407 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00858012 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00731379 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00731379 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.00247909 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0887528 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00388583 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00388583 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0682805 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0546885 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0073091 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.00247909 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0887528 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.00247909 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0887528 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.129497 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0249595 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.024509 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.024836 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.024509 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0252603 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.024509 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.024509 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.00532267 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0550326 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00532267 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.00532267 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0246251 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0273329 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0281431 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0273329 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0290046 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0273329 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0273329 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.000527555 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0192272 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.000527555 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.000527555 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0189212 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0306458 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0298357 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0315074 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0298357 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0298357 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.00282403 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0192272 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.00282403 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.00282403 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0189212 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0298357 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0315074 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0298357 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0298357 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00282403 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0192272 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.00282403 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00282403 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0189212 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0315074 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0298357 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0298357 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.00282403 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0192272 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.00282403 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00282403 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0189212 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.031205 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.031205 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.000654096 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0192272 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.000654096 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.000654096 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0189212 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0298357 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00282403 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0192272 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00282403 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00282403 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0189212 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00282403 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0192272 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00282403 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00282403 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0189212 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0351311 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0234601 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0234601 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0116552 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0367675 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0367675 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.000217661 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0234554 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0116552 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0116552 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0107327 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.00783131 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.00783131 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0276035 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.00711494 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00621019 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00621019 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00195913 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0274133 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.00988653 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00988653 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0269176 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0071128 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.00969047 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00969047 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00196128 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0274154 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.00783131 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0276035 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.00711494 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00621019 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00621019 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00195913 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0274133 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0276035 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00711494 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00621019 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00621019 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00195913 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0274133 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0290936 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00407542 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00407542 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0108805 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0141926 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00388592 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00388592 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0682805 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0546885 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0073092 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.00247909 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0887528 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.00247909 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0887528 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.129497 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0284162 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0279657 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0282926 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0279657 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0287169 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0279657 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0279657 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.002666 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0254577 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.00766674 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.00766674 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.117898 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.00189352 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.00270366 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.00189352 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.00356525 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.00189352 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.00189352 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0194108 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.00189352 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0569489 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0569489 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0150725 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.00520642 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.00439628 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.006068 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00439628 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.00439628 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0194108 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00439628 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0603005 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0603005 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0150725 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.00439628 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.006068 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.00439628 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.00439628 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0194108 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.00439628 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0603005 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0603005 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0150725 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.006068 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.00439628 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.00439628 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0194108 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.00439628 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0603005 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0603005 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0150725 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0057656 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0057656 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0194108 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0057656 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0568224 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0568224 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0150725 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.00439628 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0194108 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.00439628 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0603005 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0603005 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0150725 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0194108 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.00439628 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0603005 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0603005 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0150725 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0830839 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0793681 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0793681 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0253535 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0601567 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0601567 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.01522 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.217701 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0168742 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0168742 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0471292 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.00407542 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0108805 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0141926 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00676178 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00252975 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0276915 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00247909 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0887528 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.129497 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0105887 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.00783131 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0107327 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.00783131 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.00783131 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0276035 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.00783131 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0337037 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.00783131 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.00195913 # DEPENDENCYPART_SIBL
