# _root_ hori guztia " bazterketarik gabe , inor bakartu gabe , betorik gabe eta indarkeriarik gabe " egin behar_dela gaineratu zuen ibarretxek .
#goldHeads=17,1,2,13,14,5,8,13,14,9,13,14,17,13,14,15,18,19,0,19,19,21,
#predictedHeads=0,1,2,8,4,5,8,18,8,9,13,11,19,13,14,15,18,19,0,19,19,21,
(8,1),(8,12),-0.0615124 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0538567 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0130784 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0615124 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0244949 # DEPENDENCYPART_SIBL
(8,1),(8,18),-7.25926e-05 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.00960875 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.00129534 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.00153007 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.099256 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0767475 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0180459 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0361495 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0126738 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.00890378 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0361495 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0364832 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.00890378 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0361495 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0214989 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.00491419 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0144503 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.0387637 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.175201 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0719852 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0338359 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0338863 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00592674 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0166661 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0338863 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0186691 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0166661 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0338863 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0558957 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.00926386 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0012272 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0213054 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0497035 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0196064 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.08655 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.112464 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0982245 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.08655 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.09786 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0982245 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.08655 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.057049 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0678791 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0779128 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.11406 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.107855 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0203439 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00549256 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00323158 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0203439 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0452097 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00323158 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0203439 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0030894 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.00799282 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0176514 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0765645 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0128521 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00170248 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.038383 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0128521 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00306768 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.038383 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0128521 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.00897074 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.00238804 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0118787 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0178139 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0663343 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0014778 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0182569 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0207768 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0014778 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0182569 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0191306 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0336654 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0312562 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0546654 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0970364 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.193548 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0468171 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0970364 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.193548 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0389721 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0418575 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0276457 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.110546 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0144381 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0177629 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0147462 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0144381 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.018976 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.018733 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0169827 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0261396 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0207768 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0014778 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0182569 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0191306 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0336654 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0312562 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0546654 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.00258793 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.00886101 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.00805571 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0290286 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0371661 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0238388 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0144381 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.018976 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.018733 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0169827 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0261396 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0191306 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0336654 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0312562 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0546654 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0110868 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.0025661 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.235158 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.0409623 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.00360314 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.00857432 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0343502 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0288473 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00289312 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.000207281 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0288473 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.00289312 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.070029 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.160147 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0505281 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.070029 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.160147 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0130468 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.019473 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00964015 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0130468 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.00715134 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0306627 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00498136 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00491588 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0048441 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0130468 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0961931 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.380022 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0157377 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0176003 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0405625 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0178611 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0329601 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0176003 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0405625 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0594122 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0276635 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0794406 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0594122 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0449866 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0397234 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.0442219 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0140216 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0349451 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0394466 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.00264139 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0140216 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0823814 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0256585 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0347267 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0823814 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0261533 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0226403 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.0111995 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0479365 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.105313 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0490324 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0684877 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0312181 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0342394 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0562268 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0312181 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0451999 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0375094 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0822575 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.069728 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0030426 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0324396 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00324603 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00289067 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0249616 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.00324603 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.00280399 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.000766416 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.00142126 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0291035 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.012718 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0273233 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0234209 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.000666955 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0273233 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0139518 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0237124 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0371781 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0140216 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0823814 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0256585 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0347267 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0823814 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0261533 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0226403 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.0111995 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0312181 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0342394 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0562268 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0312181 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0451999 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0375094 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0822575 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0112222 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0110135 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00998779 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0166099 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0190942 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0900839 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00388583 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0337675 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0190041 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0232014 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0546885 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0173021 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0482041 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.03588 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0887528 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0166099 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0190942 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0900839 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0189251 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0653565 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.069402 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0115162 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.00929173 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.000207281 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0288473 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.00192189 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.00104994 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0133677 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.00391502 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0192763 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00491588 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0309692 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0513785 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0162617 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0513785 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0649851 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0303458 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0513785 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.00923225 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0340715 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0208596 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.00536739 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.00107575 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0622497 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.000362169 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0622497 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0518421 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.00442016 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0622497 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0603005 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0285209 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.105977 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0866293 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0689891 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.00834743 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0336908 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0532287 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0769312 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0336908 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0335421 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.118603 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0645991 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0448582 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0403215 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0867529 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.124463 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.222361 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0867529 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.138392 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0170912 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0358051 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0584308 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0550566 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0532287 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0769312 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0336908 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0335421 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.118603 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0645991 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0448582 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0403215 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.108298 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0243903 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0723837 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0291057 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.11868 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0928084 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0867425 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0622497 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0603005 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0285209 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.105724 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0863765 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0687364 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0335421 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.118603 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0645991 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0448582 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0403215 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0128664 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.159181 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.146667 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.149459 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0853367 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.097525 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0989638 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.122957 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.140829 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.137229 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0140216 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0492879 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0823814 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0261533 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0226403 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0221237 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.00208719 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.0111995 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.029213 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0312181 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0451999 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0375094 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0375717 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0334705 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0822575 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0202073 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0108806 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00281925 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.00366435 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0187156 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0591 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0166099 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0190942 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0190929 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0176293 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0900839 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0189251 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0320674 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.153043 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0653565 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0267178 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0545695 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.069402 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0555964 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0694102 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0642661 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.00266369 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.034388 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.012388 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0743297 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0200167 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0146616 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.00192189 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0388631 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0121332 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0472703 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0104252 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0032998 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0743297 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0200167 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.050269 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0910893 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0897246 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0310847 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.0361335 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.0965405 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.0708812 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.02078 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0965405 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0708812 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0280862 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0965405 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.00173879 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0280862 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.0965405 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.00489256 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.00436082 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.00105492 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.00381415 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.169985 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0710701 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.0142831 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.169985 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0710701 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.00172188 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.169985 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.000984917 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.00172188 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.169985 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0548648 # DEPENDENCYPART_SIBL
