# _root_ aparicio ez zen atzoko bileran izan , haren menpeko juan chozas_lan idazkaria baizik , eta chozasek auzia bideratu beharra dagoela onartu du .
#goldHeads=6,6,6,5,6,13,6,9,12,12,10,13,15,13,0,21,18,19,20,21,15,21,22,
#predictedHeads=6,6,6,5,6,13,6,9,10,12,12,15,15,13,0,21,18,19,20,21,15,21,22,
(6,7),(6,10),-0.12745 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.11544 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.11655 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0546665 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.284389 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0576156 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.11915 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0331762 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.111139 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0507937 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0330026 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.104751 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0452196 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0572292 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0452196 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0463284 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0119935 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0690047 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.00122959 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0443865 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0213057 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.049716 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0352485 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0295894 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0171177 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0648606 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.052315 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0542294 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0430706 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0444053 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0331323 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0517752 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0155896 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0589416 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0771377 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0245259 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0322354 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0681979 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0701124 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.051435 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0521226 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0421384 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0676581 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0286576 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0748246 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0848552 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0375938 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0399739 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0542294 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0430706 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0444053 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0331323 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0517752 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0155896 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0589416 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0771377 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0245259 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0322354 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0431908 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0445255 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0332525 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.055487 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0157098 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0626535 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0772578 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.024646 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0323556 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0357381 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0107257 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0187899 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.00152571 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0245955 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0279858 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.00238886 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0156911 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0576156 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.11915 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0331762 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.111139 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0507937 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0330026 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.104751 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0166891 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0260754 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0235501 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0565498 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.027173 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.0263472 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0155974 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0589468 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0771381 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0245337 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0322358 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0722421 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.048856 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.0226962 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.0355261 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.0714751 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.0250114 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.0327637 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.00784099 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.000963777 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.0339101 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.000176617 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0141349 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0824587 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.141663 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0254263 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0133293 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0941521 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0819316 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.144115 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.343729 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0158488 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00201453 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00201453 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0170623 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.0149207 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0117787 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0117787 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00244014 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.00244012 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0463 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0196791 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0257508 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0196791 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0257508 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0170394 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0342261 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0470577 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0155644 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.025539 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0240744 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0225233 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0255436 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00148076 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0259662 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.00720789 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0230462 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0175212 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0175603 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0196955 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0440351 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0242157 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0235799 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0266001 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.051783 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0566556 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0562268 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0628662 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0722981 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0718693 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0748895 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0123146 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0139092 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00890376 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0272547 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0272938 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0201839 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0050429 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00815648 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00937378 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0116366 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0195403 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0149841 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0116366 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.051783 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.115615 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.108674 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0628662 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0349873 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00342551 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0562268 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0291615 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0390686 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0748895 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0194417 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0752582 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0718693 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0125301 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0062492 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0160564 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0483478 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00621019 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00153104 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0201145 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0780772 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00218403 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.00857304 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0849768 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0174757 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0800571 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0111741 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.049334 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.051783 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.114726 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.107785 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.114726 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0351834 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.00328416 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0346317 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0500444 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0500452 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0300503 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0399575 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0300503 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0196379 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0751168 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00873906 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0656868 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.065692 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0152701 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.00509128 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0215229 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0539239 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0121891 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0120137 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0190845 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.00928736 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.025581 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0836533 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.016094 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0204079 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0274787 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0215229 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0539239 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0121891 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0120137 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0190845 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0800571 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.00649326 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0111757 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0128803 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0281902 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0493356 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0582473 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00388746 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.00559239 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.00955501 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0543724 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0494592 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0619772 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0127403 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0494605 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0551646 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0494605 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0466404 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.00443039 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.00188648 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.015184 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.021283 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0435977 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0349225 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0559797 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0423228 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0164229 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0218287 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.00734105 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0161157 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0161747 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0161157 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0161157 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0326797 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0078147 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.00545811 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.00600709 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.00035152 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.00436956 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.00234419 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.00920085 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0589287 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0133427 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0563007 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0620048 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0563007 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0534806 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.00491772 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.000454112 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.000735298 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.00536377 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0435592 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0190033 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0583239 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.0422843 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0293869 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.109168 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.10177 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.109168 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.109168 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0199498 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.00138355 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.108279 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.109179 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0025518 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.107092 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0565391 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.00467869 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.00517529 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.00220946 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.00517529 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.00517529 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0636452 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0181585 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.017442 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0179954 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.015742 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0139406 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.00990463 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.00620619 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0551646 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0494605 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0466404 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.00443039 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.00188648 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.015184 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.021283 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0435977 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0349225 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0559797 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0423228 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.046743 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0439229 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00686753 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.000490868 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0152743 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0213734 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0407053 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0350129 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0581395 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0394304 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0466404 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00443039 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.00188648 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.015184 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.021283 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0435977 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0349225 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0559797 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0423228 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.000136728 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00867252 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0348997 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0409987 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0379172 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0546382 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0491922 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0366422 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0395676 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0676213 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0721172 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0904801 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0594198 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0057101 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0880056 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0451952 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0452377 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0830928 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0473603 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0419029 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0827809 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.105429 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.100505 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.107856 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0323209 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.107059 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.100512 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.107862 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0323218 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.107067 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0552722 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0244878 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0824679 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0139071 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.101009 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0652062 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0452425 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0103477 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.00439888 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.00351836 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0252111 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.00439628 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.00130666 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.00439628 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.00721637 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0241467 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0518421 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0603005 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.0654262 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0807019 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0784774 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0875677 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0725878 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0777869 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.00293995 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0070496 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0774785 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.077538 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0774785 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0774785 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.015397 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0526345 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.00374035 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0048383 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0221213 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.00392808 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0153175 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.00498075 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.00205154 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0271301 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.00259888 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.00310406 # DEPENDENCYPART_SIBL
