# _root_ " ez dizkiegu gauzak errazak jarriko andaluzian " , esan zuen torresek , eta polizia lanean ari_dela gehitu zuen .
#goldHeads=0,6,6,6,6,10,6,7,8,14,10,10,12,0,17,17,18,14,18,19,
#predictedHeads=0,6,6,6,6,10,6,7,8,0,10,10,12,0,17,17,18,14,18,19,
(6,3),(6,14),-0.0341667 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0102234 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0319709 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.031788 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0911284 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.000574304 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0195665 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.00176196 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0489149 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0183988 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0195665 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.00176196 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0233675 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0093798 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.00855728 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0108542 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0183988 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0123785 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00126563 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0235462 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00876672 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0123785 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.00126563 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.00274151 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0102999 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.00261952 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.00290143 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.00876672 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0289861 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0263152 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0263049 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0149305 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0289861 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0182803 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0220589 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0120193 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0157875 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0263049 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.021995 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.110709 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0972179 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.27651 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0473322 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.101832 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0354046 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0374534 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.110709 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0128052 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0581918 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0527695 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0404965 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0624455 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0290703 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0328915 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0128052 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0300928 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0674128 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0257073 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0246395 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0049145 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.00626339 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.125223 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0289861 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0182803 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0220583 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0120193 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0157875 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0263049 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0473322 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.101832 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0354046 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0374534 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.110709 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0028209 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0228454 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.025237 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.024128 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.00598809 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.00221988 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0162468 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0227447 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.00896148 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.00854964 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0150242 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.101905 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0102384 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.00987622 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.191323 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0284384 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.00275656 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.100859 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0233957 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.00401519 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0259669 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0772576 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0840208 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0146262 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.036165 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0065313 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.370616 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.246062 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0314039 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0162149 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0254014 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0306521 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.044637 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.296649 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.065674 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0273382 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0579367 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0739759 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0619171 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0125378 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.00953112 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.296649 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0244332 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0147568 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0195415 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0236696 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0486035 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0993093 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0226787 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0379862 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0337123 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0309817 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.020023 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0312193 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0310364 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0993093 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.00637705 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.00567522 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0307517 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0715156 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.011085 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0751436 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0244005 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0173355 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0907761 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0649569 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0167137 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0190107 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.011085 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.00496854 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0216184 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0577508 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0413885 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0367324 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0182271 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00945411 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0450344 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0346538 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0110452 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0113271 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0413885 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0289936 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.100978 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0215018 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.013221 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0481857 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0257483 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0230339 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0139837 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0213455 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0196879 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0215018 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0798917 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0176935 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0800132 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0279442 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0216752 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0956457 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0698266 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.019757 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0220539 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0176935 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.111647 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0104288 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.000719539 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0275787 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00212689 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.01331 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.000514247 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.000697655 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.111647 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0566281 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0631751 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0853404 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0250171 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0511748 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0215174 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0103395 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.123924 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0277432 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0119702 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0153572 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0152208 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.00262337 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.00114484 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0272451 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0276943 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0940966 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0914685 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0274298 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0294786 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.111353 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0114209 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0198092 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0314598 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0338514 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0407681 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0213733 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00829093 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0120591 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0339104 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0206307 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0168625 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.017187 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0296861 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0114045 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0118164 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0312611 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.00112164 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0990422 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.00162627 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.00741082 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0137315 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0320968 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.000675633 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.00239866 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.020134 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0493347 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0499166 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0375181 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00646813 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0379918 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0320587 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.011502 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.00555259 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.129237 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.129107 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0912229 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.154851 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.15241 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0364222 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0351731 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.00549267 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.00153157 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.000508864 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0518421 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0267309 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.00647351 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.00159743 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0518421 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0566341 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.045071 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0809163 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0789975 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.217014 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.125151 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0752606 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0887135 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.217014 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.125151 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.139295 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.149125 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.0717739 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.0807042 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0518422 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0249833 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.00647351 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.00439727 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0518422 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0561116 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0445485 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0804549 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0785362 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0261823 # DEPENDENCYPART_SIBL
(14,9),(14,11),-8.38328e-05 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.108298 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0402758 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0723841 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0814036 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0842852 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0800237 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0992114 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.229959 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.135437 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.135131 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.14496 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0983991 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.107329 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0339129 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0230394 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0545942 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0634624 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0256782 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0214152 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0518421 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0566341 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.045071 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0800732 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0781545 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0723841 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0814036 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0842852 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0800237 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.216823 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.148895 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.148876 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.142969 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.142951 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.117806 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0156163 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0156237 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0260689 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0127207 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0382233 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0201665 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0169908 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0931937 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.00789565 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.02601 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0336412 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.00696992 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0196728 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0655364 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0276896 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0259473 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0337037 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00628456 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0202936 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0656907 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0274133 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.029213 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0577879 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0375596 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0334705 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0822575 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0264012 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.00354504 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0187156 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0591 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0320587 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.00795796 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0887539 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.055457 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0694004 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0642661 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.013811 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0260695 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0691828 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0138185 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0260695 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0127207 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0138185 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0202027 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0207472 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0169938 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0931961 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0277782 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0204062 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0131797 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0277782 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0318736 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0147591 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0196357 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0167664 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0655329 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0276924 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.105313 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.11742 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0684883 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.029213 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.117421 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0375915 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0381488 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0334697 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0822577 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0297157 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0137137 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.063592 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.032519 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0200525 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0211528 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0793721 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0588711 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0277155 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0319361 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0146948 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0202565 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0173872 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0656872 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0274161 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.029213 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.117421 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0375915 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0381488 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0334697 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0822577 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.109476 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.00350661 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00298891 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0187199 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0591037 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0185807 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0157114 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0640889 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0221491 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0117647 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0560874 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0694008 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0550081 # DEPENDENCYPART_SIBL
