# _root_ gasteizek onartu egingo luke eaeko kuotetara iristen ez den diru kopuru bat , kontuan_hartuz forcem_espainiako langileen prestakuntzarako erakundeak ere eaen jarduten duela , hobetuzekin_batera .
#goldHeads=2,0,2,2,6,7,10,7,7,2,10,10,12,2,16,17,18,21,0,21,0,14,22,21,24,
#predictedHeads=2,0,2,2,6,7,10,7,7,14,10,11,12,2,16,18,18,21,0,21,2,21,22,21,24,
(2,7),(2,17),-0.0414278 # DEPENDENCYPART_SIBL
(2,7),(2,18),-0.0428816 # DEPENDENCYPART_SIBL
(2,7),(2,20),-0.0348537 # DEPENDENCYPART_SIBL
(2,7),(2,21),-0.0105597 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.118441 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.00587903 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.00788537 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.0124947 # DEPENDENCYPART_SIBL
(2,8),(2,15),-0.00538661 # DEPENDENCYPART_SIBL
(2,8),(2,16),-0.00538756 # DEPENDENCYPART_SIBL
(2,8),(2,17),-0.00538664 # DEPENDENCYPART_SIBL
(2,8),(2,18),-0.00826733 # DEPENDENCYPART_SIBL
(2,8),(2,20),0.00118742 # DEPENDENCYPART_SIBL
(2,8),(2,21),-0.0124947 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.060256 # DEPENDENCYPART_SIBL
(2,9),(2,11),-0.0702295 # DEPENDENCYPART_SIBL
(2,9),(2,14),-0.0471749 # DEPENDENCYPART_SIBL
(2,9),(2,15),-0.0581365 # DEPENDENCYPART_SIBL
(2,9),(2,16),-0.0581381 # DEPENDENCYPART_SIBL
(2,9),(2,17),-0.0581366 # DEPENDENCYPART_SIBL
(2,9),(2,18),-0.0598725 # DEPENDENCYPART_SIBL
(2,9),(2,20),-0.045618 # DEPENDENCYPART_SIBL
(2,9),(2,21),-0.0471534 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.017426 # DEPENDENCYPART_SIBL
(2,10),(2,14),-0.0245551 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.0138061 # DEPENDENCYPART_SIBL
(2,10),(2,16),-0.0138159 # DEPENDENCYPART_SIBL
(2,10),(2,17),-0.0138062 # DEPENDENCYPART_SIBL
(2,10),(2,18),-0.00922858 # DEPENDENCYPART_SIBL
(2,10),(2,20),0.00478355 # DEPENDENCYPART_SIBL
(2,10),(2,21),-0.0236515 # DEPENDENCYPART_SIBL
(2,11),(2,14),-0.0230701 # DEPENDENCYPART_SIBL
(2,11),(2,15),-0.0128499 # DEPENDENCYPART_SIBL
(2,11),(2,16),-0.0128596 # DEPENDENCYPART_SIBL
(2,11),(2,17),-0.0128499 # DEPENDENCYPART_SIBL
(2,11),(2,18),-0.00827233 # DEPENDENCYPART_SIBL
(2,11),(2,20),0.00573981 # DEPENDENCYPART_SIBL
(2,11),(2,21),-0.0221665 # DEPENDENCYPART_SIBL
(2,14),(2,15),-0.0412167 # DEPENDENCYPART_SIBL
(2,14),(2,16),-0.0412177 # DEPENDENCYPART_SIBL
(2,14),(2,17),-0.0412168 # DEPENDENCYPART_SIBL
(2,14),(2,18),-0.0426706 # DEPENDENCYPART_SIBL
(2,14),(2,20),-0.0346427 # DEPENDENCYPART_SIBL
(2,14),(2,21),-0.0105162 # DEPENDENCYPART_SIBL
(2,15),(2,16),-0.0122597 # DEPENDENCYPART_SIBL
(2,15),(2,17),-0.01225 # DEPENDENCYPART_SIBL
(2,15),(2,18),-0.00767244 # DEPENDENCYPART_SIBL
(2,15),(2,20),0.0063397 # DEPENDENCYPART_SIBL
(2,15),(2,21),-0.0214382 # DEPENDENCYPART_SIBL
(2,16),(2,17),-0.0122502 # DEPENDENCYPART_SIBL
(2,16),(2,18),-0.0076726 # DEPENDENCYPART_SIBL
(2,16),(2,20),0.00633954 # DEPENDENCYPART_SIBL
(2,16),(2,21),-0.0214382 # DEPENDENCYPART_SIBL
(2,17),(2,18),-0.00767308 # DEPENDENCYPART_SIBL
(2,17),(2,20),0.00633906 # DEPENDENCYPART_SIBL
(2,17),(2,21),-0.0214382 # DEPENDENCYPART_SIBL
(2,18),(2,20),0.00632294 # DEPENDENCYPART_SIBL
(2,18),(2,21),-0.0214658 # DEPENDENCYPART_SIBL
(2,20),(2,21),-0.0190664 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.00735467 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0716654 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0518408 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0707561 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0160982 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0413416 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0418135 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.066747 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0613549 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0325962 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0707561 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.0745872 # DEPENDENCYPART_SIBL
(3,1),(3,17),0.0706817 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.0884667 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.0653331 # DEPENDENCYPART_SIBL
(3,1),(3,21),0.0274523 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0837543 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0301528 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0385024 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.00677171 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.039991 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.00674457 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0352376 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0404331 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.00849193 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0385024 # DEPENDENCYPART_SIBL
(3,2),(3,16),0.0384979 # DEPENDENCYPART_SIBL
(3,2),(3,17),0.0385013 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.0396436 # DEPENDENCYPART_SIBL
(3,2),(3,20),0.0362731 # DEPENDENCYPART_SIBL
(3,2),(3,21),-0.00750853 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.00174234 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0172695 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.00296673 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0524091 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.132394 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0157562 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.00989942 # DEPENDENCYPART_SIBL
(3,4),(3,14),6.69025e-05 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0172695 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.0172683 # DEPENDENCYPART_SIBL
(3,4),(3,17),0.0172694 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.0155335 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.029788 # DEPENDENCYPART_SIBL
(3,4),(3,21),8.83838e-05 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0137962 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.02744 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0104086 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0110187 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0144569 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.016882 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.024853 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.0137962 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.0138057 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.0137962 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.00921861 # DEPENDENCYPART_SIBL
(3,5),(3,20),0.00479353 # DEPENDENCYPART_SIBL
(3,5),(3,21),-0.0239494 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0244449 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0078895 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.00849956 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0106847 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0131098 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.0218578 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.0100239 # DEPENDENCYPART_SIBL
(3,6),(3,16),-0.0100335 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.010024 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.0054464 # DEPENDENCYPART_SIBL
(3,6),(3,20),0.00856574 # DEPENDENCYPART_SIBL
(3,6),(3,21),-0.0209543 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0205224 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.026841 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0437854 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0458575 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0283598 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0432872 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.043288 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.0432873 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.0447411 # DEPENDENCYPART_SIBL
(3,7),(3,20),-0.0367132 # DEPENDENCYPART_SIBL
(3,7),(3,21),-0.0276816 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.122178 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.00190853 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.00391487 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0146814 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.0014161 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.00141685 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.00141614 # DEPENDENCYPART_SIBL
(3,8),(3,18),-0.00429683 # DEPENDENCYPART_SIBL
(3,8),(3,20),0.00515792 # DEPENDENCYPART_SIBL
(3,8),(3,21),-0.0146814 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0621343 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0721078 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.0610102 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.0600148 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.060016 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.0600149 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.0617508 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.0474963 # DEPENDENCYPART_SIBL
(3,9),(3,21),-0.0609887 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0152 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0240712 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0115801 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.0115896 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.0115801 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.00700254 # DEPENDENCYPART_SIBL
(3,10),(3,20),0.0070096 # DEPENDENCYPART_SIBL
(3,10),(3,21),-0.0231676 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.0225862 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.0106238 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.0106334 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.0106239 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.00604628 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.00796586 # DEPENDENCYPART_SIBL
(3,11),(3,21),-0.0216826 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.0430762 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.043077 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0430763 # DEPENDENCYPART_SIBL
(3,14),(3,18),-0.0445301 # DEPENDENCYPART_SIBL
(3,14),(3,20),-0.0365022 # DEPENDENCYPART_SIBL
(3,14),(3,21),-0.0276381 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.0100335 # DEPENDENCYPART_SIBL
(3,15),(3,17),-0.010024 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.0054464 # DEPENDENCYPART_SIBL
(3,15),(3,20),0.00856574 # DEPENDENCYPART_SIBL
(3,15),(3,21),-0.0209543 # DEPENDENCYPART_SIBL
(3,16),(3,17),-0.0100241 # DEPENDENCYPART_SIBL
(3,16),(3,18),-0.00544655 # DEPENDENCYPART_SIBL
(3,16),(3,20),0.00856559 # DEPENDENCYPART_SIBL
(3,16),(3,21),-0.0209543 # DEPENDENCYPART_SIBL
(3,17),(3,18),-0.00544703 # DEPENDENCYPART_SIBL
(3,17),(3,20),0.00856511 # DEPENDENCYPART_SIBL
(3,17),(3,21),-0.0209543 # DEPENDENCYPART_SIBL
(3,18),(3,20),0.00854899 # DEPENDENCYPART_SIBL
(3,18),(3,21),-0.0209819 # DEPENDENCYPART_SIBL
(3,20),(3,21),-0.0185825 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0820397 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0875885 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0701477 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0577644 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.044489 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.00963266 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.00457832 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.00191303 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.00353104 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.00401735 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0468963 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0100159 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0296148 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.00451308 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0320603 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0369951 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0202899 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0146007 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.00316401 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.016598 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0190994 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0156889 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0240066 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.000661971 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0468963 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.00554605 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0259147 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0296148 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0248894 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0350701 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0144773 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0080433 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0302384 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0320603 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0188579 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0318723 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0199854 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0116167 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0211435 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.00855606 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0346515 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.014566 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0201517 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00921332 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0296816 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.00794331 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0214651 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0231757 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0881808 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0199456 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0563476 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0702033 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0250055 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.00842841 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.00103004 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0216834 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0268485 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0125068 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0294186 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.00834258 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.00295053 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0420921 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0181147 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0222636 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0123517 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0161828 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0122773 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0300623 # DEPENDENCYPART_SIBL
(7,1),(7,20),0.00692868 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.0171196 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.0233835 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0305785 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.00450467 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0184605 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.00252661 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0477631 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0146028 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0137257 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0189213 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0381321 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.000387373 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.00452834 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0169905 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.016986 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0169894 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0181317 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.0147612 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.00354494 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0150876 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0187507 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0102894 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00574498 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0488158 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.00195464 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0177379 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0229335 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.039267 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.00812982 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0064193 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0210027 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0209982 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0210016 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0221439 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.0187734 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0054359 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.00339006 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0145125 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00449201 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0418978 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0721823 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00903154 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.00982139 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0308833 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0446908 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0292957 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0068676 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.00686975 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.00686765 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.00362922 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.00843076 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.0292957 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.103491 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0672 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.010473 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.028454 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00506483 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0106311 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0431671 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0235435 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0113363 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.00102858 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0028025 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.00110295 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.016682 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.00645161 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.00619242 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0224248 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0042081 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.015581 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00545045 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0108425 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0486209 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.00982532 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00839461 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.00144132 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.00238976 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0015157 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0162693 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.00686435 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.00325069 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.00954598 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.120691 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00225117 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00425751 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0292376 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.00418697 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.00744021 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.00175875 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.00175949 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.00175878 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.00463947 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.00481528 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.00744021 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.0762131 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.047391 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0573645 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0206668 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0718759 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0322959 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0452715 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0452727 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0452716 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0470075 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.032753 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0322745 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.196383 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0157178 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0164689 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0297127 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0146692 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0120979 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0121074 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0120979 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.00752036 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.00649178 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0137657 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0345117 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0144935 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0292635 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0131842 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0111416 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0111512 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0111417 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0065641 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.00744804 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.0122806 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0340625 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0602567 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0313439 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0202613 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.020262 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0202613 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0217146 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0136872 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0306825 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0126465 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0297691 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0927509 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0927517 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0927509 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0942058 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0861768 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0345616 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0703444 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0417707 # DEPENDENCYPART_SIBL
