# _root_ beraz , koazerbatuek materiaren antolamenduaren nolabaiteko hastapen-forma eskaintzen digutela ikusten dugu , nahiz_eta antolamendu hau oraindik oso primitiboa eta erabat ezegonkorra izan .
#goldHeads=10,3,8,5,7,7,8,10,8,0,10,11,10,22,14,22,0,19,22,21,19,10,22,
#predictedHeads=0,3,8,5,7,7,8,10,8,0,10,11,0,22,14,18,18,19,22,21,19,10,22,
(3,4),(3,5),-0.0073091 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.022175 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0073091 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.00152775 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.022175 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0073091 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.00152775 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0159021 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0232639 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.00152775 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.115615 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0562268 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.046404 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0562268 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0147614 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0135217 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.00743897 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0317293 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.00743897 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0393579 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0347297 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.022175 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0073091 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.00152147 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.00413533 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0159021 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0232576 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0192774 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.00152147 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.00413533 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0615009 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.115615 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.115615 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.046404 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0562268 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0147614 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0135217 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.00915475 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0317293 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00743897 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0393579 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0347297 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0320498 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00654847 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0382994 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0336712 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0159021 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0232576 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0192774 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.00152147 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.00413533 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0615009 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0330763 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0330763 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0330763 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.00640754 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0115053 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0146794 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.011341 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.011341 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0248336 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0357787 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0100112 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0125997 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0260326 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0357832 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0100112 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0260326 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0357842 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0100112 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0235146 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0159662 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.155325 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.115615 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.115615 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.115615 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0495662 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0375116 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0147614 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0135217 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.00915475 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.00915472 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0239756 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0194359 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0393579 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0347297 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.00789217 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0239801 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0195724 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0382994 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0336712 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0239808 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0199107 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0386377 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0340095 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0177702 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0190504 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00741192 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0320453 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.026062 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0615009 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0813832 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.100268 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.100268 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.100268 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.031882 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.100268 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0114585 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0604695 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0132531 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0375056 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0217743 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.015972 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.035359 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.048185 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0289822 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.0258783 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0396908 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.0257098 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.175693 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.175693 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.175693 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.113582 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.175693 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.000752689 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.021471 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0652912 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.00549711 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0301211 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.00368169 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0118664 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0244182 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0206542 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0452097 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0155428 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.00679637 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0366297 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0366296 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0184263 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0366296 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00946457 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0218319 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.00946953 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.00084967 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0144942 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0284463 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0245748 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0576742 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0409711 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0273291 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0335857 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0102035 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0322014 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0165064 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0322014 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00894712 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.019969 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00895208 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00181755 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0155927 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0251142 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0236158 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0567152 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0403472 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0262306 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0326267 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.0120663 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0164476 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0320242 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00894815 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.019968 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00895311 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.00182064 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0155938 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0251132 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0236148 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0567142 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0400079 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0262295 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0326257 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.0120673 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0159872 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0235037 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00971205 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00766642 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.027186 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0101434 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0104785 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0303985 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0492275 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.000994193 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0188655 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0360207 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0388015 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00894815 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.019968 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00895311 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00182064 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0155938 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0251132 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0236148 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0567142 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0400079 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0262295 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0326257 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0120673 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0169109 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.141803 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0356861 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0101931 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0181093 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0481344 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0365741 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0239214 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.00266331 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0483161 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.00322513 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0169012 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0498675 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0393367 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0475941 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0327801 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0387073 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0343553 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0473228 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0329764 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0536667 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0293973 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.015595 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0100399 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0610586 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0494983 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0109761 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0433525 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.0612403 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.0140879 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0531074 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0973717 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.187909 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.193933 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0643255 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0468171 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.186612 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.073551 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0153298 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0203135 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0128689 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.00069089 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.00155014 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0187202 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0247572 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.00423436 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.00951209 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.00766958 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0177644 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.00578255 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0562602 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0172109 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0003443 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0151444 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0120213 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0455718 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.000698181 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.014234 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0069633 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0509047 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.0127874 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0314023 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.0323796 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.016293 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0466714 # DEPENDENCYPART_SIBL
(8,20),(8,22),-0.0460443 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0430743 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0430743 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0487384 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0522487 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0431338 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0487384 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0522487 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0487384 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0522487 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0313696 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0871964 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.115479 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.115479 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.115479 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0287657 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.115479 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0232627 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0521022 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.00470858 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0333407 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0271436 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0089478 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0373271 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0501531 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0354158 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0320676 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0416589 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0354158 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.0446726 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.183837 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.183837 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.183837 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.103522 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.183837 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.106678 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0624538 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0704103 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.00159079 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0367386 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.00287515 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0150828 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0276345 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0283361 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0526473 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0187591 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.0283361 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.0284754 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0519404 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0519404 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.00133832 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0519404 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0141374 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.00316378 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0302066 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0307713 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0184811 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.00680494 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0146222 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0477216 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.039203 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0244536 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.023633 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0430431 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.00743525 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0475122 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.000581527 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0475122 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0121918 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.000602864 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0296891 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0317391 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0195797 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00347286 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0136632 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0467626 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0385791 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0233551 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0226741 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0424192 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.00557242 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.000640389 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0473349 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0121329 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.000544002 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0296902 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0317422 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0195807 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00347183 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0136622 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0467616 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0382398 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0233541 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.022673 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0420799 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.00557139 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0311498 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00366663 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0179511 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0208744 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0168319 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0132595 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00277118 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0301135 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0489424 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.00517555 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0228016 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0357356 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.00517555 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.0219863 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0121329 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.000544002 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0296902 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0317422 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0195807 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00347183 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0136622 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0467616 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0382398 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0233541 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.022673 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0420799 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.00557139 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.022533 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0912974 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0114182 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0033838 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0372614 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0474662 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0360297 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.00695023 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.00629967 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0444127 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.00695003 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0135969 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0500509 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0660552 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0242824 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.000565371 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0210869 # DEPENDENCYPART_SIBL
