# _root_ esteban olaizola_gipuzkoako_kofradien_federazioko lehendakariaren ustez , " itsasontzi zaharrak dira , baina teknologia puntakoa dute " , esan du .
#goldHeads=9,1,1,3,4,5,9,7,11,9,17,14,12,11,14,15,0,17,18,
#predictedHeads=2,3,4,9,4,5,9,7,11,9,0,14,14,11,14,15,0,17,18,
(7,17),(7,19),-0.0588041 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0479868 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0554309 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0351564 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0174004 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0288053 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0478912 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0721139 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0447548 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.018889 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0333495 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0535385 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0340664 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0196887 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0288053 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0468074 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0163061 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0036105 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0287357 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0490684 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0774795 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0240256 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0697741 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0697741 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.077249 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.00239771 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0682377 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0156798 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0203509 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.00676199 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0302241 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0357791 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0397633 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.02541 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.029057 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0586452 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0657709 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.000757727 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0571088 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0140398 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0147423 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.00796607 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0288486 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0354733 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0377916 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0236394 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0288719 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0657712 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.000757727 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0571091 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0140398 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0147423 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.00796607 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0288486 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0354733 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0377916 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0236396 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0288719 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0229263 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.00172318 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0198217 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0521469 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0422653 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0207821 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00129883 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00189045 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0433827 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0183411 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.129135 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0741254 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0346972 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0222372 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.046601 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0135121 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00542828 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0203694 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0381442 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0140398 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0124539 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.00796607 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0299324 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0354733 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0388816 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0236394 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0281209 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0696305 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00405936 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00850011 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0614309 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0316109 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0140531 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.025115 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0262778 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0685652 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0564096 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00336695 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0350614 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0810311 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0535959 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0329963 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0179755 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0824218 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0380461 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0099005 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0311677 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0169412 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.00900269 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00151344 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0433319 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0154315 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0296461 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.00577564 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.034999 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0147286 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.123875 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.280269 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0928409 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.116841 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.102659 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.11028 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0915875 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.283573 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0206166 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0110247 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0314862 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0473212 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0012375 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.00312374 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0193181 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0193181 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0130553 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0208544 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0233526 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0481581 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0355541 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0384045 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.00730418 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0499368 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0424953 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0530355 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0272896 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.021376 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0288259 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0232689 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0485024 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0354703 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0395334 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.00723944 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0482062 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0483449 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0514851 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0213758 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0288257 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0232689 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0485024 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0354703 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0395334 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.00723944 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0482062 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0483449 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0514853 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0479092 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0168821 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0459945 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0359166 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0396495 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.00911112 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0484132 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0553602 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0298539 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0232689 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0485024 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0354703 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0384496 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.00723944 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0492962 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0506333 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0514851 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0320944 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0479822 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0184445 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.170278 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0369789 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0071225 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0169887 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0306124 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0296385 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00837388 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.179541 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00667735 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0444955 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0166562 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.00524532 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00232846 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0978883 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.00773779 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0303641 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00664835 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0465867 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.107157 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0696178 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.109487 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.155568 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0179786 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0734289 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0928742 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0404959 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.023147 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0684877 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0363634 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0293126 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.00840539 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0321457 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.038256 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0822575 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.00801088 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0260689 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.000747677 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0291732 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.016422 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0140242 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0309426 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0907793 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0109815 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0343682 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0182233 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.10727 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0446321 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0164912 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.014013 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0363634 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0293126 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00840539 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0321457 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.038256 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0822575 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0131973 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0224046 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.00140046 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0160376 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0670598 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0075815 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0467432 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.000835332 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0776367 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0282742 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.00602141 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0616213 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0462603 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0588041 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0495952 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0721139 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0639051 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0780456 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0172052 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0188889 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0348063 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0571853 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0649 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.00737724 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0196887 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0103239 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0190674 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0403266 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0255714 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.025492 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00846649 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0171305 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0103005 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0145107 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00864835 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0464953 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.020068 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0271488 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0321412 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0185316 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0361689 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0202424 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0321412 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.010451 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.00835636 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0435178 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0381843 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.00896863 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.0278384 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.00832263 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.027149 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0321412 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0185319 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0361689 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0202424 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0321412 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.010451 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.00835663 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0435178 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0381843 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.00896863 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0278382 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.00832263 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0120288 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0361157 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.00541058 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.00114912 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0120288 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0188762 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0563022 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0127595 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0413041 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0432973 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0961864 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.03526 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.087867 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0699005 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0247719 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0471455 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.028449 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0836188 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0723497 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.060872 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0253649 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0192362 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0525624 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0361689 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0202424 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0321412 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.010451 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.000186317 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0435178 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0393666 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.00668024 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0278384 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.00757167 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.00708262 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0148525 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0150527 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.00279167 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0357935 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0247298 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0106941 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0151393 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0389744 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0172922 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0107095 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.00930589 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0291072 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0265643 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0117506 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0437274 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.00188051 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.028449 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0836188 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0723497 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.060872 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0253649 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0192362 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0525624 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0539006 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0679751 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0238262 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0657518 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0319024 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0462088 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0418695 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0389131 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00851053 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0268168 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.00994125 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0368017 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00345097 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0127249 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0413884 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.188212 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0999879 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0261981 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0124947 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0605708 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0250446 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.00810441 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0262991 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0776177 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0303287 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.200116 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0146262 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0100434 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0031336 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.297743 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.00199986 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.175145 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.279885 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.0632097 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.0632097 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.0765081 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.084526 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0600011 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.023197 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0317497 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.084526 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0446828 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0607873 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0256468 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0416317 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.084526 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0209773 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0232902 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.0464032 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.0593498 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.0798893 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0431946 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.0185603 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0266577 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0798893 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.040046 # DEPENDENCYPART_SIBL
