# _root_ zergatik oroitu behar_zuen nitaz , bere bizitzan_zehar , gainean eta azpian izandako ehundaka haietariko beste bat gehiago ez banintz bezala ? .
#goldHeads=3,3,0,2,4,7,3,7,10,12,10,16,14,16,16,19,16,19,3,19,20,21,
#predictedHeads=2,3,0,2,4,7,10,7,10,12,10,0,12,15,16,19,16,19,12,19,20,21,
(2,9),(2,19),-0.057339 # DEPENDENCYPART_SIBL
(2,10),(2,11),0.00258793 # DEPENDENCYPART_SIBL
(2,10),(2,12),-0.0256127 # DEPENDENCYPART_SIBL
(2,10),(2,13),0.020517 # DEPENDENCYPART_SIBL
(2,10),(2,19),-0.0398897 # DEPENDENCYPART_SIBL
(2,11),(2,12),-0.0153158 # DEPENDENCYPART_SIBL
(2,11),(2,13),0.00210423 # DEPENDENCYPART_SIBL
(2,11),(2,19),-0.057339 # DEPENDENCYPART_SIBL
(2,12),(2,13),-0.0111246 # DEPENDENCYPART_SIBL
(2,12),(2,19),-0.035509 # DEPENDENCYPART_SIBL
(2,13),(2,19),-0.0266155 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.00904272 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.00410146 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.00410146 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.0163827 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.00410146 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.0176571 # DEPENDENCYPART_SIBL
(3,1),(3,18),-0.054412 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0234184 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0234184 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.00636615 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0234184 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.00188765 # DEPENDENCYPART_SIBL
(3,2),(3,18),-0.0321238 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0034873 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0156825 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.00348725 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0174103 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.00588105 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0156825 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.00348725 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0174103 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.00588115 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.00941556 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.029517 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.0273455 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.0174103 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.00588105 # DEPENDENCYPART_SIBL
(3,12),(3,18),-0.0194965 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0208604 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0961931 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0961931 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.185992 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.377212 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0787734 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0676987 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.0750624 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0919546 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0919546 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.181761 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.366632 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.074 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0629253 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0702891 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0743166 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0215539 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.015725 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.036901 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0147848 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.0352727 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0215539 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.015725 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.036901 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0147848 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.0352727 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0361411 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.00869138 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.00114691 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.00620548 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.010336 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.00347125 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.00613672 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0355116 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0282811 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.0374598 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0446917 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.00264157 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.012718 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.036428 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.00298676 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.000666988 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0234209 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.000666955 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.02098 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0305901 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0211966 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0190278 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0260949 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.123113 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.00156025 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0130785 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0360675 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00676406 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00229362 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0218008 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.00229359 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0172439 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0278871 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0238995 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0163249 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0233919 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.121493 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0324396 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0409949 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00632477 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0117656 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0003291 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0117656 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.00151628 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.00640062 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0372905 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.00424679 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.00482629 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.0184501 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0684445 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00342551 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0562269 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0342394 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0562268 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.037452 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0144277 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0637841 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.000292042 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0216424 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.00513408 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.166741 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0231698 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0351518 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0231698 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0200629 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0110779 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.05692 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0561734 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0137466 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0216927 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0493341 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0281902 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.049334 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0372475 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0794997 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.110341 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.00897212 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0800076 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0105383 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00858014 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00730912 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0358669 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00247907 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0305643 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.04874 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.00527773 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.00902158 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00388583 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0231777 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0682805 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0429489 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.140534 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0697225 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.00832792 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0358669 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.00247909 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0305643 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.04874 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.00527775 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.00902157 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0280329 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.00357201 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0881809 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0276944 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.0125618 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.087745 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0466916 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0565839 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0372603 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0847065 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0815546 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0458906 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0215404 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0195476 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0377594 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0143765 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0919546 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.366632 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.074 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0702891 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.289362 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.155113 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0371396 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0417925 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.015725 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.036901 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0352727 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.010336 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.00613672 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0282811 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0446917 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.012718 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.036428 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0280841 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.012718 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0234209 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.000666955 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0305901 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0211966 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0190278 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0260949 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.123113 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0130785 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0360675 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0273195 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0130785 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0218008 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.00229359 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0278871 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0238995 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0163249 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0233919 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.121493 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0684445 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.115639 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0684877 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0342394 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0562268 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0144277 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0637841 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.000292042 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0216424 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.00513408 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0934603 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00875713 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0351518 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0231698 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0110779 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.05692 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0561734 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0137466 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0216927 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0259711 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00711491 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00621022 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00463553 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.108182 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.00464775 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0136123 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.000848098 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0342394 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0562268 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0144277 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0637841 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.000292042 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0216424 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00513408 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00388583 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0682805 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0429489 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.140534 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0697225 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.00832792 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00247909 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0305643 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.04874 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.00527775 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.00902157 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.087745 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0466916 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0565839 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0372603 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0847065 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0815546 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0458906 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0215404 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0195476 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0377594 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0243826 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.124463 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.222361 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.124463 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.222361 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.138392 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0756476 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0712333 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0594583 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.114627 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.124463 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.222765 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.124463 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.222765 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.138399 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0735317 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0717748 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0599998 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.114627 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.108298 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0402758 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.108298 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0723837 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0827801 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0239409 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0069801 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0586193 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0518421 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00884207 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0603005 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.078307 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0177489 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00693392 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0790887 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.108298 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0723837 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0827801 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0239409 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0069801 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0586193 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0602997 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0791354 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0177489 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.00693392 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0790887 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.146655 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0168742 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0435823 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0634885 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.00100898 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0162861 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0429167 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.052303 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0611514 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0612822 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.012718 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0281079 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.012718 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0281079 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0701331 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.02098 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0305901 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0305901 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0211966 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0190278 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0260949 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.123113 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.0371781 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.115615 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0684877 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.115615 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.029213 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.037452 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0144277 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0144277 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0637841 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.000292042 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0216424 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.00513408 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0822575 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0259473 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0122771 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0337037 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0206597 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0046355 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.00195913 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.108182 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.00464779 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0136123 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.000848132 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0274133 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.115615 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.029213 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.037452 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0144277 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0144277 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0637841 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.000292042 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0216424 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.00513408 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0822575 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0337037 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0198313 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0046355 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00195913 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.108182 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00464779 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0136123 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.000848132 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.027714 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00369296 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0683427 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0683427 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.019615 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.118212 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0843066 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.00783998 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0591 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0280329 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0280329 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00357201 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0881809 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0276944 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0125618 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0694 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0583098 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.087745 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0466916 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0565839 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0372603 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.129497 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.087745 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0466916 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0565839 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0372603 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.129497 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0847065 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0815546 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0458906 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.139738 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0215404 # DEPENDENCYPART_SIBL
