# _root_ aurtengo ekoizpenen erakusketez_gainera , bertso txapelketak eta lete , valverde eta lertxundiren kantaldiek hartuko dute lekurik nabarmenena .
#goldHeads=2,3,14,3,6,7,14,11,8,11,13,11,7,0,14,14,16,17,
#predictedHeads=2,3,7,3,6,7,14,11,8,11,13,11,14,0,14,14,16,17,
(6,3),(6,8),-0.00621019 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0483478 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00621019 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.00711494 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.00621019 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.115615 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0342394 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0562268 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.00342551 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0562268 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0342394 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0562268 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00711494 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00621019 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0508759 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00621019 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00711494 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.00621019 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00388583 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0533908 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00388583 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0140485 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.00388583 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0816293 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0073091 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00858012 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0073091 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.049334 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0281902 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.049334 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00858012 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0073091 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.00388583 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0693684 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0693684 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0529589 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0693684 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0693684 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.00154687 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0305546 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.00154687 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.00447809 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.00154687 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.00154687 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0149193 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.00154687 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.00439628 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0518421 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.00439628 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.00439628 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0603005 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0802123 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0603005 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.000114664 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0603005 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0603005 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0741134 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0602645 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0518421 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.00439628 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00439628 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0603005 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0802123 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0603005 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.000114664 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0603005 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0603005 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0741134 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0602645 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.108298 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.108298 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0723837 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0253459 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0723837 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0649103 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0723837 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0723837 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0829838 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0723837 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.00439628 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0603005 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0776842 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0603005 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.000114664 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0603005 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0603005 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0741134 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0602645 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0603005 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0802123 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0603005 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.000114664 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0603005 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0603005 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0741134 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0602645 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.107775 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.217701 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0323024 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.217701 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.217701 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.148173 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.218903 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0273345 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0168617 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0273345 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0273345 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0124831 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0273345 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0323024 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.217701 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.217701 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.148173 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.218903 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0640873 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0640873 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0933347 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0647887 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.217701 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.148173 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.218903 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.148173 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.218903 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.102686 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00783131 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0508759 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00711494 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00621019 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0243935 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.00631821 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0483478 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00711494 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.00621019 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0243935 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.00631821 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0281902 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.049334 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0372966 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.049367 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00388583 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0233304 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.00462021 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0374146 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.00854417 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.00661725 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0751406 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.225428 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0362645 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0259473 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00621019 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00621019 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0562268 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0562268 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0073091 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0693684 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0693684 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0693684 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0693684 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0318002 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0693684 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0529589 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0693684 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.00154687 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.00154687 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0149193 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0425354 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.00154687 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.00439628 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.00439628 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.00439628 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.00714487 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.00439628 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0518421 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.00439628 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0603005 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0603005 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0741134 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0522592 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0602645 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.00439628 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.00439628 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00714487 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.00439628 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0518421 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00439628 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0603005 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0603005 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0741134 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0522592 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0602645 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.00439628 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.00714487 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.00439628 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0518421 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.00439628 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0603005 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0603005 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0741134 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0522592 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0602645 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.00714487 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.00439628 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0518421 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.00439628 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0603005 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0603005 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0741134 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0522592 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0602645 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.029788 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0227466 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.029788 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0363367 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0363367 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00221218 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00397912 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0363367 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0518421 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.00439628 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0603005 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0603005 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0741134 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0522592 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0602645 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.108298 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0723837 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0723837 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0829838 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0456022 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0723837 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0603005 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0603005 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0741134 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0522592 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0602645 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.217701 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.148173 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.055794 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.218903 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.148173 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.055794 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.218903 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0055678 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.102686 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0423979 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0374146 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.00854417 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00661725 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0684722 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0684722 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0684722 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0709495 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0684722 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.00334684 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0684722 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0709495 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0684722 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0191062 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0492507 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0312924 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0224852 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0201965 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.00783131 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.00783131 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0337037 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.00783131 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0259473 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.00783131 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0337037 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.00783131 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0243935 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.00930073 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.00631821 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0080158 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0274133 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.00783131 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0337037 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.00783131 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0259473 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.00783131 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0337037 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.00783131 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0243935 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.00930073 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.00631821 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0080158 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0261492 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0337037 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.00783131 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0259473 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.00783131 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0337037 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.00783131 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0243935 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.00930073 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.00631821 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0080158 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0274133 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.107484 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0675343 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.107484 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0615027 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.107484 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.00309031 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0236449 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0227929 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0504345 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0591 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0259473 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.00783131 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0337037 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.00783131 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0243935 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00930073 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00631821 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0080158 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0274133 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.115615 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.029213 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.115615 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0380521 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0180327 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0562628 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0288967 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0822575 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0337037 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00783131 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0243935 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.00930073 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00631821 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0080158 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0274133 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.107484 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.00309031 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0236449 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0227929 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0504345 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0591 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0243935 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00930073 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00631821 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0080158 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0274133 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0229708 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00661725 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00154725 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0694379 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0389204 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.00345802 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0534237 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.00483983 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0887528 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0776367 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0171057 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0171057 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0459359 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0108326 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0171057 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.021767 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0171057 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0459359 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0171057 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.021767 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0171057 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0171057 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0780128 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0323533 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0146249 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0208737 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0691831 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0146006 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0208737 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0131831 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0208737 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0691831 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0208737 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.0131831 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0208737 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0208737 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.00778194 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.00436942 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0168062 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0691831 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0146006 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0208737 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0131831 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0208737 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0691831 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0208737 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.0131831 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0208737 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0208737 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.00778194 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.00436942 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0168062 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.168395 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.174668 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0896274 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.174668 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.134317 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.174668 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0896274 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.174668 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.174668 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.00743688 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.00850321 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0223668 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0208737 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0131831 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0208737 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0691831 # DEPENDENCYPART_SIBL
