# _root_ bigarrenik , polimerizazio edo oxigeno zein nitrogenozko zubi baten bidezko bi molekula organikoren konbinazioa , eta alderantzizko prozesu edo hidrolisia .
#goldHeads=0,1,4,14,6,8,6,4,8,9,12,14,12,16,14,0,18,19,16,19,20,
#predictedHeads=3,3,4,8,6,8,6,12,8,9,12,14,12,16,14,0,18,19,16,19,20,
(6,3),(6,8),0.0324271 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0188517 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0366746 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0149171 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0286567 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0324271 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0079339 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.0210155 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0540207 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0324271 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0544862 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00773187 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.00773187 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0107306 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.00808526 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.00181402 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.00773187 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.00773187 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.00533403 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0100309 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.00111145 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.00773187 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0352185 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0352185 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0110408 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0394661 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.022728 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0314482 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0352185 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0033366 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.023807 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0494234 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0352185 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.105802 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00753521 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.105802 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.00834618 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.105802 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.105802 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0239079 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.106993 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0313251 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.105802 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.00753521 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.105802 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.00834618 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.105802 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.105802 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0239079 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.106993 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0313251 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.105802 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.058005 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0408309 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0587703 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.058005 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0116915 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0586996 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0144055 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.058005 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.00834618 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.105805 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.105805 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0239079 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.106996 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0313251 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.105805 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0651958 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0644304 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0120916 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.065125 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0146395 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0644304 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.105802 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0239079 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.106994 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0313251 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.105802 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0239079 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.106993 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0313251 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.105802 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0447844 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.0138081 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0440898 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0324022 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.106097 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.0565782 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.115615 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0388648 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0562268 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0122209 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0229703 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0288967 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0166734 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00621019 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0867262 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0172604 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0080158 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00431719 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.122986 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0668059 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0123031 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0115928 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00106826 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.00483983 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0567531 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.103849 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.105894 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.115615 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.03003 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.115615 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0388648 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.115615 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0122209 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0513105 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0229703 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0288967 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0342394 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.010971 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0078314 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0166734 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0078314 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0945377 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.00614669 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00944886 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0080158 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0117128 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0592957 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.002055 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0592957 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0918411 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00489139 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.036239 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0265577 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.035445 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0166734 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00783131 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0867262 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00893711 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0172604 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0080158 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.00711494 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0463209 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.122986 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00922103 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0668059 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0123031 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0378039 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0867262 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00893711 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0172604 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0080158 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.00711494 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.00567303 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0567531 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.103849 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0044565 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00107099 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00484285 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00858285 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.105894 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0062121 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0776447 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00306414 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0469524 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0469524 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.00990867 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0110181 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0156111 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0110181 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0110181 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0487725 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.00944888 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0127724 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.00801582 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0274136 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0603579 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.00205495 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0603579 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0603579 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.029673 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.036239 # DEPENDENCYPART_SIBL
(10,4),(10,12),-1.38919e-05 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0265577 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0577131 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0156111 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.011018 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.011018 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0478916 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0172604 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00998198 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00801582 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0274133 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0473831 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0473831 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0411143 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0668059 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00431576 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0123031 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0456483 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.011018 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0478916 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0172604 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00998198 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00801582 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0274133 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0478916 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0172604 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00998198 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00801582 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0274133 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0665761 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0810475 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0965504 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0486069 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00775867 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.105894 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.126172 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.00489523 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0888082 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0776367 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0183098 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.00159414 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0364193 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.000310651 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0154471 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0363023 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0109664 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0166688 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.00789018 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.00789018 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0477193 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0115161 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.026802 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.00838795 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.00937276 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0479755 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0113406 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.00838795 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0178391 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.00482952 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.00937276 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0277857 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.002055 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0593499 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0593499 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0296753 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0605585 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0111752 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0265577 # DEPENDENCYPART_SIBL
(12,4),(12,14),-1.24604e-05 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.00142449 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.035445 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0265577 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.000580256 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0113739 # DEPENDENCYPART_SIBL
(12,4),(12,20),-1.24604e-05 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0577131 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0463751 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0463751 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0411166 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0475837 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0226165 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0123031 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.00431719 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0307794 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0378039 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0123031 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.00374939 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.0164189 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.00431719 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0456483 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.00789009 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0468385 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.011516 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0276829 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.00838795 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.00658234 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0479756 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.00674279 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.00838795 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0150487 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.000231675 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.00658234 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0277854 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0468385 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.011516 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0276829 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.00838795 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.00658234 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0479756 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00674279 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.00838795 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0150487 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.000231675 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.00658234 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0277854 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0189964 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0230766 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0965504 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.081046 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.013005 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0199625 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0965504 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0823752 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0489165 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.081046 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0486069 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0276829 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0261606 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0161522 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0246575 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.00259432 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0261606 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0246185 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.00910543 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0161522 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0441124 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0878567 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0706944 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0410648 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0243557 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0878567 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0720236 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0171142 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0706944 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.01197 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00867562 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.116849 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0776447 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.00097613 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.00867562 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0371505 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.00867562 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0776367 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0816293 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00858012 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.00483983 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.00780598 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.013184 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0073091 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0887528 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0281902 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.028174 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0507232 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.043681 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.049334 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.224837 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0171505 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.00388583 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0271199 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.00388583 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0546885 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.00867562 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0371505 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.00867562 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0776367 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0147306 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.00807407 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0892224 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0204639 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0815104 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0887528 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0516502 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0532862 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0243914 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0403611 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0453875 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0325284 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.0532862 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0533832 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0177255 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0445812 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0454845 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0325297 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0533832 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0530275 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0029574 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.00230724 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0125832 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.00280412 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0734353 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0788687 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0539986 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0774795 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0201856 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0165399 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0201856 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0136603 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.00250867 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0186883 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0592957 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.002055 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0592957 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0592957 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.029673 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0605043 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0111729 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0592957 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0113347 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.00142449 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.035445 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0265577 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.000580256 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0113739 # DEPENDENCYPART_SIBL
(14,4),(14,20),-1.24604e-05 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0577131 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0166734 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.00783131 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.00783131 # DEPENDENCYPART_SIBL
