# _root_ haren ustez , eaj eta eaeko gobernua dira askatasun faltaren arduradunak , " etak finkatutako ildoak jarraitzen dituztelako " .
#goldHeads=2,8,2,5,7,5,8,0,10,11,8,11,12,15,16,17,8,17,18,19,
#predictedHeads=2,8,2,5,8,7,8,0,10,11,8,11,12,15,16,17,8,17,18,19,
(5,7),(5,15),-0.146839 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.217703 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.116282 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0732533 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0732533 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0732533 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0147963 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0739354 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0732533 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0441553 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.217701 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.217959 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.107775 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.146655 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.217701 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.116099 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.217959 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.107775 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.146655 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.217701 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.116099 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.107775 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.145523 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.217701 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.114967 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0124629 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0273345 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.00321717 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.102556 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.102601 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.116099 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.109308 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0567358 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0147927 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.00382434 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0345407 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0281621 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0448902 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0293725 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.025292 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0721058 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0721058 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0721979 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0381878 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0164198 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0538206 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0586893 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0648329 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0345689 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0330459 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0330459 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0331381 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0359336 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.109808 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0292131 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.11537 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0118901 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0567352 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0567352 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0568274 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0380911 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0244476 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0219555 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0277832 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0131811 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0156859 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0159849 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0228409 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.11117 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0232365 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0235961 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0235961 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.028708 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0022619 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0225047 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0110376 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0135425 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0138415 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0240043 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00125061 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00125061 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.00111931 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0275198 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0073091 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00782961 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.030172 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00782961 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.030172 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0290404 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0451285 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.022951 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0102613 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0791035 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00764004 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.00812821 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.00771934 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.00771934 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.00771934 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.00485784 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.00771934 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.00186543 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0134683 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.00842796 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0247545 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.160651 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0368905 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0294584 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0348087 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0348087 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0348087 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0760864 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0348087 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0832352 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0377993 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.115569 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0279676 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.129441 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.132344 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.046601 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.046601 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.046601 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0190517 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.046601 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0179713 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0111358 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.095399 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0425898 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0586629 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0235175 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0260224 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0261371 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.00570392 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0260224 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.00015372 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.00495822 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.062955 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0617128 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0627164 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0627164 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0576966 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0132812 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0627164 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.013872 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0368203 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0762638 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0265692 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0290741 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0291888 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0105466 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0290741 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00498598 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.00147098 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0137755 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0162804 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0163952 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.00391187 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0162804 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.00164872 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00164113 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00726428 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0075222 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0140146 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.00726428 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.00183781 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0021391 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0075222 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0140146 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00726428 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.00183781 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0021391 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0128829 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.00726443 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.00296959 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0021391 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0136927 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.00117827 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0366772 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.00183781 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0021391 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0346087 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.00382434 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0345407 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0287007 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0448903 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0299111 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0276765 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00472191 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0718693 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0719614 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0752582 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0724842 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0381891 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0164198 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0543592 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0586894 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0653715 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0560803 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0240117 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0328094 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0329015 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0205908 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.033999 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0359323 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.10927 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.029213 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.114831 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.118272 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.023147 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0562268 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.056319 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.00342551 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0564906 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0378205 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0244479 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0224943 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00100951 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0309566 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0111462 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0114452 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0406388 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.013179 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0269063 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.110632 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.10917 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0402648 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0227596 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0278715 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0513153 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0114297 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.00285807 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0500318 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0184107 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00900272 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00930171 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0713541 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0104974 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0280698 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0321102 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00403146 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00433045 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.053481 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.00552617 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0252182 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0014033 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00149544 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.000122459 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00274886 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0365892 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00782961 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0816293 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00739907 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0301722 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0816294 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00739951 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0290406 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0494209 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0376599 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0345876 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.00382434 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0345407 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0448903 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0299111 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0276765 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.00472191 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0291615 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0719614 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0752582 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0724842 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0164198 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0586894 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0653715 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0560803 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0240117 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0578118 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0329015 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0205908 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.033999 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.029213 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.114831 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.118272 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.023147 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.115615 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.056319 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.00342551 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0564906 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.110632 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.10917 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0402648 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.107485 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0278688 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.051318 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0114271 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0500318 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0184107 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0502407 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00930171 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0713541 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0104974 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0321102 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00794867 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00433045 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.053481 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00552617 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0384916 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00149544 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.000122459 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00274886 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00652981 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0483452 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00772553 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0816294 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.00739951 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0494209 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.00382434 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0376787 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0448903 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0388891 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0366544 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.00472191 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0381394 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0381394 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0875436 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0727981 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0397446 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0721832 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0381878 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0317837 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0161968 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0633372 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0586894 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0743495 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0650582 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0240117 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0667897 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0667897 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.00830532 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0343129 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0332735 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0331233 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0359335 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0199045 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.00480412 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0336186 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0498137 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0263098 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0401273 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0261009 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0281544 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0733088 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.00590067 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0294973 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00386778 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0348137 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0411073 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.000626487 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.102425 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.100963 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0406503 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0992784 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0992768 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0628324 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0121265 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.00331528 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0234564 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.00247896 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0213351 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0482672 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0227125 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0275814 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0229214 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0208679 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.104024 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.00321905 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0306504 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.00172433 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0359772 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0532228 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0194108 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0412809 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0193707 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0214242 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0861509 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00175221 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0277988 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.00324693 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0331256 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0442137 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.00817598 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0474696 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0474696 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.012163 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00306276 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0408852 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.00171721 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0365905 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0259999 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0022163 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.019488 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0810152 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.000447152 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0285829 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00104756 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0339097 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.044645 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.00447051 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0810177 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.000426518 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0285829 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00106819 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0339097 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0465439 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.00447178 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0494209 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0372475 # DEPENDENCYPART_SIBL
