# _root_ berdin egiten dute elefante eta zaldi gidariek , zeintzuek praktikaz hezitzen dituzte abere hoiek , hezitzeko zientziatik ezertxo_ere jakin gabe .
#goldHeads=2,0,2,5,7,5,2,7,11,11,7,11,11,13,14,17,19,19,11,19,20,
#predictedHeads=2,0,2,5,7,5,11,7,11,11,0,11,11,13,14,17,19,19,11,19,20,
(2,6),(2,17),-0.0104183 # DEPENDENCYPART_SIBL
(2,6),(2,19),-0.016679 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.0294278 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.0104183 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.021252 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.0196083 # DEPENDENCYPART_SIBL
(2,7),(2,13),-0.0104183 # DEPENDENCYPART_SIBL
(2,7),(2,16),-0.021252 # DEPENDENCYPART_SIBL
(2,7),(2,17),-0.0104183 # DEPENDENCYPART_SIBL
(2,7),(2,19),-0.016679 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.0932119 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.0454989 # DEPENDENCYPART_SIBL
(2,8),(2,12),-0.0766438 # DEPENDENCYPART_SIBL
(2,8),(2,13),-0.0932119 # DEPENDENCYPART_SIBL
(2,8),(2,16),-0.0454989 # DEPENDENCYPART_SIBL
(2,8),(2,17),-0.0932119 # DEPENDENCYPART_SIBL
(2,8),(2,19),-0.0410086 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.021252 # DEPENDENCYPART_SIBL
(2,10),(2,12),-0.0196083 # DEPENDENCYPART_SIBL
(2,10),(2,13),-0.0104183 # DEPENDENCYPART_SIBL
(2,10),(2,16),-0.021252 # DEPENDENCYPART_SIBL
(2,10),(2,17),-0.0104183 # DEPENDENCYPART_SIBL
(2,10),(2,19),-0.016679 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.0358012 # DEPENDENCYPART_SIBL
(2,11),(2,13),-0.0417997 # DEPENDENCYPART_SIBL
(2,11),(2,16),-0.0302633 # DEPENDENCYPART_SIBL
(2,11),(2,17),-0.0417997 # DEPENDENCYPART_SIBL
(2,11),(2,19),-0.0250925 # DEPENDENCYPART_SIBL
(2,12),(2,13),0.0776442 # DEPENDENCYPART_SIBL
(2,12),(2,16),0.0358461 # DEPENDENCYPART_SIBL
(2,12),(2,17),0.0776442 # DEPENDENCYPART_SIBL
(2,12),(2,19),0.0518837 # DEPENDENCYPART_SIBL
(2,13),(2,16),-0.021252 # DEPENDENCYPART_SIBL
(2,13),(2,17),-0.0104183 # DEPENDENCYPART_SIBL
(2,13),(2,19),-0.016679 # DEPENDENCYPART_SIBL
(2,16),(2,17),-0.0417997 # DEPENDENCYPART_SIBL
(2,16),(2,19),-0.0250925 # DEPENDENCYPART_SIBL
(2,17),(2,19),-0.016679 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0334505 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0106204 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0102076 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0683231 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.00949985 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0100007 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0357644 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0357644 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0078467 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0291468 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.00264556 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.00264556 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0163227 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0446784 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0446784 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.00388583 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.00388583 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0073091 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0130198 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0104777 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0593895 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.000554116 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.000554116 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0113915 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.000554116 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.02081 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.000554116 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.02081 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.000554116 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.0280252 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0877019 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.223256 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.169687 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.169687 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.023915 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.169687 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0139614 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.169687 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.0139614 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.169687 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.000840371 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0384659 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0595292 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0595292 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0469134 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0595292 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.02811 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0595292 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.02811 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0595292 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0353626 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0603005 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0603005 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0802123 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0603005 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0783019 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0603005 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0783019 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0603005 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0811811 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.217701 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.107775 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.217701 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.146655 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.217701 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.146655 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.217701 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.147541 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.107775 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.217701 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.146655 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.217701 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.146655 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.217701 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.147541 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0273345 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0124629 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0273345 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0124629 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0273345 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0142363 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.146655 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.217701 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.146655 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.217701 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.147541 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.102556 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.117136 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.102556 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.117543 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.146655 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.217701 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.147541 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.102556 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.117543 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.147541 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0337037 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00621019 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0483478 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00195913 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0227569 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.051318 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0683427 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0816293 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00247909 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0794997 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0683231 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0156165 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0127207 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0156165 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0200562 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0154233 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0357644 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.021844 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0128248 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0357644 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0335757 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0770945 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0335757 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.00830876 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0332931 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.00264556 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00846943 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0778891 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.00264556 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0337037 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00783131 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0480014 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00230553 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00655658 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0203303 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0302872 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.00655658 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.107484 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.051318 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0683427 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0227569 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00370084 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0390316 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0227569 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0480014 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00230553 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00655658 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0203303 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0302872 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00655658 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0794997 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.049334 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0372475 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0667085 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.049334 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00916667 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0861927 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0438148 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00916667 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0358669 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00169035 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0073091 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0323139 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.00638306 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.044068 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00946399 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.00946399 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.121016 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.120751 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0140495 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.155118 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.159302 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.155839 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.160023 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.00558233 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0118237 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0683231 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0156165 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0127207 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0156165 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0156165 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0260689 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0238726 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.021844 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0128248 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0357644 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0924596 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0335757 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0770945 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0335757 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0335757 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.00939273 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0555507 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.00846943 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0778891 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.00264556 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.0262012 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0337037 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.00783131 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0079167 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0259473 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0103062 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0206767 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0306336 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.00621019 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0274133 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.107484 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.107484 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0675343 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0696554 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.00370084 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0390316 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0227569 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0591 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0079167 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0259473 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0103062 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0206767 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0306336 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00621019 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0274133 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0259473 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0103062 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0213977 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0313546 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00621019 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0278516 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0463173 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0374452 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0171054 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0562268 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0822575 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0426794 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0325283 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.073432 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0248446 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0323139 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00638306 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0694 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.044068 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0554656 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0887528 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0267328 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0281503 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.00343992 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0133303 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.00343992 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.00335453 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.049455 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0325191 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.00343992 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0131688 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0123993 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0135173 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.00317732 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.00383986 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0123993 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.00442907 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.00541117 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.00442735 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0169873 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.005551 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0148787 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.005551 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.00563639 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.080698 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0174998 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.005551 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0911079 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0294136 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.00354485 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0123424 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.000306946 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0294136 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.00686064 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0133832 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.052918 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.00549007 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0252643 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.00549007 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00557546 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0332295 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0192706 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00549007 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0639522 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0175886 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0169395 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0745602 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0481324 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0175886 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.00584627 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0573463 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0326241 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0103114 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0272028 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.027459 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0719613 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0250353 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0272028 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.00137764 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0201186 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.038974 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.00593605 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00577106 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0201186 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0525053 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0130114 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0373387 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.113468 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.113553 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0888668 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0821348 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.113468 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0819022 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0165859 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.00794782 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0109203 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.00587643 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0165859 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.00336895 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0031104 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0285443 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.027459 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0719613 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0250353 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0272028 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00137764 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0201186 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.038974 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.00593605 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.00577106 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0201186 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0525053 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0130114 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0373387 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0712168 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0242907 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0183046 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00621304 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0167251 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0355806 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.00889109 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.000935659 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0167251 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0491118 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0178468 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.029604 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.113544 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.174817 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00247159 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00323158 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0152887 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.00549256 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0159077 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00323158 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.00306397 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.00668625 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0203439 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.000944649 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0222661 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00399965 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00301983 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0157698 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00972445 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.00399965 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.00177582 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0012803 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0330334 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00137764 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0201186 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.038974 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.00593605 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.00577106 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0201186 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0525053 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0130114 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0373387 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0756665 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.044893 # DEPENDENCYPART_SIBL
