# _root_ agian , bizpahiru urte gehiago izan zitzakeen , kirolariak erretiratu baina profesionariek gailurra jotzen duteneko adina .
#goldHeads=6,3,4,6,4,0,6,7,10,11,16,14,14,11,14,4,16,
#predictedHeads=6,3,4,6,4,0,6,7,10,11,0,14,14,11,14,14,16,
(6,11),(6,13),-0.0486384 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0275822 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0253363 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0486384 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.052315 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.015904 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0470144 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0523171 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.015904 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0470144 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0523171 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.00706722 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0681675 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.021543 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0396928 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0531614 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0658041 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0531614 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0560883 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0330925 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0689075 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0330925 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0786204 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.00544593 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0542741 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.00349113 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.00193459 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0160247 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.00349113 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0365785 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.099859 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.3553 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.35327 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0393022 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.126053 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.125678 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.015725 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0158221 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.00141729 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0462994 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.104697 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.107122 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0496274 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0684877 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0374452 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.032497 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0562268 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0562268 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.037562 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0147614 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0571618 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0822575 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0538045 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0228752 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.00565942 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0347518 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0406085 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0313964 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0713763 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0713763 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0407256 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0312935 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0741811 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0227889 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.00874844 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.00144741 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0213839 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0357809 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0286157 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0192951 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0192951 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0343806 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0453557 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.02023 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.00162774 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0175661 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0196955 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0230162 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0252624 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0235799 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0235799 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0245807 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0349899 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0245148 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0792047 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0171764 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0216438 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00686724 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0300525 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0300525 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0215199 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0288389 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0309875 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0278324 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0374452 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.032497 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0562268 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0562268 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.037562 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0147614 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0571618 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0822575 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0112825 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00638306 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00638306 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0157206 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0323009 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00638306 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0694 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0239799 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0239799 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0417173 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.00813252 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0239799 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0585738 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0073091 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.035964 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00152147 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0073113 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0887528 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.035964 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.00152147 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0073113 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0887528 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0322649 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.00638449 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0696993 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0293314 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0549268 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.088754 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0380177 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.022898 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.00347825 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0329392 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0104894 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0315071 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0380177 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.00506316 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.000399887 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0267321 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0267321 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0830128 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.101083 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0267321 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.113524 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.178478 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.114829 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.120482 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0598924 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.13427 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.174817 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0382848 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00323158 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.00323158 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0164421 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.00421619 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.00323158 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.00722212 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0370516 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0133261 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0280412 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0738738 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.00804416 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.030877 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.00599488 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.00599488 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0122469 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0213045 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.00692983 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0151475 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.00891965 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0078068 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0719337 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0320054 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0223983 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0361281 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0361281 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.00108511 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0171431 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0361281 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0182869 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0260062 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0758822 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0132948 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0164091 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0215282 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0215282 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.00130406 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0648048 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0205932 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0344343 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0940873 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0150017 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0147474 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0043988 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0043988 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0477208 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.027174 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0043988 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.041614 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00153954 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.03129 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0137578 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0137578 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0312541 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0605006 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0137578 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.174817 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0382848 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00323158 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00323158 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0164421 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.00421619 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.00323158 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0120964 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0201186 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0201186 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00786384 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0190606 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0201186 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0307993 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0307993 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0308586 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00988151 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0307993 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0147462 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0156313 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0219799 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0147484 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0156313 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0219799 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0147484 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0314626 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.045423 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0211371 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.00276224 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0217657 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.00837847 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.014568 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0471866 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0169964 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.002102 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.019413 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.019413 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0313067 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0199154 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.019413 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.00426416 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.00294654 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.00694194 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.073863 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.00614266 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.00687244 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0190339 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0190339 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0031213 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.00228335 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0180989 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0416908 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0278428 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0282419 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0331232 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0335837 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.00827374 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.00827374 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0508812 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.051502 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00827374 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.078362 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.124769 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.144992 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.063663 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.061681 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.061681 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.00766436 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0275527 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.061681 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0243763 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0017932 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.00215205 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0132106 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0132106 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00294881 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0600929 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0132106 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0609529 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.00411459 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0111443 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0111443 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00699593 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0195023 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0111443 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0153383 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0560692 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0560692 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.037721 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0274916 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0560692 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0444829 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0444829 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0512493 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00623472 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0444829 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0644812 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.100228 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00852509 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0644834 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.100228 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00852509 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0644834 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00815044 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0457623 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0218562 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.115615 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.105313 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0363632 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0562268 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0147614 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0571618 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0822575 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0131457 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.00214468 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00621019 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0386377 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00714513 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0274133 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0532453 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.000666955 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.065761 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0016019 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0371781 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00504978 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0292848 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.00598472 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0670598 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00152147 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0073113 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0887528 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0293314 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0549268 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.088754 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0574953 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0469542 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0169533 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0481983 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0391718 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0251415 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0481983 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0403202 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0318642 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0370182 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.0154085 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.00874844 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0213839 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.00450852 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.00640442 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0165413 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.00450852 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0343806 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0453557 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.02023 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.00162774 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0196955 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0212791 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0454812 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.04269 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0212791 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0245807 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0349899 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0245148 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0792047 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.115615 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.105313 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0363632 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.115615 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.037562 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0147614 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0571618 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0822575 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0131457 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.00214468 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.00783131 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0192765 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0386377 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.00714513 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0274133 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0532453 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0281079 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0194228 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.065761 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0016019 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0371781 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0504075 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00282248 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0292848 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00598472 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0670598 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0192765 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0386377 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00714513 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0274133 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0322649 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00638449 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0696993 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0293314 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0549268 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.088754 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0406362 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0103038 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0395756 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0134796 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0284268 # DEPENDENCYPART_SIBL
