# _root_ ildo horretan , ppk eta pse-eek ere " joko bikoitza " egiten dutela esan du , eta euren testua ehren babesa lortzeko aldatzea leporatu die .
#goldHeads=14,1,2,5,12,5,0,7,12,9,10,14,12,17,14,15,0,19,23,21,22,23,24,17,24,25,
#predictedHeads=14,1,2,5,12,5,0,7,12,9,10,14,12,17,14,15,0,19,24,21,22,23,24,17,24,25,
(14,15),(14,20),0.0314494 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0312832 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0535325 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0708682 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.0704213 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.143972 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0276943 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0464606 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0868539 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0868539 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0869312 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.033884 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.032129 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.0335499 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.0816706 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0586767 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0147079 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0147079 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.014798 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0377373 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0351296 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.0394089 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.0287414 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0147859 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0147859 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0148632 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0118268 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.0144055 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.0138833 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0176134 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.00820046 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.00872492 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.00473578 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.00132426 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.00184647 # DEPENDENCYPART_SIBL
(14,19),(14,25),-0.0278147 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.00956467 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.00441985 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.00164019 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.0021624 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.0281306 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.00473101 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.00132903 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.00185124 # DEPENDENCYPART_SIBL
(14,21),(14,25),-0.0278181 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.0261161 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0271931 # DEPENDENCYPART_SIBL
(14,22),(14,25),0.00527486 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0307772 # DEPENDENCYPART_SIBL
(14,23),(14,25),0.00124366 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.00154218 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0634256 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.0731447 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.0271943 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0342755 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0272706 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.178892 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.349636 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0186961 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00679697 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.119911 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0036204 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.145498 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0399289 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.0190252 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.00391093 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.00222975 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0142351 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0128794 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0138861 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0150745 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.00295628 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0507907 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0688095 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.0484567 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0485573 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0369082 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.0734831 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.0636265 # DEPENDENCYPART_SIBL
(17,1),(17,24),-0.0731879 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.00717422 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.033393 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0437504 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.00776865 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0208625 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0196341 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0100028 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0617358 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0769452 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.0422986 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.0423992 # DEPENDENCYPART_SIBL
(17,4),(17,21),0.0307501 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.0897482 # DEPENDENCYPART_SIBL
(17,4),(17,23),-0.0798916 # DEPENDENCYPART_SIBL
(17,4),(17,24),-0.0894531 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.0207888 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.030667 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0165427 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0041992 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0254166 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.00921381 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0227466 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0396992 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0363367 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.036379 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.040851 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.00390065 # DEPENDENCYPART_SIBL
(17,5),(17,23),0.00123161 # DEPENDENCYPART_SIBL
(17,5),(17,24),-0.00732714 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.00916991 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.00204396 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0109692 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0260305 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.000109453 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0518421 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0542999 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0792527 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0793534 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.0677042 # DEPENDENCYPART_SIBL
(17,6),(17,22),-0.0750494 # DEPENDENCYPART_SIBL
(17,6),(17,23),-0.0651928 # DEPENDENCYPART_SIBL
(17,6),(17,24),-0.0747543 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.00236896 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0117649 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0304434 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.000905142 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0526364 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0714538 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0564533 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0565539 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0449048 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0913594 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.0815028 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.0910643 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0887167 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0743811 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0717429 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.125086 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.108459 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.169687 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.170301 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.174138 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.0147837 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.0118751 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0104736 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.00792664 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.00716999 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0230547 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0475815 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0528313 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0533439 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0572695 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0383469 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0334828 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.0423229 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0829608 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.135437 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0863195 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.134373 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.134988 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.138824 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.100727 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.0978179 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.0754692 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0171419 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0525199 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0747781 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0750974 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0792163 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0530282 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0481085 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0569486 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0541755 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0723837 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0723837 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0767945 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0881609 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0836862 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0930116 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0878266 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0878266 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0885938 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.065471 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0649289 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0646873 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.217809 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.219786 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.145581 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.147519 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.147277 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.219994 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.145581 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.147519 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.147277 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.145582 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.14752 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.147278 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.120167 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.12048 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.118314 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0181833 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0434511 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.128265 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0675343 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.0615027 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0467809 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0227992 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0228688 # DEPENDENCYPART_SIBL
(19,5),(19,25),0.0176454 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0694449 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0260689 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0127207 # DEPENDENCYPART_SIBL
(19,10),(19,18),8.77221e-05 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0357868 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0357909 # DEPENDENCYPART_SIBL
(19,10),(19,25),-0.0126263 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0165579 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0607466 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.00774234 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.000574378 # DEPENDENCYPART_SIBL
(19,14),(19,21),-1.28331e-05 # DEPENDENCYPART_SIBL
(19,14),(19,25),0.0697698 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.029213 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0498691 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0562274 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0562358 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0165647 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0467809 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0227992 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0228688 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0176454 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.00983174 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0098277 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.0287613 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.00816815 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.00250859 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.002521 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00883372 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.016264 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0321459 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.0434675 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.0675508 # DEPENDENCYPART_SIBL
(21,5),(21,17),0.0613865 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.0467974 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.112935 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.11203 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.00253333 # DEPENDENCYPART_SIBL
(21,5),(21,23),0.003255 # DEPENDENCYPART_SIBL
(21,5),(21,25),0.0176943 # DEPENDENCYPART_SIBL
(21,5),(21,26),-0.0591055 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0260689 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.0126231 # DEPENDENCYPART_SIBL
(21,10),(21,18),8.7729e-05 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0110941 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.0110941 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0123605 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.0116913 # DEPENDENCYPART_SIBL
(21,10),(21,25),-0.0125718 # DEPENDENCYPART_SIBL
(21,10),(21,26),-0.0851823 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0293106 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0498691 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.120144 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.120144 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0379923 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0375987 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0165091 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.0822575 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0467974 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.112935 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.11203 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.00253333 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.003255 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.0176943 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.0591055 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.00655096 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.00655102 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.00309524 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.00509425 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0288158 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.0131496 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0237643 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0160998 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0199269 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.051121 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0274192 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0186983 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0225254 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0535638 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.0264237 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0118721 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0274008 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0694872 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0274727 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.0694002 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0553481 # DEPENDENCYPART_SIBL
(22,1),(22,4),-0.0186765 # DEPENDENCYPART_SIBL
(22,1),(22,5),0.0306097 # DEPENDENCYPART_SIBL
(22,1),(22,6),0.003269 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.0541058 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.0036959 # DEPENDENCYPART_SIBL
(22,1),(22,10),0.00111958 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.0686879 # DEPENDENCYPART_SIBL
(22,1),(22,13),0.00801379 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.00881268 # DEPENDENCYPART_SIBL
(22,1),(22,15),0.0409575 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.0535544 # DEPENDENCYPART_SIBL
(22,1),(22,17),0.0306097 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.00731303 # DEPENDENCYPART_SIBL
(22,1),(22,19),0.0193928 # DEPENDENCYPART_SIBL
(22,1),(22,20),0.0110054 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.0356578 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.0286252 # DEPENDENCYPART_SIBL
(22,1),(22,24),0.0266392 # DEPENDENCYPART_SIBL
(22,1),(22,25),0.159351 # DEPENDENCYPART_SIBL
(22,4),(22,5),0.0211087 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.0425426 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.0632241 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.0462115 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0112817 # DEPENDENCYPART_SIBL
(22,4),(22,12),0.0838765 # DEPENDENCYPART_SIBL
(22,4),(22,13),0.00667389 # DEPENDENCYPART_SIBL
(22,4),(22,14),0.00747833 # DEPENDENCYPART_SIBL
(22,4),(22,15),0.0395257 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.0637014 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.0211087 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0295286 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.0264188 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0348062 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0101538 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.0123566 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.0103706 # DEPENDENCYPART_SIBL
(22,4),(22,25),0.0859687 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.107509 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.060671 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.110473 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.0628398 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.0176013 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.0518708 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.0535744 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.0408502 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.0891208 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.00374017 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.0172748 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.103886 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.104188 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0665158 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.00315787 # DEPENDENCYPART_SIBL
(22,5),(22,24),-0.0033398 # DEPENDENCYPART_SIBL
(22,5),(22,25),0.0585279 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.0804986 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.0295236 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.0177978 # DEPENDENCYPART_SIBL
(22,6),(22,12),0.0550678 # DEPENDENCYPART_SIBL
(22,6),(22,13),0.000551309 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.0226738 # DEPENDENCYPART_SIBL
(22,6),(22,15),0.0334031 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.0698234 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.0073182 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.0284798 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.00973084 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.0181183 # DEPENDENCYPART_SIBL
(22,6),(22,21),0.00653408 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.00850994 # DEPENDENCYPART_SIBL
(22,6),(22,24),-0.0104959 # DEPENDENCYPART_SIBL
(22,6),(22,25),0.0592632 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.104732 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.0581095 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.00934135 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.0571905 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0460157 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.0482519 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.0885081 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.00574326 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.0365156 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0988288 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0991306 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0713116 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.118529 # DEPENDENCYPART_SIBL
(22,7),(22,24),-0.118992 # DEPENDENCYPART_SIBL
(22,7),(22,25),-0.124307 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.0213147 # DEPENDENCYPART_SIBL
(22,9),(22,12),0.0468741 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.00257303 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0308675 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.0302788 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.072945 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.0108189 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0316015 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.0143537 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.0227411 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.00191123 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.0169419 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.0189279 # DEPENDENCYPART_SIBL
(22,9),(22,25),0.040783 # DEPENDENCYPART_SIBL
(22,10),(22,12),0.027631 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.0159729 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0106536 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.0560585 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.049545 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0235836 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.009389 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.0096971 # DEPENDENCYPART_SIBL
(22,10),(22,20),0.00758508 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.0255509 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.00428079 # DEPENDENCYPART_SIBL
(22,10),(22,24),0.00354661 # DEPENDENCYPART_SIBL
(22,10),(22,25),0.0294258 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0229771 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0571305 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.0100167 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0822084 # DEPENDENCYPART_SIBL
