# _root_ baina oraingoan , alderdiko ordezkaritza guztiek eman die abisu alderdikideei , " abenturazko bideetara eraman nahi_gaituztenak berriz_ere uxatzeko " agindurik .
#goldHeads=0,7,2,5,7,5,0,7,7,7,10,11,14,15,16,18,18,20,18,7,20,
#predictedHeads=0,7,2,5,7,5,0,7,7,7,10,11,14,15,18,15,18,7,18,19,20,
(7,4),(7,13),-0.0205828 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0198677 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0231919 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0350595 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.00199623 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0251576 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.0238927 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0348452 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0663311 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0170708 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00185967 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00718782 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0177859 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0170708 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0274521 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0393196 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.00582235 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0294177 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.0281529 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0281091 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0592568 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0458722 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0439927 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0592568 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0592568 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.06308 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0594823 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0649787 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0628902 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0633326 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0659079 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0856974 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0133888 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0659079 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0659079 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0359011 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0361837 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0787233 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0361837 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.0349424 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00238562 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0278905 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00632327 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.00632982 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0164883 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0163065 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.00143604 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0163065 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0183599 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0182456 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00330015 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0032936 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.00689146 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.00670957 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.00820887 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.00670957 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.00876302 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0852862 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0852862 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0473296 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0431092 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.180359 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0431092 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0439325 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.00635738 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0164883 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0163065 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.00143604 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0163065 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0183599 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0164883 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0163065 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.00143606 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0163065 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0183599 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0264328 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0326678 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0264291 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.0273354 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0326674 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.023595 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0245014 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0202256 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.0210488 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.0244824 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.115699 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.115615 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0940514 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0496351 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0563601 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.00342551 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0563601 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0564313 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.00151287 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0238705 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.00364463 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00281752 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0512761 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00536197 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00464689 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0207159 # DEPENDENCYPART_SIBL
(9,5),(9,8),5.42654e-05 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00505213 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0477285 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.00759658 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0068815 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00829544 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.000482992 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00846052 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00466261 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.00449228 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0293325 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00976784 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0293325 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0293325 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0816293 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0074519 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00745845 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0494696 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0494696 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00747885 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.00655752 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0373503 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0504922 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0504075 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0730102 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0414495 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0504075 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.00760668 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.00504989 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.00504989 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.00314886 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.00269949 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0323456 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.00268554 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.00268554 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0685763 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0135478 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0426836 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0427683 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.027921 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.010731 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0427683 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.00761779 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0314823 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0307572 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0178414 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.017889 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.00274326 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0181332 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0181332 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.0112693 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.115699 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.115615 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0940514 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0496351 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.115615 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.00212611 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0562268 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0562981 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0374939 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0374601 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0464058 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0374461 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0374461 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0837739 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.00165905 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0240167 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.00379082 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0040051 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0498209 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.00503539 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00432031 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0218837 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0267235 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0275442 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0236653 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0232476 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.026374 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0208621 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.000200454 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00587562 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0462733 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00727 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00655492 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0199888 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0248286 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0296562 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0217704 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.0213527 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0302626 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.00829544 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0257323 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0140912 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00669585 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00652552 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0235381 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0244717 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.000683146 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0247023 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0246145 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0449658 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.00759281 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0110672 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0291992 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0291992 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0221915 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.022226 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0306078 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.02224 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0222395 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0302556 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0466125 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00714315 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00642807 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0186483 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0234881 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0302805 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0204299 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0200122 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0295817 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0493348 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0493348 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0413787 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0372565 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.136643 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.03725 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.03725 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.224838 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00734321 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0359579 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0358742 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0219265 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0358677 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0364837 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0887528 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0359579 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0358742 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0219265 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0358677 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0364837 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0887528 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0142154 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0115422 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0142053 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0142884 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0694031 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0115427 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.011371 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0114541 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0694 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0148265 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0148265 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.0886223 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0114354 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0694 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.0694 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0310944 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.013934 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.111286 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0917965 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0919668 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.393439 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.395302 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.395518 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.395086 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0136659 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0491906 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0404732 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0404732 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.125875 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.126836 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.126836 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.126663 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.025937 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.288646 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.289361 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.151492 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.158175 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.155089 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.154499 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0623931 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0623931 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0432224 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0475888 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0475888 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0472356 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0742826 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0158161 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.015725 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.015725 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0166978 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0158161 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.015725 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.015725 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0166978 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.00231055 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0023143 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.00171177 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.00576766 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.00516513 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.00518391 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0146928 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0146021 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0153965 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.00517829 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0055211 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.00235881 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0259473 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0116203 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00776224 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0305338 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0274133 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0615541 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0562981 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0464058 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0822575 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0442524 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0200092 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0741538 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0219265 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0887528 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0886223 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0257323 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0249333 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0136082 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0257321 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0257072 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0266408 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.00284965 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0391181 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0078375 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0259473 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.00783148 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0188662 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.023706 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0300635 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0274143 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0259473 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.00783216 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0180119 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0228518 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0305338 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0274133 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.115615 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.037493 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0374592 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0464058 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0822575 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0188951 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0237349 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0305338 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0274133 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0142146 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0115422 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0694031 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0115427 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0694 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0886223 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0386637 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0865476 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0984282 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0989127 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0329793 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0421686 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0967084 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0999184 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0865476 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0983458 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0990045 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.00439694 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0247173 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.00241887 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.00284822 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0491848 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0316128 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0320973 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.00228088 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0235973 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.029893 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.033103 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0491848 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0315305 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0325885 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0226803 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0297246 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0160947 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.0156654 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.175443 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.175927 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0984121 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0545759 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.173723 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.176933 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.13427 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.175361 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.176019 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.00356101 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0158886 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0032548 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.00368416 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.00132767 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0331108 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.030609 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.00556849 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.00121055 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0611863 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.00037385 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.000285347 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0413654 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.020759 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0246477 # DEPENDENCYPART_SIBL
