# _root_ jaurlaritzak prezioak hitzartzen dituztela irizten badio , europako_batzordera jotzeko asmoa du , hark azter dezan europako lehia askearen gaineko legedia betetzen den ala ez .
#goldHeads=5,3,5,3,11,5,6,9,10,11,0,11,14,11,14,17,20,17,18,21,23,21,14,21,24,
#predictedHeads=3,3,5,3,11,5,6,9,10,11,0,11,14,11,14,17,19,17,20,21,23,21,14,23,24,
(11,7),(11,20),-0.0722407 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0301801 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.00936732 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0535418 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.000355853 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0304045 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0058422 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0109158 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0122417 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0325085 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0367778 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0240913 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0321796 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0122529 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.000874471 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.00133898 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00875474 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.00619121 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00910197 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0156861 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.00205369 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00876677 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.00213804 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.00212991 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.00783549 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.00213199 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.00744995 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0118545 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.03565 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0270494 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0221372 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0240785 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0137201 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0218084 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0369871 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0156822 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.0379706 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0192116 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0491191 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0697782 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0401499 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0697782 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0697822 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0181442 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0498133 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0292355 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0291746 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.00185485 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0145993 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.00185485 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.00185089 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.00319617 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.0184638 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.000320612 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0175965 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0265528 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0175965 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0176004 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0105592 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0900626 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.014689 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.00349042 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0281847 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0282312 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0168843 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0128919 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.00243317 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0457987 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0458093 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0388879 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0196016 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.0132578 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0281096 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0165233 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0127718 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.00231309 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0165302 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.0127739 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.00231513 # DEPENDENCYPART_SIBL
(11,21),(11,22),0.0183803 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.000398059 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.0190036 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0214817 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.15435 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.289655 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0144959 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0353124 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.000991989 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0315327 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00267471 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0123651 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.00264501 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0168152 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0179893 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0174741 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.061989 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.00545181 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.00760732 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.00642071 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.00091537 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.078262 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0379764 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0101635 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.039889 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.00387527 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.078262 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0411125 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0453218 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0390581 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0312819 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0456466 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0230225 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0311073 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0121019 # DEPENDENCYPART_SIBL
(14,1),(14,22),0.00611733 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.0392211 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.00284733 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.00320901 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.00187842 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0117317 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0674468 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0185658 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0184627 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0204785 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.0156685 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0674468 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0243175 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0606044 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0223817 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0146056 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0356759 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.00634615 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.014431 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.00396622 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.0214 # DEPENDENCYPART_SIBL
(14,2),(14,23),0.0493175 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0213752 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0285296 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0149813 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0831769 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0082385 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0193106 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0199205 # DEPENDENCYPART_SIBL
(14,3),(14,11),-4.2873e-05 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0831769 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0198126 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0602969 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0138037 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.018605 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.00746387 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0186105 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0186082 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.00251062 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.0166936 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.0135753 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0123313 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0104717 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.042896 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0044743 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.00311234 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.00918831 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.00567818 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.042896 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0333598 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0595211 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0212518 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0132443 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0230679 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0132443 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0132443 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0244845 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0641129 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.00236393 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0149813 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0831769 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0082385 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0193106 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0199205 # DEPENDENCYPART_SIBL
(14,5),(14,11),-4.2873e-05 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0831769 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0197214 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0573034 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.00936293 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0141643 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.00932243 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0141698 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0141674 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.00436918 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.0137001 # DEPENDENCYPART_SIBL
(14,5),(14,23),0.0117167 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0419811 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.00291191 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.00178448 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.00762591 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.004765 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0419811 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0322028 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.061763 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0219643 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0139569 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0225838 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0139569 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0139569 # DEPENDENCYPART_SIBL
(14,6),(14,21),0.0295409 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0663548 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.0010015 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.175693 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0936402 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.180328 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0619779 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.13427 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.117796 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.00329656 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00804981 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.00324504 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0206677 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.00324511 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.00324504 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0177344 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.0256809 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.0165437 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.015627 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0238227 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.00847174 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0728876 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.035737 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0473752 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0311296 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0233535 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0410172 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.015094 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0231789 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.00842307 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.00817075 # DEPENDENCYPART_SIBL
(14,8),(14,23),0.0441388 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0202123 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.000334655 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0834687 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0200132 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0606752 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0104869 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0152882 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0081985 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0152937 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0152914 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.00351717 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.0170719 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.0128406 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0016667 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0806382 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0463753 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0464128 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0294235 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0216474 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.046199 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0133879 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0214727 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.00749979 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.00720839 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.0528189 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0568106 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0625467 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0139258 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.00668007 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0018753 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0219009 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.00187532 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.00188979 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.00156733 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0121556 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.00869298 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.117796 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00329656 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00804981 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00324504 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0206677 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.00324511 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.00324504 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0177344 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0256809 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0165437 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.019984 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0104912 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00568642 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0342319 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.00568643 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.00568642 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0135739 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.00298691 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.00733062 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0129567 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0129567 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0290023 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0129567 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0129521 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0024953 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.132725 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.0252454 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0160361 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.00809706 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0160348 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.016083 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0153749 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.00709158 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0270223 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.00766809 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0147481 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0147964 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0150667 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.00666231 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0265933 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0223927 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0224047 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.00655693 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0302587 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0116999 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0147949 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0149459 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.00666231 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0265933 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0149507 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.00666363 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0265946 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0296438 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0354293 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.0732035 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0201704 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0161014 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.00401419 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00067379 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0463608 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.105313 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0496293 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.116122 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0314948 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0481998 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0589396 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.00713141 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0444838 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.0822575 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0175807 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.00408199 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0310076 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0882989 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0641638 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0749035 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0464191 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.034548 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.0247667 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0074837 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0270598 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.00942424 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.00736005 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.00338207 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0287865 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.00165118 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0379141 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0158824 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0304734 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0221877 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0329274 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0346706 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0149493 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.0268596 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00851342 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0177397 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.00911211 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0230275 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0121737 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.0331354 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0107199 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0107266 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.00761917 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0476659 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.0784033 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0077533 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0022513 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.00760839 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0888985 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0022513 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.00760839 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0888985 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.00373733 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.0553372 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.0728097 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0558371 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0609272 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0528423 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0614284 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0533435 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.00276112 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0463608 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.105313 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.119457 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.11895 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0404967 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0615775 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.00713133 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.0822575 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0175807 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0276725 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0281799 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0310202 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0775414 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.046419 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.0247667 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0237248 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0247729 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0620483 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00601997 # DEPENDENCYPART_SIBL
