# _root_ juan jose_ibarretxe_eaeko lehendakariaren ustez , herritarrek " sendotasun moralaz_gain beste zerbait espero_dute erakundeetatik etarekin amaitzeko , indakerkeriari eta heriotzari aurre_egiteko " .
#goldHeads=3,1,4,12,4,12,6,12,8,11,12,0,12,15,16,12,18,20,18,12,20,21,
#predictedHeads=3,3,4,12,4,12,6,9,12,9,12,0,15,15,12,15,18,20,18,12,20,21,
(6,7),(6,15),0.0433411 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0560231 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0418207 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00730928 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0305643 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0358769 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.00730928 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0358768 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.00858012 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0370264 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0305643 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0358769 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.00730928 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0358768 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.00858012 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0370264 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0961649 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0228397 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0961649 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0209668 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.096588 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.00638461 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0113618 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.00794022 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0117537 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0358768 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.00858012 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0370264 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.00794022 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0117537 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.0235689 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.168547 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0140128 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0158068 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0256505 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0123954 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0119171 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.00218403 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.1081 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.00217606 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0158696 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0259473 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.00819957 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0116203 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.00621039 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.108182 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00621836 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0164198 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0578096 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.00543014 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0328094 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0386612 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0328095 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.115617 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0615541 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0562268 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0637841 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0562268 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0116181 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00821014 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.108401 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00821811 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0442168 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0865362 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0442168 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0305643 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0073091 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0228395 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0164198 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0578096 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0578118 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0386612 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0332735 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0328094 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0328095 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0210822 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.115617 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.115615 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0637841 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0374452 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0562268 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0562268 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0342394 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00594444 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.108401 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0148751 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00821014 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00821811 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.00689542 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.108182 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0200039 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00621019 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00621816 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.00711494 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0961549 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0228395 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0228395 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0209668 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00638387 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.00638387 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.00793982 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0073091 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.00858012 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.00858012 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.00306442 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0465599 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.00391001 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0465599 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00391001 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0200917 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.00529487 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0289908 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.027586 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0263241 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0289908 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0289908 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.023606 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0247302 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0145301 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.013054 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0326583 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0145301 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.00326875 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.0145301 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.0406424 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0263704 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0247767 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0274433 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0274433 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0229919 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0242337 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0227623 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0242384 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.00604789 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0227623 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0223982 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0227623 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.00193614 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0482945 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0449024 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0449024 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0228433 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0363329 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0270861 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0256257 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0565184 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0270861 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.019167 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0270861 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.059405 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0128604 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0128604 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0121879 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0134297 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0310648 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.032541 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0202814 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0310648 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0271399 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0310648 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0122973 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.027443 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0229919 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0242337 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0227623 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0242384 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00604769 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0227623 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0223982 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0227623 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.00193634 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0229919 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0242337 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0227623 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0242384 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00604769 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0227623 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0223982 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0227623 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.00193634 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.00905835 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0359008 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0377972 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0370372 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0359008 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0399807 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0359008 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0338212 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.00886965 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00740943 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.00800146 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.00886965 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0049396 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.00886965 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0112226 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0161218 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0153158 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0147462 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0177629 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0147462 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.019649 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.01533 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0147568 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0177735 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0147568 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0196631 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0453893 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0409922 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0453893 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0248614 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0177629 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0147462 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.019649 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.00258793 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0284015 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.019649 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0578118 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0578118 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0510905 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0657773 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0394085 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0328095 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0332735 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0205908 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0328094 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0210822 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0328094 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.0325408 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0166008 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.00783131 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0733507 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0265202 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0131457 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00621816 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0206767 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0483478 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00621019 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.00711494 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.00621019 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.0224549 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0274133 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0733507 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0265202 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0131457 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.00621816 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0206767 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0483478 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.00621019 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.00711494 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.00621019 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0224549 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0274133 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.108196 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0358369 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00671424 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0183568 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.103552 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.00693233 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0834759 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.00693233 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.0177901 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0482001 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0745712 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0159837 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0155277 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00244658 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0159837 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.00709552 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0159837 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0149636 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.00446536 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0016163 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0209573 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00301668 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.000696872 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.023391 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.000696872 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.022527 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.037208 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0358686 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0816293 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0073091 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.00858012 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0073091 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0370182 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0887528 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0764692 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.00638306 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.00793982 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.00638306 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0117433 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0694 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.049334 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0281902 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.049334 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0389158 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.224837 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.00858012 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0073091 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0370165 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0887528 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.00388583 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0235589 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0546885 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0370165 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0887528 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0694814 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0206767 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0483478 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00621019 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.00621019 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0224549 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0764692 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.00638306 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00638306 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0117433 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.049334 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.049334 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0389158 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0073091 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0370165 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0370165 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0287506 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0273458 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0724578 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0260839 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0287506 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0287506 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0233658 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.02449 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.00378921 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0287506 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0243394 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0517296 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.0171738 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.00354538 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0171738 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.040919 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0261302 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0719613 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0245365 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0272031 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0272031 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0227517 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0239935 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.00025897 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0272031 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.022792 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.00593605 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0201186 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0221216 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0201186 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.00221277 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0160939 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0482945 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.0449024 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0449024 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0228433 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0363329 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0330723 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0449024 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0462565 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.00377665 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0294532 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.019167 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0294532 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.059405 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.171425 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.174817 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.174817 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.131965 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.103341 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.102649 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.174817 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.173463 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.00549256 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.00323158 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0452097 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.00323158 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0126866 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0126202 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0126202 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0119477 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0131895 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.02889 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0126202 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.00952447 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.00119438 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0284211 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0268632 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0284211 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0120207 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0272028 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0227517 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0239935 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.00025934 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0272028 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0227917 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.00593605 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0201186 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0221216 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0201186 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.00221297 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0227517 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0239935 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.00025934 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0272028 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0227917 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.00593605 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0201186 # DEPENDENCYPART_SIBL
