# _root_ era_berean , astrologiak egokitzat adierazitako egunetan pertsona ugarik betetzen ditu bere egin beharrak , zientzia horren ezagutza izpirik eduki gabe .
#goldHeads=0,1,5,5,6,9,9,7,0,9,12,9,12,13,17,15,19,17,9,19,20,
#predictedHeads=9,1,5,5,6,9,9,7,0,9,12,13,9,13,18,15,18,19,9,19,20,
(5,3),(5,15),-0.0235642 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.00305918 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.013122 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00960677 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.00241147 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.00464816 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0283906 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0131087 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0017724 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0173614 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.0131463 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0155629 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0141156 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0194814 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.018996 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0147753 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0287379 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0150651 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0169339 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0151826 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0205382 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.020063 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0160307 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0297947 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0163206 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0180009 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.03031 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.00505791 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0456766 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0552437 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0456766 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0260874 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0735948 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0414751 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.031963 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0414751 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.0325369 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0111012 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.000660887 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0111012 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.0158869 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0287287 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.015036 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0169139 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0970364 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.0392463 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.018329 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0137163 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0316669 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0125854 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.027687 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0244766 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0238603 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.00202416 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.00616358 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.115706 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0404959 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.105313 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0572306 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0288967 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0225829 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.029658 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0135176 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0142329 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00666619 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00890859 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.027088 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0368616 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0691823 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0385092 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0278481 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0307461 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.00281139 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00106408 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0158205 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0533424 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0202164 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00506524 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00583437 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0298388 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00851665 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.00834679 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0157164 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0146981 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.030221 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0116037 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0286749 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0288538 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0196582 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.00872816 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0023265 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.00378941 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0125539 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0197128 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0219612 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0197128 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0197128 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.00995819 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.116171 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0404959 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.105319 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.117538 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0262086 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0404065 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0238185 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0285735 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0467768 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0495179 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0495179 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0495179 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0495179 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0390907 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.016611 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0111517 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00355672 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.00601499 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0265496 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0348213 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0265431 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0383168 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0082126 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0123234 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0082126 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0082126 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0299635 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0691884 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.013302 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0337936 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.021792 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0293046 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.00692893 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0206218 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0281194 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0281194 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0281194 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0281194 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0155173 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0258969 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0232044 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0123294 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0562218 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.028481 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0149337 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0107837 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0107835 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0107837 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0107837 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0189127 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00300705 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.021815 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0323443 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0307543 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0335822 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.00623829 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.010349 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.00623829 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.00623829 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0252289 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0413707 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00501737 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.00826915 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.039908 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.00522804 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.00522804 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.00522804 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.00522804 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0413744 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0188584 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00592397 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00311179 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00649542 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.00649542 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.00649542 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.00649542 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0137592 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0177254 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0515522 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0283726 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0283726 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0283726 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0283726 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0348164 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0890474 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0200551 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0200551 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0200551 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0200551 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0917382 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.00797782 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.00797782 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.00797782 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.00797782 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0178222 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.00763806 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.00734818 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.00734818 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.03626 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.00734833 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.00734833 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0363082 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.00734835 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0362601 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.03626 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.00929099 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00929099 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0125926 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0435396 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0581823 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0657342 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0244345 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0732595 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0237025 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0211465 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0428501 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0335606 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.00772382 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0263513 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0287449 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0420501 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00772382 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0068878 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0399483 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0246748 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0189443 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0459891 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0276937 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0189443 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0189443 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0366395 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0769326 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.172326 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0945189 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.10391 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.16751 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.174321 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0945189 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0150043 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0247611 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00904832 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.00105147 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00773471 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.00530416 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.00105147 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.00105147 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0169262 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.017235 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0216605 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.00925543 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0219296 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0256323 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0216605 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0438654 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0564859 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0487526 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.010043 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0090948 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0101849 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.010043 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.010043 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0011331 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0295469 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.00292652 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0105901 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.003978 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0139275 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0105324 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00543312 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0227458 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00971026 # DEPENDENCYPART_SIBL
(9,4),(9,14),8.91635e-06 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0139629 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.00971026 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00971026 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.00750149 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.00080142 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00611485 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0129081 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00388439 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0620651 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0331366 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.00683005 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00851228 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0136837 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00425936 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.00851228 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.00851228 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0096698 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0380398 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.010038 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0172247 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0463482 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0579579 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.044179 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00871973 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00728407 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00886167 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.00871973 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.00871973 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.00344046 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0304173 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0158815 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0875719 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0367291 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0670777 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0115825 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0283042 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0114406 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0115825 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0115825 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0194582 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.00424277 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0105324 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00543312 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0227458 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00971026 # DEPENDENCYPART_SIBL
(9,8),(9,14),8.91635e-06 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0139629 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.00971026 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00971026 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.00750149 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.00080142 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0128161 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0692992 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0541439 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0291309 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0541439 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0541439 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0541439 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0282414 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0477091 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0229188 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0255002 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0595915 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0255002 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0255002 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0255002 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0363977 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0023086 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0177952 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.000960545 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0177952 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0177952 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0177952 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0116141 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0182708 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0299869 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.00942076 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.00913088 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.00913088 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0229998 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0149709 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0903293 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0903293 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0903293 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.043506 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.193109 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0104499 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0104499 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0244149 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0162896 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.00913093 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0229998 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0149709 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0229998 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.0149709 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0430058 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0869225 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0723799 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0891523 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0711365 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0865981 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0466181 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0480329 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0120083 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.00868934 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.00899488 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0071926 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0124848 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.00868934 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.00733988 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.00693538 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0292639 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0343486 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.071565 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0430981 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0343486 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0343486 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0366591 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0585313 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.14395 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0883692 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.116185 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.139134 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.137933 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0883692 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.117553 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0794988 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.108607 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.00689963 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.042934 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0111523 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.00689963 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.00689963 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.00972735 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.00364941 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.000159413 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0150063 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0122685 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0245918 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.000159413 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0160786 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0168388 # DEPENDENCYPART_SIBL
