# _root_ - oi , ez naute ni geroko ifernuek izutzen , orain honelako paradisuak dastatu ahal_izanez gero hemen - erantzun ohi nizun halakoetan .
#goldHeads=0,9,2,9,9,9,8,9,19,9,15,13,14,15,9,15,15,17,0,19,19,19,22,
#predictedHeads=0,0,2,9,9,9,8,9,0,9,12,13,14,15,19,15,15,17,0,19,19,19,22,
(9,3),(9,7),-0.0941344 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.174817 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00549256 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.021908 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0206542 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.00323158 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0159077 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0159077 # DEPENDENCYPART_SIBL
(9,3),(9,16),1.25207e-05 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0156123 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0203628 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.00385408 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.00205225 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.2988 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0600405 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0256294 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0270943 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0602587 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0378679 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0124509 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0230382 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0354 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0354 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0203754 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0392499 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0264252 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0209686 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.218881 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00022791 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.00622365 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00153954 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0493314 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0339872 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0223848 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0137578 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.031796 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.031796 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0132057 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0276925 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.027637 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.000364514 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0626657 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0199747 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00488199 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00835729 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.000919902 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0157792 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0351918 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00696966 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00696966 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0209505 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.00529068 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.00331176 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.020618 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.00865146 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00348266 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0017724 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00915447 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0595115 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0123781 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.00177109 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.00177109 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0177546 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.00215806 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.00577929 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0110254 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0187709 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00593605 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0527923 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.03974 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0201186 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00577106 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.00577106 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.016945 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0309397 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0120489 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0252955 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.02211 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.197702 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0643255 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0970364 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.038407 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.038407 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.192045 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.181858 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0365117 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0749482 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0762073 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.000421303 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0021995 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0292122 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0292122 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0142689 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0123116 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0295787 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.000314889 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0376029 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0221372 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.00513947 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00513947 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0322089 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0351488 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.00474379 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0124458 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0182653 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0153158 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0153158 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00412865 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00962973 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0162634 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.010625 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0219978 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0220715 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0330472 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0337311 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.026245 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0251295 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0315445 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0330472 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0337311 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.026245 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0251295 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.0315445 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.013842 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0366582 # DEPENDENCYPART_SIBL
(9,16),(9,20),6.74704e-05 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.0381404 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0337428 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.00117903 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0367388 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.026149 # DEPENDENCYPART_SIBL
(9,19),(9,21),0.037522 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.0561155 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0161729 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00159657 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0181942 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.126053 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.126053 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0358436 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0946572 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.155118 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.155118 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.128422 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.377212 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.377212 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.007624 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.007624 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.00578644 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.022629 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0177721 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0274895 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00105641 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.00522992 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0175001 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.00784672 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0101241 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0101499 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.00664938 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0189006 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0188428 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0149704 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0219909 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.00808587 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0444038 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0268477 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0534032 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0204471 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0210193 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0414218 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0156237 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0691823 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0260689 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.00442596 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.00252824 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0197965 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0197965 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0266259 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0287051 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0203944 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.0931937 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0131457 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0259473 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0263576 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0138728 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0206767 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0206767 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0339308 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0322394 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.018769 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.0274133 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.012718 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0589966 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0615684 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0209873 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0209873 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0132795 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.00702005 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0162377 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0371781 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0494603 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0409767 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0374452 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0374452 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0464691 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0464043 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0384899 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.0822575 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.01177 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0114885 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0114885 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.000295256 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00183974 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0108375 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0180432 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.019797 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.019797 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.026626 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0287052 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0203948 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0931938 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0113514 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.00820753 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.00388824 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0159238 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0694 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.00820753 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.00388824 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0159238 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.0694 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.00512615 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0252051 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0886362 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0236217 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0949154 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0695859 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0770864 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0598924 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.108333 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0941344 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.174817 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.102649 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.13427 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.107493 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0941344 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.174817 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0159077 # DEPENDENCYPART_SIBL
(14,3),(14,16),1.25207e-05 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0156123 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0203628 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.00385408 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.00205225 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0206542 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.2988 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0600405 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0256294 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0270943 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.017587 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.00606844 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.042376 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0256294 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0270943 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0354 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0203754 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0392499 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0264252 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0209686 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.218881 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0124509 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.00022791 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.00622365 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.00153954 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.010426 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.041614 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0182549 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.00622365 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.00153954 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.031796 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0132057 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0276925 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.027637 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.000364514 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0626657 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0223848 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0199747 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.00488199 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.00763293 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0431957 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0133383 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0199747 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.00488199 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.00696966 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0209505 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.00529068 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.00331176 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.020618 # DEPENDENCYPART_SIBL
(14,6),(14,21),0.00865146 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.0157792 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.00348266 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.00418764 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0494266 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.011651 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.013543 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.00348266 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.00177109 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0177546 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.00215806 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.00577929 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0110254 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.0187709 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.0595115 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.00025934 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0719613 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.00266601 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.013708 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0272028 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.00577106 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.016945 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0309397 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0120489 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0252955 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.02211 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.03974 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0829989 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0231066 # DEPENDENCYPART_SIBL
(14,9),(14,12),5.0469e-06 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.00703606 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.00591096 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0673917 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0391067 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.00313031 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.00197646 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.0605244 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.00883422 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.107493 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0941344 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.174817 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0159077 # DEPENDENCYPART_SIBL
(14,10),(14,16),1.25207e-05 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0156123 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0203628 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.00385408 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.00205225 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0206542 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0193723 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0257427 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.000688485 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.00354386 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0151938 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.00500034 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0363587 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0858943 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.00642274 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.00196065 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00177612 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0177503 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00216233 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.00578432 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0110211 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0187589 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0595073 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00577106 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.016945 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0309397 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0120489 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0252955 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.02211 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.03974 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0330472 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0337311 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.026245 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0251295 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0315445 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0328811 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.013842 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0366582 # DEPENDENCYPART_SIBL
(14,16),(14,20),6.74704e-05 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0381404 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.00329384 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0337428 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.00117903 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0367388 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.00211221 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.026149 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.037522 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0339834 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.0561155 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0128524 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0251974 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.00622365 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.00153954 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.010426 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0182549 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.00622365 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.00153954 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.010426 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0132057 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0276925 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.027637 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0626657 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.00348266 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.00418764 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.011651 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.013543 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.00348266 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.00418764 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0177546 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.00215806 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.00577929 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.0187709 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.00025934 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.00266601 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.013708 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0272028 # DEPENDENCYPART_SIBL
