# _root_ azkenik , agiri " nazionala " zein den ere zalantzan jarri zuen , " epaigelako bi banderen_artean ere bakoitzak bat hartzen baitu bere naziokotzat " .
#goldHeads=0,3,8,3,3,5,8,11,0,11,0,11,12,13,17,17,21,0,21,21,11,21,24,21,24,25,
#predictedHeads=0,3,8,3,3,5,8,11,0,11,0,11,12,13,17,17,21,0,21,21,11,21,24,21,24,25,
(0,16),(0,26),-0.132639 # DEPENDENCYPART_SIBL
(0,17),(0,18),-0.0307797 # DEPENDENCYPART_SIBL
(0,17),(0,19),0.0181796 # DEPENDENCYPART_SIBL
(0,17),(0,20),-0.00105084 # DEPENDENCYPART_SIBL
(0,17),(0,21),-0.0849606 # DEPENDENCYPART_SIBL
(0,17),(0,22),-0.0599495 # DEPENDENCYPART_SIBL
(0,17),(0,24),0.0509439 # DEPENDENCYPART_SIBL
(0,17),(0,25),-0.198273 # DEPENDENCYPART_SIBL
(0,17),(0,26),-0.174982 # DEPENDENCYPART_SIBL
(0,18),(0,19),0.0666347 # DEPENDENCYPART_SIBL
(0,18),(0,20),0.0691116 # DEPENDENCYPART_SIBL
(0,18),(0,21),0.0201137 # DEPENDENCYPART_SIBL
(0,18),(0,22),0.0131523 # DEPENDENCYPART_SIBL
(0,18),(0,24),-0.0478457 # DEPENDENCYPART_SIBL
(0,18),(0,25),-0.0487562 # DEPENDENCYPART_SIBL
(0,18),(0,26),-0.0225006 # DEPENDENCYPART_SIBL
(0,19),(0,20),0.0851302 # DEPENDENCYPART_SIBL
(0,19),(0,21),-0.0914178 # DEPENDENCYPART_SIBL
(0,19),(0,22),-0.0328813 # DEPENDENCYPART_SIBL
(0,19),(0,24),0.00218122 # DEPENDENCYPART_SIBL
(0,19),(0,25),-0.0966894 # DEPENDENCYPART_SIBL
(0,19),(0,26),-0.0798119 # DEPENDENCYPART_SIBL
(0,20),(0,21),-0.117745 # DEPENDENCYPART_SIBL
(0,20),(0,22),-0.0585922 # DEPENDENCYPART_SIBL
(0,20),(0,24),-0.0118007 # DEPENDENCYPART_SIBL
(0,20),(0,25),-0.151494 # DEPENDENCYPART_SIBL
(0,20),(0,26),-0.134395 # DEPENDENCYPART_SIBL
(0,21),(0,22),0.00548286 # DEPENDENCYPART_SIBL
(0,21),(0,24),-0.00770472 # DEPENDENCYPART_SIBL
(0,21),(0,25),-0.0822269 # DEPENDENCYPART_SIBL
(0,21),(0,26),-0.0706406 # DEPENDENCYPART_SIBL
(0,22),(0,24),0.0102561 # DEPENDENCYPART_SIBL
(0,22),(0,25),-0.105822 # DEPENDENCYPART_SIBL
(0,22),(0,26),-0.0802423 # DEPENDENCYPART_SIBL
(0,24),(0,25),-0.198273 # DEPENDENCYPART_SIBL
(0,24),(0,26),-0.174982 # DEPENDENCYPART_SIBL
(0,25),(0,26),-0.161528 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0674049 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.0473202 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.000279526 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.00281513 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0178303 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0749807 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0292419 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0114735 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0193631 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.000328437 # DEPENDENCYPART_SIBL
(3,1),(3,16),-0.0140713 # DEPENDENCYPART_SIBL
(3,1),(3,20),-0.00206985 # DEPENDENCYPART_SIBL
(3,1),(3,21),0.0118871 # DEPENDENCYPART_SIBL
(3,1),(3,24),-0.0372245 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0351134 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0328364 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0267101 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.00246216 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0464378 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.029973 # DEPENDENCYPART_SIBL
(3,2),(3,20),-0.0102457 # DEPENDENCYPART_SIBL
(3,2),(3,21),-0.0396223 # DEPENDENCYPART_SIBL
(3,2),(3,24),-0.0562606 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0193394 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0194246 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0154258 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.0584881 # DEPENDENCYPART_SIBL
(3,4),(3,16),-0.0205084 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0613462 # DEPENDENCYPART_SIBL
(3,4),(3,21),0.0417123 # DEPENDENCYPART_SIBL
(3,4),(3,24),-0.0239218 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.103783 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.000528234 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0650522 # DEPENDENCYPART_SIBL
(3,5),(3,16),0.0933015 # DEPENDENCYPART_SIBL
(3,5),(3,20),0.24723 # DEPENDENCYPART_SIBL
(3,5),(3,21),-0.0379808 # DEPENDENCYPART_SIBL
(3,5),(3,24),-0.00242638 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0404662 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.00233491 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.0617442 # DEPENDENCYPART_SIBL
(3,7),(3,20),-0.0469587 # DEPENDENCYPART_SIBL
(3,7),(3,21),-0.0951221 # DEPENDENCYPART_SIBL
(3,7),(3,24),-0.0130445 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.00558846 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.00489812 # DEPENDENCYPART_SIBL
(3,8),(3,20),0.0468067 # DEPENDENCYPART_SIBL
(3,8),(3,21),-0.0384083 # DEPENDENCYPART_SIBL
(3,8),(3,24),-0.0203112 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.0366551 # DEPENDENCYPART_SIBL
(3,10),(3,20),0.108732 # DEPENDENCYPART_SIBL
(3,10),(3,21),-0.0149569 # DEPENDENCYPART_SIBL
(3,10),(3,24),0.0155234 # DEPENDENCYPART_SIBL
(3,16),(3,20),-0.0314366 # DEPENDENCYPART_SIBL
(3,16),(3,21),-0.079833 # DEPENDENCYPART_SIBL
(3,16),(3,24),-0.00800975 # DEPENDENCYPART_SIBL
(3,20),(3,21),-0.0742689 # DEPENDENCYPART_SIBL
(3,20),(3,24),0.0152238 # DEPENDENCYPART_SIBL
(3,21),(3,24),-0.0076388 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0401129 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.096857 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.00527308 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0202463 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0252205 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.028765 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0476017 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0129825 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.105309 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0173408 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.165882 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0302191 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0133557 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.096857 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0140688 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0339569 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.00656384 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0766998 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0232337 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.007083 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0173655 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0195184 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0206092 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0145826 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0145826 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.0181479 # DEPENDENCYPART_SIBL
(8,1),(8,24),0.0145826 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.104628 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0805793 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0262767 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0520839 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0118247 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0388077 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0116358 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0505672 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0505672 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0416475 # DEPENDENCYPART_SIBL
(8,2),(8,24),-0.0505672 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0730485 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.00311552 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0100929 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00709349 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0190142 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.00299837 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00892035 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.00892035 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0268124 # DEPENDENCYPART_SIBL
(8,3),(8,24),-0.00892035 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0328103 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0293513 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0109672 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0085495 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0343588 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0261073 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0261073 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0112147 # DEPENDENCYPART_SIBL
(8,5),(8,24),-0.0261073 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0486136 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00947062 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.01562 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.000338761 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0122264 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0122264 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0186659 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.0122264 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00323997 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0234973 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.025674 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0520349 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0520349 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0323728 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0520349 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0204434 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0367934 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0040273 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0040273 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0188873 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.0040273 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0205961 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.000989666 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.000989666 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.00325899 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.000989666 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00060642 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.00060642 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.00872143 # DEPENDENCYPART_SIBL
(8,12),(8,24),-0.00060642 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.00302219 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.0134314 # DEPENDENCYPART_SIBL
(8,15),(8,24),-0.00302219 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0134314 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.00302219 # DEPENDENCYPART_SIBL
(8,21),(8,24),-0.00295908 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0075931 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.000968995 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0129192 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0158394 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.049801 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0113727 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0067501 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.00778063 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0182131 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0158199 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.027349 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0349462 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0239312 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.00711353 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0172535 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.00711353 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.00324636 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.00318086 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.0489133 # DEPENDENCYPART_SIBL
(11,1),(11,24),-0.00711353 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.174224 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0960649 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.106012 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0909453 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.106556 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.106708 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0631539 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0106897 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.00436736 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0250644 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.00436736 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0266603 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.020909 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.00427579 # DEPENDENCYPART_SIBL
(11,2),(11,24),-0.00436736 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.00444383 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0221201 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0282181 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0626243 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.00585761 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00785031 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0034805 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0313737 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0517758 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0313737 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0455896 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0146056 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.00935546 # DEPENDENCYPART_SIBL
(11,3),(11,24),-0.0313737 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0250234 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0248293 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0354279 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0107927 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.021409 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.00105583 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0102199 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.00581951 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0102199 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0589893 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.00319936 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.0228133 # DEPENDENCYPART_SIBL
(11,5),(11,24),-0.0102199 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0373703 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0227786 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0219501 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0462938 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0195164 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0157024 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.00352465 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0157024 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0256918 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0109617 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0326947 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.0157024 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0130727 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.00121638 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0657984 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00852545 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0136272 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0148922 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0136272 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0254988 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.00710597 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.0276252 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.0136272 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0449107 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.220382 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.121534 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0723597 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0934815 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0723597 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0798585 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.111577 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.121227 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.0723597 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0231343 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0198091 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0155763 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.018743 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0155763 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.00146411 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0107388 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0301089 # DEPENDENCYPART_SIBL
(11,10),(11,24),-0.0155763 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0621322 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0437286 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.017143 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0437286 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0292505 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0146385 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.129616 # DEPENDENCYPART_SIBL
(11,12),(11,24),0.0437286 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.095583 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.10276 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.095583 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0649911 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0462827 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0835358 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.095583 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.000345461 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0107342 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.00814644 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0172878 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0290354 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.0107342 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.025878 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0495794 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.026788 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.0122664 # DEPENDENCYPART_SIBL
(11,16),(11,24),-0.025878 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.00814644 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0172878 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0290354 # DEPENDENCYPART_SIBL
(11,17),(11,24),-0.0107342 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.013581 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.0104779 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.0149033 # DEPENDENCYPART_SIBL
(11,21),(11,22),0.019965 # DEPENDENCYPART_SIBL
(11,21),(11,24),-0.0469797 # DEPENDENCYPART_SIBL
(11,22),(11,24),0.0432797 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0411679 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0317578 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0301401 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00974572 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0474144 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0739601 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.00722299 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.051444 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.123428 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.123428 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.309831 # DEPENDENCYPART_SIBL
(13,8),(13,24),0.123428 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0423657 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0472339 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0472339 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.139239 # DEPENDENCYPART_SIBL
(13,12),(13,24),0.0472339 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0623931 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0623931 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0460729 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.0623931 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0743167 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.00917229 # DEPENDENCYPART_SIBL
(13,15),(13,24),0.0743167 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.00917229 # DEPENDENCYPART_SIBL
(13,17),(13,24),0.0743167 # DEPENDENCYPART_SIBL
(13,21),(13,24),0.00111196 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0253285 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.00804943 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.020002 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.00411021 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.00383426 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0710768 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0262609 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0132055 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.00552338 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0362864 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0357589 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0241797 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.0497696 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0100063 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.0362864 # DEPENDENCYPART_SIBL
(15,5),(15,26),-0.0932994 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0227901 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0481802 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.00617504 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.00305199 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0196834 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.00996474 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.00354851 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0168603 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.0474639 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.0291358 # DEPENDENCYPART_SIBL
(15,8),(15,24),0.00996474 # DEPENDENCYPART_SIBL
(15,8),(15,26),-0.00820975 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0413594 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0138262 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.00287347 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.00544961 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0357618 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0325211 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0280366 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0100966 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0220612 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0357618 # DEPENDENCYPART_SIBL
(15,10),(15,26),0.0121651 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0128899 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.00151365 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0162433 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.00959486 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0206431 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.00176317 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.01485 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0572783 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.00959486 # DEPENDENCYPART_SIBL
(15,11),(15,26),-0.0349916 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0615541 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0229703 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0562268 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0717041 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0381532 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.000292042 # DEPENDENCYPART_SIBL
