# _root_ era_berean , beti erabiltzeko prest edukiko dituen goiz , eguerdi eta gauerako opari ekitaldietarako beharrezko gaiak zainduko ditu lorategian .
#goldHeads=0,1,6,5,6,16,6,11,8,11,14,11,14,16,16,17,0,17,17,19,
#predictedHeads=17,1,4,6,6,8,6,11,8,11,17,11,14,16,16,17,0,17,17,19,
(4,9),(4,14),-0.0970364 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.0648776 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.0970364 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.038407 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.0740018 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.0970364 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0177629 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0147462 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.0147462 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.0147462 # DEPENDENCYPART_SIBL
(4,10),(4,15),-0.00822013 # DEPENDENCYPART_SIBL
(4,10),(4,16),-0.0147462 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.0153158 # DEPENDENCYPART_SIBL
(4,10),(4,18),-0.0194722 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.0147462 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.00258793 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.00258793 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.00258793 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.000910744 # DEPENDENCYPART_SIBL
(4,11),(4,16),0.00258793 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.0256127 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.00774874 # DEPENDENCYPART_SIBL
(4,11),(4,19),0.00258793 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0147462 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0147462 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.00822013 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.0147462 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.0153158 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.0194722 # DEPENDENCYPART_SIBL
(4,12),(4,19),-0.0147462 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0147462 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.00823687 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.0147462 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.0153158 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.0194722 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.0147462 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.00822013 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.0147462 # DEPENDENCYPART_SIBL
(4,14),(4,17),-0.0153158 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.0194722 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.0147462 # DEPENDENCYPART_SIBL
(4,15),(4,16),-0.0221766 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.00518071 # DEPENDENCYPART_SIBL
(4,15),(4,18),0.0221902 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.0221766 # DEPENDENCYPART_SIBL
(4,16),(4,17),-0.0153158 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.0194722 # DEPENDENCYPART_SIBL
(4,16),(4,19),-0.0147462 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.0312881 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.0453893 # DEPENDENCYPART_SIBL
(4,18),(4,19),0.0414751 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.00771197 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0373983 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0134101 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0293563 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0206457 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0160983 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0413417 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0096387 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0176168 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.034789 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.13364 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.128166 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.132878 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.128108 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.176716 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.128108 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.128108 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.128108 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.109598 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.128108 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.140917 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.166589 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.128108 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0835374 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.106906 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.101663 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0112948 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0102117 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00676567 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0102117 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0569758 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0102117 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0102117 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0102117 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0241571 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0102117 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0224843 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0171105 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0102117 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00330412 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0228769 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0146894 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0419546 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0691707 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.041896 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0668942 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.041896 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.041896 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.041896 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0291482 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.041896 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0251354 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0193148 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.041896 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0315656 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0547245 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00993314 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.00077128 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.00993314 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00513282 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.00993314 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.00993314 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.00993314 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0114471 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.00993314 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.00158969 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0415006 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.00993314 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0231543 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0485618 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0496728 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0485031 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0647041 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0485031 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0485031 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0485031 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0352435 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0485031 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0465278 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0277796 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0485031 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0186855 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0443543 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0186855 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0471925 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0186855 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0186855 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0186855 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0316532 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0186855 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0107885 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.145961 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0186855 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0303811 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0306146 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0137981 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0306146 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0306146 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0306146 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.00863089 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0306146 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0248834 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.019883 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0306146 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.113062 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0154428 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.113062 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.113062 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.113062 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0654452 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.113062 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0481314 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0745694 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.113062 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0137981 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0306146 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0306146 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0306146 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.00863089 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0306146 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0248834 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.019883 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0306146 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0128698 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0128698 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0128698 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.000910744 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0128698 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0347695 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.00774874 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0128698 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0306146 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0306146 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.00863089 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0306146 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0248834 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.019883 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0306146 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0306146 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.00864763 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0306146 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0248834 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.019883 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0306146 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.00863089 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0306146 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0248834 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.019883 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0306146 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0376343 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0143375 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0221902 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0376343 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0248834 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.019883 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0306146 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0265224 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0703784 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.0115055 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0491866 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.010265 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0226465 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0137163 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0142898 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0312759 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.00106731 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0276871 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.007777 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.00980218 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0273555 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0115936 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0273555 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0274102 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0108301 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.0273555 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.00995654 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.048763 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.105313 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0486769 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.105313 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0509015 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00342551 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0562268 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0342394 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0562268 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0562815 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0374452 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0562268 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0822575 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0461963 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00135282 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0426074 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.00754045 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.026677 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0298422 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0212793 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0298422 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0298969 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0224263 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0298422 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0107052 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0586568 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0446917 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.00885558 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00073145 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.000666955 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0234209 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.000666955 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.000721613 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0209873 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.000666955 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0326675 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0372593 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00969115 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00156506 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0277875 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0274825 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0277875 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0278422 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0177826 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0277875 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.013107 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.00890859 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00302376 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.000717229 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0233945 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.000717229 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.000771887 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.020961 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.000717229 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0372153 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0028593 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.031816 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00811603 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.031816 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0318707 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.020758 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.031816 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0239505 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.049334 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0281902 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.049334 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0493886 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0372475 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.049334 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.224837 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00858012 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0073091 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00736375 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0358669 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0073091 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0887528 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00388583 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00394047 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0231777 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.00388583 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0546885 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00736375 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0358669 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0073091 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0887528 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.035918 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.00736026 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.088804 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.00638306 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0694 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0887528 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0208604 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.030894 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0123558 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0961931 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.377212 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0961931 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.030894 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0123883 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0961515 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.377196 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0961515 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0121471 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0369508 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.12439 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0369508 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.292115 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.154659 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.292115 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.015725 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0743167 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.00192054 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0279899 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0127711 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.000717229 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0107781 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0372153 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0264917 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00397272 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0121663 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0279285 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0562268 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0294389 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0822575 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.00483983 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0887528 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0776367 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0165478 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0173415 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.029859 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0209304 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.00182297 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0834336 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0523243 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0831885 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.00144387 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.00144387 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.00144387 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.00506732 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.00144387 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0240624 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.00144387 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.00024414 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0333352 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.00383302 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00311568 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.058682 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0532886 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.058437 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.000290848 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.000290848 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.000290848 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.00265662 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.000290848 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0129373 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.000290848 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0519732 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0243826 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0849465 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.222361 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.124463 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.222361 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.138392 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.138392 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.138392 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0760408 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.138392 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0756479 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.138392 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0113445 # DEPENDENCYPART_SIBL
(11,5),(11,7),7.7483e-05 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0724565 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0521701 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0722115 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.00313936 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.00313936 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.00313936 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.00647924 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.00313936 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.015001 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.00313936 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0849465 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.222393 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.124463 # DEPENDENCYPART_SIBL
