# _root_ lau euskal_herritar horiek 1996an epaitu zituzten , eta sei urteko zigorra ezarri zieten , etari laguntza ematea leporatuta .
#goldHeads=2,5,2,5,8,5,6,0,10,11,12,8,12,13,17,17,18,12,18,
#predictedHeads=2,5,2,5,8,5,6,0,10,11,12,8,12,13,17,17,18,12,18,
(6,7),(6,13),-0.0779186 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.00999208 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0316188 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.185992 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0774267 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00758939 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0408115 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00868997 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.042209 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0236486 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.000232163 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00952211 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0733234 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.110192 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.00406431 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.00289734 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0239722 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.00793764 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.00601406 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0119043 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0262844 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0213913 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0162291 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.00254782 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0389095 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00504383 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.101305 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0984678 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0602461 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0529388 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0931263 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0544674 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0531885 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0278636 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.00275068 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0648704 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.11065 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00452174 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00335476 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0132187 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0142194 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.00647149 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.00115078 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0155308 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0841748 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.124463 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0847707 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.150177 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.148228 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0610602 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0117544 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.156908 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0564189 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0358875 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0230172 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0230588 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0574886 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0557733 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0238193 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0568286 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0592933 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0224373 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0311793 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0268131 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0767384 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0753834 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0861646 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0253459 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0785126 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0840568 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0931268 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.113532 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.115604 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.145815 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.111078 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.113507 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.145815 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.147018 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.221243 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.147216 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.107775 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.217493 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.147375 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.150234 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.147464 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.107781 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.218947 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.147623 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.150483 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0666459 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.103065 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.118427 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.123498 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0276453 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0124632 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0245202 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.146934 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.149793 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.122246 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.041491 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.00483869 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.00458969 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0274392 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0308273 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.00904002 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0144534 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0316153 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.00676347 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.00941269 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0292179 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0150837 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.039159 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0538514 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.000341566 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0914371 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0204867 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0881804 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0845663 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0161091 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0132427 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0695679 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0609433 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.000877445 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0809143 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.00160195 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0104735 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0313881 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0292535 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0494022 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0627229 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0164555 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0597895 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0558633 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0827816 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0759476 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0292929 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0228979 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0215331 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0222061 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0594369 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0801831 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.033019 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0769264 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0733122 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0188707 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00253032 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00699144 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.00971257 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0891139 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0313763 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0282352 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0549268 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0101276 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0891137 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0860824 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0160372 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.00940697 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0104672 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0471436 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0319391 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0348435 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.00688665 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0298405 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0485523 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.00623965 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.00888888 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0106491 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.023314 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0285935 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0176456 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0402246 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0523961 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.00647705 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0112192 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0452174 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0182598 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0425086 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0821197 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0785056 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0395839 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0423735 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0114768 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.00780137 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0745538 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.072329 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0410818 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0281486 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0818955 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.00939922 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.00469077 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0135623 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0235582 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0227061 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0267728 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0296828 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0437816 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.108403 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.040962 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0162736 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00630443 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0575477 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0536214 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0406466 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0387745 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0804921 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0713252 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.105763 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.00102197 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0228918 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0541962 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0194791 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0201521 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00197272 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.000572745 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0573352 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00372347 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0408899 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0308997 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0533542 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0709732 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0673591 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0352564 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.038046 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.014346 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00308292 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0232698 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0510701 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.021781 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0244302 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0068454 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0193876 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0381192 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0293804 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0765227 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00661109 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.00825147 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0135119 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0129755 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0694535 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0756158 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0313744 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0282333 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0310443 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.031859 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0549275 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.049923 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0511292 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0384342 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0400918 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.225207 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0097674 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.038197 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0354492 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0887528 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.03393 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0311822 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0857216 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0117533 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0694839 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0694291 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.021872 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0206632 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0331218 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.00921275 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0545565 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0243271 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.00732405 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0171479 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0422389 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0377515 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0197142 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0117013 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.037974 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0187385 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0487908 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.018248 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.012499 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.00577541 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0792464 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0339419 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.038308 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0233739 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.00340737 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0859701 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0410575 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.00385856 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.00796797 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0318652 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.037761 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0357816 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0110678 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0528188 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0287529 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.00448846 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0134362 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0385273 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0474898 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0262119 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0129476 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0392204 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0251131 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0551654 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0265197 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0800376 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.00501 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.00798157 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.00658627 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0333238 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0871129 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.00545444 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.00927041 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.000523814 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0126421 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0204313 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.041835 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0225628 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0288005 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.00690824 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0232943 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0626983 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0267105 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0249611 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0362227 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.031581 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.042969 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0901381 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.114414 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.165486 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.150103 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.00920892 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0056796 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.00717974 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0183822 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.00815015 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.00258224 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0843718 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.106488 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0841473 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0577498 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0110246 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0208234 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00042232 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.00282537 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.010489 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.00578685 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0151819 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0362563 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0300514 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.000361209 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0114653 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0184547 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0243506 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0349925 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0140808 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00675625 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0378724 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0641452 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00452357 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0343305 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0813101 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0421214 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.024295 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.00197776 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0833655 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.124447 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0306204 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0288083 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0179034 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.037528 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0430442 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0983519 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.104464 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0342652 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0312201 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.029244 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0181052 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.00844844 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0172792 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.00762248 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.014064 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0555362 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0295183 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0570105 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0424378 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0525623 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0255272 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0693632 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0619823 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0777442 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0334033 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0696914 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0721647 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0107341 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.00880198 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.00167588 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0308293 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0945398 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.375337 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.37151 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0392724 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.125721 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.126052 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0160038 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0140715 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.00546852 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0131871 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.00293898 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.049349 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0697106 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.12169 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.109306 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.129794 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0709251 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.111255 # DEPENDENCYPART_SIBL
