# _root_ g. ganbelu baten hezur bat eclipta prastata landarearen uretan sartzen da , gero erre , eta hortik ateratzen den margogaia ganbelu hezurrez egindako kutxa batean gordetzen da .
#goldHeads=0,22,2,10,4,9,6,6,10,16,10,11,14,16,14,0,18,20,18,26,22,23,24,26,24,16,26,27,
#predictedHeads=10,4,2,10,4,7,8,9,10,16,10,11,14,16,14,0,18,20,18,26,22,23,24,26,24,16,26,27,
(14,17),(14,26),-0.0221371 # DEPENDENCYPART_SIBL
(14,17),(14,27),-0.0213588 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0362403 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0429493 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0429493 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0429493 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.021625 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0429493 # DEPENDENCYPART_SIBL
(14,18),(14,26),-0.0194677 # DEPENDENCYPART_SIBL
(14,18),(14,27),0.0243425 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0617263 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0617263 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0617263 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0514583 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.0617263 # DEPENDENCYPART_SIBL
(14,19),(14,26),-0.0479276 # DEPENDENCYPART_SIBL
(14,19),(14,27),-0.207271 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0147462 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0147462 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.01668 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.0147462 # DEPENDENCYPART_SIBL
(14,20),(14,26),-0.0153239 # DEPENDENCYPART_SIBL
(14,20),(14,27),-0.0173285 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0147462 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.01668 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.0147462 # DEPENDENCYPART_SIBL
(14,21),(14,26),-0.0153239 # DEPENDENCYPART_SIBL
(14,21),(14,27),-0.0173285 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.01668 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0147462 # DEPENDENCYPART_SIBL
(14,22),(14,26),-0.0153239 # DEPENDENCYPART_SIBL
(14,22),(14,27),-0.0173285 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0426486 # DEPENDENCYPART_SIBL
(14,23),(14,26),-0.0192972 # DEPENDENCYPART_SIBL
(14,23),(14,27),0.0278909 # DEPENDENCYPART_SIBL
(14,24),(14,26),-0.0153239 # DEPENDENCYPART_SIBL
(14,24),(14,27),-0.0173285 # DEPENDENCYPART_SIBL
(14,26),(14,27),0.0278969 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0363408 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0219492 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.18596 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.00530033 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0229414 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.185992 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.00439628 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.00439628 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.00707225 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.00628666 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.01853 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0518421 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.00565901 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.000362169 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0518421 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0185397 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0822482 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0484686 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.0603005 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0603005 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.0489451 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.0887083 # DEPENDENCYPART_SIBL
(16,6),(16,24),0.0603005 # DEPENDENCYPART_SIBL
(16,6),(16,26),-0.0783027 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.00439628 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.00707225 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.00628666 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.01853 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0518421 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.00565901 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.000362169 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0518421 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0185397 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0822482 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0484686 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0603005 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.0603005 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0489451 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.0887083 # DEPENDENCYPART_SIBL
(16,7),(16,24),0.0603005 # DEPENDENCYPART_SIBL
(16,7),(16,26),-0.0783027 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.00707225 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.00628666 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.01853 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0518421 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.00565901 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.000362169 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0518421 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0185397 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0822482 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0484686 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0603005 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.0603005 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.0489451 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0887083 # DEPENDENCYPART_SIBL
(16,8),(16,24),0.0603005 # DEPENDENCYPART_SIBL
(16,8),(16,26),-0.0783027 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0061914 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.01853 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0518421 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.00565901 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.000266915 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0518421 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0150045 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0822989 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0484694 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0636671 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.0636671 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.0523117 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.088759 # DEPENDENCYPART_SIBL
(16,9),(16,24),0.0636671 # DEPENDENCYPART_SIBL
(16,9),(16,26),-0.0783534 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.101129 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.124463 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0758672 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0254718 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.124463 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0329433 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0487744 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0699298 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.154662 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.154662 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.159204 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.0417037 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.154662 # DEPENDENCYPART_SIBL
(16,10),(16,26),0.0558548 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0286219 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.00591216 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.00397104 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0286219 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.00820558 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0121994 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0498413 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0260246 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0260246 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0305668 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.0164137 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0260246 # DEPENDENCYPART_SIBL
(16,11),(16,26),-0.00962615 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0192255 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.00626952 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0402758 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0264312 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0854233 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0464803 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0723837 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0723837 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0769258 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.08895 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0723837 # DEPENDENCYPART_SIBL
(16,12),(16,26),-0.0827801 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.00785523 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0587043 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.112362 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0178631 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.00997708 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.00503712 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.00503712 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.00957928 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0215973 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.00503712 # DEPENDENCYPART_SIBL
(16,13),(16,26),-0.0152899 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.124463 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0178409 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0685675 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0566561 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.138392 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.138392 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.142935 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0614968 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.138392 # DEPENDENCYPART_SIBL
(16,14),(16,26),0.0756479 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0264312 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0854233 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0464803 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0723837 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0723837 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0769258 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.08895 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0723837 # DEPENDENCYPART_SIBL
(16,15),(16,26),-0.0827801 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0956421 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.045286 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.06814 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.06814 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.06814 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0960134 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.06814 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.0960789 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.00125805 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.102751 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.102751 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.102751 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.117963 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.102751 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.117167 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0808715 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0808715 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0808715 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0517101 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0808715 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.0506192 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.217701 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.217701 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.146656 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.217701 # DEPENDENCYPART_SIBL
(16,20),(16,26),-0.146663 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.217701 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.146656 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.217701 # DEPENDENCYPART_SIBL
(16,21),(16,26),-0.146663 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.146656 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.217701 # DEPENDENCYPART_SIBL
(16,22),(16,26),-0.146663 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.10326 # DEPENDENCYPART_SIBL
(16,23),(16,26),-0.117809 # DEPENDENCYPART_SIBL
(16,24),(16,26),-0.146663 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0209022 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0328235 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0328235 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0328235 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0328235 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0328235 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.00759403 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.00603155 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0210689 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0721134 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0194323 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.000613119 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0721134 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.00957096 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0133356 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.00512506 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0294106 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0294106 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.0316817 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.0275441 # DEPENDENCYPART_SIBL
(18,1),(18,24),-0.0294106 # DEPENDENCYPART_SIBL
(18,1),(18,26),-0.0199737 # DEPENDENCYPART_SIBL
(18,1),(18,27),0.00895809 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0328235 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.0328235 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.0328235 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.0328235 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.00759403 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.00603155 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.0210689 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.0721134 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0194323 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.000613119 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0721134 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.00957096 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.0133356 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.00512506 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0294106 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0294106 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.0316817 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.0275441 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.0294106 # DEPENDENCYPART_SIBL
(18,2),(18,26),-0.0199737 # DEPENDENCYPART_SIBL
(18,2),(18,27),0.00895809 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.0328235 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0328235 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0328235 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.00759403 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.00603155 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.0210689 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0721134 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0194323 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.000613119 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0721134 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.00957096 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0133356 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.00512506 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0294106 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0294106 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0316817 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.0275441 # DEPENDENCYPART_SIBL
(18,4),(18,24),-0.0294106 # DEPENDENCYPART_SIBL
(18,4),(18,26),-0.0199737 # DEPENDENCYPART_SIBL
(18,4),(18,27),0.00895809 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0328235 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0328235 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.00759403 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.00603155 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.0210689 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0721134 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0194323 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.000613119 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0721134 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.00957096 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0133356 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.00512506 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0294106 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0294106 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.0316817 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.0275441 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.0294106 # DEPENDENCYPART_SIBL
(18,6),(18,26),-0.0199737 # DEPENDENCYPART_SIBL
(18,6),(18,27),0.00895809 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0328235 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.00759403 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.00603155 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0210689 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0721134 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0194323 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.000613119 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0721134 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.00957096 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0133356 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.00512506 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0294106 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0294106 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.0316817 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0275441 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.0294106 # DEPENDENCYPART_SIBL
(18,7),(18,26),-0.0199737 # DEPENDENCYPART_SIBL
(18,7),(18,27),0.00895809 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.00759403 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.00603155 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0210689 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0721134 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0194323 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.000613119 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0721134 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.00957096 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0133356 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.00512506 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0294106 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0294106 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0316817 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0275441 # DEPENDENCYPART_SIBL
(18,8),(18,24),-0.0294106 # DEPENDENCYPART_SIBL
(18,8),(18,26),-0.0199737 # DEPENDENCYPART_SIBL
(18,8),(18,27),0.00895809 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.00613148 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0210661 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0721162 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0194351 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.000713052 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0721162 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.00956821 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0133384 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.00989632 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0177359 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0177359 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0200069 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0228724 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0177359 # DEPENDENCYPART_SIBL
(18,9),(18,26),-0.0153021 # DEPENDENCYPART_SIBL
(18,9),(18,27),0.0137294 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0188312 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0846136 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0337069 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0325451 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0846136 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.000275886 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0071659 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0252291 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0146538 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0146538 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.0146538 # DEPENDENCYPART_SIBL
(18,10),(18,23),0.000318456 # DEPENDENCYPART_SIBL
(18,10),(18,24),0.0146538 # DEPENDENCYPART_SIBL
(18,10),(18,26),0.00513447 # DEPENDENCYPART_SIBL
(18,10),(18,27),0.0949748 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0549353 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.00665522 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0274047 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0549353 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0273866 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.00358468 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0327613 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0478654 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0478654 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.0478654 # DEPENDENCYPART_SIBL
(18,11),(18,23),0.0167548 # DEPENDENCYPART_SIBL
(18,11),(18,24),0.0478654 # DEPENDENCYPART_SIBL
(18,11),(18,26),0.0189459 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.0319537 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.123338 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.10326 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.13427 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0901351 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.113318 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.02362 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.00593573 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.00593573 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.00593573 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0232719 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.00593573 # DEPENDENCYPART_SIBL
(18,12),(18,26),-0.0213909 # DEPENDENCYPART_SIBL
(18,12),(18,27),-0.0151203 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.00710146 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0301124 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.032881 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.00970077 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0174523 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.00894231 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.00894231 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.00894231 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.00668932 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.00894231 # DEPENDENCYPART_SIBL
(18,13),(18,26),0.00862569 # DEPENDENCYPART_SIBL
(18,13),(18,27),0.0443295 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0830516 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.00208407 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.00541844 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.017066 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0127199 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0127199 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0127199 # DEPENDENCYPART_SIBL
