# _root_ orduan alexander potzu izoztuaren erdialdera joan zen , besoak zabalduta , otsoaren ihesa gordeaz adiunez .
#goldHeads=6,6,5,3,6,0,6,7,10,11,6,13,14,11,14,15,
#predictedHeads=6,3,4,5,6,0,6,7,10,6,10,13,14,6,14,15,
(5,8),(5,10),-0.0372475 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.049334 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0372475 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.049334 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.224837 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0358669 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0073091 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0358669 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0073091 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0887528 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.00638306 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0113726 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.00638306 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0694 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0358669 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0073091 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0887528 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.00638306 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0694 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0887528 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.106411 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.106411 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0623724 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.106411 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.251861 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0644879 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0833351 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0575741 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0644879 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0833351 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0833351 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0586176 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0833351 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0144719 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.00779286 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0144719 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0242763 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0432362 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.00514888 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.00604164 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0432362 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.00514888 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.00514888 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.00908382 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.00514888 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00779286 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0144719 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0242763 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0432362 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.00514888 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.00604164 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0432362 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.00514888 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.00514888 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.00908382 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.00514888 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.016447 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0902407 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0305256 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0344465 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0193107 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0305256 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0344465 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0344465 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0180025 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0344465 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0242763 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0432362 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00514888 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.00604164 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0432362 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.00514888 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.00514888 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.00908382 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.00514888 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0456267 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0414564 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0356371 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0456267 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0414564 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0414564 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0360959 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0414564 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.110537 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0397925 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.278352 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.110537 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.110537 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0396396 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.110537 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00873414 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0267121 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0276891 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0276891 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.00858121 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0276891 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0503719 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0591074 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0591074 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0229434 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0591074 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.110537 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.110537 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0396396 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.110537 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0276891 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.00858121 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0276891 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.00858121 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0276891 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0591073 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0623044 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0913704 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0623044 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.032218 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0834003 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0834003 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0913704 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0623044 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.032218 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0834003 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0834003 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0507238 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0361318 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.00291076 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.00291076 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.032218 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0834003 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0834003 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0263713 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0263713 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0416091 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0358436 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0336954 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.000176617 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.289362 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.154118 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.155118 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.289362 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.02447 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0360381 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0961931 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.379564 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.377212 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0961931 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0365699 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.109024 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.419697 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.417345 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.109024 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0314486 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.099121 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.099121 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0314486 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.015725 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.015725 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0743167 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.00576528 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00192054 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.00192054 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0729592 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0330993 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0729592 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0389972 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.00629471 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0135603 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.00858215 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0118831 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0213899 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0213899 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.00858215 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0213899 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.00803122 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0131457 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.00783131 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0147982 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.00812234 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0259473 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0196774 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0483478 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.00621019 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.00621019 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0206767 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.00621019 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0274133 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0281079 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0480271 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0140041 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.012718 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.023339 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00298676 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.000666955 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.000666955 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0209873 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.000666955 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0371781 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0147982 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.00812234 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0259473 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0196774 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0483478 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00621019 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.00621019 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0206767 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00621019 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0274133 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0181492 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0165622 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0318915 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0193379 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00247917 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00247917 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0295398 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00247917 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0265972 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0168244 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00196042 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0126541 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.034957 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.034957 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00196042 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.034957 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0289769 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0374452 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00342551 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0562268 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0562268 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0374452 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0562268 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0822575 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0764692 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00638306 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00638306 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0113726 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00638306 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0694 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.049334 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.049334 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0372475 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.049334 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.224837 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0073091 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0358669 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0073091 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0887528 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0358669 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0073091 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0887528 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.00638306 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0694 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0887528 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0655661 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0655661 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0413538 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0655661 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0238284 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0548056 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0180282 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0655661 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0105177 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0405418 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0405418 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0203322 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0405418 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0194515 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.00192198 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0194515 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.00688158 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.018029 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.070249 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0194515 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0285035 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0143047 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0143047 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.000529319 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0143047 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.00192198 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0194515 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.00688158 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.018029 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.070249 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0194515 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0285035 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0143047 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0143047 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.000529319 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0143047 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.00454033 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0379087 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0117039 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0830879 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.00454033 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.00151226 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0142444 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0142444 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.00585252 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0142444 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.00688158 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.018029 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.070249 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0194515 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0285035 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0143047 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0143047 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.000529319 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0143047 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.00880621 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0795884 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.00467864 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0169324 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0206232 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0206232 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0168899 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0206232 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.024371 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0379046 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0599904 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0145837 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0145837 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0149185 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0145837 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.17218 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00221391 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00354633 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00354633 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0159077 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00354633 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0285035 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0143047 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0143047 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.000529319 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0143047 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0970466 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0970466 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.038407 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0970466 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0147643 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0153209 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0147643 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0153209 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0147643 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0453994 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0365699 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0176704 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0207962 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.109024 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.109024 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.417345 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.109024 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0254269 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.00166189 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0314486 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0314486 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.099121 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0314486 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0356935 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.289362 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.289362 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.155118 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.289362 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0947203 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0947203 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.377212 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0947203 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0743167 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.015725 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0743167 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.015725 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0743167 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00192054 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.105313 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0684877 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0562268 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0822575 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0131322 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00220607 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0372418 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0562268 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0822575 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0887528 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0389972 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0135603 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0729592 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0330993 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0135603 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0729592 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.00858215 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0213899 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.00803122 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0165622 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0160885 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.04801 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0165622 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0160885 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0295398 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.00247917 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0265972 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.115615 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.105313 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0684877 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.115615 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0374452 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0562268 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0822575 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0132958 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0259473 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.00783131 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0206767 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.00621019 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0274133 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0131322 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0259287 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0209235 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00220607 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0372418 # DEPENDENCYPART_SIBL
