# _root_ jean_francois_lefort_koordinaketako kidearekin_batera eskainitako prentsaurrekoan , abuztuko polizi operazioak " porrot hutsa " izan direla esan zuen , eta " poliziaren azpijokoak porrot " egin duela .
#goldHeads=2,3,4,15,4,8,8,13,8,24,10,11,18,13,0,15,16,15,18,21,24,24,22,18,24,25,
#predictedHeads=2,3,4,13,4,7,8,13,8,13,10,11,15,13,18,15,16,0,18,21,24,24,22,18,24,25,
(4,5),(4,8),-0.0493348 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.00746847 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.00730993 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.00764047 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.093216 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0269795 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0127185 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00216905 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00532924 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00216905 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0125229 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0261457 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0113114 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0102147 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.00866248 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.016233 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0562268 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0572802 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0562268 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.035926 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00763964 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00763964 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.00578405 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0073091 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00578405 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00578405 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0107343 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0176045 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0048039 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0288503 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0108364 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0144842 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0118786 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0187285 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0176045 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0048039 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0288503 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0108364 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0144842 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0118786 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0187285 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0269795 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0127185 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0279298 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0129681 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.00770111 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0130785 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0290487 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00396859 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0169365 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0143309 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0194361 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.115615 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0614182 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0593114 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0339763 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0145719 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0119664 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0187285 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00774215 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00578405 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00578405 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.00323145 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0146955 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00269899 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0259473 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00333346 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0122833 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.115576 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.00346588 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0127786 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0695523 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0146955 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.00269899 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0259473 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.00333346 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0122833 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.115576 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00346588 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0127786 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0695523 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0407791 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00811865 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0417294 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0643422 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.213726 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.00242322 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0171202 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0894898 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0261457 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0035343 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0191511 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.11011 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.00591817 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0134862 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0749779 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.111015 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.102202 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0424938 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0562293 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.035926 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00948748 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0139492 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.115576 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00355361 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0127786 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0694764 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.142762 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0046745 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00279619 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0899784 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.023395 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0202811 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0082161 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00578405 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.00715512 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.00670543 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0387567 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.115615 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.111402 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.115615 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0615541 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.035926 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0462765 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00948748 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0321452 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0334705 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0342394 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0562268 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0562268 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.0562268 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0451999 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.00474946 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0065746 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0134822 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0155254 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0129055 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0667295 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0110644 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0656147 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.00696173 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.00629799 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.00629791 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.00629791 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.0317973 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0118275 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0116203 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00828983 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0195896 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0844848 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0177485 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0833578 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.01334 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0008167 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.000816624 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.000816624 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.0384814 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0116203 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0155254 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0176338 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0668055 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0157927 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0656907 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.00711491 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.00913316 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.00913308 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.00913308 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.0365256 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.032742 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0338452 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00149472 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0209896 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0324829 # DEPENDENCYPART_SIBL
(10,9),(10,18),-4.00156e-05 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0442168 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0442168 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0442168 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.0319216 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0518519 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.00670543 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0451441 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.00244677 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0760456 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.00830098 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.00830103 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.00830098 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0418124 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0686585 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0492817 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0878789 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0239909 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0204561 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.0204561 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0204561 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0141925 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0176092 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0537505 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.00570755 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.0338996 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.0338996 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.0338996 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.0366003 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.056126 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0225849 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.00394853 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.00394853 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.00394853 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.00280554 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0264432 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0456644 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0456644 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.0456644 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.0426292 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.00388583 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.00388583 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.00388583 # DEPENDENCYPART_SIBL
(10,18),(10,24),-0.0190041 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.0073091 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.0073091 # DEPENDENCYPART_SIBL
(10,20),(10,24),-0.0482041 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.00731059 # DEPENDENCYPART_SIBL
(10,21),(10,24),-0.0482041 # DEPENDENCYPART_SIBL
(10,22),(10,24),-0.0482041 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0594249 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0533925 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0601964 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0530853 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0534945 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.102763 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.0534032 # DEPENDENCYPART_SIBL
(11,2),(11,24),0.0334716 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0604587 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0672625 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0601515 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0605607 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.106814 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.0516584 # DEPENDENCYPART_SIBL
(11,4),(11,24),0.0376415 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0600003 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0528893 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0532984 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.102763 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.0533154 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.0334536 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0494983 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0503166 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0955432 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0515611 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.0329032 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0517153 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0980528 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.0504803 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.0381819 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.102763 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0534032 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0334716 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0632385 # DEPENDENCYPART_SIBL
(11,12),(11,24),0.0277412 # DEPENDENCYPART_SIBL
(11,22),(11,24),-0.0421155 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0708783 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.00955401 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.00519618 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0288103 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0279565 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0200365 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0700111 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0291166 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0154119 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0292194 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0288103 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.00044923 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0566193 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.01435 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.0248795 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.0391094 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0288558 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.00716871 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.00716863 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.00716863 # DEPENDENCYPART_SIBL
(13,1),(13,24),0.0871378 # DEPENDENCYPART_SIBL
(13,1),(13,25),0.0262609 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0279565 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0200365 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0700111 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0291166 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0154119 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0292194 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0288103 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.00044923 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0566193 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.01435 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0248795 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0391094 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0288558 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.00716871 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.00716863 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.00716863 # DEPENDENCYPART_SIBL
(13,2),(13,24),0.0871378 # DEPENDENCYPART_SIBL
(13,2),(13,25),0.0262609 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0140631 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0802203 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0096312 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.00493962 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.00952822 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.00952822 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.00968693 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0174393 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0438695 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0201951 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0505237 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0497267 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0144237 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0144237 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0144237 # DEPENDENCYPART_SIBL
(13,3),(13,24),-0.00632073 # DEPENDENCYPART_SIBL
(13,3),(13,25),-0.043179 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0713151 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0162883 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.00258357 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0163911 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0159819 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.000854774 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0734735 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.00124965 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0417337 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0361702 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.02506 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.00587176 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.00587168 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.00587168 # DEPENDENCYPART_SIBL
(13,4),(13,24),0.100315 # DEPENDENCYPART_SIBL
(13,4),(13,25),0.0431151 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.182793 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.182701 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.18269 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.18269 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0834232 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0159164 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0369127 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0631517 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0109306 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0634214 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.00295057 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.00295057 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.00295057 # DEPENDENCYPART_SIBL
(13,5),(13,24),-0.000623451 # DEPENDENCYPART_SIBL
(13,5),(13,25),-0.0423039 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0163649 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0301724 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0297632 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.000111638 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0562091 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0146444 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0244693 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0388511 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0294206 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.00760248 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.00760241 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.00760241 # DEPENDENCYPART_SIBL
(13,6),(13,24),0.0868434 # DEPENDENCYPART_SIBL
(13,6),(13,25),0.0258507 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0385785 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0377602 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.00594336 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0949802 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0020073 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0632162 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0665328 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0134034 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0084628 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.00846287 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.00846287 # DEPENDENCYPART_SIBL
(13,7),(13,24),0.103495 # DEPENDENCYPART_SIBL
(13,7),(13,25),0.0646218 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0312704 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.000231746 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0566193 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00963978 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0248795 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0485299 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0288559 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0100916 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0100915 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0100915 # DEPENDENCYPART_SIBL
(13,8),(13,24),0.0918481 # DEPENDENCYPART_SIBL
(13,8),(13,25),0.0262609 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.00044923 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0566193 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.01435 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0248795 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0391094 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0288558 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.00716871 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.00716863 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.00716863 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.0871378 # DEPENDENCYPART_SIBL
(13,10),(13,25),0.0262609 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0219602 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0365744 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0518174 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0204955 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0360069 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0219468 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0219468 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0219468 # DEPENDENCYPART_SIBL
(13,11),(13,24),0.0173609 # DEPENDENCYPART_SIBL
(13,11),(13,25),-0.0553247 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0117494 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.194232 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0675887 # DEPENDENCYPART_SIBL
