# _root_ psnk uste du hori ez dela bidezkoa eta upn kritikatu du , enpresa pribatuetan hori bultzatzen ari_den bitartean , publikoetan ez duelako oraindik ezarri .
#goldHeads=2,8,2,6,6,2,6,0,10,8,10,11,16,13,16,17,24,17,18,24,24,24,24,10,24,
#predictedHeads=2,0,2,6,6,10,6,6,10,0,10,11,16,13,13,17,18,10,18,19,24,24,24,10,24,
(2,5),(2,7),-0.00787195 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.0067801 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.00332556 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.077645 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.00868068 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.00389039 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0614488 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0158929 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0190084 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0317527 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0124231 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.00941187 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0148522 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0128547 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.00543688 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0146177 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0275163 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0133948 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.00959133 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0114852 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.00666261 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0296922 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0107447 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.000113529 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.00624888 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0154215 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.00666261 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.000539304 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.00170591 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.0229443 # DEPENDENCYPART_SIBL
(6,2),(6,24),-0.00537178 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0165143 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0346999 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.00042594 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0248337 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0111666 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.00712024 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0657579 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0113191 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.00042594 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.00670443 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0094326 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.004874 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.0071069 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.000813112 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00776084 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0158551 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0318335 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0394936 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.011536 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0361511 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.00776084 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0390648 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0425416 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0387871 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0373883 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.130642 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0140865 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0756456 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0698585 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0821199 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0756456 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.130642 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.069701 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0712194 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0828588 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.070125 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.031668 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0435576 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0378137 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0191997 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0442605 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0230289 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0384047 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0385943 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0441944 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0378331 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0413922 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0601693 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0365911 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0420978 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0306364 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0617564 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0665554 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0449338 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0609655 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00492378 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.00347073 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0108967 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.00582663 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.00991428 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0116386 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0127899 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.00844339 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0271313 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.00869455 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0212735 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.00655564 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.00185083 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0105005 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.00699221 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.00798851 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0314468 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0115114 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0198284 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0158603 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.0108168 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.00582444 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.00940229 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0111266 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0127295 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.00793139 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0384047 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0385943 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0441943 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.0378331 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.00288552 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0100048 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.00629888 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0121322 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.00655773 # DEPENDENCYPART_SIBL
(6,18),(6,24),-0.0214141 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0349541 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0138551 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00543924 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0582672 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.00506655 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0101877 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0729331 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.00674177 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.050024 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0291867 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.00887307 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.022171 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.00235762 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0274798 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0173799 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.00631984 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.011826 # DEPENDENCYPART_SIBL
(8,1),(8,24),-0.00889731 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.000104416 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0273617 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0693592 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.00431879 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0785947 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0599544 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0814084 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0273749 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0822291 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0612185 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0898257 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0829475 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.038963 # DEPENDENCYPART_SIBL
(8,2),(8,24),-0.0866026 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.00974474 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0606219 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0375918 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0344033 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0747781 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0501463 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0701207 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.037758 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0766374 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0586502 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0488786 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0930594 # DEPENDENCYPART_SIBL
(8,3),(8,24),-0.0501891 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0343521 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0143463 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0458635 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00923225 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00171717 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0216422 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.020944 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0118422 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.00682129 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.00393314 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.00825824 # DEPENDENCYPART_SIBL
(8,4),(8,24),-0.00463995 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0553618 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0411715 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0623677 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0470633 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.144248 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0192572 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0640745 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0553132 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0467513 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0797284 # DEPENDENCYPART_SIBL
(8,5),(8,24),-0.0468306 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0809484 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0633262 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0338652 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0297182 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0484574 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.065033 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0307084 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0356502 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0738223 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.0336442 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.000553482 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0217045 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0247002 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0099231 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00115351 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0302113 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0194155 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0155177 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.0217287 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.143953 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0601983 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.107775 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.213248 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.147585 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.148869 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.214505 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.147245 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00439967 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0667446 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.103573 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.118368 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.109916 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.10411 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.119861 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0569936 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0543232 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0244716 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0159634 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0615581 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.025957 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0290617 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0124629 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.014012 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0322878 # DEPENDENCYPART_SIBL
(8,12),(8,24),-0.0143283 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.147073 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.148357 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.214445 # DEPENDENCYPART_SIBL
(8,13),(8,24),-0.146733 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.108784 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.103517 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.119071 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.103978 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.116338 # DEPENDENCYPART_SIBL
(8,18),(8,24),-0.17049 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0162572 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0409131 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.00444996 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0114314 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0340607 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.00251627 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0450183 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0161699 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00570062 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0222588 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0447229 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.00912107 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.00273737 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0384716 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.00570062 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0433285 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.0146002 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.00642837 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0425476 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0122635 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.00163759 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0200881 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0085503 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0020821 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0707094 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.083657 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0265894 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0228174 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0424055 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0394635 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0299603 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.083657 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0228174 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0839204 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.0366466 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0468469 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0267154 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0146193 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0185097 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.000487184 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0214367 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0157179 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.000892248 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0453026 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0196944 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0189065 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.00955543 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0157179 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0453026 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.00233652 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.011878 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.100917 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.00975529 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0643528 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0138004 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.235624 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0453962 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0354503 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0215268 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0371016 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0317401 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0371325 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0453962 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0215268 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.237748 # DEPENDENCYPART_SIBL
(10,5),(10,24),0.0313857 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0208718 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.022291 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0292098 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0427432 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0169419 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.000619656 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0279237 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0211136 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0131131 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0053031 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0169419 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0279237 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.0190135 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.00854113 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0128622 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00152314 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0148072 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00416905 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0163186 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0572799 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00943351 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.00830512 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.00818918 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.00416905 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0572799 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.0104883 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.00371761 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.111651 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0379443 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.012242 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0129632 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00885913 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.01866 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0182948 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0115251 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.012242 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.00885913 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0429489 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.0129439 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0131978 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00530239 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.026486 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0464731 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.00740105 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.00101735 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0426988 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.00530239 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0450788 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0175723 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.00814839 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0156194 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0423862 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.00460313 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0843964 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.107668 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0235568 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0156194 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.00460313 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.119011 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.078102 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.107967 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0643255 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0365745 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0312914 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.115568 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.276258 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0643255 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0815719 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0417665 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0155449 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.024327 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0202906 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0325781 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0366052 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0155449 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0310106 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0273136 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00330693 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.00352522 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0356771 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0392152 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.00121239 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.0171654 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.00685282 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.00933407 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0544177 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.042953 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0273787 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.041472 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.0219895 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0562319 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0442723 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0284226 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.0403214 # DEPENDENCYPART_SIBL
(10,17),(10,24),-0.0205446 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0392332 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0175015 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.0329722 # DEPENDENCYPART_SIBL
(10,18),(10,24),-0.0430694 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0643255 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.0815719 # DEPENDENCYPART_SIBL
