# _root_ jose_antonio_alvarez_kaperotxipik , afera daraman epaileak , castejonek " ez duela zerikusirik eta gaizki aholkatua " zegoela argudiatu du .
#goldHeads=17,1,4,5,1,5,10,7,10,12,10,17,14,16,14,12,0,17,18,
#predictedHeads=12,3,4,5,10,5,10,7,10,12,10,16,14,16,14,17,0,17,18,
(5,1),(5,16),-0.00123102 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.0199106 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.115744 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.021413 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.000550392 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0537534 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.00925051 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0537534 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0342394 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0377835 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.00592613 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.0382532 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0352985 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0455231 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00544547 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0410673 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0067146 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.00604453 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0194325 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.00128149 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0190047 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.00316292 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0132052 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.130588 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0125974 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0429938 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.035181 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.114001 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0299296 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0349287 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.000763498 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0349297 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.022428 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0314853 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.00475977 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0314853 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0139599 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.00629312 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.00858012 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0358669 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.00903015 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.0358677 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.000642808 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0111897 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0376049 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.00496514 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0376572 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.00858012 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0358669 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.00903015 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0358677 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0231777 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.00832792 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0232008 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0125648 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0118547 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.0313046 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0135051 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0259473 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.102602 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0411178 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0081382 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.00123106 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0351472 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00925051 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0562268 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.00592613 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0283203 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.023396 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0152054 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00352369 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.00496514 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.00903015 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0290642 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0423268 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.106192 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0374274 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0369995 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0401369 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0246092 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0246615 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0194801 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0194792 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0150424 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0319032 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0450033 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0184252 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0458413 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0319032 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0450033 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0241967 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0283911 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0511822 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0262881 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0275435 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0294141 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0288514 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0423273 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.103603 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0243687 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.103623 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.049112 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.103603 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0166203 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0484336 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0702664 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0184684 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0389615 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.02129 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0401589 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0520564 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0184252 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0441153 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0319032 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0432773 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0267537 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0300494 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0522022 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0262881 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0283485 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0294141 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0296564 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0452828 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0106766 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0176501 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.010657 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0543332 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0125491 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0187786 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.00724877 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0158902 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0782174 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.00990849 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.00393606 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0320078 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0449396 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0238467 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0291881 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.051572 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0245358 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0278137 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.029519 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0291216 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0399329 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.103603 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0166203 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0484336 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0702664 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0184684 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0389615 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.02129 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0401589 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0520564 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0241967 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0283911 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0511822 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0262881 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0275435 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0294141 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0288514 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0423273 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0639605 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0497196 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0411981 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0257897 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0466312 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0250617 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.114489 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0217314 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0320468 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.00376469 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.00907418 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00380294 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.00490734 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0248745 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0644739 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0407688 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0645345 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0421342 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0256792 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.00528129 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0257167 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0410132 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00621579 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.00169537 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0287493 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0219571 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.00257051 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.02866 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.00744452 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0429948 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0789325 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.00679326 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0427159 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0148821 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0352414 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.113724 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0187818 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0278377 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.115615 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.00559348 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0244829 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0342394 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.046404 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0374452 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.00592613 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0382558 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0991878 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.149166 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0304412 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0051205 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0322779 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0186823 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00322546 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0100257 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0503269 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.107913 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00793952 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00669898 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0901541 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0861045 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.100465 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0659681 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0456007 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0261728 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0162066 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.108358 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.00962235 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.032592 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0387617 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0231777 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.00832792 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.00882452 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0546885 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.01478 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00715587 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0183033 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0886223 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.012565 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0430156 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0694 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.00767687 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0631247 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0495952 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.00439628 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.00385348 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.00521467 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.00439628 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0693592 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.00141534 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.00439628 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0185397 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0783019 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0797663 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0858741 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.00385348 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0034887 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0026703 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0668023 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.00141534 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0026703 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0185397 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0791069 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0797663 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0866791 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0784291 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0784291 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0835522 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.010455 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0784291 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.00425563 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0400098 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.17071 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.018979 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.00421735 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0695182 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.00157148 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.00421735 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0166824 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0784102 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0797663 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0859825 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0693592 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.00141534 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.00439628 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0185397 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0783019 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0797663 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0858741 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0938471 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.00353257 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00931417 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0438655 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0189443 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0510101 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0727153 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0235275 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00868575 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.156845 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0123451 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0185397 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0783019 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0797663 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0858741 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0944825 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0242966 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0950807 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0429135 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.118835 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0716528 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0213182 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0719613 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.027242 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0163046 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.031625 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0719613 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0272028 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0363589 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0100705 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0272028 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0103114 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0132466 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0576158 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0170674 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.00699549 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0186613 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.174856 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0813379 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.177602 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.13427 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.174817 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0770864 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0578933 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.174817 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0896274 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.113381 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0296767 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0159085 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0168983 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.015251 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0145086 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.026377 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0701653 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0219549 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0432688 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0118665 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0219549 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0117921 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0114505 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0551056 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0203168 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0118045 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.00950089 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0202561 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0572379 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0174707 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.00909232 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0191378 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0174707 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0119747 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0196015 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0493844 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0515036 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.00562968 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0277505 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0721108 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0269838 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0359781 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.00960874 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0269838 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0101549 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0133995 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0527256 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0119089 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.00199674 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0288186 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.174817 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0770864 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0578933 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.174817 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0896274 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.113381 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0296767 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0159085 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0168983 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.015251 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0363589 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0100705 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0272028 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0103114 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0132466 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0576158 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0170674 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.00699549 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0186613 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.185792 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0270943 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0726902 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0374882 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0680776 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0161229 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0348786 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.229137 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.00074955 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.00333401 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0421997 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0551878 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0624781 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.00524007 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0355062 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0103114 # DEPENDENCYPART_SIBL
