# _root_ alderdiak kargu_hartu diola esan zuen atzo iturgaitzek , baina haren_kontrako neurririk ez dela hartuko , legebiltzarreko_mahaiak ere egin ez duelako .
#goldHeads=2,9,2,0,4,4,4,7,4,11,14,14,14,9,14,18,0,14,18,18,20,
#predictedHeads=2,4,2,9,4,4,4,7,0,11,14,14,14,9,14,18,0,14,18,18,20,
(4,1),(4,16),-0.069603 # DEPENDENCYPART_SIBL
(4,1),(4,18),0.0663333 # DEPENDENCYPART_SIBL
(4,1),(4,20),-0.019791 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.036875 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0174118 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0740716 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0108138 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0401747 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.00349026 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.00833945 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.0298252 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0123468 # DEPENDENCYPART_SIBL
(4,2),(4,16),-0.00989734 # DEPENDENCYPART_SIBL
(4,2),(4,18),0.00308129 # DEPENDENCYPART_SIBL
(4,2),(4,20),0.0286924 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.103826 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0121835 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0286328 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0339857 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0230915 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.026223 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0707656 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.031817 # DEPENDENCYPART_SIBL
(4,3),(4,16),-0.0282198 # DEPENDENCYPART_SIBL
(4,3),(4,18),0.0466256 # DEPENDENCYPART_SIBL
(4,3),(4,20),-0.0818831 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.224348 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0561097 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0631751 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.101535 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0631 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.103518 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.00604385 # DEPENDENCYPART_SIBL
(4,5),(4,16),0.0566281 # DEPENDENCYPART_SIBL
(4,5),(4,18),0.0497578 # DEPENDENCYPART_SIBL
(4,5),(4,20),-0.136627 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0535535 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0456016 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.00379174 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0558836 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.031926 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.0141888 # DEPENDENCYPART_SIBL
(4,6),(4,16),0.0537263 # DEPENDENCYPART_SIBL
(4,6),(4,18),0.0282901 # DEPENDENCYPART_SIBL
(4,6),(4,20),-0.0213958 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0279159 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0125276 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.00659901 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0605627 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.00455459 # DEPENDENCYPART_SIBL
(4,7),(4,16),-0.00875631 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.00270437 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.0322285 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.047984 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0846966 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0980319 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0323066 # DEPENDENCYPART_SIBL
(4,8),(4,16),-0.0868539 # DEPENDENCYPART_SIBL
(4,8),(4,18),-0.02836 # DEPENDENCYPART_SIBL
(4,8),(4,20),-0.0901939 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0382304 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0409236 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0331407 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.0403877 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.00630801 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.030538 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0582037 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.00186208 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.00145108 # DEPENDENCYPART_SIBL
(4,11),(4,18),-1.18527e-05 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.0298694 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.00368705 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.0135956 # DEPENDENCYPART_SIBL
(4,13),(4,18),0.055763 # DEPENDENCYPART_SIBL
(4,13),(4,20),-0.173054 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.0585609 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.00731974 # DEPENDENCYPART_SIBL
(4,14),(4,20),0.00285812 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.00219822 # DEPENDENCYPART_SIBL
(4,16),(4,20),-0.0320558 # DEPENDENCYPART_SIBL
(4,18),(4,20),0.209912 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0434309 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0562645 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0323798 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0259713 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.027241 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0338525 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0202145 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0288176 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.014714 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0434152 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0214801 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0145733 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0261104 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00610757 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.00847808 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0532205 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0737831 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0212777 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0320968 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.000146087 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.049334 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0299256 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0306699 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0354746 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0123558 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.234971 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.00187982 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0166011 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0160566 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0186149 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0357633 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.00799746 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.236797 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.011502 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0305438 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.126443 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0134905 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0192581 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.00316612 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0221282 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0473532 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0295522 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0359687 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0236395 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0530909 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0760395 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.042821 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0286735 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0491545 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0536375 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0418073 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0667696 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0945288 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0722971 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0303667 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.136218 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.11797 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0462409 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0449133 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00869345 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.041467 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0522647 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.00485734 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0444829 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0309309 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.00933017 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.00119874 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.032848 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.00167685 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0243763 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0161171 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0139173 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.00361063 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0776638 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00196995 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0216186 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0137301 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0159065 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0810788 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0279716 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.140881 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.126539 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0407731 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0359743 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00750524 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0293052 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0732678 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.019545 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0355439 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0563316 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0282735 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.00206211 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0243932 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0153437 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0148206 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00768179 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0854757 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00127107 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0153244 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0146334 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0195928 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0149821 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0473903 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0143631 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0357157 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0206811 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0147521 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00345943 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0344979 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0359029 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0160439 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0354703 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0226478 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0531236 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0755482 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0439201 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0283531 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0499522 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0536702 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0414869 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00489589 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0113315 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0204346 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0363627 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00790537 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0978883 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0111443 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0302528 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0597901 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0923376 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0524336 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.145473 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0925346 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0597901 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.144619 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.238099 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0279733 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.10165 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0465867 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0622537 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.119817 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0454348 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.139597 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0647 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0509864 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.141848 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0614716 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0453257 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0328015 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0453231 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0516505 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0458923 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.100827 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0516128 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.132204 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.119817 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0175713 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.000662626 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0206591 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0199255 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0267831 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.00457233 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0259476 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.00530268 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0103759 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0139211 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0345014 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.00703171 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0274153 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0518552 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0315221 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0137117 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0493309 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0598741 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0299745 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0452066 # DEPENDENCYPART_SIBL
(11,4),(11,16),5.31845e-05 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0588599 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0498986 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.015769 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0195086 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0357006 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0617168 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0261088 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.030103 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0289405 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0259476 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.00214431 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0103759 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0142372 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0325948 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00861603 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0282378 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0363632 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0462994 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0523377 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0223953 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0562336 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0822575 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0207415 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0176525 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.00978453 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00505659 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0670598 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0627354 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0399048 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0713831 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0227889 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.00706808 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.00329859 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0739455 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0185664 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0532475 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0887528 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.108121 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0491063 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.00482045 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.032775 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0801275 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0527604 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0607028 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0685697 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0225966 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0376104 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0109543 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0154274 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0533302 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0574614 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0666873 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.123759 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.061227 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0364481 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.00540407 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.0148763 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0202885 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.024447 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.00683093 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.00886458 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0641911 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0196921 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0171001 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.00886458 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0442227 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0257514 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0408853 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0142932 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.124383 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0921592 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.0401046 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.0362864 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0134524 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0567398 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0206124 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.00488668 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0104951 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0848494 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0170581 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.016103 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0105151 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0156063 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.00130947 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.011066 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.00359456 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.0145144 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.00840028 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0404519 # DEPENDENCYPART_SIBL
(14,2),(14,20),0.0308279 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0270433 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.00780324 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0120273 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.00199481 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0420318 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.00351262 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0279487 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.00199481 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0107935 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.000893716 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0440672 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0251413 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0237512 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.0371786 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0440282 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0847177 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.00368899 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0423074 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0136709 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0675077 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.00551822 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0106905 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0136509 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0424049 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0203902 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0257811 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0444311 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0550658 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0337099 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0278613 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0695457 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0106309 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0255831 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0556936 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0192985 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0438632 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0255831 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0308874 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0134661 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0475467 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0315542 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0251631 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0267794 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0303296 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.105872 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0149524 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0393569 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.018251 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0137277 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0149524 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0297045 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0423683 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0408045 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0206019 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.00127016 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.0104007 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.032745 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.0721385 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0669427 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0288676 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0198518 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0177823 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0403321 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0238767 # DEPENDENCYPART_SIBL
